Longitude,Latitude,WELL.ID,SOURCE,Arsenic,Barium,Calcium,Chloride,Chromium,Fluoride,Iron,Magnesium,Manganese,Nickel,Nitrate.as.N,Potassium,Selenium,Sodium,Sulfate,Uranium,Vanadium
-120.63625,37.04547222,DM-04,USGS,9.6,294,46900,79900,0.038476855,100,40.1,18300,583,0.41,30.79573386,1980,0.003780413,52800,42500,1.68,0.18
-121.1215,37.47511111,DM-06,USGS,1.2,25,88100,204000,28.35,240,9.7,69600,1.03,0.54,4560,1950,8.1,126000,338000,6.42,6.1
-120.9574722,37.14563889,DM-07,USGS,1.8,68.8,44700,197000,11.7,280,10.5,29900,1.11,0.47,4080,1490,0.69,141000,74000,1.95,9.7
-121.0074214,37.10049861,DM-08,USGS,2,82,63600,258000,2.4,360,4.3,41000,0.131564668,0.43,2580,1980,0.36,185000,143000,3.03,4.8
-120.9943056,37.25183333,DM-10,USGS,2.3,47.9,59900,326000,1.65,180,1.385132781,34800,25.7,0.213985969,2140,2320,1.6,255000,225000,1.83,5.7
-121.1766032,37.56243149,DM-11,USGS,1.3,48.5,73700,304000,19.8,130,10,128000,1.1,1.9,17700,2620,6.8,125000,280000,3.015,5.9
-121.2878611,37.60991667,DM-12,USGS,0.43,26.3,84400,129000,11.7,170,7.1,30900,0.308003438,0.36,7650,2130,4,127000,196000,3.975,2.2
-121.2878611,37.60991667,DM-12,USGS,0.5,20.9,70500,105000,9.55,170,6.4,26800,0.573633576,0.33,6020,2040,4.5,118000,210000,3.885,2.2
-120.8279444,36.98266667,DM-13,USGS,1.7,46.3,87800,264000,0.211483545,170,61.3,43200,237,0.53,23.25851727,2920,0.136130134,179000,334000,0.08205,0.52
-120.9835,37.35619444,DM-14,USGS,1.2,40.5,158000,429000,24.4,240,5.920206081,112000,0.776633526,1.1,2600,3860,1.6,314000,737000,12.87,4.4
-120.6581667,36.915,DM-15,USGS,2.1,13.4,214000,124000,0.147172866,180,3.294871978,72600,493,2.3,32,3360,0.38,207000,1080000,5.4,0.720951928
-120.6565278,37.01133333,DM-16,USGS,5,346,76200,535000,0.229412212,130,82.5,39900,872,0.76,19.73627328,2980,0.082238173,248000,84200,0.996,3.3
-120.8598056,36.70502778,DM-17,USGS,1.2,12.1,40900,1350000,2.658816114,450,4.48051617,43,3.92,2.598042161,30.30696668,5660,0.226908505,741000,5330,0.074534699,9
-120.7595,36.84930556,DM-18,USGS,1.5,24.6,162000,846000,0.772993409,240,3260,114000,163,1.6,6.957810009,5780,0.013928716,344000,509000,0.005425479,2.1
-120.6739444,36.83638889,DM-19,USGS,0.86,11.3,83500,147000,5,340,2.646864446,39600,1.42,1.6,1220,1970,7.9,218000,545000,4.095,5.6
-120.6739444,36.83638889,DM-19,USGS,0.7,12,91800,153000,5.7,290,2.063351736,38900,0.96,0.4,1250,1960,8,227000,553000,4.35,4
-120.6739444,36.83638889,DM-19,USGS,0.73,13.5,92100,170000,6.2,300,0.116303796,39100,1.05,0.45,1310,1800,8.6,214000,616000,4.98,4.5
-121.0846944,37.37436111,DM-20,USGS,0.84,27.9,168000,164000,16.6,150,3.9,86700,0.002436032,2.4,20000,2450,28.9,99600,555000,2.85,4.5
-121.2639722,37.54566667,DM-21,USGS,0.76,25,47500,112000,2.9,510,131,44700,1.9,0.35,5890,2410,1.3,152000,220000,2.79,3
-121.2639722,37.54566667,DM-21,USGS,0.79,27.1,52900,107000,1.1,480,87.5,46200,6.83,1,4560,2510,2.2,142000,258000,2.865,2.6
-120.56375,36.89252778,DM-22,USGS,9.3,31,310000,1050000,0.32,120,187,135000,3190,3.8,4.683024418,8170,0.09,594000,1.00E+06,4.17,3.9
-120.8080556,37.03744444,DM-23,USGS,9.4,86.5,41600,82000,31,200,1.381002393,26800,4.62,0.46,2660,1850,5.8,90300,102000,4.92,19.7
-120.5830556,36.98552778,DM-24,USGS,3.7,127,101000,390000,0.12,90,1160,57100,2680,1.9,35.10012073,4080,0.04,220000,213000,0.4695,1.2
-120.7079167,37.08430556,DM-25,USGS,7.6,57.4,35800,149000,0.07,150,270,18200,617,0.42,7.552795019,1580,0.04,128000,77400,1.635,0.81
-121.0184444,37.17347222,DM-26,USGS,1.2,50.1,78800,119000,13.7,220,23.7,45000,1.37,0.67,4720,1710,0.49,92300,109000,4.74,6.6
-121.0184444,37.17347222,DM-26,USGS,1.1,40.8,75600,128000,13.1,220,10.4,42800,2.23,2.1,5880,1460,0.73,112000,128000,4.53,6.1
-121.0184444,37.17347222,DM-26,USGS,1.4,53.5,88500,136000,13.5,280,7.4,47800,1,1.5,7060,1590,0.83,99000,139000,5.04,6.6
-120.8206111,37.10138889,DM-27,USGS,6.1,17.2,82500,297000,0.070361469,170,918,46000,709,0.064430969,23.35872082,2800,0.14,424000,729000,0.6045,0.35
-120.8206111,37.10138889,DM-27,USGS,7.9,19.2,51700,473000,0.24,220,63.2,18400,363,0.65,30.97304848,3270,0.05,535000,610000,0.39,2.8
-120.7579444,37.16080556,DM-29,USGS,15.6,223,114000,235000,0.054484027,130,11200,42300,4750,1.7,23.4596258,3310,0.09,151000,216000,0.9165,0.4
-120.8343608,37.10355552,DM-U-01,USGS,13.4,66.2,85700,194000,0.033640706,180,122,54100,335,0.52,11.43685538,2150,0.015929235,110000,264000,13.2,0.4
-120.9774278,37.35021503,DM-U-02,USGS,0.92,13.7,127000,429000,14.9,200,3.2,129000,1.52,1.1,1570,3220,1.7,321000,696000,35.1,3.6
-120.9774278,37.35021503,DM-U-03,USGS,3.3,83.7,164000,467000,5.65,270,3.2,131000,0.086439752,2.8,13000,2950,6.4,331000,802000,57.3,8
-120.8999278,37.01728056,DM-U-04,USGS,5.1,68.7,46600,63100,0.95,240,4.949664881,28000,3.98,0.55,1980,2600,0.61,47900,75100,1.125,6.2
-120.8999278,37.01728056,DM-U-05,USGS,7.4,72.8,51300,79900,5.3,210,4.9,24300,3.17,0.54,2610,2270,0.47,57200,62900,1.815,7.2
-120.8999278,37.01728056,DM-U-06,USGS,9.7,57,42600,47100,1.8,210,1.745459212,20200,5.42,0.65,1460,2990,0.61,55700,67700,1.995,6.7
-120.6701639,36.88959444,DM-U-08,USGS,7.9,41.7,47900,256000,0.58,360,7.6,18100,130,0.93,15.61578151,2810,2.5,217000,152000,5.01,8
-120.6701639,36.88959444,DM-U-09,USGS,0.42,17.3,240000,322000,9.05,240,5.920644416,89300,25.1,1,12700,2590,6,223000,916000,3.3,2
-120.3722028,36.78068056,DM-U-11,USGS,9.5,30.9,33900,96400,0.09,400,75.7,13100,366,2,25.10141667,4510,0.12,136000,81700,6.48,1.9
-121.0875556,37.29069444,DM-U-13,USGS,7.2,53.5,21600,23700,1.245,350,2.492741859,10700,5.54,0.83,14000,4330,0.69,47500,21700,0.4545,21.2
-121.0994722,37.43161111,DM-U-14,USGS,1.8,38.9,87700,118000,10.6,170,4.687334837,55100,13,2.8,11500,3280,8.1,109000,296000,3.51,6.6
-121.0994722,37.43161111,DM-U-15,USGS,1.3,33.4,64100,62000,6.9,530,0.223037567,29200,1.06,2.1,13400,1050,1.4,87000,121000,13.38,3.5
-121.0994722,37.43161111,DM-U-16,USGS,1.8,27.4,1.00E+05,135000,18.4,520,5.316912618,62200,4,2.7,12900,2190,11.6,142000,422000,4.95,5.3
-121.0875556,37.29069444,DM-U-17,USGS,14.6,387,46800,31300,1.25,300,1730,17500,667,7.3,15200,4880,0.86,71400,51000,2.475,32.5
-121.4358056,39.01633333,ESAC-01,USGS,0.88,64.1,29100,31700,3.2,140,4.179356252,21400,0.093623789,0.25,4330,1060,1.1,21200,27100,0.1545,10.6
-121.4358056,39.01633333,ESAC-01,USGS,1.2,65.8,28100,55000,2.9,150,3.393323775,18400,0.218449818,0.141365341,2120,1400,0.71,34000,26100,0.1425,13.1
-121.8094444,39.72811111,ESAC-18,USGS,0.67,20.9,18700,5390,0.97,60,4.243981631,11700,0.343098357,0.095099664,672,2460,0.005408378,11600,2620,0.39,21.8
-121.7556944,39.14563889,ESAC-19,USGS,8.8,151,39900,11500,6.7,250,3.765973414,18400,0.066462795,0.00155507,537,3540,0.58,25100,24000,1.368,23.2
-121.7556944,39.14563889,ESAC-19,USGS,9.2,141,40100,11600,7.2,240,3.077647353,18400,0.080939658,0.08634414,576,3470,0.58,24100,24500,1.47,24.4
-121.5926667,39.15472222,ESAC-27,USGS,5.7,49.1,41400,19100,1.4,70,4.756775484,31800,4.33,1.2,1110,1630,0.46,22000,24100,3.15,10.6
-121.6933056,39.36655501,ESAC-28,USGS,10.3,49.9,25200,5320,7,120,0.032227521,27200,0.022239516,0.101580161,1620,2630,0.1,15400,7430,1.635,26.5
-121.7541423,39.48599742,ESAC-34,USGS,5.8,110,58200,10900,4.9,100,45.3,39600,2.56,0.051136287,711,1790,0.31,28500,40000,5.175,42.5
-121.7541423,39.48599742,ESAC-34,USGS,5.5,111,51300,13500,4.5,100,4.531626519,35300,0.031990807,0.097332457,821,1840,0.34,26800,36800,4.29,40.1
-121.2666667,37.81683333,ESJ-01,USGS,17.3,289,58000,62400,2.7,140,7.5,13500,5.32,0.36,3630,3830,0.77,46700,19300,6.465,15.1
-121.2666667,37.81683333,ESJ-01,USGS,16.3,348,65100,72000,2.6,110,1.736304471,15300,1.04,0.67,4430,4010,0.83,48600,22200,7.65,15.5
-121.2666667,37.81683333,ESJ-01,USGS,17.8,294,60300,63500,3,140,1.173034031,14000,0.31,0.41,3520,4080,0.66,45700,20600,6.15,17.3
-121.28025,38.10113889,ESJ-06,USGS,3.1,119,36300,17400,4.7,110,11.8,15500,0.043943349,0.78,3690,7660,0.3,22300,16600,4.605,28.9
-121.28025,38.10113889,ESJ-06,USGS,4.3,95.7,30100,14300,5.4,140,4.996618349,13000,0.075285346,0.031322181,2770,7430,0.34,19200,14400,3.3,32.4
-120.9786667,37.79963889,ESJ-08,USGS,3,69.5,14400,7820,4.9,230,0.159476502,8060,0.206343541,0.24,3810,2950,0.17,16100,3080,0.1479,27.9
-121.3423056,38.05055556,ESJ-10,USGS,5.1,214,42800,16000,0.35,90,6.1,12700,26.2,0.52,701,4540,0.35,18700,17000,6.015,16.1
-121.4222222,38.22444444,ESJ-11,USGS,8.1,114,19600,30000,0.128439737,120,67.1,9280,108,0.22,31.84972106,1330,0.045998127,80400,290,0.010415007,0.13
-121.3728056,38.14691667,ESJ-14,USGS,1.7,103,28100,12700,0.39,120,42.8,11800,131,2.1,32.85885727,2080,2.4,32200,13700,1.287,2.4
-121.2686667,38.00080556,ESJFP-10,USGS,3.3,85.9,31300,6920,6.3,80,0.360888476,18100,0.24,0.265157598,1370,6030,0.8,14300,16100,2.67,26.1
-118.8250833,35.21336111,KERN-02,USGS,36.1,57.3,19300,39100,0.56,300,1.818201342,1570,2,0.22,6060,1630,1.9,60900,33800,0.651,32.5
-118.8250833,35.21336111,KERN-02,USGS,29.5,70.7,30800,47500,0.66,280,1.040487754,2460,1.76,0.095163794,9070,2260,2.1,77800,42700,0.684,29
-118.9141667,35.23872222,KERN-03,USGS,7.4,84.3,67200,67300,3.6,150,8.3,11300,1.45,0.41,5610,3850,2.4,86600,118000,5.835,10
-119.2565833,35.22933333,KERN-20,USGS,140,12.2,7330,35900,0.054070543,3080,8.1,295,4.41,0.034542603,21.48502273,580,0.083674483,102000,1.00E+05,1.023,11.5
-119.4391389,35.47183333,KERN-21,USGS,1.4,71.2,133000,249000,4.3,50,86.8,366,64.7,1.6,11900,620,2.1,177000,357000,1.95,4
-119.4391389,35.47183333,KERN-21,USGS,1.2,66.7,186000,318000,5.4,40,22.1,595,1.69,2.1,15400,780,1.5,236000,358000,23.1,3.8
-119.1753333,35.74286111,KERN-29,USGS,5.2,72.4,12400,2930,0.42,190,2.776333422,2380,0.318291649,0.048181392,474,1900,0.016217223,23400,6870,0.6075,45.6
-119.1753333,35.74286111,KERN-29,USGS,5.3,76.5,12200,2900,0.41,180,1.894414536,2480,0.10503976,0.095447084,277,1970,0.032087894,24100,8530,0.666,41.5
-118.9153889,35.28327778,KERN-33,USGS,0.13,85.4,37800,19400,0.075093776,300,2.288711579,7340,3.88,0.33,560,3940,0.45,41300,42400,0.42,0.041243891
-119.3011111,35.30136111,KERN-34,USGS,1.2,43.4,51600,39000,1.1,80,0.94384274,1490,0.167149267,0.3,1050,830,0.51,55300,37000,26.85,5.9
-119.0816944,35.30088889,KERN-42,USGS,1.5,62.8,53100,13900,1.6,140,4.2,5450,1.37,0.37,3720,2440,0.22,29300,26300,7.5,5.4
-119.2973333,35.47997222,KERN-45,USGS,3.3,94.1,70700,141000,3,80,16.1,266,0.7,0.41,4650,1900,1.5,111000,182000,0.75,7.7
-119.2009444,35.44272222,KERN-47,USGS,1.5,32.2,35700,24800,1.1,60,157,90,4.5,0.23,3820,1680,1.2,83100,145000,1.1355,2.5
-120.0405278,36.60647222,KING-04,USGS,8.2,29.5,27700,87800,2,200,16.4,1660,2.84,0.068162067,3900,8720,1.1,114000,34800,37.65,13.7
-120.0405278,36.60647222,KING-04,USGS,6.8,17.5,17900,60700,1.6,210,1.96989427,1090,0.28,0.064431534,2520,7240,0.66,86900,22400,21.9,22.1
-119.3783889,36.54047222,KING-11,USGS,2,76.2,30500,68800,2.2,130,0.556428173,18800,0.087581459,0.140263473,4100,2380,0.3,53500,8880,0.7365,53.1
-119.4679167,36.59561111,KING-13,USGS,3.5,43.1,22900,8830,1.1,150,5.9,8150,5.01,0.085515154,1730,1980,0.17,21800,6610,0.4575,52.7
-119.4679167,36.59561111,KING-13,USGS,2.9,58.2,26800,13600,2,160,3.627990216,9580,0.21,0.144858989,3050,2350,0.35,26600,5590,0.6,48.9
-119.8132222,36.73216667,KING-15,USGS,1.6,59.7,31800,17900,11.7,90,3.568222753,16400,0.351351453,0.31,6540,6300,0.28,22300,11200,4.455,15.2
-119.7976667,36.69930556,KING-17,USGS,2.7,49.1,22600,12400,6.8,120,3.796173837,11300,0.192533045,0.155435925,4650,3410,0.31,26700,4250,1.8,38.7
-119.7976667,36.69930556,KING-17,USGS,2.5,51.5,23700,15400,6.2,120,0.412091845,12300,0.061994043,0.048727336,4590,3420,0.27,27800,4730,2.55,40
-119.5010556,36.73219444,KING-20,USGS,1.2,6.56,13300,1750,0.35,40,0.808052287,8390,0.008721763,0.143020393,2090,1770,0.021961052,7080,8760,1.368,4.2
-119.6981944,36.73825,KING-24,USGS,1.2,63.7,29700,6520,1.4,120,2.096869186,19200,0.001708066,0.054063434,3930,2380,0.048980498,18100,16400,1.545,26.8
-119.6981944,36.73825,KING-24,USGS,1.1,100,43400,8620,1.7,140,1.583080726,28500,0.48,1.1,6740,3100,0.04,23800,30200,3.705,23.8
-119.7359444,36.71077778,KINGFP-03,USGS,2.5,42.1,15400,9720,5.2,150,5.419689714,5200,0.072471971,0.023544756,3540,1620,0.23,36700,3570,0.96,43.1
-119.1038333,36.20677778,KWH-06,USGS,1.8,257,71500,172000,4,130,108,37900,4.91,0.082367379,10200,4240,0.8,58000,26600,1.389,19.4
-119.0560556,36.14744444,KWH-10,USGS,2,136,40400,37900,2,160,2.383747417,18800,0.208057903,0.28,14100,3560,0.39,61800,36200,3.15,33.4
-119.0560556,36.14744444,KWH-10,USGS,2.2,130,40500,35100,2.2,190,1.471645406,19200,0.053988128,0.189080382,14700,3800,0.46,62300,34600,3.375,34.8
-119.3380278,36.16258333,KWH-11,USGS,4.4,9.11,1950,20200,0.237168274,1100,91.7,53,4.4,0.03852014,13.51255934,290,0.008631378,78300,7790,0.05265,1.1
-119.3401111,36.20627778,KWH-12,USGS,0.62,33.5,20300,11900,1.9,100,8.8,590,0.3,0.052227902,3700,1480,0.34,27700,16600,4.425,6.8
-119.3401111,36.20627778,KWH-12,USGS,0.6,34.3,20100,11400,1.7,90,8,638,0.59,0.110428254,3690,1470,0.33,29000,15100,3.9,6.6
-120.1058889,36.93113889,MADCHOW-01,USGS,0.75,182,48700,25200,1.3,90,2.374835589,15500,0.57,0.8,3880,6390,0.06,27500,14400,8.76,14.8
-120.1096111,36.99086111,MADCHOW-02,USGS,1.7,54.4,15400,16300,2.8,170,12.2,4530,0.6,0.264447438,2160,3040,0.12,19300,3130,0.2895,25.1
-120.0646067,36.96300227,MADCHOW-03,USGS,1.2,50.9,16600,17400,0.98,120,1.839037994,4630,0.080429361,0.085014867,776,2780,0.09,20800,4050,0.186,19.1
-120.0646067,36.96300227,MADCHOW-03,USGS,1.3,55.4,17300,16900,1.4,110,1.137344801,5310,0.014314858,0.009095374,1150,3240,0.12,20600,4320,0.2415,20.9
-120.0646067,36.96300227,MADCHOW-03,USGS,1.1,52.2,17600,17700,0.409927479,110,0.801982279,5320,0.358924571,0.123284094,1130,2860,0.1,22300,4150,0.2295,19.1
-119.8248056,36.84488889,MADCHOW-04,USGS,2,12.4,14800,3880,0.123386172,100,7.959243522,5800,0.81,0.099187363,265,3180,0.040591242,11800,2270,1.545,6.9
-119.8248056,36.84488889,MADCHOW-04,USGS,2.2,12.5,13600,3990,0.65,110,4.065266551,5460,0.21,0.102763002,423,2860,0.02,11700,2730,1.635,7
-119.9849444,37.05575,MADCHOW-05,USGS,5.8,91.8,38400,21400,1.6,210,7.118125255,4620,30,1.3,324,2380,0.11,36500,22800,0.1095,3.4
-119.9849444,37.05575,MADCHOW-05,USGS,2.6,81.1,19900,15000,1.6,240,2.116527114,6600,1.92,0.099404399,2880,1860,0.77,24200,7430,0.282,19.6
-119.7280833,36.97772222,MADCHOW-06,USGS,2.2,37.1,32800,21700,0.69,130,6.80229759,3290,0.185728696,0.077779947,4180,4360,0.28,42900,22500,12.975,22.7
-120.0619167,37.13247222,MADCHOW-07,USGS,10.8,66.1,27800,13300,1.2,340,2.99393102,8510,0.093407862,0.130224864,4070,2190,1.6,23600,24300,0.249,19.6
-120.15175,37.10319444,MADCHOW-08,USGS,12.6,98.4,24100,33900,0.98,160,0.014088931,6310,6.46,0.119306628,535,4520,0.93,22700,7780,2.67,2.6
-120.2899722,37.09083333,MADCHOW-09,USGS,0.79,329,78400,58100,3,150,17.6,23500,4.69,0.37,10300,2710,0.3,34300,18300,6.36,13
-120.2590556,37.11891667,MADCHOW-10,USGS,2.2,112,15400,20500,1.9,150,8.523990363,3500,2.26,0.087193763,468,7050,0.11,22200,3030,0.1545,9.4
-120.2590556,37.11891667,MADCHOW-10,USGS,2.2,118,13600,19500,2,150,3.311993143,3320,3.37,0.031979306,496,6350,0.12,18900,2970,0.1755,9.3
-120.1474722,37.09477778,MADCHOW-11,USGS,7.9,98.8,25100,33800,1.4,140,4.665373692,6120,29.5,0.085738504,1000,4120,0.54,25200,11000,0.555,4.7
-120.4881389,37.13316667,MADCHOW-12,USGS,20.3,868,64500,506000,0.099907676,86.87249039,85.7,16100,420,0.042724654,28.8263305,2000,0.09,258000,880,0.012165,0.33
-120.4880278,37.13325,MADCHOW-12R,USGS,22.2,548,47200,399000,0.747708876,60,84.9,12300,286,0.118231552,31.05778541,1750,0.044290552,237000,3600,0.022771066,0.026034099
-120.1286944,36.87352778,MADCHOW-13,USGS,3.8,31.1,7380,16600,2.9,130,6.469771342,2610,0.22,0.144552086,854,1580,0.13,33000,3310,0.147,44.9
-120.0738333,36.85208333,MADCHOW-14,USGS,2.3,51.6,13100,15500,4.4,120,3.626935627,5020,0.29,0.107545715,1240,1720,0.16,16400,2700,0.237,24.7
-119.8113889,36.89780556,MADCHOW-15,USGS,2.1,42.6,8410,9060,0.057731656,210,1.298581015,3580,0.170670985,0.166012607,867,3210,0.08,19700,1910,0.18,8.4
-120.0619167,37.01980556,MADCHOW-16,USGS,2.6,118,16600,21300,2.2,200,3.318836927,4970,1.5,0.007193177,1030,2870,0.13,23500,3540,0.186,21.8
-120.0349722,36.92411111,MADCHOW-18,USGS,0.92,172,39000,22600,1.1,150,7.732304925,13000,0.23,0.035168062,5960,6280,0.07,32100,26900,1.4385,16.2
-119.7603056,36.92741667,MADCHOW-19,USGS,3.8,97.1,17600,15000,1.4,150,0.571805034,8120,0.018593968,0.016467384,1750,4400,0.34,17800,8440,0.4545,13.1
-120.2824444,36.88391667,MADCHOW-20,USGS,2.6,159,102000,61400,3.5,100,3.759053959,27000,0.082004914,0.45,6000,5390,0.38,63500,62000,53.4,14.3
-119.7951111,36.96633333,MADCHOW-21,USGS,2,118,18700,10100,1.1,200,3.875096679,7100,0.39,0.057012965,5430,1870,0.31,21700,2870,0.4095,29.2
-120.47475,37.08036111,MADCHOW-22,USGS,7.4,507,24200,25200,0.113744337,160,7.686727542,3110,24.9,0.031342284,1550,1810,0.34,28000,4390,0.777,27.1
-120.5288889,37.07361111,MADCHOW-23,USGS,16.2,164,7170,22900,0.017118538,290,3.177477907,1470,10,0.050578526,326,1530,0.09,55400,4700,0.6015,108
-120.3361667,37.01138889,MADCHOW-24,USGS,1.9,58.9,23000,29100,8.6,120,4.377364459,4500,0.83,0.026235777,2780,2150,0.24,26900,4940,1.545,23.9
-120.2830278,36.94466667,MADCHOW-25,USGS,1.6,557,181000,120000,1.4,100,6.558910916,57400,0.021697282,1.9,38600,7010,0.1,85800,35900,88.5,20.1
-120.3731389,36.92336111,MADCHOW-26,USGS,2.7,252,135000,222000,3,130,1.929836772,35000,0.195829481,1.2,3000,6860,0.24,81600,60400,48,13.7
-120.1735556,36.8185,MADCHOW-27,USGS,6.3,236,35400,19400,0.53,160,0.603931382,8670,0.098956515,0.164261509,1160,2200,0.58,43500,28500,12.36,20.3
-120.3612222,37.03233333,MADCHOW-28,USGS,2,471,145000,152000,3.7,90,5.419094348,35700,0.012559333,0.65,8570,6770,0.34,60900,26700,30.15,13
-120.2555833,36.85069444,MADCHOW-29,USGS,2,90.5,48700,26200,1.7,70,9.860480742,12800,0.241140574,0.034126166,4000,3500,0.29,45300,23300,16.5,12.9
-120.2555833,36.85069444,MADCHOW-29,USGS,1.8,154,76300,30600,2.2,80,0.177823003,19700,0.29,0.4,6440,3870,0.3,53600,45800,56.85,12
-120.3844444,36.98861111,MADCHOW-30,USGS,2.4,27.3,15600,29900,14.8,150,3.474006038,1000,0.039387123,0.052732014,3100,1330,0.41,38900,5700,0.462,34.6
-120.4736389,37.08244444,MADCHOWFP-01,USGS,3.8,350,90900,72700,2.8,70,4.222556898,15900,3.73,0.46,9950,5140,0.41,45100,19700,15.9,16.9
-120.2492222,37.12708333,MADCHOWFP-02,USGS,1.9,117,18800,20000,2.3,90,6.193392957,4740,0.047481163,0.13010143,1330,2360,0.14,17900,3540,0.1965,13.6
-120.5366667,37.07722222,MADCHOWFP-03,USGS,3.1,2170,658000,1850000,1.1,32.11812308,12.1,112000,0.530706912,4.2,9970,10600,0.36,298000,25000,24.75,9.8
-120.14825,37.14536111,MADCHOWFP-04,USGS,1.2,177,19700,23900,0.05614713,140,21.7,4710,16.1,0.140959344,219,4060,0.07,20400,3490,0.264,4.4
-120.0757778,37.12575,MADCHOWFP-05,USGS,2.7,51.2,40000,15000,0.107249529,250,75.1,8390,32,0.084072372,2.848261241,3200,0.02,32000,43500,0.018236663,0.045144239
-120.3243497,37.28938605,MER-06,USGS,3.5,200,41600,14100,1,80,96.6,17200,3.94,0.26,5080,7610,0.25,33300,17600,2.55,12.9
-120.5035833,37.30808333,MER-10,USGS,2.2,246,42100,9480,3.5,180,3.074734611,18300,0.033956845,0.039504746,2950,4900,0.28,22700,13000,4.71,20
-120.2573889,37.23294444,MER-11,USGS,13.5,186,25200,6120,0.14,140,29,8730,21.9,0.51,952,3520,0.06,17900,20400,0.735,3.9
-120.2573889,37.23294444,MER-11,USGS,13.1,150,26800,6240,0.025305803,140,17.5,8760,34.8,0.066253738,485,3810,0.015223419,22200,20800,0.996,3.3
-120.6195278,37.18347222,MER-12,USGS,3.9,193,70200,58600,1.5,180,1.260338679,43900,8.04,0.38,775,1100,1,80100,71200,28.65,25.6
-120.5763611,37.36611111,MER-14,USGS,8.7,107,11800,19500,1.9,220,5.336080431,2190,0.220431921,0.26,1110,12400,0.31,41600,9270,0.9375,18.5
-120.5763611,37.36611111,MER-14,USGS,3.7,91.1,21700,13900,4.5,150,2.237308374,4800,0.171492218,0.047123452,4960,7960,0.31,25200,8630,0.7305,20.7
-121.0208889,37.6515,MOD-03,USGS,1.6,105,53600,57900,5.4,70,6.3,12000,0.365172329,0.33,5150,4650,0.09,40700,17900,6.24,14.3
-121.5960556,38.68577778,NAM-01,USGS,21.1,226,30000,90500,0.15080818,70,149,17000,145,1.38,18.62281715,2500,0.423681978,182000,65000,0.03135,3.1
-121.4688889,38.6175,NAM-02,USGS,3.1,102,31100,49100,4.2,180,3.63975814,20800,0.165077469,1.49,1350,3320,1.5,36100,18700,1.965,23.2
-121.4688889,38.6175,NAM-02,USGS,3.3,132,36300,55200,3.5,180,2.319390023,27200,0.174814104,0.67,2070,2690,1.6,35900,25300,3.3,21.8
-121.3851667,38.68791667,NAM-03,USGS,2.2,62.4,18200,41500,2.9,290,7.2,10700,0.47,0.46,851,1970,0.21,43500,9670,0.24,16.8
-121.4384722,38.70647222,NAM-05,USGS,4.5,80.6,20000,29500,10.6,170,2.171736284,12900,0.340483519,0.2,1540,1940,0.28,24300,5280,0.174,39.8
-121.5698333,38.89638889,NAM-10,USGS,6,67.9,35400,15800,1.7,120,5.5,31400,0.113652943,0.37,194,1360,0.66,17300,11800,1.605,20.4
-122.1263889,40.13686111,NSAC-01,USGS,1.3,45.1,39600,16900,3,75.57813216,1.142739115,31500,0.008875108,0.022893505,5510,2650,0.04,13700,14500,2.055,15.5
-122.1075556,40.10713889,NSAC-02,USGS,0.7,42.3,47700,28400,2.7,112.7571469,3.158029472,40300,0.056085631,0.41,4990,2180,0.03,16000,46200,1.65,20.2
-122.3935556,40.01869444,NSAC-03,USGS,1.2,152,35900,50700,7.8,100,7.887368707,37700,0.170093374,0.051628381,716,660,0.35,22200,11400,0.2055,9.8
-122.2142778,40.13672222,NSAC-04,USGS,0.42,41.7,20200,5300,1.1,220,7.561199134,11000,0.057455686,0.124852746,2270,490,0.29,14000,12100,0.0294,3.9
-122.1705833,39.98038889,NSAC-05,USGS,4.1,22.1,27000,6240,0.61,140,6.371399611,12500,0.058672866,0.129772234,1380,1740,2.4,31200,23700,0.855,8.2
-122.1954167,40.12266667,NSAC-06,USGS,0.43,61.5,28800,8110,0.61,270,5.53182981,15900,0.083783625,0.91,1760,580,0.16,15500,17100,0.0669,4.4
-122.3119167,40.14541667,NSAC-07,USGS,1.4,142,28400,5090,6.3,170,1.469274532,18300,0.011774747,0.082891773,930,890,0.33,24400,2490,0.489,12.3
-122.2595556,40.22252778,NSAC-08,USGS,7.6,46.2,23000,5760,0.044433839,100,8,4810,40.2,0.069467272,22.47516524,1730,0.24,27000,4660,0.7515,1.4
-122.2263056,40.15991667,NSAC-09,USGS,2.6,67.1,21100,3620,5.7,110,8.305720915,7520,0.370305901,0.146588682,619,2290,1,24200,2560,0.33,20.5
-122.2263056,40.15991667,NSAC-09,USGS,2.2,76.4,20700,4520,5.1,150,7.360344142,8550,0.26,0.17049898,978,1930,0.84,23200,3310,0.387,17.2
-122.2263056,40.15991667,NSAC-09,USGS,2.4,65.2,22200,3800,4.6,120,2.957378308,8080,0.075053793,0.068037561,624,2350,0.98,25600,2830,0.3075,17.5
-122.2386082,40.18237745,NSAC-10,USGS,1.7,41,16800,3010,3.9,270,4.831315344,6810,0.155277468,0.126512698,1510,1270,0.32,13900,4830,0.1287,11.4
-122.1886944,40.18558333,NSAC-11,USGS,0.47,33.2,20500,51800,0.59,93.46485539,3.015894996,15400,0.063903623,0.78,2480,1630,0.1,45600,11400,0.10035,4.6
-122.1619167,40.07186111,NSAC-12,USGS,3.4,108,20400,5740,8.6,150,4.894212678,15500,0.177308257,0.141485956,993,1800,0.5,23100,6700,0.246,16.8
