Longitude,Latitude,WELL.ID,SOURCE,Arsenic,Barium,Calcium,Chloride,Chromium,Fluoride,Iron,Magnesium,Manganese,Nickel,Nitrate.as.N,Potassium,Selenium,Sodium,Sulfate,Uranium,Vanadium
-122.1619167,40.07186111,NSAC-12,USGS,3.1,114,22800,24000,5.3,140,1.659387473,17700,0.296911629,0.109794005,1750,1900,0.51,26700,7500,0.189,16.4
-122.0837778,40.01011111,NSAC-13,USGS,3.3,11.3,11300,11200,3.2,140,7.197938316,9480,0.33,0.063546541,826,3540,0.07,24100,3080,0.14295,41.2
-122.1488056,40.05922222,NSAC-14,USGS,2,135,31000,16300,6.2,130,6.1,24600,2.6,0.144646916,1640,1270,0.41,25100,13000,0.3375,8.9
-122.0965556,40.08116667,NSAC-15,USGS,1.2,29.1,17400,17000,0.62,101.9442349,26.2,12800,0.98,1,829,2450,0.03,13000,14900,0.0639,6.3
-122.0981389,40.02180556,NSAC-16,USGS,3.7,8.69,13600,10300,6.3,140,6.971198013,10500,0.314640678,0.071890658,1060,3930,0.06,29700,8300,0.2655,19.7
-122.0981389,40.02180556,NSAC-16,USGS,3.4,8.81,12700,11400,6,170,2.534506021,9770,0.82,0.020024813,1060,3860,0.06,30000,9300,0.2355,19.8
-122.0981389,40.02180556,NSAC-16,USGS,3.6,8.16,13600,11100,5.3,150,1.355745947,10200,0.101627244,0.056525596,1060,4010,0.07,31300,9130,0.231,17.4
-122.4473056,39.92163889,NSAC-17,USGS,3.4,154,12400,139000,0.104112895,110,31.8,6790,29.7,1.2,27.79719099,540,0.02,157000,5.07864383,0.001219472,0.14
-122.3018056,40.20422222,NSAC-18,USGS,1.9,94.4,20900,3670,5.1,200,1.230192296,10300,0.28,0.109568081,950,1720,0.27,21800,1940,0.279,18
-122.3548611,40.15661111,NSAC-19,USGS,1.6,130,27600,3320,15.8,170,8.657566118,23300,0.278712197,0.037330776,819,680,0.39,21800,1040,0.447,15.2
-122.3548611,40.15661111,NSAC-19,USGS,1.5,144,28300,4480,14.9,210,2.605889063,23000,0.079786667,0.006789532,815,780,0.4,21700,1250,0.4545,13.1
-122.2265278,40.09986111,NSAC-20,USGS,0.55,45,16800,3320,2.9,230,9.1,9030,0.35,0.056421895,1500,390,0.44,14200,8510,0.012165,4.2
-122.2531667,40.23408333,NSAC-MW-01,USGS,3.4,10.5,18800,7140,1.1,110,5.421383652,4130,3.36,0.138242417,277,2100,0.55,30400,4390,0.4845,27.2
-122.0399444,39.94558333,NSAC-MW-02,USGS,1.1,18.1,23300,5000,0.5,80,252,17600,37.1,0.84,958,3350,0.03,12500,5300,0.6,9.5
-122.0399444,39.94558333,NSAC-MW-03,USGS,4.5,3.01,3010,3150,0.6,190,184,2200,23.6,2.2,543,3410,0.35,41200,2650,0.08715,18.7
-122.1665278,40.04283333,NSAC-MW-04,USGS,1.6,120,27100,18100,5.9,190,6.928046476,21400,0.6,0.20362622,1010,1020,0.39,19100,7700,0.2085,11.6
-122.1665278,40.04283333,NSAC-MW-05,USGS,10.6,12.8,8200,7270,0.094080884,210,4.029376365,739,8.52,0.038333499,32.75858882,2540,0.02914871,62100,12000,0.0162,0.41
-122.1665278,40.04283333,NSAC-MW-06,USGS,19.8,1.71,3060,11600,0.001721288,310,4.890398972,185,3.67,0.006962915,14.27316197,1510,0.022124156,65900,13800,0.020627445,0.15
-122.3605278,40.22416667,NSAC-U-01,USGS,1.9,62.8,19700,4680,28.9,90,5.397802094,11500,0.035020496,0.052712525,881,610,0.34,23900,1420,0.2235,16.6
-122.4690556,40.1335,NSAC-U-02,USGS,0.15,41.5,21100,3600,0.068621488,190,3.08753488,11500,0.23,0.160670875,890,540,0.3,14700,34200,0.05475,1.3
-122.2073611,40.25888889,NSAC-U-03,USGS,1.9,36.5,35300,37500,1.9,100,5.796395503,27600,0.052830116,0.37,5490,3340,0.1,25000,14700,0.4365,13.8
-122.3978611,40.14741667,NSAC-U-04,USGS,0.92,138,33100,1530,11.3,320,3.117445478,23200,0.02932413,0.138676399,890,920,0.12,18800,1010,0.54,5.8
-122.2533056,40.23408333,NSAC-U-05,USGS,8.8,29.4,20200,3850,2,160,6.289480193,10700,0.18804691,0.047304982,800,1840,2.4,15000,4010,1.86,28.8
-122.2791389,40.16444444,NSAC-U-06,USGS,0.26,55.6,23800,7710,0.97,260,6.734144786,14900,0.020359901,0.052518459,3180,600,0.06,19900,4480,0.02325,2.2
-122.3535556,40.11283333,NSAC-U-07,USGS,1.5,137,25100,2940,0.025558065,200,7.072119409,21900,11.7,0.023045134,550,1450,3.3,36400,8110,0.864,13.6
-122.2175556,40.00138889,NSAC-U-08,USGS,0.28,33,14900,10600,1.4,280,1.318010025,12500,0.27,0.022348834,3470,350,0.2,16900,8110,0.010451342,2.4
-120.9158611,37.83016667,NSJ-QPC-02,USGS,1.4,204,44500,12600,0.66,180,96.2,21400,10,0.58,7710,2920,0.010355635,26900,17100,3.105,17.6
-120.9158611,37.83016667,NSJ-QPC-02,USGS,1.6,211,44800,13700,0.74,180,52.1,22100,6.86,0.36,8160,3060,0.007876749,26100,17700,3.54,18.4
-121.0948885,38.33271931,NSJ-QPC-04,USGS,1.9,33.8,4730,4830,1.5,170,120,2680,74.3,0.051745732,1040,4180,0.06,22500,2330,0.075,7.9
-121.0948885,38.33271931,NSJ-QPC-04,USGS,2.2,31.9,4540,4980,1.5,210,92.7,2530,64.9,0.114570084,1090,4060,0.07,21700,2360,0.072,8.1
-120.8275,38.20505556,NSJ-QPC-07,USGS,1.3,107,22200,24200,0.3,190,4.2,21100,0.189302402,0.44,2410,3080,0.48,38700,20800,0.501,6.4
-122.2266667,40.33758333,RED-01,USGS,1.4,18.2,13000,3210,2.7,170,7.613805072,8610,0.192986275,0.177441124,798,1390,0.46,14700,1270,0.09735,13.8
-122.2266667,40.33758333,RED-01,USGS,1.7,17.9,14100,3130,4.4,130,5.872842167,9080,0.064114168,0.062406985,750,1510,0.44,15600,1320,0.1095,17.2
-122.2266667,40.33758333,RED-01,USGS,1.7,17.1,14300,3260,3.2,140,1.056064466,9230,1.09,0.094156336,776,1530,0.45,16200,1400,0.1044,14.6
-122.2113333,40.37388889,RED-02,USGS,2.5,11.8,14000,3090,4.6,150,0.112301687,9680,0.053357547,0.008394415,990,2540,0.29,13200,1370,0.2595,17.5
-122.3296389,40.54952778,RED-03,USGS,1.3,108,23000,15700,0.003921791,119.8351467,10.4,21700,15.6,0.74,4070,630,0.21,14500,6690,0.09825,3.8
-122.3002222,40.50658333,RED-04,USGS,0.49,34,13600,9460,0.089576732,108.8162194,3.290081417,12900,0.131875974,0.101500964,1350,690,0.05,12600,6900,0.02235,3
-122.3002222,40.50658333,RED-04,USGS,0.47,32.8,14900,13300,0.52,40,2.32887964,14800,0.57,0.27,1150,730,0.046312381,13000,6930,0.0213,3.5
-122.2870556,40.39802778,RED-05,USGS,0.8,15.4,11600,2680,0.214950365,160,8.040042266,9490,0.133516114,0.067249786,586,810,0.5,16700,2090,0.005459145,10.4
-122.2870556,40.39802778,RED-05,USGS,0.82,19.1,10700,2640,0.51,160,0.466710437,8570,0.002032812,0.056928253,737,810,0.43,15400,1890,0.0264,10.1
-122.3816389,40.51311111,RED-06,USGS,0.26,19.6,10900,2200,0.0568981,105.9490593,5.634467201,6410,0.076752165,0.207310749,1100,510,0.1,6650,3640,0.001066806,1.5
-122.2743889,40.47963889,RED-07,USGS,1,11.1,6760,4380,0.99,120,5.089068118,6540,0.024024998,0.113001346,2340,700,0.1,9200,3240,0.008764485,9
-122.307,40.55738889,RED-08,USGS,1,12.1,10900,10800,0.178773081,250,6.046059575,12600,0.121984994,0.003572343,1720,550,0.27,15800,2770,0.0243,9.4
-122.3264722,40.35783333,RED-09,USGS,0.91,40.3,15200,5280,1.9,220,27.7,9260,1.49,0.160040214,1270,650,0.11,12600,5740,0.075,7.8
-122.2783611,40.41402778,RED-10,USGS,7.7,50.2,10200,21700,0.075743965,56.32618412,7.9,3180,19.9,0.112016969,66,1700,0.09,37900,1800,0.03,4.8
-122.2400833,40.55133333,RED-12,USGS,4.2,127,15600,8950,0.030093294,100,30.8,9010,220,0.35,103,1860,0.96,24600,4570,0.0213,1.7
-122.2400833,40.55133333,RED-12,USGS,3.9,115,16600,21000,0.158575446,80,2.964690649,9530,276,0.047925542,74,2030,1.6,32300,5070,0.0192,0.88
-122.2400833,40.55133333,RED-12,USGS,4,123,14000,9530,0.85,90,1.460372349,8590,313,0.211680982,69,1760,1.9,22600,4900,0.02325,0.59
-122.34025,40.38444444,RED-13,USGS,0.97,29.5,11300,2780,2.8,120,2.562532371,7520,0.018040217,0.117441515,992,770,0.13,14600,1340,0.0567,11.7
-122.4070278,40.38930556,RED-14,USGS,2.2,124,12400,2340,0.100884246,90,123,6810,56,0.063634659,2.897457276,660,0.014517396,16600,1950,0.019804619,0.008764867
-122.4186667,40.42158333,RED-15,USGS,0.49,24.4,10300,5410,0.120424978,90,7.5,6890,0.43,0.16380832,1050,460,0.17,16700,650,0.0294,4.7
-122.3763611,40.33208333,RED-16,USGS,0.37,50.6,16800,4040,1.1,110,5.662042376,8330,0.22,0.36,922,550,0.05,10600,3980,0.05265,5.6
-122.1959722,40.41813889,RED-17,USGS,1.3,12.8,20500,2810,3.6,100,1.351242831,20100,0.123114933,0.055744402,653,2210,0.07,14600,570,0.39,24.4
-122.272,40.49105556,RED-18,USGS,0.56,17.6,11300,14700,0.248001544,68.30820258,7.630390806,11100,0.25,0.127378464,2880,1070,0.04,11500,5260,0.05985,5.7
-122.1461944,40.39972222,RED-19,USGS,0.7,18.6,12300,5250,0.163257775,70,42.8,8910,9.23,0.6,285,3150,0.05,12500,2400,0.1095,4
-122.1461944,40.39972222,RED-19,USGS,1.1,15.8,11200,8600,0.63,70,18.2,8150,2.52,0.22,263,3190,0.021112064,15600,2200,0.105,6.6
-122.2765,40.3275,RED-20,USGS,2.4,22.4,14300,2580,2.3,100,0.965760039,7610,0.46,0.271097047,1270,1250,0.5,13800,1320,0.1146,16.4
-122.2257222,40.42525,RED-21,USGS,1.2,46.5,16200,3060,1.7,160,3.088076564,14200,0.00321766,0.262066951,1810,1820,0.03,14000,8190,0.2775,13.8
-122.2536667,40.38991667,RED-22,USGS,0.41,30.4,16800,3770,0.054023089,160,5.341144441,16100,0.170954073,0.085805662,1440,550,0.037148524,15600,6550,0.0705,5.7
-122.2136944,40.55841667,RED-23,USGS,1.4,13.9,13800,2160,4.3,150,7.753995614,8870,0.089218447,0.020208689,725,1800,0.8,10400,1780,0.05985,15.2
-122.3018056,40.44125,RED-MW-01,USGS,0.71,21.2,9420,3970,0.150352681,140,549,6820,60.3,0.73,712,860,0.29,13700,3270,0.06285,6.1
-122.3015833,40.44119444,RED-MW-02,USGS,0.79,21.1,9800,3660,1.5,180,0.43905611,9190,0.89,0.51,1330,930,0.46,10800,8280,0.02835,9.6
-122.3015556,40.44113889,RED-MW-03,USGS,0.66,21.6,11200,3350,1.8,160,10.1,8800,0.6,1.2,1430,750,0.19,12100,5650,0.01317,7.6
-122.3338333,40.35858333,RED-MW-04,USGS,2.1,36.1,13300,2750,0.377852994,90,1.530624572,2290,0.79,0.212126916,415,1030,0.41,30900,1220,0.2325,10
-122.3338333,40.35858333,RED-MW-05,USGS,1.6,23.4,10800,2310,0.9,130,4.721113708,7950,0.51,0.49,681,620,0.21,15100,770,0.0588,9.3
-122.3338333,40.35858333,RED-MW-06,USGS,2.3,40.5,18800,3430,6.8,130,6.5,7700,0.65,0.83,681,930,0.27,16600,2120,0.432,16
-122.3338333,40.35858333,RED-MW-07,USGS,10.1,35.4,33300,14500,7.2,180,8.8,8050,0.58,0.9,5860,3660,0.79,35000,31300,0.705,29.2
-122.3353333,40.28697222,RED-U-01,USGS,1.3,132,26100,4250,25.3,150,1.736455123,13200,0.37,0.044172563,948,940,0.34,19000,770,0.6135,16.4
-122.3610556,40.29233333,RED-U-02,USGS,1.4,66.9,23700,3260,19.6,100,7.629173161,11000,1.17,0.034507481,848,790,0.12,17500,470,0.2445,17
-120.9044444,38.10391667,S10-ESJB-03,USGS,0.99,111,16600,36300,0.493708638,150,4.67631344,4590,0.297736907,0.181384574,5160,4140,0.25,27800,11400,0.3,3.8
-120.9126389,38.07613889,S10-ESJB-04,USGS,2,98.4,35600,89300,0.430437129,160,917,12600,16.5,0.006526331,3520,3850,0.46,35200,78100,0.0861,4.9
-120.8131667,37.93980556,S10-ESJB-05,USGS,5.4,26.5,39500,26900,1.2,520,25.6,3040,5.1,0.112230157,5750,1700,0.72,74100,164000,0.1545,27
-120.7215278,37.82072222,S10-ESJB-07,USGS,3.6,147,17400,5450,0.57,130,7.577379548,9340,0.369286854,0.080744637,1550,4440,0.06,13700,5360,0.6165,10.5
-120.9029444,37.83355556,S10-ESJB-09,USGS,2.9,50,12000,4380,0.3164074,280,0.18958363,6700,0.079050779,0.018917434,1750,1940,0.016749486,9650,3540,0.156,22.4
-120.9452778,38.05405556,S10-ESJB-11,USGS,0.86,81.2,27800,11900,2.4,120,5.244966855,14200,0.095021071,0.197487521,5000,3750,0.93,13100,9640,0.6015,9.5
-121.0775,38.15538889,S10-ESJB-16,USGS,1.6,130,33600,47100,0.81,230,9.745846838,17100,0.018684528,0.140869474,7450,2360,0.49,30200,9790,0.348,13.8
-121.0490278,38.02666667,S10-ESJB-18,USGS,0.94,72,24100,5870,0.67,120,2.214074554,11500,0.178251777,0.12458487,1210,3240,0.07,8990,15500,0.9975,6.6
-120.9663611,37.78988889,S10-ESJB-21,USGS,2,205,50900,10600,3.4,110,7.005699154,25300,0.038408418,0.24,10200,3560,0.005276199,27200,25500,7.8,18
-121.0536389,37.91944444,S10-ESJB-24,USGS,1.2,197,48500,24700,3.2,100,7.599448813,31000,0.012206229,0.22,12200,2280,0.65,23500,23700,0.8625,12.2
-121.1173611,37.99402778,S10-ESJB-25,USGS,1.8,104,32200,7600,4.5,140,2.413211337,18800,0.248424103,0.181663776,3410,4250,0.2,17600,7850,1.98,16
-121.14175,38.03655556,S10-ESJB-26,USGS,1.5,84.2,31800,4530,4.5,80,4.326243307,13300,0.223178127,0.134062316,350,3360,0.33,13300,5580,1.389,11.8
-121.2012222,38.08891667,S10-ESJB-27,USGS,2.3,46.1,22600,9820,8.7,180,1.11758875,6850,0.177280934,0.053404949,2190,2200,0.28,20500,8090,0.447,23.6
-121.1723056,37.99438889,S10-ESJB-33,USGS,1.2,355,113000,57000,6.7,80,3.322010606,53500,0.723600774,0.94,15200,11400,0.18,39400,29800,26.1,13.6
-121.1262222,37.79830556,S10-ESJB-35,USGS,5.2,77.8,22100,10400,7,180,9.863105824,6110,0.194081134,0.072070686,3360,4440,0.19,17300,8030,0.267,44
-121.07,37.77683333,S10-ESJB-36,USGS,4.1,138,60100,12700,1.391388036,120,4.09424278,26500,0.265511371,0.095769064,29400,4780,0.109110988,25500,47200,4.245,26
-121.1851139,37.81893333,S10-ESJB-38,USGS,4.3,206,81200,22400,3.1,100,4.119271843,27100,0.026482704,0.3,24600,5970,0.85,25900,49500,8.58,28.3
-121.2465833,37.96758333,S10-ESJB-40,USGS,7.8,129,54600,19900,3.3,110,0.280221691,26100,0.389718572,0.31,3980,5960,0.22,22700,19600,3.15,23.2
-121.351,38.05202778,S10-ESJB-41,USGS,5.4,296,69000,32600,0.219858733,80,2.174754809,24300,177,0.055171907,5870,3540,0.66,25400,33400,12.975,12.5
-121.3132778,37.86311111,S10-ESJB-44,USGS,7.5,422,120000,353000,0.452831024,80,4.253289306,31200,337,0.29063074,7.156096874,2120,0.042830972,153000,62400,15.75,26.4
-119.8679167,36.35741667,S3-MACK-K01,USGS,2.2,68.3,95600,99700,0.301058498,360,2190,33100,517,2,872,3780,0.21,385000,652000,225,0.95
-119.9756667,36.45333333,S3-MACK-K02,USGS,23,70.4,27300,193000,0.162252107,1050,42.3,1240,35.6,0.5,22.13338048,550,0.09,349000,374000,0.04155,0.57
-119.9955278,36.51475,S3-MACK-K03,USGS,2.1,58.8,57700,68900,0.125936673,100,2.127692382,3380,87.3,1,27.20216306,1970,0.07,50200,45600,30,4
-120.1571944,36.58583333,S3-MACK-K05,USGS,3.6,76.6,42500,51100,0.012410821,220,136,5240,155,0.72,9.134013174,1240,0.06,155000,1.00E+05,148.95,1
-120.1885833,36.59616667,S3-MACK-K06,USGS,2.3,28.2,172000,168000,0.261798885,180,682,26500,1720,2.7,15.08120179,1950,0.07,314000,703000,156,0.5
-120.2208056,36.64666667,S3-MACK-K07,USGS,9,78.1,28400,280000,0.185399417,400,65.8,4700,414,0.073021977,23.83887038,2680,0.21,290000,107000,10.23,3
-120.1328889,36.74036111,S3-MACK-K08,USGS,2,153,125000,81000,4.4,30,21.3,14300,1.62,2.3,3150,10900,1.8,122000,147000,253.5,8.4
-120.1486944,36.68119444,S3-MACK-K09,USGS,17.7,32.2,8860,205000,0.27998798,130,9.4,446,21,0.032134459,18.9439387,4920,0.07,203000,38800,0.000144706,0.56
-119.9398611,36.48097222,S3-MACK-K12,USGS,4.7,42.6,38000,120000,0.246477303,210,0.493162949,414,15.4,0.63,22.24609072,830,0.08,83000,21400,16.05,3.7
-119.9398611,36.48097222,S3-MACK-K12,USGS,4.2,83.7,72100,226000,0.297499765,150,0.158354603,608,25.9,0.103799312,8.219796736,1220,0.032039277,112000,44600,11.55,6.1
-119.9016389,36.43144444,S3-MACK-K13,USGS,31.8,27.7,11200,102000,0.139832047,1070,20.7,426,15.1,0.68,20.56380319,440,0.06,247000,108000,0.231,0.48
-119.8300833,36.41011111,S3-MACK-K14,USGS,34,6.72,3810,27200,0.289562569,280,11.2,156,3.01,0.19271944,24.14986979,330,0.039041374,129000,54500,0.0852,0.2
-119.7428333,36.44577778,S3-MACK-K15,USGS,0.26,8.73,29500,4240,0.96,30,4.80173466,310,0.039625699,0.015602333,2440,500,1.9,24600,23500,31.8,3.1
-119.7428333,36.44577778,S3-MACK-K15,USGS,0.77,7.97,24800,3500,1.2,40,3.276379324,304,0.10152536,0.47,3420,390,1.4,31900,11400,29.1,4.8
-119.71925,36.51386111,S3-MACK-K16,USGS,0.42,182,179000,64700,2.8,20,5.9,14200,0.066061064,3.3,60200,4150,0.62,97500,108000,143.85,3.6
-119.8183611,36.51897222,S3-MACK-K17,USGS,2.2,4.87,21800,820,0.32,130,3.110000073,1190,0.305440232,0.37,471,820,0.036152373,6490,1960,6.345,14.4
-119.9592778,36.70516667,S3-MACK-K19,USGS,3.2,111,106000,98100,4.1,70,2.810989737,53100,0.118737052,3.5,11600,8140,0.13,57700,50300,160.5,19.5
-119.9592778,36.70516667,S3-MACK-K19,USGS,3,123,112000,91100,5.1,90,2.538518554,56500,0.22124424,2.8,13400,8150,0.16,59700,52300,171,18.5
-120.0110556,36.72230556,S3-MACK-K20,USGS,2.8,77.7,80500,52900,4,100,3.483538422,38200,0.330883669,1.1,13500,7450,0.96,69000,50000,123.6,12.3
-120.0974722,36.75802778,S3-MACK-K21,USGS,4,20.1,49100,8270,0.64,120,3.160180721,20700,0.247920586,0.8,3530,3390,0.87,44200,51300,62.25,16.2
-119.9063333,36.78111111,S3-MACK-K22,USGS,2.8,41.6,31400,7140,2.5,110,0.621162528,15800,0.45,0.72,2190,6760,0.07,19900,9080,10.74,14.7
-119.8620556,36.76833333,S3-MACK-K23,USGS,2.3,12,12500,4250,0.92,130,3.905940656,6730,0.351522099,0.74,1270,4990,0.028730395,12800,5410,0.4605,18.5
-119.7371111,36.58086111,S3-MACK-K25,USGS,1.2,24.3,25000,9600,1,110,3.989608749,5300,0.374989383,0.25,3590,2360,0.16,31100,15000,14.385,10.4
-119.7362778,36.55594444,S3-MACK-K26,USGS,1.1,11.2,22600,980,0.37,130,1.050926216,4780,0.083323024,0.39,887,740,0.06,5040,3190,9.39,10.2
-119.62975,36.52619444,S3-MACK-K27,USGS,0.92,160,101000,91800,2.8,50,3.687299659,33600,0.040636033,1.1,16800,5580,0.9,86500,81100,75.45,8.6
-119.5117778,36.51372222,S3-MACK-K28,USGS,1.4,54.2,45600,7030,0.71,50,1.593778845,8980,0.16576516,0.65,4790,1550,0.19,24300,32700,14.385,12.5
-119.3912222,36.47708333,S3-MACK-K29,USGS,2.5,120,127000,41800,1.6,100,9.1,35400,0.56,0.84,24100,3690,0.41,50300,164000,11.865,37.2
-119.4861944,36.52016667,S3-MACK-K30,USGS,3.8,27.9,18200,1910,0.77,180,3.553551639,5920,0.067833802,0.37,2970,1610,0.014884452,9390,4850,0.867,40.3
-119.5329722,36.56194444,S3-MACK-K31,USGS,3.8,44.4,16600,14000,2.7,130,1.66734111,5350,0.132079254,0.16495611,1910,2120,0.24,19900,4520,0.3105,41.9
-119.6634167,36.62035,S3-MACK-K32,USGS,1.5,10.7,14600,2760,0.54,80,1.855281251,3910,0.014755672,0.05311769,743,1670,0.06,7460,7740,2.22,8.3
-119.7838056,36.83033333,S3-MACK-K35,USGS,2.2,39,17200,5460,2,140,3.779744592,8560,0.152930369,0.7,2540,2440,0.047575421,11700,6910,0.6495,20.9
-119.7521944,36.86552778,S3-MACK-K36,USGS,1.2,95.8,33100,7580,5.9,120,19.1,14300,0.8,3.7,5330,3360,0.09,19900,12600,2.7,16.3
-119.6996667,36.77038889,S3-MACK-K37,USGS,1.4,42.3,15500,4480,0.096930428,100,2.70145741,8910,0.181486061,0.49,660,3000,0.022231826,13600,3670,0.393,30.2
-119.4794444,36.62711111,S3-MACK-K39,USGS,0.81,162,70900,27400,1.4,50,2.153699218,19600,0.152958078,0.55,8540,4960,0.2,35400,51900,20.85,7.7
-119.4851667,36.58080556,S3-MACK-K40,USGS,1.1,186,98800,33100,1.2,60,3.976670492,34500,0.086958231,0.8,23700,5150,0.08,69400,96000,42.6,16.7
-119.3540278,36.53069444,S3-MACK-K41,USGS,1.1,145,99700,45900,1.1,120,5.6,34400,0.354622856,0.83,17100,3910,0.11,39100,61800,5.7,26.6
-119.3247778,36.44944444,S3-MACK-K42,USGS,5,223,49500,45600,0.99,170,1.631544123,42700,0.306588826,0.44,17200,2160,0.56,76400,74100,10.545,65
-119.3245833,36.4495,S3-MACK-K42R,USGS,4.6,74.7,32300,44500,0.83,190,14,22200,4.13,0.08178679,9200,2060,0.81,62500,39800,5.295,64.1
-119.2336111,36.54227778,S3-MACK-K43,USGS,2.6,170,96700,32800,0.4,120,4.7,44600,0.51,1.1,21200,4410,0.023604927,41000,56800,7.665,38.2
-119.3070278,36.65286111,S3-MACK-K44,USGS,0.83,286,114000,67700,0.38,160,7.2,37500,0.234267876,1.2,37300,5720,0.09,61200,72300,16.5,20
-119.3070278,36.65286111,S3-MACK-K44,USGS,0.65,245,110000,69800,0.62693731,160,3.00625273,37600,6.52,0.66,47600,5240,0.050155601,64200,81400,15.75,17.9
-119.3339722,36.65561111,S3-MACK-K45,USGS,4.5,195,52000,9750,0.204124911,220,2.884541059,21200,0.51,0.36,18400,3310,0.09,54500,12400,4.995,59.9
-119.4977222,36.70125,S3-MACK-K46,USGS,0.24,28.7,52700,2080,0.162561214,20,221,18200,9.46,1,25.35490772,2830,0.044505199,15600,8100,7.95,1.4
-119.4047222,36.76825,S3-MACK-K47,USGS,0.6,54.4,122000,144000,0.35,80,4.4,42900,0.43,1.3,11900,3120,0.2,48100,98600,4.92,17.2
-119.5474444,36.83866667,S3-MACK-K48,USGS,2.2,185,53300,26000,0.35,130,0.97941535,23000,0.177776146,0.46,7920,3710,0.32,24800,16900,3.645,41.2
-119.5580278,36.86894444,S3-MACK-K49,USGS,1.7,195,84000,41200,0.97,90,8.169274486,29300,0.61,0.7,11000,4280,0.36,26900,42500,8.655,32.8
-119.5580278,36.86894444,S3-MACK-K49,USGS,1.8,200,84200,30900,1.2,110,3.954862196,28200,0.332613017,1,9260,4340,0.42,27800,42000,7.335,32.2
-120.1863056,36.77661111,S3-MACK-M01,USGS,16.6,13.5,14100,2170,0.16116856,150,23.8,1990,14.8,0.187649614,10.4431248,1770,0.036162311,6620,5780,0.1236,0.75
-120.2741667,36.90688889,S3-MACK-M02,USGS,5.5,49.4,23800,36700,3.1,150,15,6980,0.212986815,0.2,736,2710,0.22,25300,6910,2.52,15.6
-120.31025,36.94702778,S3-MACK-M03,USGS,1.5,676,2.00E+05,250000,1.3,70,10.7,48200,0.53,2.1,51000,3960,0.15,193000,52900,60.75,22.1
-120.3730556,36.95608333,S3-MACK-M04,USGS,3.8,203,88500,68900,3.5,150,3.963425822,24200,0.200242775,0.75,4750,4130,0.41,46800,40000,28.5,20
-120.4721944,37.04933333,S3-MACK-M05,USGS,2.4,390,117000,115000,2.8,60,1.542022139,19100,0.222701334,0.72,5460,5420,0.36,55500,26900,22.5,14.1
-120.4500833,37.14002778,S3-MACK-M06,USGS,3.8,455,66400,68100,4.6,70,2.917615715,12800,0.30970984,0.34,4790,4440,0.29,61400,18100,4.5,19.1
-120.4229722,37.09152778,S3-MACK-M07,USGS,3.9,164,49000,22300,0.9,90,1.502844558,9270,0.381817751,0.68,3380,3170,0.08,14100,6640,3.735,21.7
-120.3293056,37.07261111,S3-MACK-M08,USGS,1.1,355,83700,78800,2.5,70,0.015885655,20900,0.59,0.49,10600,4260,0.31,40800,21900,7.395,18.1
-120.2425278,36.99575,S3-MACK-M09,USGS,1.1,287,60700,26500,2.3,130,1.39492074,19400,0.306414641,0.39,10900,5500,0.26,33500,17000,3.3,35.1
-120.1842778,36.93122222,S3-MACK-M10,USGS,1.2,398,99000,95100,3,90,7.5,32700,0.172794408,2.3,6810,6050,0.42,54900,22600,24.6,24.4
-120.1004722,36.86072222,S3-MACK-M11,USGS,1.4,95.7,47900,33400,1.4,130,5,16000,0.83,1.8,2640,2130,0.24,27200,15400,55.35,10
-120.0628611,36.82897222,S3-MACK-M12,USGS,2.5,56.3,29500,22900,2.3,120,1.305277281,10100,0.025801628,0.25,4550,2820,0.37,37700,17200,14.7,15.4
-120.1263056,36.90166667,S3-MACK-M13,USGS,1.3,92.7,21500,14800,1.7,130,1.064676465,7440,7.66,1.1,1300,3790,0.28,21600,15200,0.513,23.4
-120.1562222,36.96608333,S3-MACK-M14,USGS,1,104,24300,13300,1.8,140,12.5,8070,1.39,0.64,4560,3400,0.23,24100,8330,0.576,24.8
-120.2041111,37.00438889,S3-MACK-M15,USGS,1.6,144,29000,10000,2.5,160,3.391092883,10800,0.32264743,0.66,8830,3750,0.18,24400,7810,0.756,39.9
-120.3176667,37.08977778,S3-MACK-M16,USGS,1.2,505,95900,44200,2.9,50,0.758203643,26500,0.090928707,0.56,10700,4790,0.05,87000,18800,17.4,17.7
-120.3524722,37.11916667,S3-MACK-M17,USGS,1.7,721,131000,128000,4,70,2.730010887,38600,0.237241694,1,9190,4040,0.52,64000,21300,17.1,16
-120.18225,37.06877778,S3-MACK-M18,USGS,1.4,184,34700,30100,4.7,120,6.1,10300,0.219102693,0.21,7160,2150,0.21,24100,5920,0.7485,19.3
-120.1138889,37.033,S3-MACK-M19,USGS,1.8,154,23600,17800,1.8,200,1.103916897,8790,0.99,0.38,2700,3330,0.2,24700,6000,0.1815,29.1
-120.0763056,36.98541667,S3-MACK-M20,USGS,1.1,52.2,17600,17900,2.5,150,3.507081045,5360,0.173196001,0.46,2320,2580,0.12,20000,3740,0.345,20.4
-119.9959444,36.92291667,S3-MACK-M21,USGS,0.64,128,38100,38600,0.89,140,23.9,13300,56.6,2.1,4830,5640,0.11,28300,32100,1.47,14.7
-119.94125,36.88072222,S3-MACK-M22,USGS,1.1,105,27400,38500,3.4,120,3.045036077,11400,2.77,1.3,6780,4090,0.88,25300,12100,0.5085,21.4
-119.7837222,36.88430556,S3-MACK-M23,USGS,3.7,14.8,9160,2930,0.230780654,210,10.5,3280,0.284784686,0.25,18.24318743,1810,0.039587297,7540,1170,0.4935,8.1
