Latitude,Longitude,SOURCE,SOURCE.NAM,OTHER.NAME,WELL.ID,Al (ppb),As (ppb),Ba (ppb),Ca (ppb),Cl (ppb),Cr (ppb),Cu (ppb),F (ppb),Fe (ppb),K (ppb),Mg (ppb),Mn (ppb),Mo (ppb),Ni (ppb),NO3 (ppb),Pb (ppb),Se (ppb),SO4 (ppb),Sr (ppb),U (ppb),V (ppb) ,Zn (ppb),Cr_level
38.24055556,-121.5111111,USGS,SOL-06,SOL-06,SOL-06,3.1,3.3,212,25900,141000,0.08,0.8,130,364,1100,21900,135,9.52,0.48,38,0.04,0.03,19000,392,0.0140008,0.14,40.5,Group 0
38.24394444,-121.9700278,USGS,SUI-02,SUI-02,SUI-02,1.9,1.7,1000,12300,242000,0.8,0.4,350,296,1260,6080,21.8,1.45,0.51,60,0.231,5.2,4160,625,0.02072,1.4,3.3,Group 0
38.26886111,-122.1025556,USGS,SUI-04,SUI-04,SUI-04,2.4,0.48,124,70200,119000,0.3,4,430,816,1360,25800,203,1.88,1,40,0.092,0.06,31500,609,0.79624,2,2,Group 0
36.31872222,-119.7159167,USGS,TLR-02,TLR-02,TLR-02,263,5.1,10.4,1460,19900,0.35,0.6,1870,19.9,390,75,2.3,10.9,0.14,60,0.233,0.08,310,21.1,0.052984,0.38,0.6,Group 0
36.30033333,-119.6411389,USGS,TLR-03,TLR-03,TLR-03,242,27.7,14.7,2170,72800,0.3,2.7,1250,102,470,80,6.12,8.88,0.37,40,0.038,0.05,1330,35.9,0.35816,0.82,2,Group 0
36.30033333,-119.6411389,USGS,TLR-03,TLR-03,TLR-03,257,25.5,13.5,2270,61300,0.06,1,1300,7.9,470,112,8.92,9.23,0.26,40,0.865,0.06,740,36,0.0140008,0.46,2,Group 0
36.35797222,-119.6599444,USGS,TLR-04,TLR-04,TLR-04,105,6.6,19.2,3570,140000,0.3,0.4,1370,5.9,760,293,18,7.96,0.2,60,0.08,0.05,320,45.3,0.026048,0.38,2,Group 0
36.35797222,-119.6599444,USGS,TLR-04,TLR-04,TLR-04,29.1,5.5,19.1,3150,157000,0.03,0.8,1230,7.8,680,315,16.9,7.98,0.3,39,0.26,0.08,180,46.1,0.03996,0.1,0.6,Group 0
36.38488889,-119.7756667,USGS,TLR-05,TLR-05,TLR-05,46.8,12,1.93,872,35000,0.06,0.8,1560,26.2,420,25,1,7.45,0.08,60,0.12,0.08,1190,14.2,0.22496,0.22,0.7,Group 0
36.19288889,-119.8196111,USGS,TLR-06,TLR-06,TLR-06,1.5,8.2,22.3,14800,86800,0.09,1.7,400,181,1760,3600,66.2,38.2,0.4,60,0.08,0.08,282000,111,0.40552,0.29,13.5,Group 0
36.32608333,-119.6101389,USGS,TLR-08,TLR-08,TLR-08,4.3,27.3,12.7,8570,15800,0.04,0.8,230,4.5,860,253,6.56,3.91,0.27,60,0.194,0.28,13800,80.9,38.332,2.2,0.6,Group 0
37.84997222,-121.4457778,USGS,TRCY-07,TRCY-07,TRCY-07,3.2,23.6,58.5,397000,1020000,0.8,3.6,190,24500,4200,213000,17100,2.96,5,34,0.24,1.9,750000,2320,1.21064,1.2,4.2,Group 0
37.93647222,-121.4329722,USGS,TRCY-09,TRCY-09,TRCY-09,1.2,4.7,102,38700,108000,0.8,0.3,170,4180,2820,18300,519,2.96,0.62,40,0.08,0.2,34000,342,0.03996,0.7,3.8,Group 0
37.96919444,-121.5703611,USGS,TRCY-10,TRCY-10,TRCY-10,2.2,0.17,120,36200,78500,0.3,0.8,100,169,2760,24100,205,2.91,0.53,40,0.063,0.05,14500,432,0.092056,0.36,1.9,Group 0
37.96919444,-121.5703611,USGS,TRCY-10,TRCY-10,TRCY-10,3.8,0.18,126,36800,80300,0.07,0.8,90,166,2790,24500,218,2.73,0.24,40,0.052,0.03,15600,447,0.09398,0.25,2.4,Group 0
37.75547222,-121.3749722,USGS,TRCY-11,TRCY-11,TRCY-11,3.2,7,45.1,38500,82100,0.8,0.8,80,9,3260,16200,194,4.53,1.11,40,0.121,0.7,191000,692,0.18352,0.3,3.3,Group 0
37.75547222,-121.3749722,USGS,TRCY-11,TRCY-11,TRCY-11,3,7.2,43.8,38100,88200,0.3,1.1,100,7.8,3390,15800,205,4.6,0.35,40,0.267,0.06,217000,664,0.21164,0.5,10.3,Group 0
37.59861111,-120.8536667,USGS,TRLK-03,TRLK-03,TRLK-03,5.6,19.5,51.9,7020,13000,0.34,0.8,240,34.8,1710,2860,9.35,4.85,0.2,1440,0.066,0.04,2240,127,0.45584,12,14.7,Group 0
37.59861111,-120.8536667,USGS,TRLK-03,TRLK-03,TRLK-03,16.8,16.8,48.3,8500,12100,0.3,4.4,280,16.9,1850,3270,10.5,4.44,0.19,599,1.25,0.14,3170,137,0.69708,12,2,Group 0
37.59861111,-120.8536667,USGS,TRLK-03,TRLK-03,TRLK-03,4.5,21.4,49.8,7510,14900,0.71,1,210,101,1550,2780,39.9,5.33,0.58,435,56.8,0.05,1090,121,0.4292,10,2.8,Group 0
37.48938889,-120.9948056,USGS,TRLKFP-01,TRLKFP-01,TRLKFP-01,1.6,16.2,206,136000,124000,0.12,12.5,400,6,14400,42600,1130,13.7,9.97,49300,0.158,0.72,84900,2230,91.908,41.9,1.4,Group 0
37.42854749,-120.837148,USGS,TRLKFP-02,TRLKFP-02,TRLKFP-02,1.6,3.2,125,51100,19400,0.38,3.3,210,6,5560,17200,22,1.78,3.19,21200,0.105,0.09,32400,541,9.7532,13.3,0.6,Group 0
37.56355,-121.0573972,USGS,TRLKMW-01,TRLKMW-01,TRLKMW-01,1,2.8,93.9,41400,98200,0.09,0.5,130,6,2610,12600,9.39,3.41,2.85,5000,0.08,0.06,12400,413,24.272,11.5,0.3,Group 0
37.56355,-121.0573972,USGS,TRLKMW-02,TRLKMW-02,TRLKMW-02,1,1,107,79800,28000,0.74,1.4,170,6,1670,23900,10.3,3.44,5.98,13600,0.04,0.08,47800,834,59.2,11.5,1.1,Group 0
36.10883333,-119.322,USGS,TULE-03,TULE-03,TULE-03,11.3,16.4,12.9,12900,8710,0.41,0.4,240,3.6,170,703,0.4,1.83,0.2,2970,0.24,0.05,13500,114,8.7468,1.4,2,Group 0
36.10883333,-119.322,USGS,TULE-03,TULE-03,TULE-03,7.5,14.9,16.4,14400,6940,0.3,0.8,270,4,160,1190,0.14,1.26,0.28,2300,0.055,0.04,17900,142,8.2732,0.97,1.5,Group 0
35.88994444,-119.0460556,USGS,TULE-05,TULE-05,TULE-05,3,3.9,28.6,15900,107000,0.28,1,810,14.9,2220,1710,3.04,12.5,0.28,6280,0.043,6.1,42300,121,3.9368,15.8,2.1,Group 0
36.05891667,-119.3076389,USGS,TULE-07,TULE-07,TULE-07,58.7,6.4,8.57,7150,10600,0.68,0.3,150,17.6,210,192,0.2,0.386,0.2,2340,0.04,0.1,11200,91,3.256,49.1,2,Group 0
36.0225,-119.0971667,USGS,TULE-10,TULE-10,TULE-10,4.4,0.93,164,77600,73000,0.6,1,80,4,2770,19700,0.38,1.05,0.39,9250,0.178,0.24,24400,637,13.3052,12.4,4.9,Group 0
36.0225,-119.0971667,USGS,TULE-10,TULE-10,TULE-10,4,1,129,64200,48900,0.45,2.8,90,4,2670,16700,0.4,1.09,0.62,12000,1.05,0.13,29600,483,16.872,12,1.1,Group 0
36.36483333,-119.9326667,USGS,WS-02,WS-02,WS-02,7.8,0.25,36.5,10900,50100,0.3,0.8,850,21.8,1220,1340,18,8.81,0.57,38,0.537,0.05,8330,134,0.85396,3.5,2,Group 0
36.36483333,-119.9326667,USGS,WS-02,WS-02,WS-02,12.3,0.42,38,11100,47700,0.19,0.98,990,13.8,1130,1280,21.2,10.1,1.1,40,0.572,0.06,14100,132,0.64232,2.6,2.8,Group 0
36.14745317,-120.0304148,USGS,WS-03,WS-03,WS-03,12.9,1.6,16.6,134000,111000,0.22,3,180,3.2,2020,52900,6.92,12.4,5,8690,1.2,34.9,706000,1970,2.2348,7.9,18.2,Group 0
36.28495164,-119.940415,USGS,WS-04,WS-04,WS-04,11,2.3,19.1,85500,56900,0.11,1.6,270,66.8,1300,8820,40.3,15.3,2.7,48,0.295,0.39,533000,745,1.04044,5.9,2.9,Group 0
36.38608333,-120.2294444,USGS,WS-05,WS-05,WS-05,24.7,5.4,33.5,38400,250000,0.23,5,490,7.9,1090,968,29.3,31.4,1.3,40,0.15,0.04,312000,357,0.144004,2.6,2.8,Group 0
36.22677778,-119.9048333,USGS,WS-06,WS-06,WS-06,6.7,2.8,10.5,570000,89300,0.24,3,260,7.3,1620,3550,32.5,38.6,21.7,274,0.486,0.53,1730000,2670,0.030932,8,4.3,Group 0
36.43647222,-120.2115833,USGS,WS-07,WS-07,WS-07,4.7,2.3,16.4,49100,34400,0.3,0.8,290,25.3,1830,9780,54.2,22,0.16,38,0.087,0.05,487000,387,0.081992,0.15,1.4,Group 0
36.43647222,-120.2115833,USGS,WS-07,WS-07,WS-07,6.9,2.7,15.2,43200,39000,0.07,3,340,20.9,1260,8340,43.1,25.4,0.56,39,0.025,0.02,428000,525,0.121952,0.34,2.8,Group 0
36.43647222,-120.2115833,USGS,WS-07,WS-07,WS-07,7.5,2.4,20.4,65100,32800,0.12,0.8,360,40.2,1710,5460,60.1,24,0.21,40,0.03,0.06,406000,478,0.087024,0.17,2,Group 0
36.04356452,-120.0126349,USGS,WS-08,WS-08,WS-08,2.8,7.8,10.4,22700,27300,0.07,1,220,40.8,1070,1830,11.6,12.6,0.25,480,0.681,1.9,291000,147,0.148,33.5,16.7,Group 0
36.53330556,-120.1000833,USGS,WS-09,WS-09,WS-09,2.7,1.1,89.6,16800,95800,0.23,1,530,88.1,2170,2640,144,9.38,0.54,39,0.492,0.04,162000,138,0.103008,2.3,26.5,Group 0
36.31755556,-119.94125,USGS,WS-10,WS-10,WS-10,2.5,3.7,27,173000,75500,0.12,1,200,23.7,1950,19600,144,30.9,1.4,40,0.054,0.09,817000,1170,0.41884,0.65,2.4,Group 0
39.93025,-122.1795556,USGS,WSAC-03,WSAC-03,WSAC-03,3,0.68,61.1,27800,7770,0.5,1.1,100,5,680,15700,0.26,0.99,1.32,3380,0.037,0.78,20800,338,0.13024,5,6.6,Group 0
39.87369444,-122.3386944,USGS,WSAC-04,WSAC-04,WSAC-04,1.6,3.6,98.5,16500,5110,0.04,0.2,180,42.8,560,15900,43.3,1.63,0.59,60,0.08,0.08,1240,199,0.03996,0.1,1.2,Group 0
39.774,-122.3546667,USGS,WSAC-06,WSAC-06,WSAC-06,3,0.28,71,35700,17200,0.72,2.6,290,5,570,33400,1.3,1.06,0.21,640,1.67,0.08,21500,506,0.10952,2.6,62.9,Group 0
39.20111111,-122.0206944,USGS,WSAC-12,WSAC-12,WSAC-12,1.8,2.2,126,22800,50800,0.04,0.28,110,52.6,1500,16200,106,7.79,0.05,60,0.08,0.08,62300,256,0.06956,0.53,0.67,Group 0
39.2955,-122.1211389,USGS,WSAC-14,WSAC-14,WSAC-14,1.3,2.6,29.3,84500,236000,0.05,2,420,4,2120,70400,89.8,4.54,0.36,1290,0.62,10.8,429000,1570,2.5752,10.7,8.6,Group 0
38.85628859,-121.7866327,USGS,WSAC-17,WSAC-17,WSAC-17,1,6.7,47.5,41900,27400,0.5,1.3,130,6,1450,25400,0.23,3.96,0.23,175,0.69,0.57,20600,234,1.1988,18.9,36.4,Group 0
38.85628859,-121.7866327,USGS,WSAC-17,WSAC-17,WSAC-17,2.5,7,54.1,27300,7380,0.8,1.2,170,31.2,1730,23400,0.34,5.18,0.34,729,0.04,0.12,37900,265,1.776,21.2,8.7,Group 0
38.85628859,-121.7866327,USGS,WSAC-17,WSAC-17,WSAC-17,3.1,6.7,38,27200,14700,0.3,1.4,120,6,1620,34900,4.54,4.59,0.17,64,0.182,0.08,26100,430,1.16032,18.5,59.7,Group 0
39.15219444,-122.1466944,USGS,WSAC-18,WSAC-18,WSAC-18,3,1.3,58.3,50800,70700,0.5,0.94,500,5,1260,33900,78.4,3.24,0.05,568,1.37,2.1,110000,916,0.1406,8.4,0.37,Group 0
39.15219444,-122.1466944,USGS,WSAC-18,WSAC-18,WSAC-18,1.2,1.5,73.8,50500,96400,0.07,0.24,470,6,1140,37600,84.6,3.72,1.2,852,0.55,1.2,104000,877,2.3236,9.2,2.8,Group 0
39.00744444,-122.1411667,USGS,WSAC-22,WSAC-22,WSAC-22,1,1.4,198,27600,14000,0.5,0.26,300,6,500,19800,0.11,0.35,0.08,40,0.1,0.36,7020,276,0.1776,5.5,28.1,Group 0
38.79191667,-121.7625,USGS,WSAC-25,WSAC-25,WSAC-25,3,13.8,303,29800,34100,0.48,0.2,190,69.5,1050,24500,36.6,0.63,0.2,46,0.03,0.05,12000,612,0.02072,0.41,26.3,Group 0
39.58552778,-122.117,USGS,WSAC-FP-04,WSAC-FP-04,WSAC-FP-04,11.1,5.5,91.5,19900,13900,0.16,0.4,130,6.3,1890,7340,8.38,1.89,1.1,60,0.08,0.08,620,635,0.06956,0.19,0.6,Group 0
39.27713889,-122.1927778,USGS,WSAC-FP-05,WSAC-FP-05,WSAC-FP-05,4.5,8.3,42.5,28700,100000,0.04,0.35,290,9.2,2380,25300,60.6,3.91,0.09,30,0.8,0.06,88400,758,0.5624,0.82,2.4,Group 0
39.58552778,-122.117,USGS,WSAC-FP-06,WSAC-FP-06,WSAC-FP-06,3,4,167,16000,22400,0.33,0.4,180,14.8,870,15800,7.15,1.08,0.33,262,0.08,0.2,7600,449,0.06956,8,1.2,Group 0
39.5595,-122.0326389,USGS,WSAC-FP-07,WSAC-FP-07,WSAC-FP-07,4.4,10.6,7.73,16000,15100,0.07,0.4,120,40.2,1560,7210,22.6,2.11,0.17,60,0.16,0.08,7240,296,0.03996,0.1,0.6,Group 0
36.00738889,-119.9604167,USGS,WS-U-01,WS-U-01,WS-U-01,2.3,17.1,47.3,37900,319000,0.2,2,100,20.9,1050,4870,85.5,11.7,0.38,40,0.06,0.07,111000,321,0.17908,9,2.8,Group 0
36.00813889,-119.9668611,USGS,WS-U-02,WS-U-02,WS-U-02,2.6,11.9,35.1,31700,188000,0.24,2,160,7,1060,5500,40.2,13.4,0.32,118,0.017,0.19,207000,348,0.48692,9.3,1.6,Group 0
36.14558333,-120.2116389,USGS,WS-U-03,WS-U-03,WS-U-03,9.2,3.8,10.8,72200,93000,0.1,1,140,43.2,2800,19700,91,24.8,0.97,39,0.104,0.75,634000,550,0.51504,4.7,3.7,Group 0
37.64116667,-120.7455,USGS,CE-QPC-02,CE-QPC-02,CE-QPC-02,2.6,3.9,125,22100,18900,1.8,0.8,170,6,4490,14400,0.26,0.526,0.43,3990,0.068,0.06,10400,338,0.78884,17.9,45.8,Group 1
37.64116667,-120.7455,USGS,CE-QPC-02,CE-QPC-02,CE-QPC-02,14.3,4.3,91.5,30500,11400,1.2,1.6,170,37.1,3950,19600,3.2,0.382,0.27,6800,0.243,0.11,10500,291,1.0804,19.7,2.8,Group 1
37.10049861,-121.0074214,USGS,DM-08,DM-08,DM-08,17,2,82,63600,258000,2.4,5,360,4.3,1980,41000,1.3,2.27,0.43,2580,0.146,0.36,143000,1150,2.9896,4.8,14,Group 1
37.25183333,-120.9943056,USGS,DM-10,DM-10,DM-10,17,2.3,47.9,59900,326000,1.7,5,180,6,2320,34800,25.7,7.62,0.6,2140,0.109,1.6,225000,916,1.8056,5.7,14,Group 1
36.915,-120.6581667,USGS,DM-15,DM-15,DM-15,34,2.1,13.4,214000,124000,1.2,10,180,12,3360,72600,493,39.1,2.3,32,1.04,0.38,1080000,3060,5.328,1.6,28,Group 1
37.54566667,-121.2639722,USGS,DM-21,DM-21,DM-21,3,0.79,27.1,47500,112000,1.1,5,510,131,2410,44700,6.83,3.61,0.35,4560,0.085,2.2,258000,834,2.7528,2.6,84,Group 1
37.01728056,-120.8999278,USGS,DM-U-06,DM-U-06,DM-U-06,2,9.7,57,42600,47100,1.8,1,210,6,2990,20200,5.42,2.48,0.65,1460,0.03,0.61,67700,455,1.9684,6.7,2.8,Group 1
36.78068056,-120.3722028,USGS,DM-U-10,DM-U-10,DM-U-10,34,7.1,25.9,34400,453000,1.2,10,480,12,2750,4130,112,38.9,1.2,40,0.3,0.4,474000,308,4.6472,3,28,Group 1
37.29069444,-121.0875556,USGS,DM-U-13,DM-U-13,DM-U-13,3.1,7.2,53.5,21600,23700,1.6,1,350,6,4330,10700,5.54,5.82,0.83,14000,0.018,0.69,21700,436,0.44844,21.2,2.8,Group 1
37.29069444,-121.0875556,USGS,DM-U-17,DM-U-17,DM-U-17,1270,14.6,387,46800,31300,1.5,16.7,300,1730,4880,17500,667,3.99,7.3,15200,20.8,0.86,51000,669,2.442,32.5,65.3,Group 1
39.64427778,-121.7203889,USGS,ESAC-06,ESAC-06,ESAC-06,1.5,0.97,14.9,18100,2260,1.2,3.3,80,6,1750,12100,0.18,0.24,0.26,786,2.11,0.05,1510,112,0.11988,28.8,10.7,Group 1
39.15472222,-121.5926667,USGS,ESAC-27,ESAC-27,ESAC-27,3,6.5,49.1,41400,19600,1.1,3,60,5,1680,29000,4.33,0.97,0.57,1110,1.12,0.24,24100,258,2.2348,8.4,0.93,Group 1
39.15472222,-121.5926667,USGS,ESAC-27,ESAC-27,ESAC-27,1.6,5.7,77.8,39600,19100,1.4,1.8,70,6,1630,31800,110,0.84,1.2,864,0.21,0.46,20600,300,3.108,10.6,8.6,Group 1
39.57705556,-121.9083056,USGS,ESAC-FP-04,ESAC-FP-04,ESAC-FP-04,1.7,3.2,15.8,14300,1790,2,0.4,100,67.4,2290,11200,3.54,0.42,0.3,158,0.08,0.12,2110,100,0.09028,10,0.68,Group 1
37.96911111,-121.2241667,USGS,ESJ-16,ESJ-16,ESJ-16,1.1,6.5,116,26300,6180,1,4.2,140,12.9,5710,12500,6.45,0.66,0.59,39,6.48,0.4,12100,267,0.90428,25.1,7,Group 1
37.932,-121.0160556,USGS,ESJ-18,ESJ-18,ESJ-18,1.4,2,77.9,14800,9310,2.3,1.1,160,6,3570,8220,0.24,0.571,0.39,39,0.218,0.3,7910,169,0.072964,21.9,6.3,Group 1
38.00119444,-121.2683611,USGS,ESJMW-03,ESJMW-03,ESJMW-03,0.9,3.3,82.6,27400,5730,2.1,0.3,120,6,4720,15700,0.24,0.84,0.79,1060,0.08,1.1,20100,321,1.6132,30.2,1,Group 1
35.30136111,-119.3011111,USGS,KERN-34,KERN-34,KERN-34,3,6.2,22.9,51600,39000,1.1,0.5,160,6,830,1140,0.4,1.69,0.3,1050,0.149,0.51,37000,455,26.492,5.9,2.4,Group 1
35.30088889,-119.0816944,USGS,KERN-42,KERN-42,KERN-42,2.4,6.6,42,53100,6880,1.6,0.5,150,6,2440,5450,0.5,1.96,0.37,3720,0.208,0.06,26300,232,7.4,15.6,0.9,Group 1
35.30088889,-119.0816944,USGS,KERN-42,KERN-42,KERN-42,3,1.5,62.8,19700,13900,2,2.7,140,4.2,1800,1540,1.37,2.17,0.17,546,0.314,0.22,12100,401,1.4504,5.4,5.5,Group 1
35.44272222,-119.2009444,USGS,KERN-47,KERN-47,KERN-47,3.9,1.5,35.2,27900,24800,1.1,0.9,70,10.5,1680,90,0.43,0.643,0.23,3820,0.209,1.3,161000,370,0.47508,2.5,2,Group 1
35.44272222,-119.2009444,USGS,KERN-47,KERN-47,KERN-47,6.7,2.2,32.2,35700,30900,2,0.8,60,157,1350,64,4.5,0.725,0.35,4480,0.04,1.2,145000,381,1.12036,5,1.7,Group 1
36.60647222,-120.0405278,USGS,KING-04,KING-04,KING-04,3.3,8.2,17.5,17900,60700,1.6,0.2,210,16.4,8720,1660,0.28,7.12,0.2,2520,0.986,0.66,34800,143,21.608,13.7,2,Group 1
36.60647222,-120.0405278,USGS,KING-04,KING-04,KING-04,23.1,6.8,29.5,27700,87800,2,0.92,200,5.3,7240,1090,2.84,5.59,0.08,3900,0.2,1.1,22400,211,37.148,22.1,0.87,Group 1
36.59011111,-119.6360833,USGS,KING-09,KING-09,KING-09,4.6,1.4,7.81,16300,14500,1.3,0.4,70,6,1560,279,0.1,0.686,0.06,1790,0.217,0.11,8480,181,1.7908,8,0.44,Group 1
36.56111111,-119.6106944,USGS,KING-10,KING-10,KING-10,1.1,1.7,27.6,31900,11300,1.2,0.7,90,6,2460,4670,0.2,1.32,0.03,1690,1.42,0.12,8760,261,10.7004,11.7,1.9,Group 1
36.54047222,-119.3783889,USGS,KING-11,KING-11,KING-11,1.6,2,76.2,33900,68800,2.2,1,130,4,2100,15400,0.12,3.51,0.32,4100,0.067,0.22,8880,262,0.72668,46.6,1.4,Group 1
36.54047222,-119.3783889,USGS,KING-11,KING-11,KING-11,4,1.8,57.8,30500,32400,1.3,0.7,140,6.8,2380,18800,1.51,3.66,0.06,4090,0.179,0.3,7550,268,0.6956,53.1,1.4,Group 1
36.60758333,-119.4377778,USGS,KING-12,KING-12,KING-12,1,1.7,99.7,56700,13600,1.2,1.5,200,6,3380,22000,0.12,1.81,0.13,8240,0.36,0.09,34600,354,3.8924,32.8,4.8,Group 1
36.59561111,-119.4679167,USGS,KING-13,KING-13,KING-13,1.6,3.5,58.2,28600,8830,2,0.6,150,5.9,2320,8150,0.13,1.98,0.2,3050,0.322,0.35,5590,172,0.4514,48.9,2,Group 1
36.59561111,-119.4679167,USGS,KING-13,KING-13,KING-13,4,2.6,43.1,26800,13600,2,3,160,4,1980,10700,0.21,2.02,0.17,1730,0.889,0.27,5300,138,0.592,44.4,3.1,Group 1
36.59561111,-119.4679167,USGS,KING-13,KING-13,KING-13,6.5,2.9,55.3,22900,13500,1.1,1.1,150,6,2350,9580,5.01,2.64,0.03,3210,0.103,0.17,6610,156,0.5328,52.7,1.7,Group 1
36.73825,-119.6981944,USGS,KING-24,KING-24,KING-24,4,1.2,63.7,43400,6520,1.4,1.8,120,4,2380,28500,0.4,1.03,1.1,6740,0.22,0.05,30200,201,3.6556,23.8,6.1,Group 1
36.73825,-119.6981944,USGS,KING-24,KING-24,KING-24,4.8,1.1,100,29700,8620,1.7,0.8,140,4,3100,19200,0.48,0.885,0.2,3930,0.497,0.04,16400,267,1.5244,26.8,2,Group 1
36.66180556,-119.4488889,USGS,KING-30,KING-30,KING-30,8.2,2.9,26.9,20000,7750,1.1,2.4,90,6,1540,4250,0.2,1.85,0.04,2570,0.212,0.44,6970,193,0.80364,50.8,2.2,Group 1
36.66180556,-119.4488889,USGS,KING-30,KING-30,KING-30,1.3,2.8,29,18400,8790,1.1,0.88,70,11,1670,4350,0.69,1.85,0.2,2750,0.32,0.47,6510,192,0.7696,48.4,3.6,Group 1
36.71549107,-119.6242883,USGS,KINGFP-05,KINGFP-05,KINGFP-05,0.9,0.9,94.8,61800,18700,1.9,0.42,120,11,4020,49000,0.5,1.04,0.94,7170,0.08,0.08,64800,432,14.8,17.4,1.3,Group 1
36.71549107,-119.6242883,USGS,KINGFP-07,KINGFP-07,KINGFP-07,1.6,0.66,220,105000,24200,1.2,0.52,90,6,4210,39100,0.22,0.21,0.69,25800,0.08,0.08,112000,866,19.24,12.3,0.6,Group 1
36.72739391,-119.5971432,USGS,KINGFP-10,KINGFP-10,KINGFP-10,1.3,1.9,64.1,21500,5920,1.3,0.4,120,6,2160,20400,0.2,1.41,0.29,2440,0.08,0.18,13100,144,0.666,26.3,0.6,Group 1
36.14744444,-119.0560556,USGS,KWH-10,KWH-10,KWH-10,4,2,130,40400,37900,2.2,2.2,160,4,3560,18800,0.1,6.48,0.19,14100,0.059,0.46,34600,317,3.108,34.8,7.3,Group 1
36.14744444,-119.0560556,USGS,KWH-10,KWH-10,KWH-10,4.3,2.2,136,40500,35100,2,1,190,4,3800,19200,0.4,6.58,0.28,14700,0.322,0.39,36200,348,3.33,33.4,1.1,Group 1
36.20627778,-119.3401111,USGS,KWH-12,KWH-12,KWH-12,10,0.6,33.5,20100,8610,1.9,0.8,100,8.8,1360,638,0.3,1.15,0.27,3690,1.68,0.33,16600,320,4.366,6.6,2,Group 1
36.20627778,-119.3401111,USGS,KWH-12,KWH-12,KWH-12,3.6,0.62,25.4,17400,11400,1.8,1.6,90,8,1480,590,0.35,1.21,0.26,3260,0.095,0.3,12900,275,3.5372,6.8,2,Group 1
36.20627778,-119.3401111,USGS,KWH-12,KWH-12,KWH-12,2.3,0.66,34.3,20300,11900,1.7,2.3,100,8.8,1470,549,0.59,1.38,0.2,3700,0.251,0.34,15100,315,3.848,7.5,3.2,Group 1
36.93113889,-120.1058889,USGS,MADCHOW-01,MADCHOW-01,MADCHOW-01,1.6,0.75,182,48700,25200,1.3,2,90,4.8,6390,15500,0.57,1.41,0.8,3880,0.636,0.06,14400,370,8.6432,14.8,4.5,Group 1
37.05575,-119.9849444,USGS,MADCHOW-05,MADCHOW-05,MADCHOW-05,2.8,2.6,95.9,19900,13800,2,1.7,210,8,1780,6600,0.13,3.7,0.27,3220,0.704,0.61,7430,160,0.27824,19.6,78,Group 1
37.05575,-119.9849444,USGS,MADCHOW-05,MADCHOW-05,MADCHOW-05,1.6,2.3,81.1,19400,15000,1.6,0.76,240,3.2,1860,6600,1.92,3.29,0.14,2880,0.411,0.77,6940,162,0.18204,20.7,301,Group 1
37.13247222,-120.0619167,USGS,MADCHOW-07,MADCHOW-07,MADCHOW-07,1.6,10.8,66.1,27800,13300,1.2,1,340,8,2190,8510,0.2,3.98,0.22,4070,0.152,1.6,24300,238,0.24568,19.6,16.6,Group 1
37.11891667,-120.2590556,USGS,MADCHOW-10,MADCHOW-10,MADCHOW-10,2.4,2.2,118,13600,19500,2,1,150,8,6350,3320,3.37,1.72,0.2,496,0.059,0.12,2970,147,0.17316,9.3,1.8,Group 1
37.09477778,-120.1474722,USGS,MADCHOW-11,MADCHOW-11,MADCHOW-11,0.9,7.9,98.8,25100,33800,1.4,1.3,140,8,4120,6120,29.5,2.98,0.17,1000,0.094,0.54,11000,238,0.5476,4.7,1.2,Group 1
37.01980556,-120.0619167,USGS,MADCHOW-16,MADCHOW-16,MADCHOW-16,1,2.6,118,16600,21300,2.2,1,200,8,2870,4970,1.5,3.93,0.2,1030,0.08,0.13,3540,145,0.18352,21.8,2.3,Group 1
36.92411111,-120.0349722,USGS,MADCHOW-18,MADCHOW-18,MADCHOW-18,1.6,0.92,172,39000,22600,1.1,0.75,150,8,6280,13000,0.23,2.13,0.28,5960,0.328,0.07,26900,351,1.41932,16.2,3,Group 1
36.92741667,-119.7603056,USGS,MADCHOW-19,MADCHOW-19,MADCHOW-19,1.8,3.8,97.1,17600,15000,1.4,1,150,8,4400,8120,0.2,2.72,0.12,1750,0.08,0.34,8440,166,0.44844,13.1,28.3,Group 1
36.94466667,-120.2830278,USGS,MADCHOW-25,MADCHOW-25,MADCHOW-25,1.9,1.6,557,181000,120000,1.4,2,100,8,7010,57400,0.1,0.837,1.9,38600,0.448,0.1,35900,1650,87.32,20.1,2.8,Group 1
36.85069444,-120.2555833,USGS,MADCHOW-29,MADCHOW-29,MADCHOW-29,1.7,1.8,154,76300,30600,2.2,0.53,80,8,3870,19700,0.29,2.15,0.4,6440,0.897,0.3,45800,556,56.092,12,1.5,Group 1
37.12708333,-120.2492222,USGS,MADCHOWFP-02,MADCHOWFP-02,MADCHOWFP-02,1.6,1.9,117,18800,20000,2.3,1,90,8,2360,4740,0.2,0.766,0.2,1330,2.69,0.14,3540,188,0.19388,13.6,1.8,Group 1
37.07722222,-120.5366667,USGS,MADCHOWFP-03,MADCHOWFP-03,MADCHOWFP-03,2.7,3.1,2170,658000,1850000,1.1,3,120,12.1,10600,112000,0.6,0.473,4.2,9970,0.423,0.36,25000,6160,24.42,9.8,150,Group 1
