Latitude,Longitude,SOURCE,SOURCE.NAM,OTHER.NAME,WELL.ID,Al (ppb),As (ppb),Ba (ppb),Ca (ppb),Cl (ppb),Cr (ppb),Cu (ppb),F (ppb),Fe (ppb),K (ppb),Mg (ppb),Mn (ppb),Mo (ppb),Ni (ppb),NO3 (ppb),Pb (ppb),Se (ppb),SO4 (ppb),Sr (ppb),U (ppb),V (ppb) ,Zn (ppb),Cr_level
40.1335,-122.4690556,USGS,NSAC-U-02,NSAC-U-02,NSAC-U-02,1.6,0.15,41.5,21100,3600,0.27,0.88,190,8,540,11500,0.23,0.769,0.2,890,0.259,0.3,34200,196,0.05402,1.3,4.7,Group 0
40.16444444,-122.2791389,USGS,NSAC-U-06,NSAC-U-06,NSAC-U-06,1.6,0.26,55.6,23800,7710,0.97,0.64,260,8,600,14900,0.16,0.341,0.19,3180,0.109,0.06,4480,215,0.02294,2.2,11.1,Group 0
40.11283333,-122.3535556,USGS,NSAC-U-07,NSAC-U-07,NSAC-U-07,2,1.5,137,25100,2940,0.12,1,200,8,1450,21900,11.7,0.925,0.12,550,0.08,3.3,8110,557,0.85248,13.6,6.5,Group 0
37.83016667,-120.9158611,USGS,NSJ-QPC-02,NSJ-QPC-02,NSJ-QPC-02,2.2,1.6,211,44800,13700,0.74,1.4,180,52.1,2920,22100,10,0.261,0.36,8160,0.27,0.03,17700,640,3.0636,17.6,16.8,Group 0
37.83016667,-120.9158611,USGS,NSJ-QPC-02,NSJ-QPC-02,NSJ-QPC-02,4.4,1.4,204,44500,12600,0.66,0.96,180,96.2,3060,21400,6.86,0.291,0.58,7710,0.206,0.05,17100,687,3.4928,18.4,36.2,Group 0
38.15686357,-121.0829986,USGS,NSJ-QPC-06,NSJ-QPC-06,NSJ-QPC-06,0.8,3.3,52.6,12800,10800,0.8,0.4,270,3.2,6660,6550,2.62,0.468,0.13,1000,0.126,0.3,1400,153,0.148,14.7,7.9,Group 0
40.54952778,-122.3296389,USGS,RED-03,RED-03,RED-03,1.6,1.3,108,23000,15700,0.12,3.8,120,10.4,630,21700,15.6,0.2,0.74,4070,2.88,0.21,6690,274,0.09694,3.8,16.6,Group 0
40.50658333,-122.3002222,USGS,RED-04,RED-04,RED-04,1.6,0.49,34,13600,9460,0.22,1.4,120,8,690,12900,0.2,0.186,0.28,1350,1.17,0.05,6900,111,0.022052,3,2.3,Group 0
40.39802778,-122.2870556,USGS,RED-05,RED-05,RED-05,1.6,0.82,19.1,10700,2640,0.51,1.3,160,8,810,8570,0.2,0.415,0.21,737,0.831,0.43,1890,95.4,0.026048,10.1,2.6,Group 0
40.51311111,-122.3816389,USGS,RED-06,RED-06,RED-06,1.6,0.26,19.6,10900,2200,0.11,0.95,120,8,510,6410,0.2,0.2,0.3,1100,0.428,0.1,3640,72.1,0.02072,1.5,3.6,Group 0
40.47963889,-122.2743889,USGS,RED-07,RED-07,RED-07,1.6,1,11.1,6760,4380,0.99,1,120,8,700,6540,0.12,0.366,0.2,2340,0.175,0.1,3240,42.8,0.02072,9,7.8,Group 0
40.41402778,-122.2783611,USGS,RED-10,RED-10,RED-10,1.3,7.7,50.2,10200,21700,0.12,1,120,7.9,1700,3180,19.9,2.29,0.2,66,0.217,0.09,1800,99.3,0.0296,4.8,11.3,Group 0
40.4655,-122.3360278,USGS,RED-11,RED-11,RED-11,1.6,0.68,24.8,7990,2450,0.31,1.1,230,8,510,6050,0.56,0.395,0.54,841,0.431,0.42,3260,67.2,0.02072,8.5,5.5,Group 0
40.38930556,-122.4070278,USGS,RED-14,RED-14,RED-14,1.6,2.2,124,12400,2340,0.12,1,90,123,660,6810,56,0.984,0.1,40,0.082,0.04,1950,107,0.02072,0.04,1.9,Group 0
40.42158333,-122.4186667,USGS,RED-15,RED-15,RED-15,1.6,0.49,24.4,10300,5410,0.22,1,90,7.5,460,6890,0.43,0.229,0.23,1050,0.833,0.17,650,89,0.029008,4.7,261,Group 0
40.49105556,-122.272,USGS,RED-18,RED-18,RED-18,1.6,0.56,17.6,11300,14700,0.38,1,120,8,1070,11100,0.25,0.109,0.2,2880,0.449,0.04,5260,80.9,0.059052,5.7,1.8,Group 0
40.38991667,-122.2536667,USGS,RED-22,RED-22,RED-22,1.6,0.41,30.4,16800,3770,0.21,0.97,160,8,550,16100,0.2,0.131,0.3,1440,0.333,0.04,6550,127,0.06956,5.7,1.6,Group 0
40.44125,-122.3018056,USGS,RED-MW-01,RED-MW-01,RED-MW-01,2.1,0.71,21.2,9420,3970,0.41,1,140,549,860,6820,60.3,1,0.73,712,0.08,0.29,3270,73.3,0.062012,6.1,1.8,Group 0
40.35858333,-122.3338333,USGS,RED-MW-04,RED-MW-04,RED-MW-04,1.4,2.1,36.1,13300,2750,0.38,1,90,8,1030,2290,0.79,2.46,0.3,415,0.08,0.41,1220,120,0.2294,10,1.8,Group 0
40.35858333,-122.3338333,USGS,RED-MW-05,RED-MW-05,RED-MW-05,1.5,1.6,23.4,10800,2310,0.9,1,130,8,620,7950,0.51,0.472,0.49,681,0.08,0.21,770,85.3,0.058016,9.3,1.8,Group 0
38.88691667,-121.6727444,USGS,RICE-01,RICE-01,RICE-01,9.6,4.9,5900,814000,4730000,0.42,2.4,100,4610,11500,447000,3420,1.56,1.3,60,0.48,0.48,4500,7880,0.2368,1.1,4.7,Group 0
39.54165278,-121.7077444,USGS,RICE-05,RICE-05,RICE-05,1.6,1.4,160,85100,16900,0.14,0.97,130,27.7,1660,54700,75.4,0.4,1.9,60,0.08,0.08,48000,618,3.5224,27.1,1.1,Group 0
39.60813056,-121.7657944,USGS,RICE-06,RICE-06,RICE-06,1.6,1.8,85.3,68700,2440,0.41,0.62,110,4.3,1360,51900,34.1,0.4,0.86,269,0.08,0.04,15200,420,2.664,40.9,0.75,Group 0
39.39097222,-121.9553083,USGS,RICE-09,RICE-09,RICE-09,1.8,4.6,26.1,22500,3050,0.07,0.28,90,5.7,770,15100,41.9,1.27,0.29,36,0.08,0.08,5090,179,0.3404,18.4,0.6,Group 0
39.42900278,-122.0323694,USGS,RICE-10,RICE-10,RICE-10,1.1,3.1,87.2,36800,3850,0.37,0.32,240,6,690,18800,7.94,2.45,0.22,362,0.08,0.05,7800,359,0.6364,10.9,0.6,Group 0
39.56458611,-122.0275944,USGS,RICE-12,RICE-12,RICE-12,1,3.2,408,59900,14000,0.08,0.4,320,218,500,45600,55.2,1.71,0.56,395,0.04,0.08,20400,1000,1.5688,2.2,1.1,Group 0
39.49159722,-122.0558361,USGS,RICE-14,RICE-14,RICE-14,1.2,1.1,357,59500,9670,0.1,0.27,190,110,490,50900,379,1.23,1.3,60,0.08,0.08,38400,919,1.6428,0.55,0.99,Group 0
39.47298889,-122.1642833,USGS,RICE-15,RICE-15,RICE-15,1.6,1.1,64.7,39200,7100,0.77,0.48,890,6,450,47700,1.28,5.41,0.4,297,0.08,0.43,79500,812,4.44,5.5,0.47,Group 0
39.32953889,-122.1635611,USGS,RICE-16,RICE-16,RICE-16,1.3,0.57,20.3,29200,23900,0.05,0.4,1700,304,560,31900,434,9.83,0.2,81,0.08,11,375000,795,7.7552,0.54,0.53,Group 0
39.43484167,-121.8883778,USGS,RICE-19,RICE-19,RICE-19,1.6,4.1,60.7,38000,3560,0.08,0.69,70,6,1230,25400,6.13,1.25,0.32,60,0.08,0.08,8540,370,1.2506,24.8,1.2,Group 0
38.90848889,-121.7550667,USGS,RICE-20,RICE-20,RICE-20,1.4,7.5,46.1,47900,46900,0.02,0.8,410,6,850,64100,216,10.9,1.3,3770,0.24,0.32,63200,461,4.884,29.6,0.44,Group 0
39.28179444,-122.1718972,USGS,RICE-21,RICE-21,RICE-21,2.2,0.38,46.2,77200,106000,0.13,0.29,620,155,540,44300,156,2.41,0.31,174,0.13,0.45,359000,1200,2.3828,0.42,0.8,Group 0
39.18316667,-122.0780833,USGS,RICE-22,RICE-22,RICE-22,20.8,1.9,14.8,73100,156000,0.85,5.2,900,166,530,50000,602,9.62,2.3,60,1.04,0.77,1080000,4540,4.81,0.74,4,Group 0
36.35741667,-119.8679167,USGS,S3-MACK-K01,S3-MACK-K01,S3-MACK-K01,4.4,2.2,68.3,95600,99700,0.6,1.6,360,2190,3780,33100,517,87.9,2,872,0.738,0.21,652000,807,222,0.95,53.4,Group 0
36.45333333,-119.9756667,USGS,S3-MACK-K02,S3-MACK-K02,S3-MACK-K02,3.7,23,70.4,27300,193000,0.3,0.8,1050,42.3,550,1240,35.6,4.56,0.5,40,0.231,0.09,374000,226,0.040996,0.57,23.3,Group 0
36.51475,-119.9955278,USGS,S3-MACK-K03,S3-MACK-K03,S3-MACK-K03,3.3,2.1,58.8,57700,68900,0.3,0.8,100,4,1970,3380,87.3,2.43,1,40,0.388,0.07,45600,359,29.6,4,7.8,Group 0
36.53252778,-120.0970278,USGS,S3-MACK-K04,S3-MACK-K04,S3-MACK-K04,3.2,1.5,133,80700,42500,0.08,0.8,100,489,1260,7900,497,1.43,0.52,40,0.067,0.03,128000,567,285.64,0.89,8.8,Group 0
36.58583333,-120.1571944,USGS,S3-MACK-K05,S3-MACK-K05,S3-MACK-K05,3,3.6,76.6,42500,51100,0.3,0.8,220,136,1240,5240,155,4.2,0.72,39,0.106,0.06,100000,356,146.964,1,2.4,Group 0
36.59616667,-120.1885833,USGS,S3-MACK-K06,S3-MACK-K06,S3-MACK-K06,4.2,2.3,28.2,172000,168000,0.3,0.8,180,682,1950,26500,1720,3.52,2.7,40,0.04,0.07,703000,969,153.92,0.5,15.6,Group 0
36.64666667,-120.2208056,USGS,S3-MACK-K07,S3-MACK-K07,S3-MACK-K07,2.4,9,78.1,28400,280000,0.3,0.8,400,65.8,2680,4700,414,7.62,0.8,33,0.063,0.21,107000,315,10.0936,3,2,Group 0
36.68119444,-120.1486944,USGS,S3-MACK-K09,S3-MACK-K09,S3-MACK-K09,4.8,17.7,32.2,8860,205000,0.3,0.8,130,9.4,4920,446,21,2.48,0.2,40,0.04,0.07,38800,130,0.0140008,0.56,2,Group 0
36.48097222,-119.9398611,USGS,S3-MACK-K12,S3-MACK-K12,S3-MACK-K12,2.9,4.7,42.6,38000,120000,0.3,0.82,210,4,830,414,15.4,7.35,0.63,39,0.251,0.08,21400,238,15.836,3.7,2.5,Group 0
36.43144444,-119.9016389,USGS,S3-MACK-K13,S3-MACK-K13,S3-MACK-K13,16.7,31.8,27.7,11200,102000,0.3,0.8,1070,20.7,440,426,15.1,16.5,0.68,40,0.043,0.06,108000,98,0.22792,0.48,2,Group 0
36.41011111,-119.8300833,USGS,S3-MACK-K14,S3-MACK-K14,S3-MACK-K14,8.1,34,6.72,3810,27200,0.3,0.8,280,11.2,330,156,3.01,7.28,0.2,40,0.051,0.05,54500,26.1,0.084064,0.2,22.4,Group 0
36.51897222,-119.8183611,USGS,S3-MACK-K17,S3-MACK-K17,S3-MACK-K17,3.7,2.2,4.87,21800,820,0.32,0.8,130,4,820,1190,0.4,0.932,0.37,471,0.065,0.05,1960,118,6.2604,14.4,5.8,Group 0
36.75802778,-120.0974722,USGS,S3-MACK-K21,S3-MACK-K21,S3-MACK-K21,4.2,4,20.1,49100,8270,0.64,0.93,120,4,3390,20700,0.4,11,0.8,3530,0.285,0.87,51300,412,61.42,16.2,18.7,Group 0
36.76833333,-119.8620556,USGS,S3-MACK-K23,S3-MACK-K23,S3-MACK-K23,5.3,2.3,12,12500,4250,0.92,0.8,130,4,4990,6730,0.4,2.62,0.74,1270,0.04,0.05,5410,89.7,0.45436,18.5,2,Group 0
36.55594444,-119.7362778,USGS,S3-MACK-K26,S3-MACK-K26,S3-MACK-K26,2.7,1.1,11.2,22600,980,0.37,1.6,130,4,740,4780,0.4,1.01,0.39,887,0.143,0.06,3190,143,9.2648,10.2,8.5,Group 0
36.51372222,-119.5117778,USGS,S3-MACK-K28,S3-MACK-K28,S3-MACK-K28,3.5,1.4,54.2,45600,7030,0.71,0.8,50,4,1550,8980,0.4,0.359,0.65,4790,0.107,0.19,32700,351,14.1932,12.5,2,Group 0
36.52016667,-119.4861944,USGS,S3-MACK-K30,S3-MACK-K30,S3-MACK-K30,3.5,3.8,27.9,18200,1910,0.77,1.1,180,4,1610,5920,0.4,3.6,0.37,2970,0.129,0.05,4850,124,0.85544,40.3,7.5,Group 0
36.62035,-119.6634167,USGS,S3-MACK-K32,S3-MACK-K32,S3-MACK-K32,2.8,1.5,10.7,14600,2760,0.54,1.7,80,4,1670,3910,0.4,0.71,0.2,743,0.374,0.06,7740,112,2.1904,8.3,2.2,Group 0
36.77038889,-119.6996667,USGS,S3-MACK-K37,S3-MACK-K37,S3-MACK-K37,4.5,1.4,42.3,15500,4480,0.3,0.8,100,4,3000,8910,0.4,0.585,0.49,660,0.04,0.05,3670,99.8,0.38776,30.2,2,Group 0
36.44944444,-119.3247778,USGS,S3-MACK-K42,S3-MACK-K42,S3-MACK-K42,3.8,5,223,49500,45600,0.99,1.9,170,4,2160,42700,0.4,1.78,0.44,17200,0.18,0.56,74100,933,10.4044,65,15.6,Group 0
36.65561111,-119.3339722,USGS,S3-MACK-K45,S3-MACK-K45,S3-MACK-K45,2.2,4.5,195,52000,9750,0.3,1.2,220,4,3310,21200,0.51,3.79,0.36,18400,0.101,0.09,12400,375,4.9284,59.9,7.2,Group 0
36.70125,-119.4977222,USGS,S3-MACK-K46,S3-MACK-K46,S3-MACK-K46,3.4,0.24,28.7,52700,2080,0.3,0.8,20,221,2830,18200,9.46,0.073,1,38,0.054,0.05,8100,406,7.844,1.4,13.7,Group 0
36.77661111,-120.1863056,USGS,S3-MACK-M01,S3-MACK-M01,S3-MACK-M01,5,16.6,13.5,14100,2170,0.3,0.8,150,23.8,1770,1990,14.8,7.64,0.2,40,0.04,0.05,5780,70,0.121952,0.75,2.2,Group 0
37.09152778,-120.4229722,USGS,S3-MACK-M07,S3-MACK-M07,S3-MACK-M07,4.3,3.9,164,49000,22300,0.9,3.9,90,4,3170,9270,0.4,1.25,0.68,3380,1.69,0.08,6640,368,3.6852,21.7,26.6,Group 0
36.92291667,-119.9959444,USGS,S3-MACK-M21,S3-MACK-M21,S3-MACK-M21,4,0.64,128,38100,38600,0.89,2.7,140,23.9,5640,13300,56.6,1.36,2.1,4830,0.28,0.11,32100,323,1.4504,14.7,484,Group 0
36.88430556,-119.7837222,USGS,S3-MACK-M23,S3-MACK-M23,S3-MACK-M23,2.3,3.7,14.8,9160,2930,0.3,0.8,210,10.5,1810,3280,0.4,2.89,0.25,40,0.257,0.05,1170,80,0.48692,8.1,36.2,Group 0
37.12575,-120.0757778,USGS,S3-MACK-M28,S3-MACK-M28,S3-MACK-M28,4.1,3,51.6,38400,15000,0.3,0.8,230,86.3,3020,8150,30.3,6.09,0.4,40,0.04,0.05,47100,295,0.0140008,0.61,11.3,Group 0
36.15372222,-119.4925,USGS,S4-TUSK-KAW01,S4-TUSK-KAW01,S4-TUSK-KAW01,3,0.63,128,164000,37100,0.33,5.8,10,5,770,8220,0.4,0.071,0.74,30800,1.45,0.05,43100,1190,162.8,8.2,3.6,Group 0
36.19222222,-119.5102778,USGS,S4-TUSK-KAW02,S4-TUSK-KAW02,S4-TUSK-KAW02,3,0.43,75.8,89300,19500,0.34,7.7,10,4,470,2290,0.4,0.05,1.9,20200,3.27,0.16,42100,819,55.796,5.2,334,Group 0
36.22572222,-119.57525,USGS,S4-TUSK-KAW03,S4-TUSK-KAW03,S4-TUSK-KAW03,5,25.6,16.4,15900,31000,0.3,0.8,150,4,200,122,0.4,0.234,0.34,12000,0.049,2.5,26000,91.1,2.0572,37.6,4.7,Group 0
36.25580556,-119.6001389,USGS,S4-TUSK-KAW04,S4-TUSK-KAW04,S4-TUSK-KAW04,3.5,7.6,73.4,35800,108000,0.3,0.8,170,4,410,987,7.35,1.53,0.59,4600,0.04,4.1,34100,246,9.5608,30.4,7.3,Group 0
36.2835,-119.6304722,USGS,S4-TUSK-KAW05,S4-TUSK-KAW05,S4-TUSK-KAW05,3,5.4,111,51100,62800,0.3,1.7,210,6.4,450,8350,208,5.71,1.2,63,0.229,0.22,180000,529,448.44,22.3,7,Group 0
36.44186111,-119.3643889,USGS,S4-TUSK-KAW06,S4-TUSK-KAW06,S4-TUSK-KAW06,5.5,2.9,163,86700,79300,0.35,4.4,80,12.8,3810,65600,0.98,0.677,1.4,29300,0.376,0.06,103000,1290,29.452,45.2,2.7,Group 0
36.28080556,-119.4393889,USGS,S4-TUSK-KAW09,S4-TUSK-KAW09,S4-TUSK-KAW09,3,2.4,30.7,30000,16200,0.49,0.8,70,4,330,1320,0.4,0.742,0.48,9200,0.042,0.23,25500,360,16.28,13.6,9.1,Group 0
36.17875,-119.4656389,USGS,S4-TUSK-KAW11,S4-TUSK-KAW11,S4-TUSK-KAW11,5.6,2.7,8.88,10200,14700,0.52,0.8,60,4,180,56,0.4,0.099,0.2,14300,0.056,0.27,16000,65.1,4.0256,13.6,2,Group 0
36.12372222,-119.3607222,USGS,S4-TUSK-KAW12,S4-TUSK-KAW12,S4-TUSK-KAW12,46.8,33.4,5.5,1840,8490,0.3,14.5,580,53.4,80,11,3.97,8.3,0.56,36,5,0.1,9810,18.7,6.4232,0.74,2.6,Group 0
36.15080556,-119.2958056,USGS,S4-TUSK-KAW13,S4-TUSK-KAW13,S4-TUSK-KAW13,5.7,3.6,328,138000,170000,0.71,0.8,40,33.8,3860,57400,13.4,55.6,2,29100,0.205,0.09,108000,2380,61.568,11.6,36.6,Group 0
36.29641667,-119.2536111,USGS,S4-TUSK-KAW16,S4-TUSK-KAW16,S4-TUSK-KAW16,3,0.44,132,68200,18300,0.92,1.2,40,4,1760,12700,0.4,0.381,0.78,5920,0.132,0.8,35000,447,12.6984,5.3,40.1,Group 0
36.45722222,-119.1916944,USGS,S4-TUSK-KAW19,S4-TUSK-KAW19,S4-TUSK-KAW19,3,1.8,53.1,69000,48100,0.42,1.2,130,5.6,3450,26600,1.04,1.71,0.9,9460,0.132,0.18,100000,380,1.776,43.8,15.2,Group 0
36.37741667,-119.2205,USGS,S4-TUSK-KAW20,S4-TUSK-KAW20,S4-TUSK-KAW20,3,1.9,28.2,19200,6980,0.6,0.8,130,4,1530,8040,0.4,2.86,0.2,2440,0.201,0.17,11100,110,0.73556,26.5,2,Group 0
36.32852778,-119.188,USGS,S4-TUSK-KAW21,S4-TUSK-KAW21,S4-TUSK-KAW21,3,0.43,14.7,13400,2170,0.3,0.99,70,4,1160,2700,0.4,1.23,0.28,41,0.167,0.05,5850,81.1,0.24568,3,6.1,Group 0
36.29708333,-119.1773056,USGS,S4-TUSK-KAW22,S4-TUSK-KAW22,S4-TUSK-KAW22,3.4,1.5,51,26600,4510,0.55,0.8,200,57.4,2280,10900,2.44,5.41,0.36,2780,0.065,0.27,16600,148,1.406,20.3,45.3,Group 0
36.24180556,-119.7820833,USGS,S4-TUSK-TLA02,S4-TUSK-TLA02,S4-TUSK-TLA02,4.2,19.3,13.2,34600,23100,0.3,0.8,330,318,1740,21400,346,29.1,0.52,40,0.055,0.05,191000,299,0.99604,0.28,2.6,Group 0
36.31697222,-119.7967778,USGS,S4-TUSK-TLA03,S4-TUSK-TLA03,S4-TUSK-TLA03,102,5.7,5.54,1040,4640,0.3,1.4,1360,73.4,160,198,6.79,15.1,0.2,40,1.71,0.05,4360,8.9,1.12036,2.2,2,Group 0
36.40005556,-119.7455833,USGS,S4-TUSK-TLA04,S4-TUSK-TLA04,S4-TUSK-TLA04,4.4,2.7,23.4,18800,11300,0.3,1.8,40,4,840,1840,19.4,0.351,0.48,1480,0.117,0.27,59300,135,9.472,8.1,98.7,Group 0
36.30455556,-119.7096389,USGS,S4-TUSK-TLA05,S4-TUSK-TLA05,S4-TUSK-TLA05,8.2,104,17.1,29100,35100,0.3,2.9,830,13.9,650,6920,90.9,6.98,0.65,67,0.341,0.12,60600,73.1,19.24,44.9,42.8,Group 0
36.26652778,-119.7456389,USGS,S4-TUSK-TLA06,S4-TUSK-TLA06,S4-TUSK-TLA06,39.9,84.3,8.16,2880,5090,0.3,2.9,1950,72.7,370,699,21.4,31,0.38,40,0.476,0.05,3540,31.2,2.664,6.8,2,Group 0
36.21088889,-119.7061389,USGS,S4-TUSK-TLA07,S4-TUSK-TLA07,S4-TUSK-TLA07,5.8,1.4,114,24200,91000,0.3,0.8,1200,1290,1730,15000,214,118,0.58,39,0.061,0.06,252000,274,0.37888,2.3,2.6,Group 0
36.13727778,-119.6448889,USGS,S4-TUSK-TLA08,S4-TUSK-TLA08,S4-TUSK-TLA08,3,25.8,102,37800,154000,0.3,0.8,960,778,1210,15400,846,108,1.4,40,0.04,0.06,272000,279,0.3478,1.5,5.3,Group 0
36.29063889,-119.6364167,USGS,S4-TUSK-TLA09,S4-TUSK-TLA09,S4-TUSK-TLA09,3,23.9,68,30800,104000,0.3,0.8,230,25.3,1050,1130,37,5.59,1.9,39,0.195,0.05,88300,350,233.84,1.5,17.4,Group 0
36.36241667,-119.6898056,USGS,S4-TUSK-TLA10,S4-TUSK-TLA10,S4-TUSK-TLA10,18,20.3,6.01,10200,7400,0.3,0.8,90,7.5,370,61,1.97,4.37,0.29,40,1.15,0.26,41100,77.6,0.064972,0.76,2,Group 0
36.40108333,-119.5929167,USGS,S4-TUSK-TLA11,S4-TUSK-TLA11,S4-TUSK-TLA11,6.1,7.9,45,44100,6820,0.85,1.8,70,4,2120,7000,0.4,0.657,1,5600,0.202,0.62,30900,268,13.7936,34.9,21.7,Group 0
36.31419444,-119.5860556,USGS,S4-TUSK-TLA12,S4-TUSK-TLA12,S4-TUSK-TLA12,7.3,28.3,92.4,41500,82000,0.3,1.1,110,12.1,520,4380,84.3,7.98,0.82,4820,0.14,18.1,52200,349,129.056,41.1,21.4,Group 0
36.29763889,-119.5733056,USGS,S4-TUSK-TLA13,S4-TUSK-TLA13,S4-TUSK-TLA13,3.1,1.7,159,165000,293000,0.3,3.6,70,4,870,14700,120,0.829,3.8,10800,0.368,8.2,101000,1100,156.88,15.3,7.8,Group 0
36.084,-119.56275,USGS,S4-TUSK-TLA14,S4-TUSK-TLA14,S4-TUSK-TLA14,3,16.1,151,56800,212000,0.3,0.8,120,132,830,5950,82.6,1.82,0.76,40,0.04,0.05,240,620,0.2664,0.47,2.4,Group 0
36.03377778,-119.5375556,USGS,S4-TUSK-TLA15,S4-TUSK-TLA15,S4-TUSK-TLA15,4.4,0.24,142,49000,278000,0.3,0.8,280,53.2,1540,8890,142,1.34,0.32,40,0.04,0.05,6190,545,0.096052,0.5,2,Group 0
35.83491667,-119.4649444,USGS,S4-TUSK-TLE01,S4-TUSK-TLE01,S4-TUSK-TLE01,54,62.3,3.08,2840,13100,0.3,1.8,700,15,220,110,2.38,16.9,0.2,40,0.819,0.06,7460,11.2,0.38036,0.88,2,Group 0
35.87622222,-119.4781667,USGS,S4-TUSK-TLE02,S4-TUSK-TLE02,S4-TUSK-TLE02,11.4,31.6,40,14600,55700,0.3,0.8,700,32.8,2040,1920,37.2,9.82,0.33,40,0.245,0.05,2700,104,0.37444,0.49,2,Group 0
36.00613889,-119.4605833,USGS,S4-TUSK-TLE03,S4-TUSK-TLE03,S4-TUSK-TLE03,4,27,86.5,27500,59600,0.3,0.8,230,12.8,340,788,9.29,2.21,0.65,524,0.168,0.09,27400,242,1.38972,1.4,2,Group 0
36.05188889,-119.5184444,USGS,S4-TUSK-TLE04,S4-TUSK-TLE04,S4-TUSK-TLE04,3,74.2,65,98500,91500,0.3,0.8,210,45.3,820,9040,204,129,1.9,1310,0.06,0.82,195000,717,59.348,11.8,114,Group 0
35.91313889,-119.4220833,USGS,S4-TUSK-TLE08,S4-TUSK-TLE08,S4-TUSK-TLE08,126,76.5,2.53,2560,8610,0.3,1.6,680,42.7,180,20,2.27,7.1,0.2,40,0.856,0.06,7730,3.96,0.95164,1.7,2,Group 0
35.834,-119.3866667,USGS,S4-TUSK-TLE09,S4-TUSK-TLE09,S4-TUSK-TLE09,8.1,124,5.92,1670,31700,0.3,4.3,920,17.4,250,257,3.75,29.2,0.2,40,0.356,0.05,38100,18.7,0.58756,5.8,2,Group 0
36.06133333,-119.3093611,USGS,S4-TUSK-TLE13,S4-TUSK-TLE13,S4-TUSK-TLE13,5.4,0.65,44.3,51700,28300,0.78,2,30,7.5,490,989,0.4,0.2,0.75,20200,0.113,0.12,19500,679,18.204,5.6,3.2,Group 0
36.12891667,-119.1690278,USGS,S4-TUSK-TLE15,S4-TUSK-TLE15,S4-TUSK-TLE15,3,1.1,276,63300,25500,0.41,0.83,90,4,2000,27600,0.4,0.982,1.2,17800,0.142,1.9,43400,832,16.28,21.3,77.1,Group 0
36.05544444,-119.1434167,USGS,S4-TUSK-TLE16,S4-TUSK-TLE16,S4-TUSK-TLE16,3,0.45,169,57500,9660,0.3,1.8,70,7.5,1830,7560,0.4,0.373,0.61,6300,1.5,0.7,26500,349,4.144,3.7,9.5,Group 0
35.964,-119.1433611,USGS,S4-TUSK-TLE17,S4-TUSK-TLE17,S4-TUSK-TLE17,3.8,0.79,57,26600,4170,0.34,0.8,120,4.3,1300,5250,0.4,3.56,0.53,1970,0.082,0.17,9280,171,0.55796,10.9,2,Group 0
35.80511111,-119.1043333,USGS,S4-TUSK-TLE20,S4-TUSK-TLE20,S4-TUSK-TLE20,3.7,3.5,23.1,12100,41200,0.77,0.8,330,7.8,1720,921,0.61,34,0.2,2880,0.164,0.49,60300,106,0.25308,11.7,3,Group 0
35.86672222,-119.0634722,USGS,S4-TUSK-TLE21,S4-TUSK-TLE21,S4-TUSK-TLE21,3,1.9,103,35500,16800,0.3,2.3,190,17.2,2490,9120,1.15,10.2,0.98,2360,0.222,0.33,18100,260,3.1672,10,37.2,Group 0
35.91388889,-119.0640833,USGS,S4-TUSK-TLE22,S4-TUSK-TLE22,S4-TUSK-TLE22,3,1.8,97.2,36900,42400,0.96,0.8,180,8.4,4620,11800,0.62,7.9,0.59,11200,0.156,0.77,30700,400,4.5584,32.8,59.5,Group 0
35.95930556,-119.0719722,USGS,S4-TUSK-TLE23,S4-TUSK-TLE23,S4-TUSK-TLE23,5.5,1,91.1,41700,30100,0.3,1.6,150,4,1940,7560,0.4,3.27,0.54,4650,0.287,0.28,16400,315,1.9536,14.6,7.6,Group 0
36.04441667,-119.1260833,USGS,S4-TUSK-TLE24,S4-TUSK-TLE24,S4-TUSK-TLE24,3.5,0.51,196,74100,9920,0.56,0.96,60,10.3,1960,11100,0.73,0.535,1.3,7340,0.065,0.47,15100,481,14.1044,5.5,2,Group 0
36.03552778,-119.0282778,USGS,S4-TUSK-TLE26,S4-TUSK-TLE26,S4-TUSK-TLE26,3.6,0.95,171,79800,21800,0.3,2.9,90,4,2550,15200,0.4,1.33,1,6950,0.17,0.28,16500,512,16.872,6.8,9.5,Group 0
35.79186111,-119.0275,USGS,S4-TUSK-TLE30,S4-TUSK-TLE30,S4-TUSK-TLE30,4.2,4.2,2.19,14400,29200,0.3,0.8,150,67.9,1420,109,12.9,12.7,0.2,40,0.04,0.05,72900,41.2,0.0140008,0.13,8.3,Group 0
38.47851885,-121.5424559,USGS,SAM-03,SAM-03,SAM-03,2.1,4.3,111,21500,12100,0.8,0.3,110,265,2310,19500,230,3,0.78,60,0.26,0.4,2660,228,0.03996,0.3,17.4,Group 0
38.24055556,-121.5111111,USGS,SOL-06,SOL-06,SOL-06,6.6,5.6,213,26900,133000,0.3,0.8,180,365,1140,21100,135,8.07,0.49,40,6.07,0.4,20200,382,0.02072,0.63,2,Group 0
38.24055556,-121.5111111,USGS,SOL-06,SOL-06,SOL-06,2.6,5.2,169,27500,131000,0.8,6,140,305,1170,21400,103,9.26,2.7,60,0.034,0.07,14900,350,0.03996,0.6,7.6,Group 0
