Longitude,Latitude,WELL.ID,SOURCE,GM_SAMP_COLLECTION_DATE,Alkalinity.total,Aluminum,Arsenic,Barium,Beryllium,Cadmium,Calcium,Chloride,Chromium,Copper,Fluoride,Iron,Magnesium,Manganese,Nickel,Nitrate.as.N,Potassium,Selenium,Sodium,Sulfate,Uranium,Vanadium,Zinc
-121.8301944,39.847,CAMP-ES-14,USGS,10/7/10,121000,2.8,0.85,19.4,0.004384376,0.003687865,20200,2050,1,NA,90,0.917741603,13500,0.096713049,NA,508,2450,0.07,7790,870,0.2895,26.1,0.696299231
-121.7815556,39.76766667,CAMP-ES-15,USGS,10/12/10,102000,2.6,0.79,8.62,0.005154484,0.015719218,17700,3260,0.75,NA,130,NA,10300,NA,0.28,474,1130,0.05,9310,3410,0.11865,20,NA
-120.7992778,37.75711111,CE-QPC-01,USGS,2/8/16,107000,6.6,1.2,43.2,0.003002472,0.010403956,24400,8890,0.96,NA,80,0.416583631,10200,0.033766001,0.178376512,4340,2650,0.01514709,15600,10500,0.312,7.3,28.6
-120.7455,37.64116667,CE-QPC-02,USGS,1/26/10,130000,2.6,4.3,91.5,0.005002548,0.003562981,22100,11400,1.8,NA,170,1.664604735,14400,0.073309656,0.43,3990,3950,0.11,18400,10400,0.7995,17.9,1.37402353
-120.7455,37.64116667,CE-QPC-02,USGS,3/1/16,130000,14.3,3.9,125,0.017775825,0.027710099,30500,18900,1.2,0.199084618,170,37.1,19600,3.2,0.27,6800,4490,0.06,18900,10500,1.095,19.7,45.8
-121.3289722,38.28752778,COS-08,USGS,4/3/08,99200,0.125734946,21.5,136,0.004555513,0.032411013,9430,7420,0.075576245,0.734609283,90,81,6150,132,0.075954849,176,1350,0.07,30200,3080,0.159,1.5,0.237491591
-121.3289722,38.28752778,COS-08,USGS,12/8/11,102000,3.4,21.9,154,0.003293477,0.002954755,10000,8580,0.15,0.698846097,60,90.8,6660,154,NA,298,1290,0.09,27900,3960,0.285,1.9,NA
-121.3289722,38.28752778,COS-08,USGS,1/13/14,105000,4.8,19.3,152,0.010769237,0.016288947,9470,7720,0.034710605,0.079836695,80,102,6460,154,0.205186071,238,1230,0.07,29800,3450,0.2085,3,6.8
-121.2266944,38.21766667,COS-10,USGS,1/15/14,156000,4.5,1.5,170,0.016884624,0.01605936,36800,23800,5.3,2.4,120,3.862591296,20400,0.251192631,0.48,4590,3480,0.27,17400,9560,0.3225,20.2,11.7
-120.2486056,36.65091111,DM-01,USGS,3/1/10,118000,5.7,15.7,14.2,0.007,0.178,15000,56700,0.063242624,0.893713408,850,40.1,1550,93.1,0.07,14.98421316,2290,0.005820066,205000,319000,2.1,0.42,1.276251346
-120.3736889,36.77631944,DM-02,USGS,3/1/10,230000,3.023487004,0.19,55.1,0.012,0.061,105000,320000,NA,0.088994469,180,524,25700,842,0.75,2.803308414,5120,0.13,386000,606000,0.12975,0.48,23
-120.8532483,37.05272323,DM-03,USGS,3/2/10,214000,0.215850036,7.1,65.5,0.003756748,0.006996817,52100,92500,30.55,0.478723095,120,1.693999613,28600,0.182675202,0.47,4660,2370,0.95,76100,77400,3.165,12.1,1.763210648
-120.63625,37.04547222,DM-04,USGS,3/2/10,182000,1.571934095,9.6,294,0.003316931,0.019,46900,79900,0.080430907,3.6,100,40.1,18300,583,0.41,6.581319869,1980,0.010280378,52800,42500,1.68,0.18,12.9
-120.4517222,36.86113889,DM-05,USGS,3/3/10,97100,1.8,3.5,132,0.006082469,0.026,25000,89000,NA,0.676004331,21.57360358,400,16400,414,0.3,10.54671098,3100,0.03,64800,71300,0.01317,0.37,2.750942898
-121.1215,37.47511111,DM-06,USGS,3/4/10,194000,4.281715564,1.2,25,0.059115198,0.031207939,88100,204000,28.35,0.003124832,240,9.7,69600,1.03,0.54,4560,1950,8.1,126000,338000,6.42,6.1,13.26812304
-120.9574722,37.14563889,DM-07,USGS,3/8/10,226000,1.006410062,1.8,68.8,0.059202539,0.060499936,44700,197000,11.7,12,280,10.5,29900,1.11,0.47,4080,1490,0.69,141000,74000,1.95,9.7,53.8
-121.0074214,37.10049861,DM-08,USGS,3/8/10,280000,0.959898175,2,82,0.057714663,0.051077371,63600,258000,2.4,1.88808371,360,4.3,41000,0.511778722,0.43,2580,1980,0.36,185000,143000,3.03,4.8,4.386255134
-121.0246944,37.31433333,DM-09,USGS,3/9/10,227000,7.322582634,1,43.4,0.003105573,0.031,87900,256000,4.2,0.393145349,200,4,45800,NA,0.83,4840,2830,1.8,144000,170000,5.115,5.8,10.6
-120.9943056,37.25183333,DM-10,USGS,3/9/10,198000,10.20239482,2.3,47.9,0.042332294,0.075,59900,326000,1.65,0.474030391,180,3.36459918,34800,25.7,0.305175756,2140,2320,1.6,255000,225000,1.83,5.7,0.149088227
-121.1766032,37.56243149,DM-11,USGS,3/10/10,233000,4.04317642,1.7,50.5,0.003406618,0.034721773,67500,306000,21.1,0.781493181,140,5.4,129000,NA,1.2,14500,2520,10.5,110000,235000,2.67,6.1,7.56483136
-121.1766032,37.56243149,DM-11,USGS,10/22/15,252000,3.1,1.3,48.5,0.053,0.029753056,73700,304000,19.8,0.022480805,130,10,128000,1.1,1.9,17700,2620,6.8,125000,280000,3.015,5.9,6.2
-121.2878611,37.60991667,DM-12,USGS,3/11/10,199000,5.192180061,0.5,20.9,0.025092983,0.017224161,70500,105000,9.55,0.650645,170,6.4,26800,0.50699856,0.33,6020,2040,4.5,118000,210000,3.885,2.2,13.2
-121.2878611,37.60991667,DM-12,USGS,4/2/13,202000,2.2,0.42,23.4,0.056,0.01419704,72400,104000,13.6,NA,150,NA,26800,0.119672295,0.32,5170,1860,3.7,114000,216000,4.5,2.3,23.1
-121.2878611,37.60991667,DM-12,USGS,9/14/15,204000,9.2,0.43,26.3,0.073,0.013157526,84400,129000,11.7,3.1,170,7.1,30900,0.273823283,0.36,7650,2130,4,127000,196000,3.975,2.2,27.9
-120.8279444,36.98266667,DM-13,USGS,3/17/10,157000,11.24964758,1.7,46.3,0.025098349,0.013037404,87800,264000,0.580326478,1.637643856,170,61.3,43200,237,0.53,24.75894894,2920,0.148341671,179000,334000,0.08205,0.52,11.31104374
-120.9835,37.35619444,DM-14,USGS,3/18/10,327000,9.428982748,1.2,40.5,0.010535732,0.042773372,158000,429000,24.4,NA,240,1.68541667,112000,0.601401121,1.1,2600,3860,1.6,314000,737000,12.87,4.4,NA
-120.6581667,36.915,DM-15,USGS,4/12/10,72200,28.93452891,2.1,13.4,0.073325313,0.218,214000,124000,0.87532482,9.26634856,180,10.79913496,72600,493,2.3,32,3360,0.38,207000,1080000,5.4,0.761607722,17.18631547
-120.6565278,37.01133333,DM-16,USGS,4/12/10,81600,2.540243917,5,346,0.02632128,0.056,76200,535000,0.13211266,1.500124483,130,82.5,39900,872,0.76,31.54675642,2980,0.03335984,248000,84200,0.996,3.3,6.49642116
-120.8598056,36.70502778,DM-17,USGS,4/13/10,34600,77.4673922,1.2,12.1,0.13138705,0.203593947,40900,1350000,3.102970455,29.56976383,450,10.51168215,43,3.92,2.456557242,7.630937006,5660,0.40672225,741000,5330,0.002568449,9,17.38998642
-120.7595,36.84930556,DM-18,USGS,4/13/10,71800,6.439042215,1.5,24.6,0.050998062,0.138497493,162000,846000,0.776404043,2.602723467,240,3260,114000,163,1.6,2.118588481,5780,0.168528792,344000,509000,0.003102283,2.1,14.96242126
-120.6739444,36.83638889,DM-19,USGS,4/14/10,69100,30.08865046,0.86,11.3,0.089540367,0.341,83500,147000,5,1.987404837,340,0.206446624,39600,1.42,1.6,1220,1970,7.9,218000,545000,4.095,5.6,14.58329609
-120.6739444,36.83638889,DM-19,USGS,4/2/13,112000,2.9,0.73,13.5,0.141,0.244,92100,170000,6.2,6.2,300,2.047657926,39100,1.05,0.45,1310,1800,8.6,214000,616000,4.98,4.5,6.4
-120.6739444,36.83638889,DM-19,USGS,9/16/15,111000,7.6,0.7,12,0.209,0.246,91800,153000,5.7,3.6,290,0.018077213,38900,0.96,0.4,1250,1960,8,227000,553000,4.35,4,5
-121.0846944,37.37436111,DM-20,USGS,4/15/10,78000,2.964693806,0.84,27.9,0.017987731,0.065453414,168000,164000,16.6,3.718573211,150,3.9,86700,0.350039072,2.4,20000,2450,28.9,99600,555000,2.85,4.5,4.850679735
-121.2639722,37.54566667,DM-21,USGS,4/15/10,223000,1.539834139,0.79,27.1,0.043138561,0.0630119,52900,107000,1.1,4.137982997,480,87.5,46200,6.83,1,4560,2510,2.2,142000,258000,2.865,2.6,84
-121.2639722,37.54566667,DM-21,USGS,9/14/15,235000,1.29560805,0.76,25,0.191,7.36E-06,47500,112000,2.9,3.8,510,131,44700,1.9,0.35,5890,2410,1.3,152000,220000,2.79,3,NA
-120.56375,36.89252778,DM-22,USGS,6/15/10,207000,4.476671039,9.3,31,0.029,0.08,310000,1050000,0.32,1.670389901,120,187,135000,3190,3.8,9.007846573,8170,0.09,594000,1.00E+06,4.17,3.9,NA
-120.8080556,37.03744444,DM-23,USGS,6/15/10,185000,2,9.4,86.5,0.017,0.039,41600,82000,31,0.336996656,200,3.89217393,26800,4.62,0.46,2660,1850,5.8,90300,102000,4.92,19.7,1.6
-120.5830556,36.98552778,DM-24,USGS,6/16/10,265000,2.74910374,3.7,127,0.011,0.021,101000,390000,0.12,0.350634021,90,1160,57100,2680,1.9,16.1915769,4080,0.04,220000,213000,0.4695,1.2,NA
-120.7079167,37.08430556,DM-25,USGS,6/16/10,166000,1.204782243,7.6,57.4,0.009,0.064,35800,149000,0.07,0.405795137,150,270,18200,617,0.42,23.18208504,1580,0.04,128000,77400,1.635,0.81,2
-121.0184444,37.17347222,DM-26,USGS,6/17/10,296000,1.910851553,1.4,53.5,0.014,0.019,88500,136000,13.5,2.1,280,7.4,47800,1,1.5,7060,1590,0.83,99000,139000,5.04,6.6,7.3
-121.0184444,37.17347222,DM-26,USGS,4/3/13,298000,4.210285303,1.1,40.8,0.323,0.004585363,75600,128000,13.1,2.5,220,10.4,42800,2.23,2.1,5880,1460,0.73,112000,128000,4.53,6.1,NA
-121.0184444,37.17347222,DM-26,USGS,9/15/15,295000,0.04862635,1.2,50.1,0.04,0.018489844,78800,119000,13.7,4.2,220,23.7,45000,1.37,0.67,4720,1710,0.49,92300,109000,4.74,6.6,10.1
-120.8206111,37.10138889,DM-27,USGS,6/24/10,119000,3.4,7.9,19.2,0.048,0.097,51700,473000,0.24,1.699608161,220,63.2,18400,363,0.65,12.49228063,3270,0.05,535000,610000,0.39,2.8,1.923108861
-120.8206111,37.10138889,DM-27,USGS,9/15/15,170000,12.5,6.1,17.2,0.175,0.081,82500,297000,0.303255726,1.436856262,170,918,46000,709,0.319825719,19.53775804,2800,0.14,424000,729000,0.6045,0.35,3.253287679
-120.8643056,36.98094444,DM-28,USGS,6/29/10,214000,12.3,1.2,34.2,0.034,0.015592985,220000,6.00E+05,23.2,NA,170,17.5,141000,NA,3.4,23800,3020,65.8,444000,918000,6.63,5.6,NA
-120.7579444,37.16080556,DM-29,USGS,6/30/10,201000,1.818520627,15.6,223,0.007,0.023,114000,235000,0.085927021,1.595734703,130,11200,42300,4750,1.7,16.98270323,3310,0.09,151000,216000,0.9165,0.4,1.7
-120.8343608,37.10355552,DM-U-01,USGS,3/16/10,206000,0.113881212,13.4,66.2,0.006582415,0.019,85700,194000,0.03930964,0.705772361,180,122,54100,335,0.52,31.5099772,2150,0.025109611,110000,264000,13.2,0.4,9.4
-120.9774278,37.35021503,DM-U-02,USGS,3/29/10,408000,4.660460613,0.92,13.7,0.050540205,0.09386164,127000,429000,14.9,0.20903726,200,3.2,129000,1.52,1.1,1570,3220,1.7,321000,696000,35.1,3.6,10.62735631
-120.9774278,37.35021503,DM-U-03,USGS,3/29/10,346000,14.97468856,3.3,83.7,0.038774595,0.187,164000,467000,5.65,1.785560274,270,3.2,131000,0.722572687,2.8,13000,2950,6.4,331000,802000,57.3,8,4.77712678
-120.8999278,37.01728056,DM-U-04,USGS,3/30/10,176000,2.6,5.1,68.7,0.004074973,0.021,46600,63100,0.95,0.378376358,240,3.672188813,28000,3.98,0.55,1980,2600,0.61,47900,75100,1.125,6.2,0.175998949
-120.8999278,37.01728056,DM-U-05,USGS,3/30/10,182000,2.626613379,7.4,72.8,0.008398749,0.023,51300,79900,5.3,0.150674353,210,4.9,24300,3.17,0.54,2610,2270,0.47,57200,62900,1.815,7.2,1.4
-120.8999278,37.01728056,DM-U-06,USGS,3/30/10,185000,2,9.7,57,0.011978471,0.035,42600,47100,1.8,0.812357507,210,5.967891424,20200,5.42,0.65,1460,2990,0.61,55700,67700,1.995,6.7,0.460593582
-120.6701639,36.88959444,DM-U-07,USGS,3/31/10,298000,6.198654736,12.8,22.3,0.041311436,0.247,15500,112000,NA,4.379770597,260,9.9,2720,66.2,1.1,39.82347824,1140,0.198771212,302000,316000,0.423,0.63,8.361758894
-120.6701639,36.88959444,DM-U-08,USGS,3/31/10,161000,26.88928301,7.9,41.7,0.083976676,0.13,47900,256000,0.58,1.518147353,360,7.6,18100,130,0.93,4.318460366,2810,2.5,217000,152000,5.01,8,21.99623099
-120.6701639,36.88959444,DM-U-09,USGS,3/31/10,109000,14.06830058,0.42,17.3,0.008715471,0.01276598,240000,322000,9.05,5.492968987,240,9.562468898,89300,25.1,1,12700,2590,6,223000,916000,3.3,2,0.806141753
-120.3722028,36.78068056,DM-U-10,USGS,4/6/10,133000,3.171163236,7.1,25.9,0.093724484,0.266,34400,453000,NA,2.073629017,480,7.282389795,4130,112,1.155694498,35.85402291,2750,0.058498849,462000,474000,4.71,3,24.11552752
-120.3722028,36.78068056,DM-U-11,USGS,4/6/10,6.00E+05,9.8,9.5,30.9,0.001399354,0.182,33900,96400,0.09,0.82,400,75.7,13100,366,2,29.77789589,4510,0.12,136000,81700,6.48,1.9,2.461298635
-120.3722028,36.78068056,DM-U-12,USGS,4/7/10,177000,15.25053332,18.1,30.9,0.045860968,0.102592136,10100,206000,NA,7.149256863,620,9.6,1090,52.7,0.67,29.23417964,3670,0.28647877,280000,185000,0.7785,7.3,10.61677936
-121.0875556,37.29069444,DM-U-13,USGS,5/18/10,106000,3.1,7.2,53.5,0.000290677,0.049,21600,23700,1.245,0.240844105,350,2.097301025,10700,5.54,0.83,14000,4330,0.69,47500,21700,0.4545,21.2,0.234312178
-121.0994722,37.43161111,DM-U-14,USGS,5/19/10,192000,1.9,1.8,38.9,0.013,0.046,87700,118000,10.6,0.971391708,170,5.394232253,55100,13,2.8,11500,3280,8.1,109000,296000,3.51,6.6,1.994419445
-121.0994722,37.43161111,DM-U-15,USGS,5/19/10,221000,2.1,1.3,33.4,0.011,0.039,64100,62000,6.9,0.874232047,530,3.106710065,29200,1.06,2.1,13400,1050,1.4,87000,121000,13.38,3.5,1.456984699
-121.0994722,37.43161111,DM-U-16,USGS,5/20/10,155000,1.952173647,1.8,27.4,0.01637187,0.054,1.00E+05,135000,18.4,0.150271733,520,2.110587076,62200,4,2.7,12900,2190,11.6,142000,422000,4.95,5.3,1.187440704
-121.0875556,37.29069444,DM-U-17,USGS,3/23/11,128000,1270,14.6,387,2.04,0.515,46800,31300,1.25,16.7,300,1730,17500,667,7.3,15200,4880,0.86,71400,51000,2.475,32.5,65.3
-121.4358056,39.01633333,ESAC-01,USGS,8/11/10,120000,4.3,0.88,64.1,0.005541431,0.007900653,29100,31700,3.2,NA,140,4.552912527,21400,0.133383726,0.25,4330,1060,1.1,21200,27100,0.1545,10.6,9.9
-121.4358056,39.01633333,ESAC-01,USGS,10/4/16,106000,0.668412714,1.2,65.8,0.006650448,0.006231063,28100,55000,2.9,4.1,150,1.521122461,18400,0.061850372,0.185883642,2120,1400,0.71,34000,26100,0.1425,13.1,4.6
-121.8094444,39.72811111,ESAC-18,USGS,9/20/16,108000,1.307577324,0.67,20.9,0.004150267,0.018068066,18700,5390,0.97,NA,60,0.537245777,11700,0.105338285,0.021305976,672,2460,0.044122762,11600,2620,0.39,21.8,NA
-121.7556944,39.14563889,ESAC-19,USGS,8/10/10,189000,6.3,8.8,151,0.002829355,0.00953898,39900,11500,6.7,3.9,250,4.544631047,18400,0.025751664,0.016273833,537,3540,0.58,25100,24000,1.368,23.2,2.72671768
-121.7556944,39.14563889,ESAC-19,USGS,9/22/16,185000,2.285725096,9.2,141,0.003534979,0.021438521,40100,11600,7.2,NA,240,2.410342165,18400,0.348961297,0.023342753,576,3470,0.58,24100,24500,1.47,24.4,1.105692475
-121.5926667,39.15472222,ESAC-27,USGS,10/4/16,230000,0.114542543,5.7,49.1,0.003335845,0.003422979,41400,19100,1.4,3,70,3.23442847,31800,4.33,1.2,1110,1630,0.46,22000,24100,3.15,10.6,8.6
-121.6933056,39.36655501,ESAC-28,USGS,10/5/16,187000,2.566087259,10.3,49.9,0.008593407,0.009505712,25200,5320,7,NA,120,4.407106058,27200,0.110427969,0.089034327,1620,2630,0.1,15400,7430,1.635,26.5,9
-121.9427778,39.34058333,ESAC-31,USGS,10/5/16,329000,NA,NA,NA,NA,NA,52000,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
-121.7541423,39.48599742,ESAC-34,USGS,8/12/10,283000,1.7,5.5,111,0.004163928,0.013998455,51300,13500,4.5,0.482421009,100,1.766759404,35300,0.136960961,0.096792816,821,1840,0.34,26800,36800,4.29,40.1,7.6
-121.7541423,39.48599742,ESAC-34,USGS,9/22/16,3.00E+05,0.442020881,5.8,110,0.003692118,0.008824527,58200,10900,4.9,NA,100,45.3,39600,2.56,0.188386055,711,1790,0.31,28500,40000,5.175,42.5,NA
-121.2666667,37.81683333,ESJ-01,USGS,4/2/08,182000,0.945202532,17.8,294,0.003358807,0.039443671,60300,63500,3,0.237492264,140,6.080272505,14000,0.31,0.41,3520,4080,0.66,45700,20600,6.15,17.3,2.188215629
-121.2666667,37.81683333,ESJ-01,USGS,3/27/12,181000,2.169415245,17.3,289,0.001221889,0.003651976,58000,62400,2.7,0.787694686,140,7.5,13500,5.32,0.36,3630,3830,0.77,46700,19300,6.465,15.1,NA
-121.2666667,37.81683333,ESJ-01,USGS,2/10/14,197000,3,16.3,348,0.011325322,0.024096606,65100,72000,2.6,0.473795725,110,3.591052149,15300,1.04,0.67,4430,4010,0.83,48600,22200,7.65,15.5,4.3
-121.2089444,37.77322222,ESJ-02,USGS,1/4/05,NA,NA,NA,116,NA,NA,NA,17200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-121.1905833,37.81436111,ESJ-03,USGS,1/4/05,NA,NA,NA,152,NA,NA,NA,10300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-121.1835278,37.69725,ESJ-04,USGS,1/4/05,NA,NA,NA,63.8,NA,NA,NA,6780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-121.28025,38.10113889,ESJ-06,USGS,1/10/05,130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.855,NA,NA
-121.28025,38.10113889,ESJ-06,USGS,4/2/08,134000,0.884864269,4.3,95.7,0.004691457,0.002309983,30100,14300,5.4,0.17943453,140,3.117597457,13000,0.14257621,0.20573669,2770,7430,0.34,19200,14400,3.3,32.4,0.434058955
-121.28025,38.10113889,ESJ-06,USGS,12/7/11,143000,1.297782405,4.6,114,0.004057554,0.015024237,33200,15400,5.1,NA,110,1.905252064,14400,0.98,NA,3260,7230,0.33,20000,16200,5.025,32.5,NA
-121.28025,38.10113889,ESJ-06,USGS,1/14/14,159000,4.2,3.1,119,0.01723446,0.018082776,36300,17400,4.7,0.806193767,110,11.8,15500,0.446870011,0.78,3690,7660,0.3,22300,16600,4.605,28.9,1.043457224
-120.9786667,37.79963889,ESJ-08,USGS,1/11/05,74800,0.984820266,3.3,68.4,0.015516138,0.018183951,13100,7570,4.3,1.7,270,1.993229677,7570,0.36,0.42,NA,3250,0.2,16200,2930,0.1287,30.4,0.124369086
-120.9786667,37.79963889,ESJ-08,USGS,2/12/14,81200,5.2,3,69.5,0.012858425,0.012794482,14400,7820,4.9,4,230,2.28157987,8060,0.385035284,0.24,3810,2950,0.17,16100,3080,0.1479,27.9,NA
-121.3423056,38.05055556,ESJ-10,USGS,1/12/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,13.2,NA
-121.3423056,38.05055556,ESJ-10,USGS,1/13/14,160000,3.6,5.1,214,0.010572087,0.024186244,42800,16000,0.35,0.512856357,90,6.1,12700,26.2,0.52,701,4540,0.35,18700,17000,6.015,16.1,0.232260122
-121.4222222,38.22444444,ESJ-11,USGS,1/13/05,NA,NA,NA,95,NA,NA,NA,26200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-121.4222222,38.22444444,ESJ-11,USGS,2/13/14,229000,4.2,8.1,114,0.031,0.024355415,19600,30000,0.18585631,0.468386863,120,67.1,9280,108,0.22,0.712851342,1330,0.033307875,80400,290,0.009403951,0.13,0.492054478
-121.1088319,38.02020066,ESJ-12,USGS,1/13/05,125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7395,NA,NA
-121.0899425,38.02158958,ESJ-13,USGS,1/13/05,94300,0.740258781,1.2,82.6,0.056821231,0.013544951,19100,3690,2.9,0.530378696,130,14,7860,1.24,0.6,NA,4410,0.4,10500,3610,0.423,9.4,2.567786819
-121.3728056,38.14691667,ESJ-14,USGS,1/13/05,132000,0.652491239,24.9,175,0.004581567,0.034918994,23600,13100,0.765028588,0.202212432,120,64.8,9270,187,0.61,NA,2060,0.015699584,27600,6340,0.4245,0.1,0.853308174
-121.3728056,38.14691667,ESJ-14,USGS,2/18/14,164000,0.298476991,1.7,103,0.009557198,0.004640863,28100,12700,0.39,NA,120,42.8,11800,131,2.1,1.315338644,2080,2.4,32200,13700,1.287,2.4,4.1
-121.3325833,38.01841667,ESJ-15,USGS,1/25/05,NA,NA,NA,NA,NA,NA,NA,NA,0.225761835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-121.2241667,37.96911111,ESJ-16,USGS,2/8/05,127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9165,NA,NA
-121.0489444,37.86172222,ESJ-17,USGS,2/14/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
-121.0160556,37.932,ESJ-18,USGS,2/15/05,71700,0.582204347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.07395,NA,NA
-121.3073611,37.98855556,ESJ-19,USGS,2/18/05,NA,NA,NA,NA,NA,NA,37600,NA,NA,NA,NA,NA,16800,NA,NA,47,NA,NA,33200,NA,NA,NA,NA
-121.3073611,37.98855556,ESJ-19:ESJDD-04,USGS,2/16/05,202000,9.4,8.2,193,0.036,0.005366791,NA,NA,0.621467198,2.3,120,11.2,NA,1.18,3.09,NA,NA,0.3,NA,NA,2.865,13.7,17.6
-121.3073611,37.98855556,ESJ-19:ESJDD-06,USGS,2/17/05,NA,NA,8.5,181,0.014947572,NA,37300,21400,NA,NA,180,NA,16600,NA,NA,31.4528982,4350,NA,33000,19100,NA,NA,NA
-121.1955556,38.03102778,ESJFP-07,USGS,1/10/05,117000,1.7,1.9,68.8,0.033916139,0.029087241,20400,4260,3.9,4.6,130,2.148584449,11300,0.79,0.8,NA,5280,0.4,12200,6050,0.6045,16.3,23.1
-121.2498056,37.89066667,ESJFP-08,USGS,1/12/05,167000,1.124366666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,0.6,NA,NA,2.175,3.8,7.6
-121.2558611,38.04583333,ESJFP-09,USGS,1/12/05,210000,0.217822453,NA,NA,NA,NA,NA,NA,5.6,4.4,NA,1.65283359,NA,0.36,1.66,NA,NA,0.9,NA,NA,9.555,27.4,9.8
-121.2686667,38.00080556,ESJFP-10,USGS,1/28/05,156000,0.123957256,3.3,85.9,0.027763816,0.034427647,31300,6920,6.3,2.7,80,5.524964803,18100,0.24,0.123346629,1370,6030,0.8,14300,16100,2.67,26.1,3.76536687
-121.2686667,38.00080556,ESJFP-10:ESJDD-01,USGS,1/26/05,159000,1.7,3.9,87.7,0.021517786,0.035716417,31500,7030,6.4,0.366210599,100,5.95672853,18300,0.39,0.68,NA,6060,0.7,16000,17300,2.7,24.9,50.6
-121.2686667,38.00080556,ESJFP-10:ESJDD-02,USGS,1/27/05,120000,3.3,NA,NA,0.010674365,0.025688583,NA,NA,8.3,0.23692534,NA,1.574593153,NA,0.097212749,0.65,NA,NA,0.5,NA,NA,0.996,30.6,50.6
-121.2686667,38.00080556,ESJFP-10:ESJDD-03,USGS,1/27/05,NA,0.520417624,NA,NA,NA,NA,NA,NA,NA,0.008978873,NA,2.65295054,NA,0.23,0.7,NA,NA,0.7,NA,NA,NA,28.1,7
-121.2683611,38.00119444,ESJMW-02,USGS,2/2/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,NA,NA,NA,NA,NA,NA,NA
-121.2683611,38.00119444,ESJMW-03,USGS,2/3/05,NA,NA,3.3,82.6,NA,NA,27400,5730,NA,NA,120,NA,15700,NA,NA,1060,4720,NA,15300,20100,NA,NA,NA
-119.8895833,36.82183333,HWY99T-01,USGS,10/25/05,NA,NA,NA,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-118.8250833,35.21336111,KERN-02,USGS,2/11/10,88400,4.5,36.1,57.3,0.002401268,0.177,19300,39100,0.56,0.164614612,300,2.309385146,1570,2,0.22,6060,1630,1.9,60900,33800,0.651,32.5,0.800469111
-118.8250833,35.21336111,KERN-02,USGS,1/13/16,86800,4.7,29.5,70.7,0.018750337,0.093,30800,47500,0.66,0.10901894,280,1.732980029,2460,1.76,0.075500083,9070,2260,2.1,77800,42700,0.684,29,1.886455287
-118.9141667,35.23872222,KERN-03,USGS,1/12/16,177000,3.9,7.4,84.3,0.037,0.003203412,67200,67300,3.6,NA,150,8.3,11300,1.45,0.41,5610,3850,2.4,86600,118000,5.835,10,11.8
-119.2565833,35.22933333,KERN-20,USGS,2/10/10,99600,4,140,12.2,0.008,0.443,7330,35900,0.01128305,0.11495234,3080,8.1,295,4.41,0.067034791,13.84684684,580,0.036727472,102000,1.00E+05,1.023,11.5,1.874282277
-119.2565833,35.22933333,KERN-20,USGS,12/3/15,91100,17.2,157,5.97,0.058,0.111,NA,31300,0.099383284,NA,3500,1.443554007,NA,1.65,0.172276741,NA,290,0.035190451,NA,92000,1.368,20,1.417031841
-119.4391389,35.47183333,KERN-21,USGS,3/16/10,18900,16.3,1.4,71.2,0.007,0.022,133000,249000,4.3,0.220277861,50,86.8,366,64.7,1.6,11900,620,2.1,177000,357000,1.95,4,11.3
-119.4391389,35.47183333,KERN-21,USGS,1/11/16,35200,4.2,1.2,66.7,0.003318658,0.001521056,186000,318000,5.4,0.629511444,40,22.1,595,1.69,2.1,15400,780,1.5,236000,358000,23.1,3.8,1.309197379
-119.1753333,35.74286111,KERN-29,USGS,2/10/10,88000,2.144823755,5.3,76.5,0.009012223,0.159,12200,2900,0.41,NA,180,5.592586767,2480,0.224158771,0.153823368,277,1970,0.085904749,24100,8530,0.666,41.5,9.5
