Longitude,Latitude,WELL.ID,SOURCE,GM_SAMP_COLLECTION_DATE,Alkalinity.total,Aluminum,Arsenic,Barium,Beryllium,Cadmium,Calcium,Chloride,Chromium,Copper,Fluoride,Iron,Magnesium,Manganese,Nickel,Nitrate.as.N,Potassium,Selenium,Sodium,Sulfate,Uranium,Vanadium,Zinc
-121.1497222,38.48963889,S7-SAC-SA01,USGS,8/22/17,74000,3.1,5.1,52.1,0.005049723,0.027058744,19000,7820,0.77,2.4,230,35.9,9200,2.56,0.24,1920,1600,0.3,12800,19700,0.06795,5,7.8
-121.4168333,38.36341667,S7-SAC-SA02,USGS,8/23/17,293000,2.583336932,4,134,0.007940424,0.002160909,55900,44500,11.45,NA,130,17.8,44700,0.361479954,0.167263523,2240,2270,3.7,27300,22200,5.73,31.4,5.070548279
-121.5318333,38.27141667,S7-SAC-SA03,USGS,8/24/17,205000,1.998664287,1.5,17.6,0.002792095,0.019456801,7590,86800,NA,0.154856942,210,0.247298325,2130,27,0.071555155,8.395754369,1660,0.023090121,133000,160,0.004347435,0.022533379,1.374629305
-121.4181111,38.40108333,S7-SAC-SA04,USGS,8/24/17,275000,1.75158847,3.5,118,0.002943335,0.002225705,53600,39800,11.5,NA,120,0.030537038,41800,0.1841321,0.14088052,6250,2520,0.21,24200,7170,4.935,28.4,5.6
-121.4616389,38.33125,S7-SAC-SA05,USGS,9/11/17,194000,0.87891424,8.8,67.8,0.007954463,0.027050481,39500,68100,0.795,0.016498372,120,2.060862558,32100,1.16,0.165973419,154,730,1,29700,10600,2.205,35.8,8.8
-121.2613377,38.48796407,S7-SAC-SA06,USGS,9/13/17,79400,2.280355347,2.2,54.2,0.000963617,0.014167425,14400,16200,4.85,NA,150,4.44815679,8790,0.348684332,0.022665978,2290,1780,0.26,19300,3120,0.075,20.1,8.8
-121.5152028,38.43334444,S7-SAC-SA07,USGS,10/19/17,179000,7.459513586,2.4,403,0.027937617,0.07536198,108000,610000,NA,0.270801773,50,177,39100,687,0.453344677,3.78764037,11400,0.072764853,296000,140,0.02484264,0.036524183,0.859963944
-121.3633889,38.48613889,S7-SAC-SA08,USGS,11/1/17,110000,1.410084128,4.7,50.5,0.009653006,0.015283674,22400,13500,4.95,NA,100,6.340076418,13200,0.127125905,0.158029302,3740,1670,0.15,18500,5100,0.3765,19.6,4.5
-121.2113056,38.50075,S7-SAC-SA09,USGS,11/1/17,102000,1.595672619,1.9,58.7,0.002304124,0.006044025,20600,8710,2.25,NA,250,9.404790679,12400,0.331079231,0.171853579,1780,1580,0.57,13300,8400,0.1635,18.3,19.5
-121.4523889,38.38716667,S7-SAC-SA10,USGS,11/2/17,181000,1.079053295,9,65.9,0.009254589,0.019596444,32700,14300,8.1,NA,120,17.1,21300,0.76,0.02394107,1740,1840,3.7,22400,8850,2.295,40.4,NA
-121.1569167,38.56019444,S7-SAC-SA11,USGS,11/13/17,65700,1.753827977,3.3,65.2,0.002709759,0.029354823,14100,8690,0.5,2.3,240,7.382885874,5670,0.46,0.25,1290,1070,0.95,17300,10700,0.0354,10.7,37.5
-121.3456944,38.53238889,S7-SAC-SA12,USGS,11/13/17,71300,1.09861298,3.6,46.5,0.000467799,0.002858203,16900,4930,5.8,NA,70,1.69053233,5660,0.391541639,0.045272607,1550,2230,0.2,10100,3350,0.3435,20.3,16.4
-121.42525,38.48225,S7-SAC-SA13,USGS,11/15/17,164000,0.09060348,4,73.4,0.007949415,0.00388082,35400,21800,10.7,NA,100,33.3,22400,1.5,0.075690499,5370,2350,0.15,21200,9420,2.28,22.2,12.9
-122.4401389,39.92458333,S9_REDBLS_RB01,USGS,12/3/18,140000,2.369111458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162501608,NA,NA,0.378132466,NA,NA,0.170482467,0.322205086,2.192804764
-122.4690556,40.1335,S9_REDBLS_RB04,USGS,1/30/19,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.4785278,40.22744444,S9_REDBLS_RB05,USGS,3/14/19,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.3978611,40.14741667,S9_REDBLS_RB08,USGS,1/31/19,216000,1.410432818,1,130,0.005905676,0.021609178,33100,1530,11.9,NA,280,6.920589223,25200,0.32485344,0.021517741,891,970,0.12,18700,1140,0.54,6.2,NA
-122.3895278,40.013,S9_REDBLS_RB10,USGS,12/17/18,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.2913333,40.00213889,S9_REDBLS_RB11,USGS,12/6/18,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.2791389,40.16444444,S9_REDBLS_RB13,USGS,12/6/18,NA,NA,NA,NA,NA,NA,26400,8460,NA,NA,NA,NA,16900,NA,NA,3970,720,NA,20800,NA,NA,NA,NA
-122.2301944,40.19605556,S9_REDBLS_RB14,USGS,12/17/18,122000,1.617884375,3.7,33.2,0.007307355,0.000171851,22100,4250,5.2,0.11069938,110,9.816635451,13500,0.10250532,0.137762277,1990,1850,0.48,13900,3960,0.8625,21.2,6
-122.2434722,40.24163889,S9_REDBLS_RB15,USGS,2/11/19,131000,1.571685286,NA,NA,NA,NA,NA,NA,6.7,NA,NA,14.7,NA,1.36,0.060195953,NA,NA,0.92,NA,NA,0.645,20.9,45.9
-122.2229167,40.24919444,S9_REDBLS_RB16,USGS,3/27/19,137000,2.477228456,7.4,16.1,0.009977074,0.009144797,15900,14200,NA,0.027734814,100,8.990370082,5170,2.25,0.161651849,33.18712372,2440,0.39,43200,3560,0.7815,4.3,1.315611807
-122.1862222,40.01136111,S9_REDBLS_RB20,USGS,12/18/18,123000,2.797745204,0.36,37.7,0.006087533,0.02636591,18700,10500,1.6,NA,220,2.5375064,18400,0.64,0.116933778,2960,370,0.15,18900,12500,0.026038795,3.4,7.3
-122.1031389,40.04369444,S9_REDBLS_RB22,USGS,12/18/18,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.0983889,40.06691667,S9_REDBLS_RB23,USGS,2/10/19,NA,2.517808962,2.9,15.2,0.000133856,0.028004832,27400,19300,1.2,16.8,20,96,21200,0.85,0.36,1950,2540,NA,22200,22600,NA,6.5,5.6
-122.4364444,40.28569444,S9_REDBLS_RED02,USGS,3/25/19,150000,1.128695152,0.66,50.9,0.006471542,0.008615602,27400,10400,9.35,NA,140,13,18500,0.7,0.188449987,500,620,0.16,14700,5350,0.10845,11.8,25
-122.5146667,40.40758333,S9_REDBLS_RED04,USGS,4/9/19,111000,1.96003477,0.9,29.3,0.008877517,0.01279982,15300,2650,NA,NA,80,22.1,10300,1.15,0.188512328,114,800,0.17,18300,740,0.1605,9.9,NA
-122.4681667,40.45888889,S9_REDBLS_RED05,USGS,4/7/19,NA,NA,NA,NA,NA,NA,9330,2660,NA,NA,NA,NA,6150,NA,NA,290,400,NA,12700,NA,NA,NA,NA
-122.3682222,40.56188889,S9_REDBLS_RED06,USGS,3/13/19,134000,2.864812633,1.4,40.2,0.004303455,0.022439903,20200,13100,0.076607307,NA,70,147,16600,27.3,2.3,1720,330,0.11,25200,10800,0.03855,1.8,NA
-122.4153889,40.39569444,S9_REDBLS_RED08,USGS,4/11/19,97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06885,NA,NA
-122.4331111,40.33847222,S9_REDBLS_RED09,USGS,3/11/19,122000,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147,NA,NA
-122.3353333,40.28697222,S9_REDBLS_RED11,USGS,2/27/19,152000,0.396134884,1.4,121,0.004673368,0.019267072,27000,4230,27.8,0.359575835,120,7.047263964,14100,0.0268345,0.138236881,926,920,0.35,19000,900,0.6,18.9,23.9
-122.3510833,40.3855,S9_REDBLS_RED12,USGS,3/11/19,96300,2.333949032,0.71,45.5,0.004060772,0.001417799,14500,3150,0.93,3.6,130,7.330171862,11800,0.111663566,0.56,2320,860,0.08,13600,3920,0.0933,8.5,NA
-122.2926667,40.48577778,S9_REDBLS_RED13,USGS,3/13/19,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.3258889,40.50888889,S9_REDBLS_RED14,USGS,3/26/19,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.2846944,40.59905556,S9_REDBLS_RED16,USGS,3/28/19,84000,0.471242642,0.53,19.1,0.002879831,0.024072562,10600,NA,1.2,NA,200,2.928287396,6230,0.226670189,0.16352034,377,NA,0.69,17100,NA,0.018226172,8.2,6.4
-122.2881944,40.55216667,S9_REDBLS_RED17,USGS,4/8/19,90700,2.57166584,0.64,177,0.00278342,0.020615692,12200,33100,NA,0.353795907,130,112,8530,230,0.027575009,11.82168751,1410,0.014268078,32700,980,0.022530819,0.039803219,NA
-122.2322778,40.485,S9_REDBLS_RED18,USGS,3/26/19,NA,1.652664468,2.1,3.05,0.005582764,0.009668883,11800,6630,2.2,NA,140,6.844457742,10200,0.024048037,0.11294301,593,1410,0.24,14200,1840,NA,18.4,NA
-122.2748056,40.44605556,S9_REDBLS_RED19,USGS,4/9/19,116000,0.631303643,0.68,NA,NA,NA,16300,2770,NA,NA,120,NA,14900,NA,NA,833,1540,0.07,13600,5060,0.39,8.5,0.757544667
-122.1908889,40.39661111,S9_REDBLS_RED21,USGS,3/27/19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA
-122.2051389,40.50986111,S9_REDBLS_RED23,USGS,3/12/19,99500,1.149790247,0.79,5.73,0.00938666,0.002029474,14800,1960,8.7,NA,70,0.860512648,11300,0.364157073,0.033151423,723,2180,0.07,9800,860,0.05475,15.4,NA
-122.1967778,40.51277778,S9_REDBLS_RED24,USGS,3/12/19,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.2128611,40.57291667,S9_REDBLS_RED25,USGS,3/28/19,109000,1.7435368,4.5,25.2,0.006626732,0.024160235,13700,12900,7.9,0.01794191,100,19.5,11100,0.227844243,0.25,233,1900,0.4,23800,1710,0.07395,16.4,4.6
-121.37375,38.41694444,SAM-02,USGS,3/15/05,189000,0.38082203,6,76.2,0.046482522,0.004484546,NA,NA,4.8,2.1,130,4.164590874,NA,7.76,0.61,NA,NA,0.13196733,NA,NA,1.8,24.6,5.3
-121.37375,38.41694444,SAM-02,USGS,3/31/14,236000,4.4,3.7,96.8,0.011169845,0.0192559,42800,20600,5.3,NA,140,0.667107004,33300,0.368473129,0.32,4700,2220,0.13,22500,12700,3.27,22.2,NA
-121.5424559,38.47851885,SAM-03,USGS,3/22/05,147000,NA,NA,NA,NA,NA,NA,4560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020329312,NA,NA
-121.3125,38.58722222,SAM-07,USGS,4/5/05,179000,3.2,1,136,0.048172046,0.028479737,53200,12100,5,7.5,60,3.577989921,13300,0.073349136,2,3540,2590,0.5,22400,17200,6.345,9.5,6.5
-121.3125,38.58722222,SAM-07,USGS,3/12/14,253000,2.8,0.87,209,0.002270213,0.028149768,71700,19100,4.5,NA,30,0.998844492,18400,0.192275401,0.63,4150,2790,0.45,26500,24800,12.15,7.8,6.5
-121.4516389,38.51277778,SAM-10,USGS,4/8/08,242000,0.434864054,3.1,157,0.006039347,0.03327445,65100,32700,7.3,1.213514199,90,0.568633858,29700,0.17386168,0.019389373,7270,3830,0.2,21400,27000,8.7,16.1,0.638013498
-121.4516389,38.51277778,SAM-10,USGS,12/14/11,246000,2.7,3.5,174,0.003876563,0.01027422,66400,34700,8.6,NA,80,NA,29500,1.67,0.47,7320,3740,0.24,22300,26600,10.635,19.4,NA
-121.4516389,38.51277778,SAM-10,USGS,3/11/14,266000,4.6,3.1,178,0.011856403,0.003429144,72000,37200,7.3,3.8,80,0.992814023,32200,0.246718315,0.82,7880,3950,0.23,23400,30400,11.355,16.9,5
-121.7044444,38.15972222,SOL-01,USGS,3/31/14,271000,4.1,7.1,39.4,0.067,0.005963556,7570,34100,0.295279117,0.293599782,220,5,7100,8.7,0.077595891,541,950,0.63,143000,44900,1.74,4.4,1.670933962
-121.94975,38.35669444,SOL-03,USGS,3/23/05,NA,NA,NA,NA,NA,NA,45700,10500,NA,NA,NA,NA,20700,NA,NA,1570,4270,NA,40600,NA,NA,NA,NA
-121.94975,38.35669444,SOL-03,USGS,4/15/14,226000,3.8,2.5,91.3,0.007982914,0.012410965,42700,11300,14.8,NA,210,1.722353458,20100,0.030913197,0.56,1600,4080,2.7,41900,38000,1.83,13,32
-121.5111111,38.24055556,SOL-06,USGS,3/30/05,NA,NA,NA,NA,NA,NA,25900,NA,NA,NA,NA,NA,21100,NA,NA,49.87919576,NA,NA,NA,NA,NA,NA,NA
-121.5111111,38.24055556,SOL-06,USGS,12/14/11,409000,3.1,5.6,212,0.022,0.027,26900,133000,0.08,0.201785154,140,364,21400,135,0.49,16.71004679,1170,0.022809204,179000,19000,0.021,0.14,7.6
-121.5111111,38.24055556,SOL-06,USGS,4/22/14,406000,5.55615826,5.2,213,0.064,0.035,27500,131000,0.082099868,0.165507596,130,365,21900,135,0.48,23.62663805,1100,0.07,202000,20200,0.002279498,0.63,1.31806238
-121.9478333,38.40777778,SOL-08,USGS,4/8/08,226000,0.214492572,2.6,205,0.004037244,0.008617447,25800,6370,26.4,2.3,220,7.645249346,25400,0.088766518,0.084691861,754,3290,0.43,30500,13400,1.545,14.6,2.534464377
-121.9478333,38.40777778,SOL-08,USGS,12/15/11,226000,0.259298785,3,216,0.002917402,0.015296671,25900,6470,30.6,NA,220,1.664369487,24900,NA,0.26,762,3480,0.51,30300,13200,1.77,17.7,NA
-121.9478333,38.40777778,SOL-08,USGS,4/2/14,225000,4.7,2.7,214,0.018629893,0.009259063,27200,6180,25.7,4.9,210,3.234063725,27000,0.27739022,0.47,782,3430,0.5,34400,13600,1.635,15.1,4.7
-121.2193928,38.68656985,SSV-QPC-02,USGS,3/16/05,NA,0.953315612,1.6,58.8,0.026188755,0.007080004,26200,25900,2.7,0.791460016,130,4.488305277,10400,0.62,0.74,2570,3850,0.109301147,32600,14300,NA,8.6,8.9
-121.3585628,38.60046071,SSV-QPC-05,USGS,3/22/05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658473143,NA,0.150853444,0.52,NA,NA,NA,NA,NA,NA,14.7,0.673757084
-121.3600278,38.69416667,SSV-QPC-06,USGS,3/22/05,NA,NA,2.9,100,0.016361118,0.013728125,28500,43500,8.1,1.7,330,10.5,19100,1.08,0.62,3710,1210,NA,25400,10600,NA,21,21.5
-121.3600278,38.69416667,SSV-QPC-06,USGS,3/11/14,115000,5.9,2.2,65.3,0.012597601,0.003110614,21700,31100,7.3,NA,210,4.5,14100,0.125804263,0.34,1340,1450,0.21,23900,7600,0.195,19.6,0.740720661
-121.2772222,38.73694444,SSV-QPC-07,USGS,4/4/05,138000,0.049707045,1.6,47.1,0.026622217,0.025186753,39400,82500,3.5,2.3,240,20.8,13600,1.56,8.43,1800,1800,1.692040433,64400,27000,0.825,13.6,7.5
-121.2772222,38.73694444,SSV-QPC-07,USGS,4/10/08,140000,0.599737651,1.9,43.6,0.005425096,0.000911584,35900,80300,3.2,1.8,230,14.7,12300,1.21,0.167311208,1840,1650,0.2,60200,29000,0.792,13.6,8.1
-121.2772222,38.73694444,SSV-QPC-07,USGS,12/12/11,142000,5.760884008,1.8,49.6,0.044,0.059680774,39700,83100,3,1.197525316,230,20.2,13200,2.18,0.57,1960,1760,0.26,68000,29300,0.9465,14.3,5.060955539
-121.2772222,38.73694444,SSV-QPC-07,USGS,3/10/14,147000,5.7,2.3,48,0.053,0.008444222,38400,70800,3,2.4,250,12,12600,1.17,3,2160,1610,0.29,61900,27000,0.8685,15.6,7.5
-121.3756389,38.98308333,SSV-QPC-08,USGS,4/6/05,77500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04365,NA,NA
-121.2108333,38.56119444,SSV-QPC-09,USGS,4/7/05,67300,0.391901184,1.9,40.1,0.028860783,0.00128515,11300,3830,2.8,0.111930382,220,2.991430109,6200,1.01,0.77,1670,1270,0.2,12400,2280,0.03645,17.4,0.545356089
-121.2108333,38.56119444,SSV-QPC-09,USGS,4/14/14,63900,4.5,2.1,35.7,0.019394914,0.01474811,10300,3720,2.6,0.083481751,200,5.1,5390,0.54,0.040408757,1790,1120,0.26,12200,2150,0.02235,16.8,NA
-121.3316667,38.71055556,SSV-QPCFP-01,USGS,3/29/05,118000,2.5,1.7,78,0.057665951,0.055,23000,51800,4,5.6,260,0.772377241,12500,0.99,4.66,1260,2050,0.149826088,46100,15800,0.285,16.8,23.2
-121.3316667,38.71055556,SSV-QPCFP-02,USGS,3/30/05,NA,NA,2.3,46.9,NA,NA,16900,23500,NA,NA,320,NA,11100,NA,NA,2150,1230,NA,17500,5790,NA,NA,NA
-121.3316111,38.71047222,SSV-QPCFP-03,USGS,4/1/05,117000,0.558830251,1.8,65.1,0.018854079,0.015304882,22300,49000,4.6,1.9,270,3.953309823,12000,1.11,6.49,1140,2100,0.061316145,44600,11500,0.3,15.9,3.018987441
-121.3316944,38.7105,SSV-QPCFP-04,USGS,4/1/05,NA,0.161376539,2.2,49.5,0.014304839,0.028666664,15800,22100,8.2,0.121399947,270,8.3,11200,1.36,0.76,1520,1170,0.3,20200,4150,NA,22.2,9.7
-121.8294444,38.13919444,SUI-01,USGS,3/31/05,3.00E+05,0.244385703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,NA,NA,2,NA,NA,7.665,6.3,58.9
-121.9700278,38.24394444,SUI-02,USGS,4/20/05,236000,NA,1.7,1000,0.000475371,0.033460482,12300,242000,0.301471343,0.154099413,350,296,6080,NA,NA,56.49611876,1260,4.86052489,275000,4160,0.021,NA,NA
-121.8746111,38.20433333,SUI-03,USGS,4/9/08,193000,0.813594279,12.8,120,0.001594579,0.019832413,46700,110000,6.3,0.444348707,710,9.3,36500,0.009487805,0.101669334,5790,5000,0.45,41600,8900,2.715,25,12.1
-121.8746111,38.20433333,SUI-03,USGS,12/15/11,198000,2.5,15,143,0.009,0.008696153,53900,134000,6.9,0.106951348,740,0.918030495,40600,1.1,0.41,5760,4980,0.6,45100,9640,3.225,29,0.511051419
-121.8746111,38.20433333,SUI-03,USGS,4/3/14,196000,5.2,13.6,147,0.024,0.026482967,60000,145000,5.8,2.9,710,12,43700,0.23795885,0.53,6160,5440,0.58,49200,10100,2.76,27,14.2
-122.1025556,38.26886111,SUI-04,USGS,4/15/14,384000,2.4,0.48,124,0.125,0.02395927,70200,119000,0.22973341,1.940177543,430,816,25800,203,0.417743586,0.69672728,1360,0.06,142000,31500,0.807,2,0.838932363
-119.6411389,36.30033333,TLR-03,USGS,11/4/08,124000,257,27.7,13.5,0.012070245,0.031,2170,72800,0.020808542,0.699155171,1250,7.9,80,6.12,0.09438221,2.280445704,470,0.033093479,108000,740,0.01419,0.46,0.540410897
-119.6411389,36.30033333,TLR-03,USGS,11/30/15,130000,242,25.5,14.7,0.076,0.038,2270,61300,0.236295111,2.7,1300,102,112,8.92,0.37,28.61397233,470,0.005539049,97100,1330,0.363,0.82,0.525348388
-119.6599444,36.35797222,TLR-04,USGS,10/27/15,147000,105,6.6,19.1,0.156,0.042,3150,140000,0.234613979,0.227698291,1370,7.8,293,18,0.191551104,13.8627659,680,0.044693564,143000,320,0.0264,0.38,0.583702371
-121.4433333,37.68341667,TRCY-03,USGS,1/6/05,202000,5.699720254,0.8,25.1,0.029801113,0.03608951,80900,102000,7.2,3,230,1.723838164,26800,0.070844939,0.77,NA,3170,1.2,138000,248000,3.42,2.7,1.99891081
-121.4433333,37.68341667,TRCY-03,USGS,3/31/08,201000,0.148851758,0.79,24.7,0.001160104,0.019448377,82400,108000,6.9,2.1,250,6.1,26300,0.3,0.103414572,2490,3120,1.1,135000,259000,2.91,2.6,0.259656922
-121.4433333,37.68341667,TRCY-03,USGS,12/6/11,202000,2.154485377,0.83,29.1,0.042,0.000382814,91800,119000,7.3,0.468836803,200,25.1,30200,2.73,0.59,2200,3250,1.5,143000,290000,3.42,2.8,NA
-121.4433333,37.68341667,TRCY-03,USGS,2/11/14,205000,0.845958751,0.73,27.7,0.087,0.019145471,89400,119000,7.4,NA,210,9.3,29300,0.245334755,0.82,2530,3130,1.7,146000,292000,3.165,2.8,6.2
-121.4457778,37.84997222,TRCY-07,USGS,2/8/05,136000,NA,23.6,58.5,0.092600994,0.16,397000,1020000,0.441051163,3.6,190,24500,213000,17100,5,1.119087134,4200,NA,240000,750000,1.227,1.2,NA
-121.4329722,37.93647222,TRCY-09,USGS,2/9/05,NA,0.496006744,4.7,102,0.054001957,0.020235279,38700,108000,0.581189665,0.008245984,170,4180,18300,519,0.62,NA,2820,0.2,77500,34000,NA,0.7,2.427272685
-121.5703611,37.96919444,TRCY-10,USGS,12/7/11,398000,1.239791679,0.18,120,0.024,0.004332432,36200,80300,0.067132503,0.576244372,100,169,24500,205,0.24,34.4802202,2760,0.000352141,139000,15600,0.09525,0.25,NA
-121.5703611,37.96919444,TRCY-10,USGS,2/11/14,408000,3.8,0.17,126,0.061,0.025640684,36800,78500,0.129835487,0.094730311,90,166,24100,218,0.53,29.76831449,2790,0.046331553,147000,14500,0.0933,0.36,NA
-121.3749722,37.75547222,TRCY-11,USGS,2/17/05,130000,3,7.2,43.8,0.026559647,0.036254619,38500,82100,0.704833905,0.179565228,100,7.8,16200,194,1.11,NA,3390,0.7,134000,191000,0.2145,0.3,10.3
-121.3749722,37.75547222,TRCY-11,USGS,2/10/14,136000,3.2,7,45.1,0.033,0.029188646,38100,88200,0.03070575,0.723624482,80,9,15800,205,0.35,26.48551812,3260,0.06,140000,217000,0.186,0.5,NA
-121.4223333,37.95541667,TRCYFP-01,USGS,1/3/05,114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0705,NA,NA
-121.43475,37.75286111,TRCYFP-02,USGS,1/4/05,124000,2.028456758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,1.71,NA,NA
-121.4654722,37.75486111,TRCYFP-03,USGS,1/5/05,109000,2.9,2.5,27.7,0.045073319,0.002030847,49000,126000,1.2,0.357233348,120,8.6,21900,1.89,1.7,NA,3670,1.7,145000,223000,1.0635,8.3,17.2
-120.8217222,37.48616667,TRLK-02,USGS,2/9/16,150000,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78733547,NA,0.082316646,0.047153733,NA,NA,0.28,NA,NA,13.785,33.7,0.56292422
-120.8536667,37.59861111,TRLK-03,USGS,1/28/10,153000,4.5,21.4,51.9,0.002328515,0.039,7020,14900,0.34,0.016361047,240,16.9,2860,39.9,0.026363565,435,1550,0.04,58300,1090,0.435,10,1.182951531
-120.8536667,37.59861111,TRLK-03,USGS,3/3/16,155000,16.8,19.5,48.3,0.081,0.00054101,8500,13000,0.197463258,0.769256083,210,34.8,3270,10.5,0.184102001,599,1710,0.019502636,64300,3170,0.7065,12,0.823154867
-120.8466944,37.5075,TRLK-05,USGS,1/25/10,99000,2.212659296,8.9,84.2,0.008104286,0.017054252,21000,14800,5.9,0.81,140,0.509772589,4920,0.090196826,0.4,2870,3570,0.49,22900,5500,1.479,49.3,0.716584986
-120.8466944,37.5075,TRLK-05,USGS,2/8/16,107000,9.2,7.7,83.4,0.014176313,0.013346027,25100,14400,5.8,0.30617704,130,3.504626908,5710,0.065235022,0.170779923,3730,3510,0.46,24900,6720,1.965,50.4,0.169939384
-120.7996389,37.51763889,TRLK-11,USGS,2/29/16,108000,8.9,5.5,103,0.013077899,0.004400462,23800,7960,5.5,0.486809856,120,1.13383778,7000,0.06564481,0.076120383,2990,4750,0.3,21600,8140,1.845,39.2,1.303500729
-119.2696938,35.88314831,TULE-01,USGS,12/1/15,65200,54.6,5,14.3,0.006908793,0.007775015,10200,16600,9,0.194521059,200,7,617,0.104349236,0.138946165,3770,820,0.41,44200,22000,0.945,45.1,0.367057288
-119.322,36.10883333,TULE-03,USGS,12/1/15,103000,11.3,16.4,12.9,0.00630403,0.026118953,12900,8710,0.3,0.498544918,240,3.303297275,703,0.013824028,0.085246442,2970,160,0.010558818,50000,17900,8.385,0.97,1.519849165
-119.0460556,35.88994444,TULE-05,USGS,11/3/08,122000,3,3.9,28.6,0.016375915,0.04,15900,107000,0.00241863,0.587930666,810,14.9,1710,3.04,0.004545427,6280,2220,6.1,144000,42300,3.99,15.8,1.701573904
-119.3076389,36.05891667,TULE-07,USGS,11/30/15,94800,58.7,6.4,7.71,0.011194538,0.023471122,7150,13600,0.68,0.083210578,150,17.6,147,0.222269607,0.014981739,4810,210,0.13,57000,11200,3.3,49.1,0.837325651
-119.0971667,36.0225,TULE-10,USGS,11/3/08,201000,2.799994794,1,129,0.005442114,0.009023768,64200,48900,0.6,0.6181929,90,1.528850469,16700,0.38,0.62,9250,2670,0.24,41600,24400,17.1,12.4,0.830175049
-119.0971667,36.0225,TULE-10,USGS,10/26/15,209000,4.4,0.93,164,0.003147848,0.019432512,77600,73000,0.45,2.8,80,0.627418162,19700,0.052547848,0.39,12000,2770,0.13,44100,29600,13.485,12,4.9
-121.2663889,37.81894444,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.31385,37.95993056,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.3233333,38.04416667,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.3709722,38.05461111,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.2621676,37.93909093,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.2694,37.8971,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.3472472,38.02980278,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
-121.2693,37.897,Vanadium Study,USGS,1/30/12,154400,NA,25.1,2724,0.045,0.298,237400,1245600,NA,NA,53.33333333,442.14,102060,1444.2,1.024,128,17314,0.165,353400,14875,31.810475,3.346,NA
