Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Genève / Cointrin
Altitude [m asl]:         411 m
Coordinates:              46° 14.9' N / 6° 7.7' E

Reference date of homogenization:
         Temperature:     01.12.2008
         Precipitation:   01.12.2007

Last inhomogeneity provisionally corrected:
         Temperature:     yes
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            20.01.2021


Year  Month        Temperature      Precipitation  
1967      5               12.5              119.0  
1967      6               16.0               29.4  
1967      7               20.4               65.0  
1967      8               17.9               91.4  
1967      9               14.2               90.5  
1967     10               11.7               36.0  
1967     11                5.2              158.8  
1967     12               -0.1               57.9  
1968      1               -0.5               90.5  
1968      2                2.7              114.9  
1968      3                5.4               36.4  
1968      4                9.9               51.6  
1968      5               12.3               67.0  
1968      6               16.5               59.1  
1968      7               18.4               67.2  
1968      8               16.1              226.7  
1968      9               13.5              180.6  
1968     10               11.6               46.8  
1968     11                4.7               81.4  
1968     12                1.7              110.7  
1969      1                1.5               65.7  
1969      2               -0.3               55.5  
1969      3                5.1               62.1  
1969      4                8.8               83.7  
1969      5               13.8               92.9  
1969      6               14.5              138.0  
1969      7               19.5               41.6  
1969      8               17.8               62.0  
1969      9               15.1               68.8  
1969     10                9.9                1.8  
1969     11                5.5              105.3  
1969     12               -1.7               41.3  
1970      1                0.5               80.3  
1970      2                2.9              174.2  
1970      3                2.6               91.9  
1970      4                6.8              132.7  
1970      5               12.4               30.2  
1970      6               17.9               67.1  
1970      7               18.9               18.6  
1970      8               18.6               84.1  
1970      9               15.3               28.6  
1970     10                8.8               77.9  
1970     11                6.2              151.6  
1970     12                1.2               25.5  
1971      1               -1.2               64.9  
1971      2                1.7               27.6  
1971      3                1.4              113.7  
1971      4               10.9               34.9  
1971      5               14.0               47.0  
1971      6               15.3              105.6  
1971      7               20.3                8.4  
1971      8               19.8               79.3  
1971      9               14.0               27.2  
1971     10               10.3               30.1  
1971     11                3.7              104.9  
1971     12                1.3                8.3  
1972      1                1.3               25.3  
1972      2                3.5               75.1  
1972      3                6.2               43.7  
1972      4                8.4               66.0  
1972      5               12.6               59.4  
1972      6               15.3               96.7  
1972      7               18.3               45.6  
1972      8               17.6               49.1  
1972      9               11.7               34.3  
1972     10                8.2               24.7  
1972     11                6.1              133.6  
1972     12                1.3               70.0  
1973      1                0.4               29.2  
1973      2                1.1               39.2  
1973      3                4.1                6.0  
1973      4                6.5               58.4  
1973      5               13.9               82.7  
1973      6               17.0              111.6  
1973      7               18.3              123.8  
1973      8               19.4               50.4  
1973      9               15.3               79.5  
1973     10                8.6               50.7  
1973     11                4.2               48.2  
1973     12                0.9               48.5  
1974      1                3.5               67.7  
1974      2                4.5               69.4  
1974      3                7.3               37.3  
1974      4                8.9               29.3  
1974      5               12.3              110.0  
1974      6               15.3              112.8  
1974      7               18.3               34.3  
1974      8               18.9               33.5  
1974      9               14.1              128.7  
1974     10                5.6              133.8  
1974     11                5.3              125.1  
1974     12                3.8               52.7  
1975      1                3.6               98.9  
1975      2                2.4               11.3  
1975      3                4.4               67.6  
1975      4                8.9               53.3  
1975      5               12.9               70.5  
1975      6               15.3               85.2  
1975      7               19.0               63.2  
1975      8               18.4              140.4  
1975      9               15.8              185.8  
1975     10                8.2               40.1  
1975     11                6.0              137.0  
1975     12                1.4               72.7  
1976      1                1.2               21.9  
1976      2                1.7               90.9  
1976      3                4.5               19.0  
1976      4                8.6               24.3  
1976      5               14.6               37.5  
1976      6               19.5                1.7  
1976      7               20.4               86.1  
1976      8               17.0               71.9  
1976      9               12.9              215.2  
1976     10               10.6               83.6  
1976     11                5.5              139.7  
1976     12                1.0              130.1  
1977      1                1.7              140.6  
1977      2                5.5              167.5  
1977      3                7.5               70.8  
1977      4                8.1              123.8  
1977      5               12.2              113.4  
1977      6               15.6              133.3  
1977      7               18.3              148.0  
1977      8               16.8               82.9  
1977      9               13.5               11.7  
1977     10               11.0              106.1  
1977     11                5.5               90.8  
1977     12                2.7               98.9  
1978      1                1.3              114.9  
1978      2                2.0              122.1  
1978      3                5.6              134.4  
1978      4                7.7               39.3  
1978      5               12.1               67.0  
1978      6               15.7               88.6  
1978      7               17.7               60.1  
1978      8               16.5              115.6  
1978      9               14.1               44.2  
1978     10                8.6               22.2  
1978     11                3.8                5.2  
1978     12                3.3              166.7  
1979      1               -1.0              179.8  
1979      2                4.1              118.7  
1979      3                6.2              144.3  
1979      4                7.4               51.6  
1979      5               12.8               66.6  
1979      6               17.0               69.2  
1979      7               19.2               39.2  
1979      8               16.9               57.0  
1979      9               14.9               27.2  
1979     10               10.8              100.7  
1979     11                4.6               67.7  
1979     12                3.7              126.2  
1980      1                0.7              110.2  
1980      2                4.3               83.4  
1980      3                5.2              104.3  
1980      4                7.3                8.8  
1980      5               11.4               75.2  
1980      6               14.7              119.4  
1980      7               16.3              129.5  
1980      8               18.6               83.3  
1980      9               15.1               63.9  
1980     10                8.8              138.8  
1980     11                3.9               52.7  
1980     12               -0.1               69.3  
1981      1               -0.6              124.8  
1981      2               -0.3               41.4  
1981      3                8.0              102.8  
1981      4               10.6               15.8  
1981      5               12.6              117.9  
1981      6               16.6               72.9  
1981      7               17.4              124.1  
1981      8               18.6               21.0  
1981      9               15.3              126.0  
1981     10               10.1              125.9  
1981     11                4.5               48.3  
1981     12                2.1              232.7  
1982      1                3.1               63.3  
1982      2                2.5               17.8  
1982      3                5.1               69.8  
1982      4                8.9                2.9  
1982      5               13.5               41.6  
1982      6               17.4              184.3  
1982      7               20.3               60.2  
1982      8               18.0               81.8  
1982      9               16.1               96.4  
1982     10                9.8              161.4  
1982     11                6.3              117.7  
1982     12                3.8              152.9  
1983      1                2.2               61.0  
1983      2                0.5               67.1  
1983      3                6.0               99.8  
1983      4                9.0              117.6  
1983      5               11.3              222.8  
1983      6               17.8               91.4  
1983      7               22.8               57.4  
1983      8               19.5               91.4  
1983      9               16.0              104.7  
1983     10               10.5               77.6  
1983     11                5.3              116.2  
1983     12                2.3               86.8  
1984      1                1.9              152.1  
1984      2                1.6              119.8  
1984      3                3.6               80.1  
1984      4                8.4               30.4  
1984      5               10.5               63.5  
1984      6               16.2               56.0  
1984      7               19.7               10.3  
1984      8               18.5               30.3  
1984      9               14.0              183.6  
1984     10               10.7              114.7  
1984     11                6.5               73.7  
1984     12                2.9               51.4  
1985      1               -3.3              119.2  
1985      2                0.2              105.5  
1985      3                3.2               92.2  
1985      4                9.5               84.4  
1985      5               12.5              114.4  
1985      6               15.4              176.9  
1985      7               20.4               79.1  
1985      8               18.4               79.2  
1985      9               16.5                7.0  
1985     10               11.3                2.5  
1985     11                3.0               78.9  
1985     12                2.8               51.1  
1986      1                1.6              145.9  
1986      2               -1.7               61.9  
1986      3                4.8               64.5  
1986      4                7.0              160.8  
1986      5               15.5               64.5  
1986      6               17.3               77.3  
1986      7               19.9               65.6  
1986      8               18.5              103.2  
1986      9               15.6               72.1  
1986     10               11.9               70.5  
1986     11                5.1               60.4  
1986     12                2.4               92.1  
1987      1               -1.8               48.6  
1987      2                2.5               76.8  
1987      3                3.7               53.8  
1987      4               10.0               61.6  
1987      5               11.2              104.6  
1987      6               15.4              229.4  
1987      7               19.5              105.0  
1987      8               18.9               87.1  
1987      9               17.6               59.4  
1987     10               11.7              122.8  
1987     11                6.3               68.8  
1987     12                3.4               47.7  
1988      1                4.4              108.7  
1988      2                2.8               96.2  
1988      3                5.2              131.0  
1988      4                9.5               65.4  
1988      5               14.0              115.5  
1988      6               17.0               36.2  
1988      7               19.0               50.6  
1988      8               19.6               73.4  
1988      9               15.1               77.8  
1988     10               11.7              182.2  
1988     11                4.8               49.2  
1988     12                3.0               76.6  
1989      1                1.6                9.3  
1989      2                3.2               85.7  
1989      3                8.1               78.1  
1989      4                8.2              109.2  
1989      5               15.4               27.1  
1989      6               17.1               11.6  
1989      7               20.8               56.3  
1989      8               19.7               30.0  
1989      9               15.5               35.3  
1989     10               11.0               48.3  
1989     11                4.1               69.3  
1989     12                3.7               83.6  
1990      1                1.4               42.9  
1990      2                6.7              202.9  
1990      3                7.5                5.4  
1990      4                8.2               99.1  
1990      5               15.6               54.3  
1990      6               16.4              150.4  
1990      7               19.8               64.7  
1990      8               20.1               19.2  
1990      9               15.1               67.6  
1990     10               11.9              140.6  
1990     11                5.5              121.1  
1990     12                1.1               52.5  
1991      1                2.4               43.0  
1991      2               -0.1               20.2  
1991      3                7.6               89.8  
1991      4                8.3               32.8  
1991      5               11.1               29.3  
1991      6               16.4              123.5  
1991      7               21.0               59.5  
1991      8               21.1                5.6  
1991      9               17.7              151.6  
1991     10                9.6              116.2  
1991     11                5.5              106.5  
1991     12                1.3               92.4  
1992      1                0.1               14.3  
1992      2                2.7               24.7  
1992      3                6.6               88.8  
1992      4                9.9              100.3  
1992      5               15.4               90.5  
1992      6               16.4               97.9  
1992      7               20.0              108.3  
1992      8               21.8               83.0  
1992      9               15.5               67.8  
1992     10                9.3              179.4  
1992     11                7.0              156.4  
1992     12                2.4               76.2  
1993      1                3.1               22.0  
1993      2                0.7                7.1  
1993      3                5.2               12.0  
1993      4               10.4               64.6  
1993      5               14.6               62.8  
1993      6               17.7              101.0  
1993      7               18.6               62.8  
1993      8               19.7               79.7  
1993      9               13.8              318.1  
1993     10                9.0              217.6  
1993     11                3.7               34.4  
1993     12                4.5              173.7  
1994      1                3.3               83.3  
1994      2                3.7               72.2  
1994      3                9.9               17.6  
1994      4                8.0               94.2  
1994      5               14.6              118.2  
1994      6               17.8               33.9  
1994      7               22.4               35.8  
1994      8               20.9               64.0  
1994      9               14.9              222.6  
1994     10               11.0               99.4  
1994     11                8.6               64.4  
1994     12                4.6               95.8  
1995      1                1.6              192.0  
1995      2                5.8              144.3  
1995      3                4.9               79.5  
1995      4                9.9               23.9  
1995      5               13.5              118.4  
1995      6               16.1               53.7  
1995      7               22.0               40.0  
1995      8               19.4               64.1  
1995      9               13.2              156.8  
1995     10               13.7               51.4  
1995     11                5.4               39.2  
1995     12                2.3              108.4  
1996      1                2.5               44.5  
1996      2                1.3               60.9  
1996      3                4.6               28.0  
1996      4                9.9               35.2  
1996      5               13.5               79.0  
1996      6               18.3              100.0  
1996      7               18.6              132.5  
1996      8               18.0               93.6  
1996      9               12.6               32.3  
1996     10               10.5               48.8  
1996     11                5.6              172.8  
1996     12                2.1              119.3  
1997      1                0.5               81.4  
1997      2                5.0               46.8  
1997      3                7.7                6.7  
1997      4                9.5               43.8  
1997      5               14.3              121.6  
1997      6               16.7              170.7  
1997      7               18.1              145.4  
1997      8               20.7               56.4  
1997      9               16.5               47.1  
1997     10               10.6               61.8  
1997     11                5.9               96.2  
1997     12                3.4               92.1  
1998      1                3.0               91.7  
1998      2                3.8               14.0  
1998      3                6.9               20.6  
1998      4                9.1              119.7  
1998      5               15.6               19.8  
1998      6               18.2               70.6  
1998      7               20.9               79.6  
1998      8               19.8               31.0  
1998      9               14.7              179.9  
1998     10               11.1              110.7  
1998     11                3.2               87.1  
1998     12                1.2               33.0  
1999      1                2.0               58.2  
1999      2                1.1              108.9  
1999      3                6.5               74.7  
1999      4                9.1              116.9  
1999      5               16.1               82.6  
1999      6               16.5               97.5  
1999      7               20.4               87.0  
1999      8               19.3              122.8  
1999      9               17.6              152.6  
1999     10               10.8              134.9  
1999     11                3.8               62.2  
1999     12                2.9              132.3  
2000      1                0.7               19.2  
2000      2                4.3               95.7  
2000      3                6.5               44.2  
2000      4               10.2               78.8  
2000      5               15.9               52.7  
2000      6               19.2               23.1  
2000      7               17.9              120.6  
2000      8               20.1              109.2  
2000      9               16.2              105.4  
2000     10               11.6              130.5  
2000     11                6.7              148.7  
2000     12                4.7               67.9  
2001      1                3.2              146.4  
2001      2                4.6               44.2  
2001      3                8.8              282.1  
2001      4                8.3              113.7  
2001      5               16.1               73.5  
2001      6               17.0              126.9  
2001      7               19.9              107.8  
2001      8               20.2               72.5  
2001      9               12.9               96.6  
2001     10               13.9               80.4  
2001     11                4.0               34.6  
2001     12                1.3               38.6  
2002      1                1.1               44.0  
2002      2                6.0               79.1  
2002      3                7.5               57.2  
2002      4               10.2               22.6  
2002      5               13.1              149.0  
2002      6               20.2               63.8  
2002      7               19.6              117.8  
2002      8               18.3               89.9  
2002      9               14.8               29.0  
2002     10               11.3              138.0  
2002     11                7.5              295.3  
2002     12                5.3               80.7  
2003      1                1.3               79.7  
2003      2               -0.1               22.4  
2003      3                7.8               17.2  
2003      4               10.5               59.0  
2003      5               15.5               30.5  
2003      6               23.7               45.4  
2003      7               22.1               41.3  
2003      8               23.6              110.3  
2003      9               15.5               74.2  
2003     10                8.4              174.7  
2003     11                5.6               53.8  
2003     12                2.6               28.4  
2004      1                2.3              139.0  
2004      2                3.0               27.5  
2004      3                5.1               59.3  
2004      4               10.2               31.6  
2004      5               13.3               43.8  
2004      6               18.3               61.0  
2004      7               19.5               88.3  
2004      8               19.6              205.9  
2004      9               16.3               23.7  
2004     10               13.1              212.8  
2004     11                5.4               39.0  
2004     12                2.4               57.6  
2005      1                0.8               48.0  
2005      2                0.1               35.3  
2005      3                6.3               39.7  
2005      4               10.0              119.7  
2005      5               14.8               76.3  
2005      6               20.0               52.2  
2005      7               20.4               65.8  
2005      8               18.1               75.9  
2005      9               16.3               65.5  
2005     10               11.7               66.3  
2005     11                4.8               36.7  
2005     12                0.4               64.9  
2006      1                0.3               23.1  
2006      2                1.4               72.1  
2006      3                5.1              138.1  
2006      4               10.2              116.7  
2006      5               14.5               99.3  
2006      6               19.5               49.9  
2006      7               23.7               48.0  
2006      8               16.8              137.0  
2006      9               18.0               60.9  
2006     10               13.6              105.2  
2006     11                7.7               59.8  
2006     12                3.4               58.5  
2007      1                4.3               76.3  
2007      2                5.6              103.0  
2007      3                6.7               79.2  
2007      4               14.3               23.1  
2007      5               15.3              120.9  
2007      6               18.6              170.7  
2007      7               18.9              132.1  
2007      8               18.7              152.8  
2007      9               14.7               88.3  
2007     10               10.8               17.4  
2007     11                4.2               69.0  
2007     12                2.3               88.3  
2008      1                3.8               74.6  
2008      2                3.9               29.8  
2008      3                6.0               79.2  
2008      4                9.2              144.2  
2008      5               15.8               79.9  
2008      6               18.5               60.3  
2008      7               20.0              113.2  
2008      8               19.3               90.6  
2008      9               14.1              214.6  
2008     10               11.2               86.8  
2008     11                6.3               43.6  
2008     12                1.6              118.1  
2009      1               -0.2               68.9  
2009      2                1.8               54.4  
2009      3                6.3               49.6  
2009      4               12.4               36.0  
2009      5               17.0               28.9  
2009      6               18.2               93.6  
2009      7               20.5               84.0  
2009      8               21.2               66.5  
2009      9               16.6               61.7  
2009     10               10.6               38.4  
2009     11                7.8              149.7  
2009     12                2.3              154.7  
2010      1               -0.4               47.1  
2010      2                2.0               96.5  
2010      3                5.6               61.4  
2010      4               11.0               21.8  
2010      5               13.0              108.0  
2010      6               17.6               77.2  
2010      7               22.1               13.5  
2010      8               18.7              122.1  
2010      9               14.4               36.2  
2010     10               10.1               31.0  
2010     11                6.3              101.8  
2010     12                0.3               95.4  
2011      1                2.5               44.5  
2011      2                3.1               16.3  
2011      3                7.2               20.5  
2011      4               13.2               20.1  
2011      5               16.3               36.1  
2011      6               17.8               64.7  
2011      7               17.8              102.1  
2011      8               20.2               70.5  
2011      9               17.2               44.5  
2011     10               11.0               36.0  
2011     11                6.5               18.9  
2011     12                4.2              144.8  
2012      1                2.9               82.4  
2012      2               -2.1                0.4  
2012      3                8.6               13.7  
2012      4               10.2              112.2  
2012      5               15.1               76.4  
2012      6               19.1               95.0  
2012      7               19.8               45.8  
2012      8               20.7               81.7  
2012      9               15.5               77.5  
2012     10               11.2               49.8  
2012     11                7.0              180.7  
2012     12                3.0              154.7  
2013      1                1.3               51.8  
2013      2                0.4               60.7  
2013      3                4.2               77.9  
2013      4               10.3              106.8  
2013      5               11.5              112.6  
2013      6               17.0               55.4  
2013      7               21.5              126.3  
2013      8               20.0               36.2  
2013      9               15.9               70.0  
2013     10               12.8              139.8  
2013     11                5.9              108.4  
2013     12                1.5              101.4  
2014      1                4.1               92.6  
2014      2                4.8              121.2  
2014      3                7.8               39.3  
2014      4               11.8               60.1  
2014      5               13.5               73.4  
2014      6               19.1               54.6  
2014      7               18.4              175.5  
2014      8               18.0               52.8  
2014      9               16.7               40.1  
2014     10               13.7              141.7  
2014     11                8.2              107.6  
2014     12                4.3               45.7  
2015      1                2.6               80.6  
2015      2                1.7               52.2  
2015      3                7.3               52.0  
2015      4               11.2               63.5  
2015      5               15.3               96.1  
2015      6               19.9               44.9  
2015      7               24.2               28.7  
2015      8               20.8               63.4  
2015      9               14.8              117.8  
2015     10               10.1               35.6  
2015     11                7.1               37.3  
2015     12                3.9               13.4  
2016      1                4.2              165.5  
2016      2                5.0               81.7  
2016      3                5.7               38.9  
2016      4               10.0               93.5  
2016      5               13.3               76.7  
2016      6               17.7              132.6  
2016      7               20.8               63.3  
2016      8               20.4               21.2  
2016      9               18.0               33.2  
2016     10                9.9               89.7  
2016     11                6.2               89.0  
2016     12                1.4                0.2  
2017      1               -1.2               25.4  
2017      2                4.8               51.6  
2017      3                8.7               56.7  
2017      4               10.5               40.0  
2017      5               15.0               80.9  
2017      6               20.9               77.3  
2017      7               21.4               40.4  
2017      8               21.2               62.1  
2017      9               14.1               43.8  
2017     10               11.8               18.0  
2017     11                5.7               63.8  
2017     12                2.5              133.0  
2018      1                6.0              173.5  
2018      2                1.2               28.9  
2018      3                5.3              105.4  
2018      4               13.3               19.0  
2018      5               15.5               97.5  
2018      6               19.7               93.3  
2018      7               22.3               49.0  
2018      8               21.7               62.5  
2018      9               17.9               22.3  
2018     10               12.3               27.9  
2018     11                6.9               72.6  
2018     12                4.9              112.4  
2019      1                1.8               42.6  
2019      2                3.9               40.2  
2019      3                8.2               57.4  
2019      4               10.3               63.1  
2019      5               12.4               40.7  
2019      6               19.9              112.0  
2019      7               22.6               44.4  
2019      8               20.6               60.4  
2019      9               17.2               25.0  
2019     10               13.2              102.2  
2019     11                6.3              114.1  
2019     12                4.9              140.1  
2020      1                3.1               28.9  
2020      2                7.1               64.0  
2020      3                7.4               77.6  
2020      4               13.0               37.5  
2020      5               15.6               78.1  
2020      6               17.9               92.1  
2020      7               22.2               16.9  
2020      8               21.2               93.4  
2020      9               17.3               60.6  
2020     10               10.3              153.3  
2020     11                6.8               15.8  
2020     12                3.9               75.6  
