Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Zürich / Fluntern
Altitude [m asl]:         556 m
Coordinates:              47° 22.7' N / 8° 33.9' E

Reference date of homogenization:
         Temperature:     01.12.2009
         Precipitation:   01.12.2007

Last inhomogeneity provisionally corrected:
         Temperature:     yes
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            20.01.2021


Year  Month        Temperature      Precipitation  
1933     11                2.6               69.4  
1933     12               -4.4                7.3  
1934      1               -0.9               73.6  
1934      2               -0.5                8.4  
1934      3                3.7               50.6  
1934      4               10.8               22.2  
1934      5               14.2               42.6  
1934      6               15.7              164.0  
1934      7               18.2              100.6  
1934      8               15.7              180.4  
1934      9               15.1              122.5  
1934     10                8.7              106.0  
1934     11                2.3               23.4  
1934     12                3.9               72.0  
1935      1               -2.3               42.9  
1935      2                1.6              161.1  
1935      3                2.8               31.5  
1935      4                6.7              132.0  
1935      5               10.7              104.0  
1935      6               17.5               89.1  
1935      7               18.9               77.7  
1935      8               16.0               95.4  
1935      9               14.1              101.1  
1935     10                8.4              197.5  
1935     11                4.7               50.8  
1935     12               -1.0              113.6  
1936      1                3.5               71.4  
1936      2                0.9               48.8  
1936      3                5.8               32.2  
1936      4                7.2              158.5  
1936      5               12.6              100.4  
1936      6               15.0              163.0  
1936      7               16.0              237.5  
1936      8               16.2               81.0  
1936      9               13.3              184.1  
1936     10                5.6               79.5  
1936     11                3.8               54.0  
1936     12                1.4               39.0  
1937      1                0.7               71.9  
1937      2                3.2              132.6  
1937      3                3.0              101.9  
1937      4                7.7              102.3  
1937      5               14.2               73.0  
1937      6               16.6              100.3  
1937      7               17.5               76.6  
1937      8               16.9               94.8  
1937      9               12.7              164.0  
1937     10                8.5               48.0  
1937     11                3.2               56.4  
1937     12               -0.5               41.7  
1938      1                0.8              118.8  
1938      2                0.0               29.0  
1938      3                7.0               36.2  
1938      4                5.2               25.7  
1938      5               10.4              101.5  
1938      6               16.6              133.7  
1938      7               16.3              198.3  
1938      8               16.5              171.9  
1938      9               13.9              100.8  
1938     10                8.6               42.1  
1938     11                5.7               35.6  
1938     12               -2.3               52.5  
1939      1                1.5               52.2  
1939      2                0.8               15.0  
1939      3                1.4              115.6  
1939      4                9.4               42.7  
1939      5                9.0              252.7  
1939      6               15.6              109.7  
1939      7               16.2              134.7  
1939      8               17.0              123.6  
1939      9               12.5              122.9  
1939     10                7.1              224.7  
1939     11                5.6              101.2  
1939     12               -1.3               63.4  
1940      1               -6.2               52.3  
1940      2               -0.6               75.8  
1940      3                3.9               78.1  
1940      4                8.4               81.3  
1940      5               11.7              151.1  
1940      6               15.2              123.7  
1940      7               15.7              168.2  
1940      8               15.2              135.0  
1940      9               13.3              235.1  
1940     10                7.8               59.0  
1940     11                4.7              122.5  
1940     12               -4.0               88.2  
1941      1               -3.6               72.8  
1941      2                0.9               52.6  
1941      3                4.9               51.8  
1941      4                6.0               68.6  
1941      5                8.6              153.5  
1941      6               16.1               91.0  
1941      7               18.6               90.9  
1941      8               15.3              218.9  
1941      9               12.6               13.6  
1941     10                7.5               94.6  
1941     11                2.2               57.1  
1941     12                0.2               40.9  
1942      1               -5.5              108.6  
1942      2               -4.1               25.1  
1942      3                4.4               74.5  
1942      4                8.3               58.5  
1942      5               12.3               96.9  
1942      6               15.8              111.4  
1942      7               17.1              121.4  
1942      8               16.9              148.3  
1942      9               15.7               53.9  
1942     10               11.2               60.4  
1942     11                2.1               44.9  
1942     12                0.5               22.4  
1943      1               -0.5               72.9  
1943      2                2.2               47.9  
1943      3                6.3               56.6  
1943      4                9.6               41.0  
1943      5               13.6               55.5  
1943      6               14.3              109.4  
1943      7               17.8              126.2  
1943      8               18.8               27.7  
1943      9               14.4              131.0  
1943     10               10.3                0.8  
1943     11                2.6               79.0  
1943     12                0.6               15.1  
1944      1                1.5               69.2  
1944      2               -2.4               89.4  
1944      3                0.9               54.0  
1944      4               10.0               47.5  
1944      5               12.3               37.5  
1944      6               14.3              147.6  
1944      7               17.1               94.8  
1944      8               20.3               98.2  
1944      9               13.0              102.8  
1944     10                7.9               54.2  
1944     11                3.6              214.0  
1944     12               -0.7               78.0  
1945      1               -5.4               56.0  
1945      2                3.6               63.1  
1945      3                5.8               61.6  
1945      4                9.9               46.9  
1945      5               14.6              110.8  
1945      6               18.0               65.8  
1945      7               18.7               67.7  
1945      8               16.4              188.5  
1945      9               14.3              139.0  
1945     10                8.7               48.5  
1945     11                2.0               52.1  
1945     12                1.0              112.1  
1946      1               -2.5               40.5  
1946      2                3.2              102.7  
1946      3                5.3               25.9  
1946      4               11.0               15.8  
1946      5               13.7              125.7  
1946      6               14.5              203.6  
1946      7               17.9              182.0  
1946      8               16.4              158.8  
1946      9               14.0              120.5  
1946     10                7.3               38.5  
1946     11                3.3               45.3  
1946     12               -1.4               35.5  
1947      1               -3.8               86.6  
1947      2               -2.7               56.0  
1947      3                4.6              129.5  
1947      4               11.1               30.6  
1947      5               14.4               47.5  
1947      6               17.8               57.5  
1947      7               19.4               99.0  
1947      8               20.1               39.6  
1947      9               16.4               48.1  
1947     10                8.7               12.2  
1947     11                5.6              163.1  
1947     12                1.4              105.1  
1948      1                3.1              123.6  
1948      2                1.2               55.3  
1948      3                7.6               23.4  
1948      4                9.0               61.9  
1948      5               13.9               50.5  
1948      6               14.9              156.3  
1948      7               14.6              174.2  
1948      8               16.5               95.2  
1948      9               13.5               48.0  
1948     10                9.4               25.6  
1948     11                3.7               53.9  
1948     12               -0.3               21.3  
1949      1                0.0               29.6  
1949      2                0.8               15.0  
1949      3                2.6               46.6  
1949      4               11.3              101.9  
1949      5               10.9               71.5  
1949      6               15.9               37.2  
1949      7               19.4               43.0  
1949      8               18.4               51.3  
1949      9               16.7               52.6  
1949     10               11.3               25.5  
1949     11                3.2               71.0  
1949     12                2.8              101.5  
1950      1               -0.8               31.1  
1950      2                3.2               66.9  
1950      3                5.2               25.0  
1950      4                6.6              122.8  
1950      5               14.2               73.8  
1950      6               18.2              102.5  
1950      7               19.9               78.0  
1950      8               17.4              122.3  
1950      9               13.1              122.5  
1950     10                8.4               47.2  
1950     11                4.3              223.2  
1950     12               -1.9               37.4  
1951      1                1.3               63.7  
1951      2                1.9               83.8  
1951      3                3.2               99.3  
1951      4                7.9               69.3  
1951      5               11.5               77.4  
1951      6               15.1              142.2  
1951      7               17.8              142.9  
1951      8               16.8              124.3  
1951      9               14.4               89.5  
1951     10                7.3               47.2  
1951     11                6.1               80.2  
1951     12                0.3               57.0  
1952      1               -1.0               51.6  
1952      2               -1.6               97.6  
1952      3                5.0               95.8  
1952      4               10.4              103.6  
1952      5               13.2               76.2  
1952      6               16.7              112.7  
1952      7               20.4               49.0  
1952      8               18.3              107.5  
1952      9               10.7              110.7  
1952     10                8.2              210.6  
1952     11                2.6              140.7  
1952     12               -0.1              105.5  
1953      1               -3.0               23.2  
1953      2               -1.0               32.4  
1953      3                5.3                7.0  
1953      4                9.2               85.6  
1953      5               13.9               87.2  
1953      6               14.5              245.7  
1953      7               17.6              163.3  
1953      8               17.1               46.6  
1953      9               14.2               67.7  
1953     10                9.9               33.7  
1953     11                2.7               26.1  
1953     12                1.5               25.9  
1954      1               -2.9               65.0  
1954      2               -1.6               58.1  
1954      3                5.8               17.9  
1954      4                6.0               78.5  
1954      5               11.4               92.1  
1954      6               15.8               84.1  
1954      7               15.2              169.5  
1954      8               15.6              178.8  
1954      9               14.0              176.8  
1954     10                9.2               55.6  
1954     11                4.6               41.1  
1954     12                2.8              100.0  
1955      1               -0.4              130.2  
1955      2                0.2               90.4  
1955      3                1.8               39.9  
1955      4                8.4               36.3  
1955      5               11.4              134.8  
1955      6               15.5              135.6  
1955      7               17.0              204.0  
1955      8               16.2               75.7  
1955      9               13.1               79.0  
1955     10                7.5               36.9  
1955     11                2.4               10.2  
1955     12                3.5              114.8  
1956      1                1.8               92.3  
1956      2               -8.9               14.2  
1956      3                4.2               61.1  
1956      4                6.6               95.6  
1956      5               12.7              125.2  
1956      6               13.0               72.4  
1956      7               16.8              213.4  
1956      8               14.6              219.1  
1956      9               14.3               67.7  
1956     10                7.3              122.8  
1956     11                1.6               37.3  
1956     12                0.9               16.5  
1957      1               -1.4               33.5  
1957      2                4.0              142.9  
1957      3                8.2               53.0  
1957      4                8.3               65.5  
1957      5                9.4               54.6  
1957      6               16.2              113.1  
1957      7               17.3              173.2  
1957      8               15.6              102.5  
1957      9               12.6              140.3  
1957     10                8.6               40.2  
1957     11                3.4               32.7  
1957     12                0.4               36.2  
1958      1               -0.2               61.9  
1958      2                3.5              181.9  
1958      3                0.6               43.8  
1958      4                5.4              102.4  
1958      5               14.3               97.9  
1958      6               15.0              198.1  
1958      7               17.7              131.9  
1958      8               17.5              182.1  
1958      9               15.1               87.0  
1958     10                8.0              115.7  
1958     11                3.4               62.4  
1958     12                2.5               83.2  
1959      1               -0.1              122.4  
1959      2                1.4                4.3  
1959      3                7.0               69.6  
1959      4                9.5               65.3  
1959      5               13.0               50.0  
1959      6               16.1              170.2  
1959      7               19.3               95.0  
1959      8               16.7               51.4  
1959      9               14.7               11.8  
1959     10                8.5              104.8  
1959     11                2.0               45.9  
1959     12                2.5               87.7  
1960      1               -0.3               55.7  
1960      2                1.9               69.8  
1960      3                5.9               57.8  
1960      4                7.9               69.1  
1960      5               13.6               77.0  
1960      6               16.5              143.3  
1960      7               15.1              142.4  
1960      8               16.3              227.2  
1960      9               11.9              104.1  
1960     10                8.4              134.3  
1960     11                6.1               97.4  
1960     12                0.4               48.1  
1961      1               -0.3               71.9  
1961      2                5.0               59.2  
1961      3                6.6               29.3  
1961      4               11.1               90.0  
1961      5               10.7              130.5  
1961      6               16.0               58.6  
1961      7               16.3              136.2  
1961      8               16.3              106.1  
1961      9               17.3               32.5  
1961     10               10.1               40.8  
1961     11                3.6               25.7  
1961     12                0.9              117.4  
1962      1                1.2              119.0  
1962      2               -0.1               70.7  
1962      3                0.9               64.8  
1962      4                8.5               51.4  
1962      5               10.2              133.5  
1962      6               14.8               53.9  
1962      7               16.8               51.3  
1962      8               18.4              138.6  
1962      9               13.3               92.2  
1962     10                9.2               14.5  
1962     11                1.7               22.3  
1962     12               -3.5              118.5  
1963      1               -6.3               29.5  
1963      2               -4.3               47.0  
1963      3                2.9              120.9  
1963      4                9.0               89.8  
1963      5               11.3               82.2  
1963      6               15.4              112.6  
1963      7               18.4               94.5  
1963      8               15.6              126.5  
1963      9               13.9               93.3  
1963     10                8.6               70.0  
1963     11                7.2              105.3  
1963     12               -3.1                1.9  
1964      1               -3.4               13.4  
1964      2                1.8               38.1  
1964      3                2.1              125.2  
1964      4                9.4               84.1  
1964      5               13.8              165.5  
1964      6               16.9               91.7  
1964      7               19.3               42.2  
1964      8               16.2              125.3  
1964      9               14.1               63.8  
1964     10                7.1               74.9  
1964     11                4.7               55.9  
1964     12               -0.6               36.1  
1965      1                0.7               63.1  
1965      2               -3.3               30.6  
1965      3                3.5               89.9  
1965      4                6.3              170.7  
1965      5               11.1              196.4  
1965      6               15.8              145.2  
1965      7               15.5              168.2  
1965      8               15.5              144.1  
1965      9               11.7              125.3  
1965     10                8.1               12.7  
1965     11                3.0              148.6  
1965     12                2.7              152.2  
1966      1               -2.4               56.7  
1966      2                5.6              112.0  
1966      3                3.3               64.6  
1966      4                9.7              108.1  
1966      5               12.7               69.5  
1966      6               16.5               80.9  
1966      7               15.3              178.7  
1966      8               14.9              203.9  
1966      9               14.6               77.0  
1966     10               11.5               46.7  
1966     11                1.8              102.4  
1966     12                1.4              131.4  
1967      1                0.0               89.6  
1967      2                2.2               44.7  
1967      3                5.2               89.5  
1967      4                7.0               25.9  
1967      5               12.1              106.7  
1967      6               14.3              136.1  
1967      7               19.3              126.8  
1967      8               16.5               81.6  
1967      9               13.1              170.4  
1967     10               11.6               36.0  
1967     11                3.9               62.7  
1967     12               -1.2               56.6  
1968      1               -1.1              127.3  
1968      2                1.4               68.9  
1968      3                4.6               44.3  
1968      4                9.3               69.3  
1968      5               11.3               98.3  
1968      6               15.4               70.7  
1968      7               16.7               79.4  
1968      8               15.2              194.6  
1968      9               12.6              216.8  
1968     10               10.7               35.2  
1968     11                3.6               34.9  
1968     12               -1.4               46.9  
1969      1                0.2               45.7  
1969      2               -1.2               43.0  
1969      3                3.4               49.2  
1969      4                7.3               77.5  
1969      5               13.6               69.9  
1969      6               13.4              178.9  
1969      7               18.3               56.0  
1969      8               15.9              180.4  
1969      9               14.3               21.9  
1969     10                9.6                9.5  
1969     11                4.7               90.4  
1969     12               -4.0               72.1  
1970      1               -0.7               55.0  
1970      2                0.4              265.6  
1970      3                1.4               56.0  
1970      4                5.5              182.9  
1970      5               10.9               89.4  
1970      6               16.6              142.6  
1970      7               16.9              102.5  
1970      8               16.9              214.7  
1970      9               14.0               53.7  
1970     10                8.4               56.4  
1970     11                5.7               76.7  
1970     12               -1.0               36.0  
1971      1               -1.8               30.2  
1971      2               -0.3               51.9  
1971      3                0.4               41.3  
1971      4               10.6               60.6  
1971      5               13.8               78.6  
1971      6               13.7              193.2  
1971      7               18.6               91.3  
1971      8               17.8              116.9  
1971      9               12.7               76.2  
1971     10                9.8               43.0  
1971     11                2.8               85.3  
1971     12                1.2               34.5  
1972      1               -0.3               20.7  
1972      2                3.0               14.4  
1972      3                6.4               14.1  
1972      4                7.2              111.5  
1972      5               11.2               88.8  
1972      6               14.0              145.9  
1972      7               16.8              161.9  
1972      8               15.7              120.6  
1972      9               10.5               31.2  
1972     10                6.8               18.4  
1972     11                4.2              199.7  
1972     12               -0.7               23.5  
1973      1               -1.2               36.3  
1973      2               -0.4               47.4  
1973      3                2.8               30.5  
1973      4                5.0               80.6  
1973      5               13.3               88.4  
1973      6               16.0              179.0  
1973      7               16.9              148.1  
1973      8               18.5               70.8  
1973      9               14.6               77.2  
1973     10                7.3              128.1  
1973     11                3.4              110.6  
1973     12                0.2               55.2  
1974      1                2.8               39.3  
1974      2                2.7               76.9  
1974      3                6.8               39.3  
1974      4                8.3               37.6  
1974      5               11.2              120.7  
1974      6               14.2              131.8  
1974      7               16.9              132.6  
1974      8               17.8               95.4  
1974      9               13.3               77.4  
1974     10                4.5              125.1  
1974     11                4.1              121.4  
1974     12                4.0               91.8  
1975      1                3.5               68.7  
1975      2                1.6               20.3  
1975      3                3.3               67.3  
1975      4                7.5               87.5  
1975      5               12.3               79.4  
1975      6               13.9              143.8  
1975      7               17.6              110.2  
1975      8               17.3              281.1  
1975      9               15.8              112.6  
1975     10                7.4               60.4  
1975     11                4.2              110.5  
1975     12               -0.7                9.4  
1976      1                1.2               48.7  
1976      2                0.9               38.6  
1976      3                3.4               11.8  
1976      4                7.8               51.9  
1976      5               13.0               76.0  
1976      6               17.9               32.6  
1976      7               18.8              222.1  
1976      8               15.4              112.9  
1976      9               12.2               98.5  
1976     10               10.2               61.0  
1976     11                4.3               55.9  
1976     12               -1.7              100.0  
1977      1                0.6               72.9  
1977      2                4.6              128.0  
1977      3                7.3               65.5  
1977      4                6.1              151.7  
1977      5               11.3               71.0  
1977      6               14.9              117.0  
1977      7               16.9              118.8  
1977      8               15.6               99.3  
1977      9               12.2               54.5  
1977     10               10.5               72.9  
1977     11                5.0               84.9  
1977     12                1.5               61.0  
1978      1                0.0               65.9  
1978      2               -0.5              127.5  
1978      3                4.8              145.8  
1978      4                7.2               47.9  
1978      5               10.8              135.7  
1978      6               14.2              136.2  
1978      7               16.2              100.0  
1978      8               15.5              179.4  
1978      9               13.2               51.6  
1978     10                8.2              102.8  
1978     11                3.2               16.5  
1978     12                1.7               95.3  
1979      1               -3.0               74.3  
1979      2                1.9               88.2  
1979      3                5.0              137.6  
1979      4                6.0              100.8  
1979      5               12.3               48.4  
1979      6               16.0              124.9  
1979      7               17.1               70.6  
1979      8               15.5              108.3  
1979      9               13.7               95.6  
1979     10                9.6               87.5  
1979     11                3.6              148.2  
1979     12                3.7               99.8  
1980      1               -1.3              105.5  
1980      2                3.2               70.8  
1980      3                4.7               75.8  
1980      4                5.8               75.6  
1980      5               10.7               84.6  
1980      6               13.9              160.4  
1980      7               14.9              127.9  
1980      8               17.7               71.7  
1980      9               14.8               33.4  
1980     10                8.2              127.3  
1980     11                2.8               49.2  
1980     12               -0.6               45.1  
1981      1               -2.1               95.2  
1981      2               -1.1               23.7  
1981      3                7.4              106.2  
1981      4                9.5               21.7  
1981      5               12.0              106.7  
1981      6               15.6               49.4  
1981      7               16.2              165.5  
1981      8               17.5              114.6  
1981      9               13.9              196.7  
1981     10                9.1              187.9  
1981     11                4.6               53.4  
1981     12                0.5              168.6  
1982      1                0.2              138.9  
1982      2                0.6               18.5  
1982      3                4.0               46.8  
1982      4                7.2               50.9  
1982      5               12.8               40.1  
1982      6               16.6              184.2  
1982      7               19.0              174.3  
1982      8               16.6              202.2  
1982      9               15.8               51.2  
1982     10                9.2              107.0  
1982     11                5.8               65.4  
1982     12                2.7               92.4  
1983      1                2.8               83.2  
1983      2               -1.6               55.8  
1983      3                5.5               67.5  
1983      4                9.0               85.7  
1983      5               10.5              143.7  
1983      6               16.8               65.6  
1983      7               22.0               36.7  
1983      8               18.1               56.2  
1983      9               14.4              116.6  
1983     10                9.7               35.8  
1983     11                3.0               92.7  
1983     12                0.9               36.4  
1984      1                0.8               96.2  
1984      2               -0.6               62.4  
1984      3                2.4               25.0  
1984      4                7.1               70.8  
1984      5                9.8               87.6  
1984      6               15.1               84.6  
1984      7               17.8               63.1  
1984      8               16.8               77.7  
1984      9               12.6              229.0  
1984     10               10.1               69.7  
1984     11                5.7               67.7  
1984     12                1.7               60.1  
1985      1               -5.4               77.6  
1985      2               -0.6               65.0  
1985      3                3.0               41.5  
1985      4                8.5              106.9  
1985      5               12.6              127.9  
1985      6               14.1              128.3  
1985      7               19.1               62.3  
1985      8               17.2               93.8  
1985      9               15.4               44.9  
1985     10                9.5                7.1  
1985     11                1.2              134.9  
1985     12                3.6               69.4  
1986      1                0.9              143.1  
1986      2               -5.2               54.3  
1986      3                3.5               73.5  
1986      4                6.0              179.9  
1986      5               14.1              150.7  
1986      6               15.8               99.0  
1986      7               17.4              119.4  
1986      8               16.9              159.7  
1986      9               13.6               29.3  
1986     10               10.7               74.4  
1986     11                5.4               38.1  
1986     12                1.6               82.9  
1987      1               -4.3               48.7  
1987      2                0.6               84.2  
1987      3                1.0               63.6  
1987      4                9.9               75.1  
1987      5                9.8              148.2  
1987      6               14.0              232.2  
1987      7               18.0              133.1  
1987      8               16.9              115.9  
1987      9               16.7              168.2  
1987     10               10.0               34.6  
1987     11                5.0               60.7  
1987     12                2.3               50.7  
1988      1                3.4               53.9  
1988      2                1.7               57.7  
1988      3                3.4              190.2  
1988      4                9.3               75.8  
1988      5               14.2              125.0  
1988      6               15.4              168.4  
1988      7               17.7              166.4  
1988      8               17.7              220.1  
1988      9               13.9               69.9  
1988     10               10.7              113.4  
1988     11                2.9               56.2  
1988     12                2.7              117.6  
1989      1                1.0                7.0  
1989      2                3.0               70.0  
1989      3                8.3               47.6  
1989      4                7.1              118.3  
1989      5               14.2               49.0  
1989      6               15.1               77.8  
1989      7               18.2              198.2  
1989      8               17.4              117.2  
1989      9               13.9               72.9  
1989     10               10.3              102.2  
1989     11                2.4               30.7  
1989     12                2.3               59.2  
1990      1                0.6               33.7  
1990      2                6.5              153.2  
1990      3                7.4               46.6  
1990      4                7.0               67.7  
1990      5               14.6               92.0  
1990      6               15.0              205.5  
1990      7               18.2               82.9  
1990      8               18.8               49.8  
1990      9               13.2              128.3  
1990     10               11.0              117.7  
1990     11                4.2              140.9  
1990     12               -0.1               69.9  
1991      1                0.8               59.4  
1991      2               -1.1               19.0  
1991      3                7.1               63.7  
1991      4                7.6               62.6  
1991      5                9.6              138.9  
1991      6               14.6              209.8  
1991      7               19.7               48.7  
1991      8               19.8               26.9  
1991      9               16.4               83.5  
1991     10                8.5               31.6  
1991     11                3.9              128.5  
1991     12               -0.5               51.5  
1992      1               -0.8               16.2  
1992      2                1.7               56.9  
1992      3                6.1               90.5  
1992      4                8.2               88.7  
1992      5               14.7               29.6  
1992      6               15.6              114.4  
1992      7               18.8              104.4  
1992      8               20.7               91.8  
1992      9               14.4               60.7  
1992     10                7.7              167.0  
1992     11                6.3              174.1  
1992     12                0.6               84.2  
1993      1                3.5               24.4  
1993      2               -0.4               23.6  
1993      3                4.3               49.8  
1993      4               10.6               78.7  
1993      5               14.5              131.0  
1993      6               16.8              128.9  
1993      7               16.7              284.9  
1993      8               17.5              119.9  
1993      9               13.0               72.4  
1993     10                7.9               98.1  
1993     11                1.0               52.2  
1993     12                3.9              109.7  
1994      1                2.5              104.4  
1994      2                2.1               42.1  
1994      3                9.1               80.6  
1994      4                7.2              100.2  
1994      5               12.9              234.2  
1994      6               16.8               84.4  
1994      7               21.4               43.3  
1994      8               19.2              127.4  
1994      9               13.7               98.2  
1994     10                9.3               73.1  
1994     11                7.8               42.8  
1994     12                3.6              141.2  
1995      1                0.0              120.3  
1995      2                5.1              116.6  
1995      3                3.7              113.7  
1995      4                8.9               89.0  
1995      5               12.9              170.6  
1995      6               14.3              163.2  
1995      7               20.5               73.2  
1995      8               17.5              176.6  
1995      9               11.9               87.1  
1995     10               12.7                8.7  
1995     11                3.6               58.9  
1995     12               -0.3              145.4  
1996      1               -0.7                5.6  
1996      2               -0.9               49.0  
1996      3                2.9               36.1  
1996      4                9.3               46.1  
1996      5               12.1              139.5  
1996      6               17.1               97.6  
1996      7               17.1              162.5  
1996      8               16.6              117.0  
1996      9               10.8               51.9  
1996     10                9.3              110.8  
1996     11                4.7              116.3  
1996     12               -0.8               71.3  
1997      1               -1.9                5.6  
1997      2                4.3               89.0  
1997      3                7.6               18.8  
1997      4                7.7               87.8  
1997      5               13.3               48.5  
1997      6               15.5              188.4  
1997      7               16.8              158.3  
1997      8               19.3              109.3  
1997      9               14.9               42.7  
1997     10                8.9               76.2  
1997     11                4.5               31.0  
1997     12                2.4              130.3  
1998      1                1.8               79.8  
1998      2                3.6               37.9  
1998      3                5.4               67.8  
1998      4                8.5               66.2  
1998      5               14.6               17.8  
1998      6               17.2              128.6  
1998      7               18.3              101.3  
1998      8               18.4               69.7  
1998      9               13.2              170.2  
1998     10                9.9              150.2  
1998     11                1.9              121.7  
1998     12                1.1               32.6  
1999      1                2.0               53.5  
1999      2               -0.5              176.4  
1999      3                6.0               56.2  
1999      4                8.9              107.6  
1999      5               14.9              287.0  
1999      6               15.0              202.4  
1999      7               18.6              101.0  
1999      8               17.8              135.4  
1999      9               16.6              129.3  
1999     10                9.3               52.2  
1999     11                1.9              108.5  
1999     12                1.8              139.5  
2000      1               -0.1               30.5  
2000      2                4.0              136.4  
2000      3                6.0               85.7  
2000      4               10.2               49.7  
2000      5               15.0              136.9  
2000      6               17.8               75.7  
2000      7               15.7              195.5  
2000      8               18.8              142.9  
2000      9               14.9              127.5  
2000     10               10.2               72.0  
2000     11                5.8               67.1  
2000     12                3.7               36.8  
2001      1                1.5               99.3  
2001      2                3.4               53.1  
2001      3                6.7              237.4  
2001      4                6.8              129.8  
2001      5               15.3              116.2  
2001      6               15.0              182.3  
2001      7               18.5              140.9  
2001      8               19.0              111.6  
2001      9               11.5              189.3  
2001     10               13.1               81.0  
2001     11                2.7               98.7  
2001     12               -0.3               43.3  
2002      1                0.6               25.3  
2002      2                5.5               85.2  
2002      3                7.0               57.6  
2002      4                8.9               70.0  
2002      5               12.8              180.4  
2002      6               19.1               84.8  
2002      7               18.0              109.7  
2002      8               17.5              149.8  
2002      9               12.8              123.4  
2002     10                9.9              127.9  
2002     11                6.5              181.6  
2002     12                3.7               80.1  
2003      1                0.0               66.4  
2003      2               -2.0               34.3  
2003      3                7.4               31.3  
2003      4                9.2               54.3  
2003      5               14.6              115.5  
2003      6               22.3               57.8  
2003      7               19.8              110.9  
2003      8               22.7               81.8  
2003      9               14.5               45.6  
2003     10                6.4              143.9  
2003     11                5.4               77.9  
2003     12                1.2               39.5  
2004      1                0.9              156.3  
2004      2                2.1               41.4  
2004      3                4.4               66.7  
2004      4                9.6               45.8  
2004      5               11.9              172.1  
2004      6               16.4              139.1  
2004      7               17.8              118.3  
2004      8               18.7               57.4  
2004      9               15.2               72.5  
2004     10               11.4              126.5  
2004     11                4.3               20.5  
2004     12                0.7               54.4  
2005      1                0.5               34.8  
2005      2               -1.1               49.2  
2005      3                5.6               48.1  
2005      4                9.3              139.5  
2005      5               13.7              119.3  
2005      6               18.3              111.6  
2005      7               18.3              116.9  
2005      8               16.3              194.3  
2005      9               15.6               53.0  
2005     10               11.0               84.9  
2005     11                3.9               21.5  
2005     12               -0.4               68.8  
2006      1               -2.2               24.6  
2006      2                0.0               56.4  
2006      3                3.1              169.1  
2006      4                8.8              189.4  
2006      5               13.3              151.4  
2006      6               17.7               41.6  
2006      7               22.5               46.9  
2006      8               14.7              185.2  
2006      9               16.9              110.4  
2006     10               12.7               62.8  
2006     11                7.0               42.1  
2006     12                2.5               54.6  
2007      1                4.5               56.0  
2007      2                4.8               69.5  
2007      3                5.7              106.9  
2007      4               13.9                6.4  
2007      5               14.6              120.9  
2007      6               17.2              121.2  
2007      7               17.6              171.4  
2007      8               17.0              260.3  
2007      9               13.0               75.1  
2007     10                9.3               21.0  
2007     11                2.9               41.6  
2007     12                0.6              102.6  
2008      1                3.1               61.9  
2008      2                3.9               37.2  
2008      3                4.7               92.6  
2008      4                7.9              183.6  
2008      5               15.4               67.4  
2008      6               17.3               90.5  
2008      7               18.4              136.6  
2008      8               17.7              174.1  
2008      9               12.3              117.1  
2008     10               10.0              147.9  
2008     11                4.3               31.5  
2008     12                0.5               72.3  
2009      1               -1.9               42.4  
2009      2                0.4               60.2  
2009      3                4.2              118.9  
2009      4               12.0               20.3  
2009      5               15.4               87.7  
2009      6               16.5              186.3  
2009      7               18.6              154.0  
2009      8               19.9               69.0  
2009      9               15.4               68.7  
2009     10                9.6               56.0  
2009     11                7.2              123.9  
2009     12                1.1              110.9  
2010      1               -1.9               39.2  
2010      2                0.9               35.1  
2010      3                4.6               53.7  
2010      4               10.1               33.7  
2010      5               11.5              140.1  
2010      6               16.9              126.1  
2010      7               20.0              131.7  
2010      8               17.2              121.3  
2010      9               13.2               89.2  
2010     10                8.7               45.5  
2010     11                5.3               80.9  
2010     12               -0.8              105.0  
2011      1                1.2               47.2  
2011      2                2.7               22.4  
2011      3                6.6               21.1  
2011      4               12.7               24.1  
2011      5               15.3               89.5  
2011      6               16.8               78.5  
2011      7               16.5              198.8  
2011      8               19.2              113.8  
2011      9               16.4               74.2  
2011     10                9.5               74.5  
2011     11                5.1                0.1  
2011     12                3.6              169.3  
2012      1                2.0               86.8  
2012      2               -3.5               10.1  
2012      3                8.2               21.5  
2012      4                9.0               59.1  
2012      5               14.2              110.7  
2012      6               17.5              196.6  
2012      7               17.9              172.9  
2012      8               19.5              150.6  
2012      9               14.2              103.6  
2012     10                9.7              126.0  
2012     11                5.8              100.1  
2012     12                2.0              153.7  
2013      1                0.6               60.4  
2013      2               -1.3               63.3  
2013      3                2.5               59.7  
2013      4                8.8              106.1  
2013      5               10.9              180.8  
2013      6               16.1               95.5  
2013      7               20.7               81.6  
2013      8               18.7               69.4  
2013      9               14.7              106.2  
2013     10               11.3              113.3  
2013     11                4.0              124.0  
2013     12                1.7               33.5  
2014      1                3.1               46.7  
2014      2                4.1               65.0  
2014      3                7.3               26.1  
2014      4               10.9               88.2  
2014      5               12.6              115.7  
2014      6               18.0              146.6  
2014      7               17.6              191.1  
2014      8               16.4              111.7  
2014      9               15.2               69.4  
2014     10               12.4               82.3  
