Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Engelberg
Altitude [m asl]:         1036 m
Coordinates:              46° 49.3' N / 8° 24.6' E

Reference date of homogenization:
         Temperature:     01.12.2009
         Precipitation:   01.12.2007

Last inhomogeneity provisionally corrected:
         Temperature:     yes
         Precipitation:   yes

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            20.01.2021


Year  Month        Temperature      Precipitation  
1961     12               -1.0              159.9  
1962      1               -1.6              135.0  
1962      2               -2.7              114.2  
1962      3               -2.0               93.9  
1962      4                4.9               77.6  
1962      5                7.3              191.3  
1962      6               11.0               92.9  
1962      7               12.7              161.0  
1962      8               14.3              132.2  
1962      9               10.3               90.9  
1962     10                6.5               31.4  
1962     11                0.1               60.8  
1962     12               -5.9              196.5  
1963      1               -8.4               95.3  
1963      2               -6.9               55.2  
1963      3                0.0              158.3  
1963      4                5.6              103.0  
1963      5                8.0              155.7  
1963      6               12.2              172.4  
1963      7               14.3              167.5  
1963      8               12.4              176.5  
1963      9               10.4              108.4  
1963     10                6.1               87.1  
1963     11                4.6              114.5  
1963     12               -4.4               13.0  
1964      1               -4.9               19.4  
1964      2               -0.6               55.0  
1964      3                0.0              122.5  
1964      4                5.7              130.0  
1964      5               11.0              192.8  
1964      6               13.6              154.1  
1964      7               15.1              113.5  
1964      8               12.6              148.4  
1964      9               11.0              120.8  
1964     10                4.5              107.3  
1964     11                2.2              117.3  
1964     12               -3.3               52.9  
1965      1               -1.5              106.1  
1965      2               -6.7               79.6  
1965      3                0.2               95.1  
1965      4                3.3              192.1  
1965      5                8.6              181.4  
1965      6               12.7              227.5  
1965      7               12.6              271.7  
1965      8               12.2              217.4  
1965      9                8.8              214.7  
1965     10                6.3               14.3  
1965     11                1.5              151.0  
1965     12                0.0              197.9  
1966      1               -4.8               55.3  
1966      2                2.8              139.7  
1966      3                0.0              147.3  
1966      4                6.4              129.4  
1966      5                9.4              148.7  
1966      6               13.2              135.4  
1966      7               12.6              276.3  
1966      8               11.7              225.4  
1966      9               11.7               51.5  
1966     10                8.9               99.5  
1966     11               -0.3              135.0  
1966     12               -1.4              132.1  
1967      1               -3.1               99.4  
1967      2               -0.3               63.5  
1967      3                2.3              174.6  
1967      4                3.3               92.2  
1967      5                8.9              192.1  
1967      6               11.2              132.1  
1967      7               15.9              214.4  
1967      8               14.0              151.3  
1967      9               10.1              148.2  
1967     10                8.6               65.5  
1967     11                2.9               34.5  
1967     12               -4.5               94.0  
1968      1               -3.6              301.2  
1968      2               -0.8               83.5  
1968      3                0.6               77.6  
1968      4                5.3               93.5  
1968      5                8.7              183.4  
1968      6               12.3              124.8  
1968      7               13.2              162.0  
1968      8               12.0              249.2  
1968      9                9.6              161.8  
1968     10                8.5               33.1  
1968     11                1.6              158.7  
1968     12               -3.4               99.0  
1969      1               -1.7               47.4  
1969      2               -3.6               58.4  
1969      3                0.6               41.2  
1969      4                4.4              139.7  
1969      5               10.4              116.3  
1969      6               10.2              326.9  
1969      7               14.7              160.3  
1969      8               12.3              260.0  
1969      9               11.3               61.0  
1969     10                7.3               21.9  
1969     11                1.9              104.0  
1969     12               -7.7               92.3  
1970      1               -2.0               53.6  
1970      2               -2.0              235.5  
1970      3               -2.2               93.5  
1970      4                2.0              192.4  
1970      5                8.0              124.3  
1970      6               13.6              114.3  
1970      7               13.5              202.3  
1970      8               13.4              271.5  
1970      9               11.2               70.7  
1970     10                5.9              112.0  
1970     11                3.5               75.1  
1970     12               -4.1               52.0  
1971      1               -3.0               16.4  
1971      2               -2.8               93.1  
1971      3               -3.3               96.3  
1971      4                7.3               54.1  
1971      5               10.9               96.4  
1971      6               10.7              299.6  
1971      7               15.2              101.9  
1971      8               14.8              238.1  
1971      9                9.8              113.6  
1971     10                7.2               33.5  
1971     11               -0.3              137.9  
1971     12               -1.1               52.3  
1972      1               -2.5               24.3  
1972      2                1.6               25.0  
1972      3                3.7               27.7  
1972      4                3.9              149.8  
1972      5                8.3              140.5  
1972      6               10.9              163.5  
1972      7               13.1              178.9  
1972      8               12.5              146.5  
1972      9                7.4               69.6  
1972     10                4.7               97.1  
1972     11                2.0              237.1  
1972     12               -1.6               15.0  
1973      1               -2.9               55.0  
1973      2               -4.1               87.8  
1973      3               -0.8               41.9  
1973      4                1.4              120.2  
1973      5               10.5               84.6  
1973      6               12.5              245.3  
1973      7               13.5              199.3  
1973      8               15.5              130.8  
1973      9               11.8              124.1  
1973     10                5.3              118.8  
1973     11                1.6               87.5  
1973     12               -1.3               77.4  
1974      1                0.6               56.8  
1974      2                0.1               94.0  
1974      3                3.8               72.0  
1974      4                4.6               75.7  
1974      5                8.1              139.1  
1974      6               10.7              149.4  
1974      7               13.5              173.5  
1974      8               14.7              161.7  
1974      9               10.2              117.8  
1974     10                1.5              175.9  
1974     11                1.4              141.9  
1974     12                0.2              143.7  
1975      1                0.8               91.9  
1975      2               -0.8               29.3  
1975      3                0.0              123.2  
1975      4                3.8              140.3  
1975      5                8.8              100.3  
1975      6               10.3              201.1  
1975      7               13.8              201.3  
1975      8               13.8              205.6  
1975      9               13.1              108.3  
1975     10                5.0               83.6  
1975     11                0.6              145.2  
1975     12               -4.3               11.4  
1976      1               -1.8               73.0  
1976      2               -0.7               36.2  
1976      3               -0.2               46.5  
1976      4                4.0              137.0  
1976      5                9.9               97.1  
1976      6               13.9              138.6  
1976      7               14.9              219.8  
1976      8               12.0              116.5  
1976      9                9.3              108.7  
1976     10                8.1              117.0  
1976     11                1.1               81.7  
1976     12               -4.0              130.4  
1977      1               -1.8               75.2  
1977      2                1.3              113.1  
1977      3                4.5              109.0  
1977      4                2.9              280.6  
1977      5                8.8               79.2  
1977      6               11.9              154.1  
1977      7               13.5              272.8  
1977      8               12.2              169.6  
1977      9                9.2               74.1  
1977     10                8.4              116.6  
1977     11                1.6              142.2  
1977     12               -0.8               82.6  
1978      1               -2.3              101.0  
1978      2               -1.8              129.2  
1978      3                2.2              140.3  
1978      4                3.7               67.0  
1978      5                7.7              211.0  
1978      6               11.0              199.3  
1978      7               13.2              181.2  
1978      8               12.3              203.1  
1978      9               10.3               99.2  
1978     10                5.7               85.8  
1978     11                1.0               34.2  
1978     12                0.0               62.6  
1979      1               -4.8               81.4  
1979      2               -0.6               90.2  
1979      3                2.1              164.7  
1979      4                3.1              114.0  
1979      5                9.2               81.8  
1979      6               12.5              274.7  
1979      7               13.7              100.7  
1979      8               12.3              237.0  
1979      9               10.8              131.4  
1979     10                8.7              132.5  
1979     11                0.3              192.2  
1979     12                0.5              147.3  
1980      1               -4.2              103.6  
1980      2                0.3               73.9  
1980      3                1.6               94.1  
1980      4                2.0              141.3  
1980      5                7.2               88.8  
1980      6               10.8              206.1  
1980      7               12.0              182.1  
1980      8               14.6              138.6  
1980      9               11.7               69.2  
1980     10                5.7              204.8  
1980     11                0.3               78.9  
1980     12               -4.1               91.9  
1981      1               -4.7              158.0  
1981      2               -4.3               32.6  
1981      3                3.8              173.7  
1981      4                6.5               30.1  
1981      5                9.2              134.9  
1981      6               12.4              143.6  
1981      7               12.7              297.8  
1981      8               14.2              106.9  
1981      9               11.5              272.0  
1981     10                6.3              239.6  
1981     11                1.4              121.5  
1981     12               -1.8              188.1  
1982      1               -0.2              149.0  
1982      2               -1.2               47.3  
1982      3                0.4              128.3  
1982      4                3.5               66.5  
1982      5                9.7               80.3  
1982      6               13.4              184.0  
1982      7               15.7              237.5  
1982      8               13.4              200.7  
1982      9               12.8              100.4  
1982     10                6.8               99.1  
1982     11                3.4               54.3  
1982     12               -0.6              114.7  
1983      1                0.3              138.5  
1983      2               -4.4               69.2  
1983      3                2.2               61.8  
1983      4                6.3              110.9  
1983      5                7.8              223.2  
1983      6               13.3              144.8  
1983      7               18.6               39.2  
1983      8               14.2              230.2  
1983      9               11.7              118.7  
1983     10                7.0               62.1  
1983     11                1.4              137.0  
1983     12               -1.2               82.6  
1984      1               -1.7              113.8  
1984      2               -4.2              130.3  
1984      3               -1.3               39.8  
1984      4                3.5               72.0  
1984      5                6.9              119.5  
1984      6               11.9              126.4  
1984      7               14.4              174.6  
1984      8               13.2              180.6  
1984      9                9.5              251.6  
1984     10                7.3               97.9  
1984     11                5.9               71.2  
1984     12               -0.4               84.4  
1985      1               -8.0               89.0  
1985      2               -2.6              111.6  
1985      3               -0.3               74.0  
1985      4                4.9              111.7  
1985      5                9.3              159.3  
1985      6               10.8              212.9  
1985      7               15.8              119.1  
1985      8               13.7              205.0  
1985      9               12.2               80.5  
1985     10                7.4               12.4  
1985     11               -2.1              125.8  
1985     12                0.6               37.1  
1986      1               -2.2              209.9  
1986      2               -7.3               40.6  
1986      3                1.3              116.8  
1986      4                3.1              175.6  
1986      5               11.4              175.3  
1986      6               12.5              171.5  
1986      7               13.8              164.3  
1986      8               13.8              150.5  
1986      9               10.9               51.9  
1986     10                8.3               81.7  
1986     11                2.8               84.7  
1986     12               -0.6              132.0  
1987      1               -7.2              114.3  
1987      2               -1.6              114.4  
1987      3               -2.4              122.3  
1987      4                5.9              129.6  
1987      5                6.5              188.5  
1987      6               11.0              210.2  
1987      7               14.7              229.9  
1987      8               13.9              159.7  
1987      9               13.8               73.1  
1987     10                8.9               78.2  
1987     11                2.3               92.5  
1987     12                0.4               69.8  
1988      1                1.2               85.4  
1988      2               -1.3              132.0  
1988      3               -0.3              241.9  
1988      4                5.9               74.3  
1988      5               11.1               97.0  
1988      6               11.8              167.5  
1988      7               14.6              193.9  
1988      8               14.5              188.9  
1988      9               11.0               68.9  
1988     10                8.6              164.5  
1988     11               -0.1               89.3  
1988     12               -0.6              179.7  
1989      1               -1.1               10.1  
1989      2                1.5               67.2  
1989      3                5.1               91.9  
1989      4                4.8              196.0  
1989      5               10.7               85.2  
1989      6               11.6              105.1  
1989      7               15.1              236.4  
1989      8               14.2              219.9  
1989      9               10.6              124.3  
1989     10                8.0              102.7  
1989     11                0.8               55.3  
1989     12                0.4               47.8  
1990      1               -0.6               15.1  
1990      2                3.6              197.2  
1990      3                4.1               87.4  
1990      4                3.9               91.0  
1990      5               11.3              170.6  
1990      6               12.1              202.0  
1990      7               14.9               86.3  
1990      8               15.3              141.0  
1990      9               10.5              106.6  
1990     10                9.1              137.0  
1990     11                1.0              171.3  
1990     12               -4.0               80.9  
1991      1               -2.8               81.1  
1991      2               -3.4               37.1  
1991      3                4.7               82.4  
1991      4                3.7              152.5  
1991      5                5.8              157.9  
1991      6               11.4              225.9  
1991      7               16.2              241.3  
1991      8               16.0               36.4  
1991      9               13.2              114.5  
1991     10                5.8               70.8  
1991     11                1.2               86.7  
1991     12               -3.2              217.9  
1992      1               -3.3               17.8  
1992      2               -0.9              115.4  
1992      3                3.0              193.8  
1992      4                5.0              117.0  
1992      5               11.5               45.8  
1992      6               12.2              142.3  
1992      7               15.5              131.6  
1992      8               17.0              179.6  
1992      9               11.5               97.6  
1992     10                5.1              129.7  
1992     11                4.4              219.9  
1992     12               -1.3               84.6  
1993      1                0.6               79.2  
1993      2               -2.1               36.8  
1993      3                0.8               85.9  
1993      4                7.2              143.0  
1993      5               11.5              103.8  
1993      6               13.2              216.1  
1993      7               13.3              281.3  
1993      8               14.6              144.1  
1993      9               10.2              196.7  
1993     10                5.7              154.8  
1993     11               -1.0               50.4  
1993     12                1.0              160.2  
1994      1               -0.4              116.1  
1994      2               -0.3               38.3  
1994      3                6.4               64.7  
1994      4                3.8               82.4  
1994      5               10.4              219.9  
1994      6               13.4              156.8  
1994      7               17.2              182.0  
1994      8               15.7              224.6  
1994      9               11.2              144.3  
1994     10                7.2               59.4  
1994     11                5.6               65.1  
1994     12               -0.1              144.1  
1995      1               -3.0              202.1  
1995      2                1.6              132.4  
1995      3                0.2              151.5  
1995      4                5.8              147.2  
1995      5                9.6              158.8  
1995      6               10.8              163.4  
1995      7               16.8              172.5  
1995      8               13.8              205.7  
1995      9                8.8              153.2  
1995     10               10.2                3.2  
1995     11                1.4              106.5  
1995     12               -1.5              184.8  
1996      1               -0.3                2.4  
1996      2               -3.5               77.4  
1996      3               -0.4               72.7  
1996      4                5.9               79.2  
1996      5                9.1              246.5  
1996      6               13.6              105.2  
1996      7               13.7              242.9  
1996      8               13.3              245.4  
1996      9                7.9               97.0  
1996     10                6.9              147.7  
1996     11                2.1              198.0  
1996     12               -1.7               45.8  
1997      1               -1.9               22.7  
1997      2                1.6              101.1  
1997      3                4.4               90.5  
1997      4                4.3              125.0  
1997      5               10.3               72.7  
1997      6               12.3              232.2  
1997      7               13.2              308.1  
1997      8               15.9              175.5  
1997      9               12.4               81.2  
1997     10                6.3              104.0  
1997     11                2.9               49.0  
1997     12                0.3              138.8  
1998      1               -1.1               85.4  
1998      2                1.2               20.4  
1998      3                1.9               76.8  
1998      4                5.5              102.8  
1998      5               10.9               72.9  
1998      6               14.0              226.7  
1998      7               15.1              121.5  
1998      8               15.1              113.5  
1998      9               10.6              179.9  
1998     10                7.1              171.8  
1998     11               -1.6              120.8  
1998     12               -1.6               42.4  
1999      1                0.0               87.6  
1999      2               -3.7              298.5  
1999      3                2.3               91.2  
1999      4                4.9              184.6  
1999      5               12.0              277.3  
1999      6               11.9              196.0  
1999      7               15.3              101.8  
1999      8               14.7              175.1  
1999      9               13.3              133.8  
1999     10                7.4               50.5  
1999     11               -0.9              131.4  
1999     12               -1.5              186.2  
2000      1               -3.6               62.3  
2000      2                0.7              115.4  
2000      3                2.2              144.4  
2000      4                7.1               78.3  
2000      5               12.0              101.7  
2000      6               14.5              166.0  
2000      7               12.5              277.2  
2000      8               15.7              205.6  
2000      9               11.9              168.7  
2000     10                7.5              121.2  
2000     11                2.6              142.6  
2000     12                1.8               23.2  
2001      1               -1.4               94.4  
2001      2                0.3              100.4  
2001      3                4.6              172.2  
2001      4                3.5              221.1  
2001      5               12.1               89.8  
2001      6               11.9              256.4  
2001      7               15.0              183.3  
2001      8               15.8              161.8  
2001      9                8.2              192.6  
2001     10               10.7               63.4  
2001     11               -0.4              127.3  
2001     12               -4.5               68.0  
2002      1               -1.9               21.2  
2002      2                2.3              121.1  
2002      3                4.0              118.2  
2002      4                5.8              107.7  
2002      5                9.7              269.0  
2002      6               15.7              195.4  
2002      7               14.6              197.5  
2002      8               14.0              223.4  
2002      9                9.4              224.4  
2002     10                7.7              107.0  
2002     11                3.7              316.7  
2002     12                0.7              109.9  
2003      1               -3.5              107.6  
2003      2               -4.7               60.8  
2003      3                3.7               43.0  
2003      4                5.9               91.6  
2003      5               11.4              111.6  
2003      6               18.2              148.9  
2003      7               16.0              180.1  
2003      8               18.7               75.4  
2003      9               11.3               79.9  
2003     10                4.0              191.5  
2003     11                4.4               67.3  
2003     12                0.3               55.4  
2004      1               -1.8              188.9  
2004      2               -1.1               48.9  
2004      3                0.9              104.9  
2004      4                5.9               93.4  
2004      5                8.4              167.6  
2004      6               12.9              252.8  
2004      7               14.8              152.1  
2004      8               15.1              210.3  
2004      9               12.0              115.6  
2004     10                9.1               91.5  
2004     11                0.7               51.2  
2004     12               -1.7               69.4  
2005      1               -3.2              129.5  
2005      2               -5.2              117.4  
2005      3                1.2               41.8  
2005      4                6.0              118.9  
2005      5               10.5              182.6  
2005      6               15.0              114.5  
2005      7               14.9              142.2  
2005      8               12.7              391.6  
2005      9               12.5               71.7  
2005     10                8.7               73.1  
2005     11                1.1               36.6  
2005     12               -4.4               92.3  
2006      1               -3.5               35.9  
2006      2               -2.8               72.0  
2006      3               -0.3              143.7  
2006      4                5.4              153.0  
2006      5               10.3              250.2  
2006      6               14.4              143.5  
2006      7               18.4              144.4  
2006      8               11.5              262.6  
2006      9               14.2              108.0  
2006     10               10.3               40.8  
2006     11                5.4               28.8  
2006     12               -0.2               79.5  
2007      1                1.0               81.7  
2007      2                2.0               75.9  
2007      3                2.4              117.6  
2007      4               10.5               30.0  
2007      5               11.3              253.8  
2007      6               13.8              186.8  
2007      7               14.4              249.5  
2007      8               13.8              233.2  
2007      9                9.9              131.2  
2007     10                6.7               59.0  
2007     11                0.2               79.8  
2007     12               -1.8              102.6  
2008      1                1.0               71.1  
2008      2                0.8               35.4  
2008      3                1.2              118.7  
2008      4                4.9              181.6  
2008      5               12.2               55.3  
2008      6               13.8              144.9  
2008      7               14.5              242.2  
2008      8               14.4              245.1  
2008      9                9.6              159.0  
2008     10                7.3              127.8  
2008     11                2.0               82.0  
2008     12               -2.0               75.2  
2009      1               -4.5               48.4  
2009      2               -2.2               95.6  
2009      3                0.7              115.6  
2009      4                8.3               73.8  
2009      5               12.5               87.8  
2009      6               12.9              232.0  
2009      7               15.1              271.2  
2009      8               16.4              134.8  
2009      9               12.4               53.6  
2009     10                6.9              107.8  
2009     11                4.9              161.3  
2009     12               -2.0               92.1  
2010      1               -5.1               47.1  
2010      2               -2.2               29.8  
2010      3                1.3               65.3  
2010      4                6.7               44.2  
2010      5                8.2              279.0  
2010      6               13.5              168.9  
2010      7               16.4              285.4  
2010      8               13.8              272.8  
2010      9               10.0              150.2  
2010     10                6.4               87.7  
2010     11                1.7              114.4  
2010     12               -3.5               88.5  
2011      1               -2.7               48.1  
2011      2                0.1               45.4  
2011      3                3.5               44.5  
2011      4                9.1               47.0  
2011      5               11.8              131.4  
2011      6               13.1              178.1  
2011      7               12.9              221.4  
2011      8               16.2              166.2  
2011      9               13.3              122.0  
2011     10                7.2              150.7  
2011     11                5.1                0.0  
2011     12                0.5              270.2  
2012      1               -1.2              143.6  
2012      2               -7.1               22.8  
2012      3                4.4               36.9  
2012      4                5.9              115.0  
2012      5               11.1              133.7  
2012      6               14.2              253.8  
2012      7               14.7              170.8  
2012      8               16.4              190.7  
2012      9               11.5              136.9  
2012     10                7.6              168.0  
2012     11                3.7               82.0  
2012     12               -1.3              179.4  
2013      1               -2.2               78.9  
2013      2               -4.8               84.8  
2013      3                0.5               55.4  
2013      4                5.8              107.7  
2013      5                7.9              253.3  
2013      6               12.9              157.1  
2013      7               16.8              138.9  
2013      8               15.2              164.3  
2013      9               12.0              149.4  
2013     10                9.4               97.8  
2013     11                0.5              144.8  
2013     12                0.0               45.9  
2014      1                0.5               61.9  
2014      2                1.0               80.8  
2014      3                3.8               61.0  
2014      4                7.8               94.1  
2014      5                9.1              196.1  
2014      6               14.4              153.6  
2014      7               14.7              382.8  
2014      8               13.2              224.6  
2014      9               12.1               83.2  
2014     10               10.0              111.9  
2014     11                6.0              122.6  
2014     12                0.1               85.5  
2015      1               -0.6              134.9  
2015      2               -2.7               45.7  
2015      3                3.3              150.8  
2015      4                6.7              101.7  
2015      5               10.6              261.6  
2015      6               14.9              176.2  
2015      7               18.7               91.8  
2015      8               16.7              135.5  
2015      9               10.0              121.6  
2015     10                6.6               72.2  
2015     11                5.3              124.7  
2015     12                3.0               17.8  
2016      1                0.1              115.9  
2016      2                1.1              131.1  
2016      3                1.6               57.3  
2016      4                6.4              163.1  
2016      5                9.6              254.3  
2016      6               13.2              203.6  
2016      7               16.0              220.4  
2016      8               15.6              196.4  
2016      9               13.5              111.5  
2016     10                6.3               84.8  
2016     11                3.6               71.9  
2016     12                0.9                1.9  
2017      1               -4.8              106.5  
2017      2                1.5               62.5  
2017      3                5.9              150.5  
2017      4                5.6              131.1  
2017      5               11.5              121.5  
2017      6               16.4              159.3  
2017      7               15.9              198.2  
2017      8               16.3              260.9  
2017      9                9.9              154.1  
2017     10                8.7              121.5  
2017     11                0.9              135.9  
2017     12               -1.8              124.8  
2018      1                2.5              248.0  
2018      2               -4.9               67.4  
2018      3                1.3              152.4  
2018      4               10.1               39.5  
2018      5               11.7              116.4  
2018      6               15.0               80.6  
2018      7               17.1              103.4  
2018      8               16.5              169.0  
2018      9               13.2              127.7  
2018     10                8.9              124.5  
2018     11                3.8                8.9  
2018     12                0.8              213.1  
2019      1               -3.8              125.8  
2019      2                1.2               38.4  
2019      3                3.9               84.7  
2019      4                6.2              183.3  
2019      5                7.5              178.4  
2019      6               16.4              129.3  
2019      7               17.2              118.8  
2019      8               15.7              164.7  
2019      9               12.1               89.0  
2019     10               10.0              176.3  
2019     11                2.7              118.9  
2019     12                2.6               87.6  
2020      1                0.6               34.5  
2020      2                3.5              129.1  
2020      3                2.9               66.3  
2020      4                9.4               53.5  
2020      5               10.7              119.1  
2020      6               13.1              192.2  
2020      7               16.1              191.8  
2020      8               15.9              298.0  
2020      9               12.8               90.2  
2020     10                6.5              223.8  
2020     11                4.1               28.7  
2020     12               -0.6              129.6  
