Geochemistry_factor_new
-1.3504436
-2.498254165
0.186333493
-2.658460183
-1.655601656
-2.293256598
1.22749622
-2.549052501
-2.350838006
-2.106154309
-1.076199104
-2.399956136
-2.716151357
-2.604344687
-2.149015643
-2.365856619
-2.043563627
-2.579534982
-1.490173045
-2.567388985
-2.588871924
-1.787536527
-1.978650529
-1.737340501
-2.372193955
-2.271409583
-2.66197829
-2.747367866
-2.823560742
-2.789420776
-2.76569677
-2.557623368
-2.310466979
-2.585671036
-2.374759026
-1.931348819
-1.469650226
-2.318308324
-1.096077502
0.595257996
-2.453972444
-0.865236911
-2.299976893
-2.272296657
-2.310329109
-0.588641403
-2.052018126
-1.267710616
-2.681061359
-1.815590985
-2.285107798
-2.205022732
-0.50989292
-0.630319759
-0.746198337
0.151124432
2.700625231
1.925521042
1.795899512
3.258808223
2.776697811
0.937323677
0.010786407
0.384033984
1.021747393
1.558801946
2.785175264
0.860307638
-1.018541632
3.734032492
1.321767208
0.840211189
-1.228887143
2.748380757
1.479900405
3.701241208
-0.332465523
1.008612601
1.304293854
0.40210741
-0.905197178
3.053320474
4.381312269
-0.90333614
2.302402434
1.959959327
0.295748935
0.247282777
4.256476461
-0.334188959
4.477985355
0.381499333
4.28961815
1.115405313
4.247340983
3.390158717
4.063388625
5.172265347
3.007272344
2.91656242
2.559608158
4.64145369
0.116074901
1.218285277
1.448410415
2.857000345
1.998135901
0.116621142
0.611146887
1.872540421
-2.185948529
-2.505961782
-2.339595972
-0.70838729
-2.251077462
3.610115974
-0.468582137
2.089032476
1.115598357
2.578848682
2.561109015
3.144172978
2.561176621
-1.180025927
0.244618436
0.961530428
-0.166273379
1.459178274
-2.249854069
0.766665524
-1.338426461
-1.126262304
0.526199194
2.584741075
5.170490101
1.445244837
4.00696496
2.265373724
-1.601085587
3.584985386
4.484375682
0.732894915
0.388777403
3.995585009
1.134361067
3.429438569
2.840274497
-1.275212332
-0.097750407
3.95917854
2.872461512
4.907417919
4.742291505
4.418639827
4.243988725
2.931352823
5.049590187
3.726462907
0.142279504
1.323669793
0.186382694
-1.725224148
2.939371445
-2.009345087
1.223007834
0.893494561
0.70812082
1.445151941
-1.524824127
0.059277041
0.003205662
-1.435241126
-1.803563441
-1.584670374
-2.485850372
-0.695459711
-1.680408302
-2.499747837
-1.409770706
-2.642432352
-2.542463608
-2.244576883
-2.777488756
-1.846313749
-1.431523202
-2.33544243
-1.249847805
-2.529164512
-1.024399762
-0.30913975
-1.213749454
0.759240444
1.789697289
1.263603344
1.178201297
1.006184136
-1.539728648
-1.836429804
1.431921098
0.729868818
3.676232896
4.50400033
3.986815545
4.938295613
4.098649835
2.040887426
2.249370853
2.195035225
3.474583792
3.603957273
-0.540029155
1.687496598
0.199318568
-1.442749013
-0.989993249
-1.064035884
0.835688462
4.014736661
-0.114462681
3.005561216
0.724691054
3.864771256
1.819761853
3.451209639
-1.162264088
-1.105314006
-1.187137403
-2.347860893
0.764723444
-0.372716831
-2.496908515
-2.316223039
-2.307665117
-0.411631052
-0.059544676
-1.633220986
0.208795382
2.329961622
-0.923811817
-1.648822131
-1.963431892
-1.999944878
-2.311501002
1.68569583
0.153902794
0.339090678
-1.289079345
0.610806834
4.069702321
3.260778522
-2.347720083
3.924250047
0.789822591
-1.986387022
0.149456833
-0.183552898
2.147947466
2.194863738
2.635982581
2.388710756
2.639274011
1.38617067
2.414629935
3.28476315
2.987985808
2.343691332
4.189031262
2.85640365
3.445968535
3.9999236
4.948970388
4.223779871
4.12058872
4.774397211
1.778267001
2.672061464
3.888271948
1.444816869
2.986141495
2.294299879
3.87543326
0.946413897
2.000142688
2.021709548
5.058029305
4.265845034
4.099056513
5.266071399
5.524223467
5.147886928
4.077713624
3.275305346
2.614994605
-1.360874089
0.035735773
0.378488441
3.634706053
1.465700998
3.054652285
1.202050309
3.055182285
1.542116415
-2.165090141
-0.801664529
-0.946739886
3.377102706
3.395707261
1.098384956
2.243754067
3.269432079
0.305170126
-1.318631264
-2.536136109
-1.69822366
-0.305151559
-1.333698194
0.230780142
-0.073186727
-2.495894161
-1.924848812
-1.963787684
-2.691510368
-1.861009101
-2.377043083
-2.165392231
-2.105878584
-2.53350171
-1.58344553
2.141337864
-1.270249879
-1.650999227
-0.47227002
1.527809576
2.708399521
2.674664157
2.87925317
-1.313275542
0.979360127
-0.608081918
-1.986110966
-2.634150085
-2.251017295
-2.000418629
-0.840176948
-2.460833344
-2.072735707
-2.154053654
-2.475056599
-2.443956042
-2.793779674
-0.457124298
-2.299233343
-0.942158781
-1.871768251
-0.654461074
0.031214479
-2.548479795
