x,y,Au,Ag,As,Ba,Be,Bi,Cd,Co,Cr,Cu,Mn,Nb,Ni,P,Pb,Rb,Sb,Sn,Ti,V,W,Zn,Zr,Si,Al,Fe,Mg,Ca,Na,K
15.499,19.044,0.5491,0.07408,8.0816,563.2,1.9519,0.22066,0.10553,6.5111,28.9,13.761,445.3,8.187,13.136,608.8,19.271,111.9,0.72115,1.76,2513.3,45.1,0.99805,42.427,161.2,6.583e+05,1.162e+05,27500,9100,12400,21100,29800
13.142,32.455,0.4313,0.07864,7.628,521.2,1.8375,0.2457,0.10019,7.9516,43.5,18.535,524.2,9.22,20.276,528.6,17.157,92.8,0.69953,2,2981.8,64.5,1.2815,44.165,209.7,4.466e+05,1.031e+05,33000,22100,1.396e+05,16900,19300
10.82,10.267,0.8876,0.05972,8.5416,563.2,2.1486,0.22621,0.086445,6.048,37.4,12.65,413,11.69,13.797,590.4,19.002,106.6,0.6074,1.9788,3349.4,56.5,1.1561,42.746,396,6.443e+05,1.307e+05,31400,10700,14400,21300,28300
9.5985,14.487,0.3699,0.065376,5.2476,540.5,1.988,0.19215,0.04725,5.4806,26.2,10.836,344.6,8.827,10.59,443,19.034,108,0.5984,2.09,2287.4,39.8,0.934,33.599,232.2,6.726e+05,1.123e+05,22600,7500,11100,23400,29800
18.445,3.663,1.0329,0.06018,6.0908,573.3,2.2557,0.27363,0.085355,6.7851,36.2,12.067,376.4,13.76,13.923,463.4,18.759,99.1,0.59922,14.36,3408.1,55.6,1.2503,47.047,453.8,6.581e+05,1.262e+05,30700,9500,14000,22800,28500
5.6846,21.221,1.2631,0.078381,9.4808,518.1,2.071,0.2835,0.16497,12.154,53.7,23.463,708.9,11.08,26.98,421.6,21.918,112.1,0.8096,2.58,3131.7,73.2,1.333,55.775,199,6.132e+05,1.249e+05,41200,18000,32600,14300,28700
11.585,27.841,1.526,0.06398,7.628,581.6,2.0147,0.28571,0.092305,6.1803,45.4,10.86,392.2,11.12,13.682,511.4,22.034,110.9,0.64551,1.8347,3060.9,52.8,1.2908,44.33,314.1,6.733e+05,1.346e+05,30400,9900,12700,21400,30300
21.538,3.7532,0.6413,0.072266,6.9596,581.3,2.1549,0.23415,0.11665,6.8376,45.7,10.584,374.6,12.45,15.54,547.2,19.635,103.3,0.62716,2.15,3545.1,60.1,1.19,40.506,359.1,6.367e+05,1.362e+05,32800,12100,17600,19400,27700
22.205,12.961,0.862,0.08917,7.4036,548.1,2.0357,0.22155,0.080124,6.4746,35.7,12.758,346.9,11.22,15.666,483,19.811,102.1,0.67221,2.32,2920.8,52.5,1.158,38.835,329,6.668e+05,1.258e+05,27800,9900,16400,19800,28500
18.283,11.967,1.3455,0.06722,6.0908,783,1.9149,0.25305,0.17255,8.4249,52.5,17.357,412.9,9.357,22.008,335.7,19.225,87.6,0.69069,1.58,3119.8,67.1,1.155,48.807,150.7,4.621e+05,1.041e+05,37300,16800,1.218e+05,9300,18400
28.011,7.4315,0.6362,0.05911,6.74,527,1.7545,0.1428,0.062191,4.7564,23.9,7.7322,296.6,6.128,8.527,316.6,16.349,93.6,0.50358,1.42,1909.3,37.4,0.693,28.752,184.4,6.178e+05,1.083e+05,19800,30900,37100,30900,29700
29.996,27.462,1.3765,0.10185,13.044,600.8,2.4535,0.33157,0.1042,10.703,60.3,20.256,607.4,13.716,24.93,779.9,25.323,106.2,0.9407,2.58,4070.7,80.9,1.7756,62.937,295.7,6.174e+05,1.446e+05,48300,14900,15400,14600,26900
8.6316,13.832,0.4774,0.069677,6.522,576.7,2.028,0.2268,0.09929,6.6806,42.3,13.823,448.3,11.44,13.91,647.3,18.849,106.7,0.6193,2.23,3294.3,55.2,1.1,45.299,332.7,6.383e+05,1.264e+05,32000,12200,17700,21600,28700
6.9013,19.994,0.862,0.056459,5.456,588.1,1.785,0.1848,0.09233,5.8566,30.7,9.9498,388.5,8.975,12.32,381.7,17.561,108.6,0.5346,1.92,2563,48.8,0.928,35.792,247.9,6.492e+05,1.17e+05,26000,10400,20400,21100,29700
10.416,25.826,0.5952,0.04782,3.444,574.4,1.9457,0.10073,0.03882,2.6208,11.3,4.9863,201.1,5.977,4.7912,211.5,16.029,93.5,0.33828,1.1143,1485.3,21.4,0.7022,16.599,106,6.893e+05,1.065e+05,12300,5000,8700,28900,33000
23.806,25.729,0.7644,0.091494,9.264,592.3,2.6896,0.3318,0.11464,8.7021,54.1,15.603,562.6,12.81,18.417,849.9,23.695,108.2,0.96558,2.23,4099.1,75.5,1.588,52.514,400.1,6.187e+05,1.393e+05,41900,13500,15200,16800,27600
20.407,24.924,0.4928,0.06932,8.0816,570.7,1.7685,0.41055,0.068804,5.6771,45.3,12.485,416.3,6.702,12.453,548,18.889,105.8,1.0545,1.72,2250.1,50,1.107,36.829,132.7,6.12e+05,1.151e+05,24600,12000,52500,18600,29200
22.372,28.989,0.9821,0.090853,7.616,581.1,2.1369,0.27,0.06387,7.5733,42.96,13.668,336.7,13.474,17.811,345.1,22.232,94.7,0.964,1.951,3627.5,58.807,1.4822,44.361,333.3,5.658e+05,1.195e+05,29700,19900,71000,23200,25800
35.713,28.794,1.0484,0.085689,10.054,574.6,2.3,0.32353,0.13461,11.824,57.29,21.451,622.5,12.922,26.918,542.8,20.623,104,0.913,2.9027,3867.7,75.431,1.8518,62.919,331.1,5.817e+05,1.305e+05,41500,17600,53000,16900,25000
20.359,25.418,0.6003,0.090254,8.5416,591.1,2.1407,0.2982,0.088337,8.4964,54.7,14.312,483,10.89,19.152,753.3,21.181,110.4,0.91592,2.7,3911.5,69.7,1.579,47.819,297.4,6.239e+05,1.416e+05,41200,13700,16500,16500,27000
17.722,28.45,0.6875,0.1314,13.044,600.7,2.4966,0.34755,0.23608,11.715,51.4,21.525,799.8,11.5,22.491,963.4,24.947,115.2,0.95865,2.29,3721.8,75.5,1.887,69.604,226.3,6.152e+05,1.339e+05,47200,13900,18800,16500,28200
24.177,16.748,0.8312,0.079368,8.3108,582.7,2.2276,0.2562,0.12163,8.1884,50.1,13.954,524.5,13.23,17.22,646.3,20.545,110.3,0.77385,2.5,3567.2,60.7,1.401,45.608,429.1,6.439e+05,1.383e+05,35900,12600,14100,18800,29900
32.251,11.091,0.416,0.069147,5.456,567.2,2.1053,0.25139,0.082945,5.6156,38.6,11.272,386.6,11.348,12.288,676.6,18.55,108,0.67965,2.05,3122.2,50.9,1.2419,45.325,286.4,6.484e+05,1.331e+05,28200,10500,15500,22200,30300
12.906,6.3626,0.862,0.08032,7.628,540.2,2.3196,0.23634,0.07392,7.5085,39.9,11.913,398.4,13.26,14.931,433.9,18.359,109.1,0.56949,2.43,3565.7,63.7,1.2287,43.241,434.5,6.567e+05,1.301e+05,35300,10800,17600,21800,27500
36.618,35.907,3.6672,0.077025,9.1778,576.5,2.502,0.35889,0.14992,12.633,64.61,26.314,432.9,13.989,30.511,645.4,22.908,102.6,1.102,2.198,3744.9,83.715,1.9788,70.497,263.8,5.473e+05,1.278e+05,41100,21900,66800,14400,23900
11.953,27.783,0.749,0.06816,7.6672,568.4,2.129,0.31758,0.07981,6.005,32.3,11.33,378,9.783,13.514,478.9,24.531,116.1,0.6027,2.01,2542,47.2,1.2909,38.5,213.4,6.707e+05,1.217e+05,27600,8500,11300,21800,30600
34.495,33.443,1.6527,0.11663,10.09,562.6,2.2515,0.34706,0.13991,13.153,58.203,25.429,599.8,13.247,30.706,673.2,23.875,98.7,1.1178,2.311,4232.9,76.797,1.7878,60.813,237.4,4.728e+05,1.27e+05,43700,22400,1.06e+05,10900,21270
1.8655,14.556,0.6619,0.06011,4.632,603.8,2.0814,0.1848,0.05002,5.7873,36.7,11.694,378.8,9.7805,12.709,337.2,18.259,108.1,0.5478,2.164,2775,49,1.244,32.34,220.8,6.675e+05,1.314e+05,26900,11700,13700,20300,30100
18.262,21.323,0.6516,0.04578,6.74,560.7,1.9,0.17955,0.058751,5.1931,31.9,7.3941,321.1,10.58,11.246,375,18.605,101.9,0.54632,1.8,2765,47.4,1.061,30.474,247,6.574e+05,1.246e+05,25800,9700,12800,21300,28500
23.223,1.8866,1.0727,0.082102,8.3108,580.3,2.1537,0.28875,0.15865,7.8606,43.6,13.251,403.6,12.13,19.163,465.8,22.922,101.3,0.7958,2.73,3373.1,63.2,1.506,53.991,382.3,6.618e+05,1.335e+05,33300,11800,16500,20000,27500
27.939,10.21,0.3136,0.076556,10.202,485.7,1.7497,0.16485,0.095065,7.7099,38.2,11.56,399.7,7.789,14.794,401.3,15.236,85.4,0.70571,1.51,2284.5,65.1,0.832,40.771,210.4,4.384e+05,93300,29400,87700,1.146e+05,30500,20400
8.8391,3.6138,0.6516,0.061114,5.456,558.7,1.976,0.19845,0.07728,5.3673,32.7,10,368.8,11.82,10.64,545.2,18.416,104.1,0.5291,3.99,3033.9,46.4,1.085,35.432,447.5,6.726e+05,1.26e+05,25300,9500,12900,21800,30700
14.18,6.4966,0.8312,0.0615,7.1808,571.8,2.0229,0.20875,0.091175,7.4319,34.8,14.234,411.1,11.81,15.194,516,17.33,104,0.58971,1.95,3119.9,53.3,1.2042,40.601,311.2,6.517e+05,1.204e+05,31200,9900,18400,22700,28200
37.375,21.62,0.3904,0.054185,6.888,567.9,2.0041,0.23116,0.08165,6.6923,35,12.863,471.2,10.709,14.127,662.1,19.68,112,0.58535,2.05,3035.8,48.8,1.2265,42.232,286.8,6.503e+05,1.257e+05,31200,10000,13300,21800,30000
8.4016,15.652,0.5388,0.055871,5.8776,519.8,2.07,0.2016,0.05708,6.1779,33.6,12.679,400,10.78,12.35,534.6,18.087,102.2,0.5698,2.28,3000.5,50,1.005,34.938,355,6.243e+05,1.152e+05,28800,9500,13500,23100,26900
32.436,34.592,1.1423,0.12,10.866,557.2,2.283,0.30941,0.10453,13.282,53.93,22.439,598.9,13.767,29.659,531.1,21.012,87.9,0.909,2.423,3854.6,78.441,1.7776,65.66,232.7,5.404e+05,1.256e+05,42300,20000,82000,15500,23000
15.167,24.908,0.3443,0.13518,22.872,571.3,2.4689,0.3636,0.24768,10.878,52.8,23.969,745.8,13.82,25.294,687,37.044,114.9,1.3433,2.77,3759.2,69.7,2.1256,108.83,280,6.163e+05,1.244e+05,44900,15300,20300,21200,27000
24.434,2.0221,0.4672,0.06052,5.0408,562.9,1.9996,0.2016,0.091176,6.0115,34,10.272,430.7,11.77,11.036,469.6,19.274,105.5,0.61562,2.21,3030.9,50.7,1.079,38.693,340.5,6.68e+05,1.273e+05,25900,9800,14100,22400,31000
14.659,16.289,0.7747,0.05978,6.74,557.2,2.1146,0.20302,0.06808,5.8947,29.4,11.374,345.4,10.94,13.755,504.2,16.939,102.3,0.56435,2.07,2700.2,46.8,1.2436,32.626,270,6.565e+05,1.221e+05,26300,9200,12500,23400,30100
14.732,30.4,0.4364,0.08516,8.774,576.5,2.335,0.25609,0.08606,7.5296,38.8,17.193,478.7,11.78,17,681.3,19.792,116.9,0.74978,2.8,3015.9,54.6,1.356,47.267,264.8,6.639e+05,1.313e+05,33600,9900,12800,20500,30800
13.677,17.484,0.8671,0.05486,7.854,554.1,1.9385,0.22847,0.07301,8.3664,43.9,13.981,453.7,10.6,19.015,443.3,17.438,95.2,0.68183,1.73,3139,63.4,1.1931,69.531,260.9,5.966e+05,1.197e+05,33700,13700,55000,17200,25200
1.6099,27.367,0.416,0.0683,5.0408,525.4,2.1869,0.2121,0.0821,6.1361,29.5,12.017,391.8,11.968,12.748,493.9,19.709,107.2,0.5808,1.956,2881.8,44.8,1.222,37.769,317,6.228e+05,1.159e+05,27400,8900,11900,23400,28000
7.775,12.837,3.2402,0.083543,11.186,556.4,2.328,0.2898,0.08861,10.867,54.2,19.683,496.1,11.91,31.44,529.3,20.621,104.5,1.0186,2.77,3527,75.2,1.512,52.921,280.5,6.21e+05,1.319e+05,43300,14300,22300,16600,26100
15.383,2.462,0.4774,0.06488,4.632,519.2,1.8983,0.18984,0.080905,5.0221,28.1,11.242,336.5,12.65,9.0206,402.3,17.141,101.4,0.5037,1.59,2950.2,43.1,1.0718,35.684,515.7,6.577e+05,1.18e+05,22700,7800,14100,26600,29000
5.6293,28.97,0.4672,0.054728,5.666,601.8,1.962,0.20475,0.06764,5.7371,41.6,11.66,454.7,8.856,11.82,708.1,17.922,112.1,0.5643,3.09,2885.5,48.3,1.156,37.667,194.9,6.664e+05,1.367e+05,28800,10800,13600,20800,31200
1.6797,26.658,0.4467,0.0631,4.2296,534.5,2.0786,0.2226,0.0894,6.1853,35.4,11.606,401.1,13.362,12.324,440.8,19.772,105.9,0.5863,2.3305,2842,47.5,1.222,38.504,362.2,6.63e+05,1.164e+05,26400,7800,11400,24900,30200
6.5797,28.637,0.2625,0.06609,5.8776,597.8,1.933,0.1953,0.078,5.8906,41.3,10.277,422.9,8.787,12.64,604.1,18.87,112.4,0.5984,2.34,2864.6,53,1.075,44.702,208.8,6.644e+05,1.335e+05,28700,11300,13100,19400,31200
28.527,13.799,0.4006,0.065198,5.7432,586.6,1.9116,0.20704,0.082458,5.413,39.6,10.297,349.4,11.67,12.149,612.6,19.436,103.9,0.5589,2.04,2875.6,50,1.0932,34.614,268.8,6.688e+05,1.303e+05,26300,10200,12700,21500,30500
19.068,18.18,1.0881,0.098676,12.182,628.9,2.5072,0.3045,0.11929,10.999,52.6,22.544,640.5,12.78,23.741,686.6,21.643,113.8,0.86972,2.73,4180.6,82,1.753,64.257,277.5,6.222e+05,1.477e+05,49500,12700,14100,16400,26700
28.362,19.046,0.6003,0.0725,7.6672,509.7,1.9819,0.24885,0.10794,7.7176,44.8,14.501,558.9,10.71,15.036,987.8,19.8,99.2,0.75884,2.43,3450.8,62.9,1.335,46.311,296.3,5.674e+05,1.193e+05,34300,17300,50600,18900,27600
38.177,10.822,0.8671,0.059936,7.1808,573,2.2324,0.25035,0.072019,7.6561,42.2,13.606,470.4,13.166,17.727,607.5,20.32,113.1,0.6624,1.76,3469.7,61,1.353,48.165,386.5,6.56e+05,1.352e+05,35600,11100,13900,20000,29500
23.99,30.95,1.2087,0.11941,12.985,416.7,1.6335,0.42111,0.13165,8.6456,42.58,15.801,384.9,8.8095,23.856,491.6,25.926,71.3,1.35,1.5392,3181.2,66.897,1.3811,43.406,167,3.534e+05,90700,30200,27200,1.81e+05,30100,17930
11.554,10.304,0.4057,0.06892,8.3108,597,2.2227,0.26548,0.10785,8.2352,43.4,19.679,529.2,11.24,17.262,745.4,20.329,108.7,0.66161,1.902,3373.2,61.9,1.313,49.962,296.8,6.493e+05,1.324e+05,36700,11100,14600,20200,28200
23.075,27.606,1.1447,0.098474,10.082,523.5,2.2321,0.33705,0.15201,11.979,59.4,22.05,557.5,12.05,28.549,617.5,22.815,94.2,1.0164,5.84,3699.2,80.3,1.741,59.46,251.2,5.08e+05,1.188e+05,43900,20400,84500,12800,21700
33.093,11.286,0.544,0.052599,4.0308,539,1.7424,0.18348,0.077664,5.0335,28.8,8.4139,326.8,8.0469,12.097,462.8,16.379,87.1,0.46,1.47,2252,41,0.92926,34.358,160.4,4.899e+05,1.01e+05,20300,10400,1.25e+05,18500,23900
3.5694,27.658,0.3699,0.065852,5.666,552.4,2.228,0.2268,0.06619,5.9781,30.2,11.567,405.9,10.54,12.18,551.3,19.766,108.9,0.6061,1.98,2845.9,45.2,1.167,40.376,288,6.637e+05,1.227e+05,27200,8600,11200,23600,30600
35.233,31.166,1.2253,0.10108,9.1778,541.3,2.211,0.29765,0.11798,11.871,52.7,19.886,533.8,12.733,26.553,538.2,20.457,93.5,0.862,3.7943,3458,69.557,1.5929,56.331,313.2,5.127e+05,1.183e+05,35200,20500,85600,15000,22300
24.117,5.4459,0.8825,0.082298,7.628,567.3,2.1187,0.24255,0.077382,7.1005,39,12.233,423.3,12.31,15.383,525.6,20.026,103.6,0.63294,4.61,3318.1,60.5,1.264,43.653,422.5,6.275e+05,1.255e+05,31400,14500,27500,20900,28500
33.567,20.709,0.4416,0.086725,6.3056,562,2.1628,0.30709,0.086233,6.3646,31.8,12.632,364,11.899,14.089,429.6,21.53,105.6,0.7291,2.32,2743.3,46,1.3106,48.418,336,6.656e+05,1.169e+05,26200,9500,13200,24000,29300
5.5297,36.842,1.3404,0.063264,14.832,551.9,1.723,0.2142,0.09168,7.7178,44,19.92,371.1,9.29,20.69,400.1,16.089,82.8,0.9735,1.64,2953,75.5,1.241,45.032,240,4.551e+05,95000,30400,64100,1.199e+05,15500,18300
11.547,11.168,1.2477,0.06804,8.5416,552.3,2.3329,0.24988,0.093915,7.3311,39.5,12.771,397.6,12.57,18.27,554.9,19.848,104.8,0.65817,8.655,3405.2,62.7,1.341,45.848,380.7,6.483e+05,1.32e+05,34100,11400,14800,20500,27900
9.6187,6.244,0.8004,0.071485,7.1808,551.3,2.05,0.2226,0.07158,6.1872,37.5,11.608,372.8,11.53,14.65,437.7,18.746,104,0.594,2.28,3183.8,54.9,1.269,38.141,444.7,6.536e+05,1.285e+05,28600,10800,16900,20700,28300
9.6766,18.348,0.4313,0.056316,5.666,532.4,1.76,0.17115,0.10762,4.3363,24.3,8.4038,306.9,8.213,8.337,353.5,17.665,108.5,0.5346,1.86,2093.4,35.9,0.843,31.755,247.9,6.797e+05,1.078e+05,20300,6500,10300,25400,30600
7.4908,22.005,0.5593,0.063916,4.632,540.7,1.688,0.15225,0.05644,4.0232,29.1,8.7746,266.4,6.893,9.644,285.5,16.562,100.2,0.495,1.44,1935.4,40,0.764,26.739,124.5,6.628e+05,1.143e+05,19700,18000,31600,19000,30400
38.708,18.518,0.7029,0.086053,5.2476,561.6,1.9745,0.24257,0.0701,6.4345,38.2,12.098,493.7,10.238,13.461,562.4,20.563,110.7,0.53935,1.69,2796.2,46.6,1.4561,42.911,270.5,6.698e+05,1.285e+05,27200,10800,13900,21400,31700
16.462,36.869,0.35068,0.07418,8.774,571,2.2279,0.2679,0.08488,6.0501,41.9,12.573,400.1,11.48,13.472,575.3,18.259,111.3,0.68566,2.97,3101.8,55.5,1.2825,44.704,364.5,6.797e+05,1.375e+05,29200,9600,12600,20900,31500
34.411,25.907,1.8619,0.073014,11.688,563.8,1.5485,0.23949,0.1284,8.0769,42,19.049,456.2,9.3389,19.217,432.7,18.653,83.1,0.86595,2,3050.9,71.2,1.2833,41.788,226.6,4.341e+05,96000,32700,46200,1.333e+05,17000,18200
12.487,23.063,0.5491,0.04744,5.0408,555.6,1.7263,0.19156,0.07076,4.6903,25.8,8.6306,403.7,8.759,9.1172,535.1,16.887,108.6,0.46007,1.79,2481.3,40.2,0.88153,29.722,201.9,6.733e+05,1.114e+05,23000,9900,13500,25200,31200
15.499,19.044,0.9133,0.06068,8.0816,577.6,1.9591,0.22161,0.10556,6.6003,30.7,13.706,456.4,8.019,13.094,623.2,19.439,112.6,0.71696,1.8,2533.3,48.7,1.0224,42.042,151.6,6.5e+05,1.183e+05,28700,9400,12500,21300,29900
8.591,24.792,0.9544,0.066013,6.0908,543.8,1.855,0.2205,0.08321,5.665,24.1,10.079,364.3,9.107,11.3,359.4,19.498,105.6,0.693,1.74,2252.6,40.4,1.07,36.349,220.1,6.554e+05,1.068e+05,22700,11600,27400,25700,29300
9.5119,0.5,1.0161,0.07381,5.666,554.4,2.142,0.22575,0.0729,6.0502,36,10.65,330.5,12.88,14.76,499.6,18.746,92.6,0.6688,2.86,3265.5,54.5,1.145,39.799,480.4,6.636e+05,1.294e+05,27600,10500,15000,20700,27600
17.58,15.665,0.57,0.03984,7.4036,544.2,2.0991,0.20661,0.071765,6.4985,38.3,11.836,419.8,11.29,13.661,573.7,16.011,103.1,0.60645,2.09,3291.7,58.4,1.0909,37.235,327,6.177e+05,1.225e+05,33300,10300,13900,22500,27200
19.183,28.989,0.7234,0.10097,11.332,589.5,2.4032,0.33495,0.15603,10.218,44.2,19.645,661.3,11.67,20.748,730,27.095,115.4,0.89282,2.18,3336.3,65.2,1.675,61.772,235.8,6.38e+05,1.285e+05,40500,11600,14100,18000,28500
1.0401,15.354,1.119,0.06786,8.774,556.4,2.3418,0.23415,0.06236,6.8339,47.8,11.575,412.3,12.536,16.793,570.5,18.616,109.9,0.6226,8.62,3435.2,63.3,1.166,38.994,326.6,6.41e+05,1.362e+05,35200,12200,14200,17800,27400
13.601,26.593,0.8106,0.11614,12.182,627.2,2.4607,0.62623,0.17832,11.791,55.6,24.013,703.8,12.88,24.885,609.3,32.596,114.3,0.99964,3.65,3801.9,76.9,2.9245,86.02,223.1,6.298e+05,1.411e+05,47200,14100,15100,15300,27200
9.3748,29.43,0.8363,0.06678,6.0908,576,2.1723,0.1927,0.06518,5.2049,34.8,8.7439,337.7,10.12,11.13,501.6,17.678,113,0.49511,3.1508,2576.6,44.4,1.0236,33.902,249.7,6.918e+05,1.285e+05,23500,8600,12700,23200,32600
8.3265,28.465,1.083,0.03393,2.498,529.1,1.78,0.10605,0.04188,2.4102,15.8,4.4753,206.8,7.04,4.131,204.6,16.851,82.7,0.3861,1.7,1563.5,23.7,0.559,18.282,111.8,6.778e+05,1.041e+05,11300,4100,8700,31200,32000
12.465,9.9403,0.785,0.08852,10.691,548.6,2.2279,0.33013,0.11117,13.073,58.9,24.585,701.4,13.37,30.272,447.5,23.13,104.9,0.89383,2.77,3820.4,82,1.5868,62.887,283.9,5.945e+05,1.292e+05,47600,18800,39500,12200,25700
14.036,31.196,0.5081,0.0717,9.4808,560,2.3865,0.27696,0.10635,8.7076,40.7,16.577,561.5,12.37,17.819,651.5,21.058,114.7,0.75672,2.07,3236.7,61.3,1.4837,52.492,278.5,6.549e+05,1.331e+05,34700,10800,12900,19800,30200
27.057,30.209,1.6193,0.090627,11.341,634.8,2.537,0.35765,0.08533,11.156,59.82,23.833,535.2,13.322,26.267,462.3,24.157,109.6,1.0459,2.378,3816,76.051,1.6711,63.66,280.9,6.036e+05,1.371e+05,39800,15400,44800,18500,26690
37.59,32.183,1.6306,0.12742,12.017,594.4,2.646,0.39556,0.13306,15,68.98,27.259,792.2,14.958,32.656,597.1,24.729,113.5,1.039,2.552,4214.4,87.609,2.1118,70.408,340.9,6.095e+05,1.395e+05,49700,18600,19800,14300,25900
1.873,3.4414,3.12,0.09533,11.688,465.3,1.766,0.28665,0.12871,9.7554,54.6,23.382,443.3,11.398,26.168,488.6,19.163,92.8,1.0714,2.2265,3264.6,94.3,1.473,55.566,222.4,4.221e+05,99900,40600,21200,1.497e+05,7800,17300
2.8902,3.448,1.5312,0.08592,6.3056,547.6,2.1784,0.1995,0.05627,6.5548,31.9,10.899,378.4,13.847,15.949,387.2,18.48,103,0.5753,2.1952,3034.7,52,1.185,40.856,487.7,6.472e+05,1.217e+05,26600,10500,17700,23600,27400
21.547,2.8273,0.8517,0.076012,6.522,501.3,1.8297,0.2499,0.11463,9.0079,49.6,17.756,448.5,9.861,21.903,509.9,18.897,94.2,0.75999,1.51,2979,66.6,1.11,51.597,185.1,5.27e+05,1.112e+05,35900,13500,88600,12700,23500
19.741,29.21,0.91404,0.068751,9.9692,601.4,2.318,0.28118,0.131,9.9789,60.3,18.177,570.5,11.967,22.689,586.8,19.564,102.5,0.7812,2.345,3880.7,77.947,1.5683,60.217,259.4,5.795e+05,1.282e+05,39900,17200,75500,16400,25010
6.659,26.6,0.6516,0.073311,6.9596,574.7,2.074,0.2394,0.12827,7.9022,50.9,14.492,529.4,10.14,17.34,695.5,20.137,103.1,0.8426,3.795,3407.2,67.5,1.182,51.346,228.3,5.791e+05,1.265e+05,36400,14500,46300,14900,27000
9.707,22.732,1.2631,0.080136,5.456,573.9,2.161,0.25935,0.13312,9.1382,37.2,16.233,492.8,11.3,19.73,493,21.682,106.6,0.8547,2.11,2932.3,54.6,1.409,50.346,246.7,6.362e+05,1.167e+05,33200,11800,22400,23300,28800
26.696,0.81041,1.0367,0.085554,7.4036,556.3,2.0293,0.2058,0.088234,6.853,40.5,11.886,395.2,11.72,13.892,543.1,18.801,101.9,0.65373,2.68,3306.9,52.1,1.119,36.544,398,6.412e+05,1.28e+05,28100,11200,28100,21000,29100
21.585,1.0992,0.6516,0.066092,6.9596,591.8,2.1978,0.21945,0.078869,8.2302,46.5,11.781,405.2,11.07,17.829,449.4,19.493,101.6,0.59945,2.33,3514.6,64.9,1.161,44.987,296.2,6.435e+05,1.394e+05,35200,12400,16400,18000,27300
31.939,4.3256,0.5184,0.064849,5.456,595.7,2.2379,0.20855,0.071622,6.4573,35.6,11.807,407.4,10.521,13.574,566.3,19.332,103.4,0.58535,2.19,3012.1,47.9,1.0897,39.953,283.4,6.595e+05,1.297e+05,28400,11600,25200,23400,29800
36.468,30.533,1.2087,0.12285,9.1778,535.8,2.088,0.3,0.17023,13.153,47.24,25.945,563.9,12.733,32.188,475.7,19.979,92,1.049,2.138,3414.7,70.746,1.7718,60.836,261.7,4.623e+05,1.094e+05,38600,25600,1.254e+05,14000,20300
22.276,21.206,0.7131,0.10677,6.0908,564.3,2.2506,0.3444,0.12365,7.6439,50.1,13.535,495.9,17.25,15.214,671.4,23.095,108.2,0.89743,15.05,4134.3,62.5,1.617,51.689,599.3,6.345e+05,1.34e+05,35200,12000,16400,19600,28800
5.9269,5.3519,1.2322,0.071138,9.96,487.7,1.853,0.2331,0.09916,8.6541,59.1,20.95,449.6,9.767,20.85,322.9,18.674,89.8,1.0208,1.83,3028.9,85.9,1.319,46.247,213.9,4.589e+05,98400,35300,57700,1.114e+05,23300,18400
36.678,18.585,0.6824,0.093956,6.888,614.1,2.1604,0.27535,0.1096,7.963,43.1,12.676,463.2,12.198,16.026,730.1,22.132,102.3,0.61525,2.35,3909.9,64.4,1.3062,50.334,351.8,6.374e+05,1.354e+05,37400,11600,15600,20100,27200
33.894,25.932,1.7016,0.085211,9.96,550.1,1.9929,0.33077,0.14061,8.9085,43.6,23.848,407.6,10.148,20.022,439.9,20.77,87,1.012,1.69,3101.5,71.3,1.6128,55.596,244.1,4.152e+05,1.006e+05,32700,29000,1.617e+05,20000,17500
10.463,6.2195,0.5747,0.0667,4.8356,567.4,2.1115,0.19196,0.058565,5.1292,33.8,9.4688,255.8,10.21,12.138,413.3,18.214,105.6,0.45801,1.7291,2847.6,45.7,0.96055,33.781,318.4,6.677e+05,1.271e+05,25400,10800,14100,22000,29600
15.529,8.0832,0.9287,0.05486,7.1808,568.4,2.1197,0.20742,0.049135,6.824,37.1,11.231,384.1,12.8,14.858,508.7,16.437,99.9,0.55651,3.74,3567.5,59.4,1.2252,39.38,416,6.316e+05,1.298e+05,34700,10400,18800,21500,27100
11.619,2.2461,1.1756,0.06758,7.628,558.4,1.8921,0.23078,0.07638,7.4529,38.6,11.253,372.4,10.17,16.517,456.7,17.695,88,0.6692,1.633,2917.1,63.2,1.1946,41.789,259.5,5.378e+05,1.14e+05,29900,14100,90600,19200,23600
12.493,24.885,0.6926,0.07356,7.4036,538.9,1.9683,0.38703,0.05555,6.6192,35,11.682,353.8,10.32,12.012,553,19.9,114.3,0.7401,2.9,2817,46.8,1.4025,35.145,261.4,6.632e+05,1.262e+05,27800,12100,12800,40700,32100
16.207,14.573,0.64911,0.06078,7.1808,562,2.1774,0.21552,0.072205,6.5625,34,15.367,419.7,11.84,13.251,507.4,17.961,105,0.60482,2.35,3045.6,54.4,1.1388,41.943,348.8,6.703e+05,1.265e+05,29500,10200,13800,22900,29900
6.432,13.352,0.6055,0.06896,7.4036,539.9,2.038,0.2058,0.0861,5.6001,29.3,10.702,351.4,11.69,13.46,448.4,18.046,104,0.5797,2.54,2946.1,49.1,1.142,37.976,442,6.573e+05,1.164e+05,27600,7700,12300,24800,28100
17.206,18.75,0.88044,0.05824,6.9596,506.6,1.7355,0.19185,0.07989,6.615,32.5,12.76,425.4,8.374,13.954,515.2,15.567,75,0.62353,1.61,2411.7,52.4,1.2067,33.286,107.2,4.688e+05,94900,25500,29900,1.179e+05,18400,20900
