x,y,Au,Ag,As,Ba,Be,Bi,Cd,Co,Cr,Cu,Mn,Nb,Ni,P,Pb,Rb,Sb,Sn,Ti,V,W,Zn,Zr,Si,Al,Fe,Mg,Ca,Na,K
19.183,31.305,0.6465,0.13626,8.86,580.4,2.3317,0.37485,0.13042,11.352,58.9,22.061,401.3,11.25,24.801,712.8,28.983,98.9,0.76807,2.36,3768.9,78.7,1.847,60.214,226.6,5.42e+05,1.287e+05,44800,17500,62900,16700,22000
9.5629,10.751,1.4074,0.085298,9.2436,541.1,2.406,0.29085,0.10186,8.5572,43.9,13.359,452.1,12.32,20.6,515.3,20.991,103.3,0.8558,2.98,3464,63.5,1.433,49.255,394.1,6.43e+05,1.303e+05,37900,11400,14400,19800,26800
19.145,9.783,1.191,0.070642,7.1808,501.7,2.0625,0.2625,0.14026,9.7009,59.1,20.255,546.3,11.45,23.698,404.9,18.868,101.1,0.81427,2.89,3669.9,76.6,1.294,56.435,238,5.471e+05,1.253e+05,44700,19300,69600,10400,23400
28.053,15.708,0.2727,0.06208,5.2476,588.8,1.8792,0.17745,0.062974,4.3582,27,8.0146,328.2,8.515,7.7091,490.9,19.024,109.9,0.54632,1.59,2327.3,38.6,1.062,28.773,157.5,6.835e+05,1.252e+05,20100,9000,12900,24500,33400
11.233,12.586,0.6311,0.07404,9.4808,552.5,2.0878,0.24565,0.07984,7.9758,40.5,15.356,460.5,9.609,17.136,562,19.668,108.9,0.62528,1.8924,2974.1,56.7,1.1437,43.428,234.8,6.529e+05,1.254e+05,33700,10600,13400,19800,28400
6.4445,23.541,0.5081,0.070089,8.0816,565.5,2.232,0.24885,0.08333,6.9978,48.4,14.152,479.1,11.95,14.81,775.1,19.374,113.2,0.7854,2.36,3326.3,60.5,1.369,45.186,287.9,6.421e+05,1.381e+05,33900,12100,13600,18100,29800
34.939,30.483,1.5471,0.13774,11.157,582,2.472,0.38941,0.14589,13.859,65.15,24.345,685.5,14.089,32.118,578.3,23.523,103.4,1.058,3.177,4024.1,84.378,1.9318,71.589,305.9,5.678e+05,1.294e+05,46700,18100,49300,15500,24200
28.86,16.859,0.3648,0.058045,4.8356,550.6,1.9097,0.14909,0.061986,4.3711,25.9,6.9531,272.7,8.5035,9.6428,353.7,17.672,81.6,0.4669,1.7,2459.7,39.6,0.89735,26.79,150.4,6.514e+05,1.188e+05,20700,8700,10400,25400,28700
16.363,23.745,2.5498,0.08558,13.48,520.1,2.232,0.35575,0.16583,10.342,60.6,31.889,675.6,12.21,26.67,565,23.203,109.5,1.0216,2.29,3756.4,80.2,1.5543,71.797,194.5,5.758e+05,1.272e+05,48600,19200,41600,13800,25000
0.91522,18.008,0.4211,0.08941,5.456,568,2.2249,0.2037,0.08447,5.5692,36.5,10.305,395.5,8.6774,11.688,550.9,20.433,111.2,0.6391,2.19,2730,50.7,1.009,38.994,199.8,6.594e+05,1.252e+05,26800,9900,12600,21400,30600
30.824,32.381,1.3472,0.10189,11.102,540.9,2.4105,0.34222,0.12415,12.105,65.06,27.601,572.2,13.621,27.211,553.8,22.089,98.8,1.0269,2.767,3814.3,78.103,1.582,68.195,266.7,5.228e+05,1.231e+05,41900,25200,79600,16200,23000
19.183,31.305,0.8055,0.14192,9.264,578.2,2.4997,0.38955,0.15249,12.1,58,24.349,408.3,12.22,26.849,732,30.236,99.7,0.84084,2.06,3810.1,77.7,2.133,66.213,232.4,5.367e+05,1.267e+05,45500,18100,64800,16400,21900
23.805,12.946,0.8106,0.067124,5.8776,572.8,1.665,0.16695,0.083228,7.5999,27.9,18.805,343.1,6.867,12.611,463.2,17.668,96.5,0.57173,1.43,2293.9,43.7,0.761,33.203,140.1,6.05e+05,1.107e+05,24000,18800,39900,41000,27800
9.6762,12.79,1.1035,0.087081,10.691,576.5,2.335,0.29925,0.09417,8.276,49.1,14.595,441.6,12.55,20.39,614.7,21.177,104.6,0.7634,2.33,3707.5,66.9,1.427,48.647,354,6.153e+05,1.318e+05,39300,12800,20000,18100,25800
12.744,2.3475,0.5645,0.06858,6.3056,557.4,2.0322,0.21098,0.074005,6.7011,35.7,11.792,375.7,10.67,14.406,471.3,18.094,91.9,0.52731,2.28,2801,51.4,1.1372,35.64,353.1,5.835e+05,1.15e+05,26300,11200,65500,21400,26200
3.7581,28.432,0.5593,0.055735,5.0408,553.6,1.883,0.1596,0.05906,4.1221,25.8,7.5221,291.1,8.446,8.018,415.2,17.984,109.1,0.4235,2.02,2037.2,35.8,0.919,26.811,202.6,6.815e+05,1.136e+05,19000,6400,10300,26100,31500
28.06,29.078,1.0545,0.18482,12.065,618.4,2.502,0.58941,0.16085,10.513,63.97,21.678,594.5,14.744,23.844,675.8,36.523,119.2,1.4858,2.9346,3913.9,74.208,1.8922,70.104,327.6,6.14e+05,1.421e+05,41700,12300,15600,18200,28900
24.856,9.4061,0.3597,0.058416,10.691,547.6,2.2833,0.2079,0.080243,5.9653,38.9,10.668,422.9,11.83,11.602,525.1,19.267,103.1,0.60291,2.48,3400.4,56.1,1.149,34.517,438.6,6.576e+05,1.325e+05,27200,10700,13500,22500,29900
2.0418,7.425,2.3232,0.10627,11.941,558,2.5071,0.30765,0.09019,9.7993,60.2,15.456,434.6,15.329,29.535,706.3,19.331,99.4,0.8558,3.0172,3887.2,78.9,1.624,49.196,373.2,5.974e+05,1.4e+05,45900,15800,28700,12300,23100
30.028,1.0618,1.0315,0.051867,6.522,518.7,1.8798,0.18095,0.078461,6.1585,30.5,11.57,482.7,7.8012,13.9,539.5,17.845,96.5,0.552,2.17,2244.7,44.1,0.97518,32.248,189.7,5.029e+05,1.07e+05,25500,16800,1.003e+05,17200,25600
5.7421,0.99676,1.3198,0.051018,8.0816,464.9,1.683,0.1806,0.08836,5.5908,41,11.433,329.9,7.231,11.86,329.9,16.593,95.9,0.6083,1.77,2159.2,51.7,0.84,36.163,165.6,5.454e+05,99100,24400,66400,68300,22600,24800
38.884,2.586,0.6619,0.072067,5.2476,595.2,2.0311,0.25546,0.098304,6.7877,41,12.96,443,12.523,15.412,581.8,21.196,107.8,0.56465,1.79,3074.7,54.8,1.1562,48.517,273.2,6.5e+05,1.314e+05,31700,12000,16200,18800,30500
36.891,1.0175,0.6003,0.065504,4.8356,552.5,1.9427,0.20239,0.099329,5.4352,32.5,10.381,324.4,8.1822,12.867,457,20.241,94.8,0.5405,1.74,2266,42.7,0.878,75.358,167.2,5.487e+05,1.116e+05,24200,19600,75800,18800,25300
10.372,36.879,0.6977,0.06256,6.0908,588.6,2.0713,0.2071,0.08906,4.493,32.8,8.6438,267.3,9.629,10.689,349,19.759,106,0.53456,1.9116,2605.5,44.2,0.97921,37.895,354.1,7.001e+05,1.292e+05,22200,8600,12500,23600,31200
23.401,3.5557,1.4538,0.08337,9.008,542.7,2.2539,0.30975,0.13052,9.1135,49.9,14.438,446.3,12.76,23.342,433.2,23.976,105.7,1.0176,2.38,3376.7,72.9,1.354,57.953,381.8,6.579e+05,1.33e+05,36700,13300,14000,16600,27400
16.437,10.592,3.8866,0.06838,8.774,514.2,1.7108,0.21085,0.10048,7.6639,42.4,17.908,391.9,9.915,20.601,617.9,15.476,83.5,0.82337,1.67,3029.7,64.8,1.0972,39.292,269.2,4.191e+05,96600,32400,18300,1.471e+05,11800,18000
35.531,26.075,1.557,0.090408,9.2436,567.2,2.2953,0.33166,0.095844,8.6681,49.8,15.638,483.3,13.343,19.532,511.1,23.986,104.7,0.805,2.69,3628.4,72,1.5262,52.592,453.6,6.355e+05,1.321e+05,36200,16400,23900,18700,26500
36.055,34.45,0.8112,0.14726,10.599,555.4,2.457,0.37412,0.13026,14.424,61.09,24.686,665.3,14.678,33.188,526.7,22.834,105.6,1.073,2.5053,3838.7,81.567,2.0612,74.989,258.8,5.343e+05,1.261e+05,44400,18600,83600,13400,24500
33.06,15.979,0.4723,0.063763,6.0908,591.2,2.1967,0.24332,0.11718,7.2061,44.7,13.484,401.7,12.571,14.93,593.5,22.865,105.4,0.70725,2.05,3745.3,59.1,1.3114,61.93,390.1,6.497e+05,1.341e+05,33700,10700,15200,22600,28400
24.788,5.5149,1.619,0.062168,9.4808,575.8,2.1449,0.20265,0.073324,6.1182,40.6,12.39,359.7,10.09,15.183,437.3,18.829,107.5,0.66759,2.06,2900.6,60.1,1.087,35.912,307.4,6.648e+05,1.347e+05,27800,12900,15900,20700,30300
23.669,2.6936,0.5645,0.066994,5.666,595.5,2.0024,0.23415,0.094867,5.5132,39.7,8.6898,329.5,10.17,11.435,406.5,20.88,104,0.6006,1.92,2847.2,47.9,0.988,38.418,259.2,6.779e+05,1.36e+05,25000,10300,13500,21200,30100
15.653,26.055,1.3404,0.1116,16.163,584.8,2.7316,0.40205,0.14625,11.393,59.2,21.032,642.7,14.97,26.66,656.2,26.166,113.6,1.186,2.83,4091.8,78.9,2.1449,74.404,307.9,6.088e+05,1.364e+05,50400,14800,17000,17300,26300
35.436,23.14,0.5696,0.095541,5.8776,587.8,2.0541,0.2497,0.09218,5.0165,37.1,11.55,320.3,11.59,12.449,472.6,21.442,103.5,0.59685,2.02,2949.8,48.7,1.1866,41.471,390.5,6.7e+05,1.32e+05,25000,10400,13200,21900,29700
9.4897,25.726,0.8414,0.060406,5.0408,555.7,2.091,0.20265,0.07742,5.3735,26.3,10.006,359.7,10.64,10.25,404.6,19.477,109.8,0.6149,2.34,2558.2,41.8,1.208,34.752,341.8,6.71e+05,1.154e+05,22200,10000,15700,25600,30900
4.6238,15.501,1.3095,0.089111,8.3108,571.8,2.263,0.25756,0.09769,7.5623,52.1,15.216,429,12.837,19.778,581.7,19.805,104.9,0.66913,2.09,3685.3,67.3,1.4036,47.529,382.6,6.43e+05,1.387e+05,36100,14000,15000,17600,27100
10.793,2.7953,0.4108,0.05112,5.456,545.6,2.1434,0.17238,0.076645,4.683,32.6,10.269,326.1,9.256,9.8679,500.3,16.771,106.9,0.45977,1.7099,2754.9,40.1,0.95733,30.602,292.8,6.751e+05,1.251e+05,23000,8600,13700,23900,30200
19.741,29.21,0.66996,0.090491,13.272,640.6,2.812,0.38235,0.15192,13.822,68.83,26.942,761.3,15.7,29.6,676.9,27.799,121.4,1.1088,2.535,4137,87.417,2.21,83.242,273.5,6.295e+05,1.502e+05,46600,14800,16200,17500,28850
21.364,8.3522,0.4006,0.065494,5.666,552.7,1.82,0.1995,0.12721,6.4449,27.5,12.716,335.5,7.761,13.22,384.4,19.377,96.5,0.6006,1.66,2450.3,45.2,0.902,42.471,161.8,5.792e+05,1.09e+05,23900,10800,61700,22000,26400
2.8718,6.2267,2.235,0.07814,7.1808,404.5,1.4925,0.1743,0.08518,5.8096,37.6,11.946,294.3,8.6852,17.578,624.8,14.343,82.2,0.6028,1.3733,2448,46.2,1.137,30.988,282.1,3.148e+05,70900,24800,14200,2.199e+05,8700,14800
24.081,15.543,1.011,0.095312,8.5416,580.4,2.208,0.23835,0.09537,7.4151,48.2,12.369,464.2,13.56,16.076,662.9,19.104,102.9,0.66759,1.95,3906.3,64.8,1.44,43.246,468.3,6.56e+05,1.388e+05,35500,11300,14000,19800,29400
35.721,4.7096,0.7747,0.081049,5.8776,564.6,2.0143,0.20295,0.052818,5.8874,36.4,8.8347,361.8,10.961,12.98,467.9,19.235,99.8,0.4876,1.66,3065.1,52.4,1.1499,36.033,267.9,6.31e+05,1.24e+05,30200,9800,13800,22200,27400
33.734,21.113,0.7747,0.074285,4.8356,533,2.0987,0.21883,0.10431,5.2936,29.1,9.4382,329.9,9.9723,10.259,438.6,19.77,102.2,0.6417,1.67,2461.6,37,1.1405,38.754,275,6.548e+05,1.136e+05,21200,8700,11600,25500,29900
1.9343,0.72416,1.5209,0.09716,9.96,507,2.0795,0.2919,0.10752,11.188,57.9,23.511,528.4,12.851,27.13,494.5,19.866,88.9,0.9449,1.9039,3408,87.6,1.537,54.38,245.8,4.498e+05,1.084e+05,39700,21100,1.347e+05,9600,18700
35.637,33.425,1.3694,0.12451,11.727,558.7,2.409,0.36,0.11687,13.435,67.59,24.427,645,13.922,30.871,631.7,22.757,104.4,1.042,2.266,3956.7,81.557,1.84,68.754,310.4,5.577e+05,1.297e+05,45400,19100,56800,13300,23900
37.735,8.0988,0.8928,0.072154,6.74,597.6,2.2501,0.28734,0.05222,6.6971,42,11.299,413,11.36,14.756,589.2,22.572,115.9,0.7222,1.98,3036.4,54.7,1.3061,42.024,294.2,6.694e+05,1.356e+05,30000,10400,13000,19200,31100
2.6308,35.896,0.7131,0.06972,6.3056,585.5,2.0301,0.2373,0.07814,6.631,40.9,12.242,463.6,10.972,15.654,417,18.417,114.9,0.6941,2.5386,3318.3,63.7,1.165,41.444,327.1,6.475e+05,1.336e+05,37100,11600,12600,19300,28400
3.5158,16.45,0.8363,0.066343,7.4036,576.3,2.068,0.1806,0.05881,5.8576,36.7,11.021,331.3,9.311,14.99,475.4,17.17,107,0.5599,2.02,2791.4,49.6,1.026,35.978,286.3,6.631e+05,1.284e+05,27500,11600,15900,20500,29300
30.279,17.523,0.4723,0.056248,7.1808,598.1,2.1291,0.17378,0.059117,5.9772,34.5,10.454,370,11.86,11.453,624.4,19.055,101.1,0.64515,8.55,3642.1,53.6,1.1903,40.113,346.6,6.482e+05,1.318e+05,29400,9600,15700,24500,28700
25.723,11.206,1.0572,0.084058,6.522,581.8,2.122,0.23205,0.10437,7.5438,35.7,13.724,475.4,10.68,15.036,567.7,19.889,104,0.63063,2.32,2976.6,52,1.134,43.897,287.5,6.221e+05,1.25e+05,31100,15700,27100,21000,29700
23.819,13.719,1.0315,0.08899,9.2436,574.9,2.383,0.315,0.11705,10.749,48.3,19.372,552.6,13.3,23.457,603.1,22.466,111,0.79002,2.68,3987.6,72.9,1.513,61.365,392.5,6.12e+05,1.302e+05,44300,14900,23800,19000,27400
10.643,10.729,0.4057,0.06026,8.5416,569.1,2.2423,0.21574,0.090435,6.8953,37.4,15.697,477,9.46,13.944,544.7,18.965,106.6,0.62852,1.8251,3073.7,51.6,1.1724,44.253,245.1,6.496e+05,1.304e+05,31000,11000,14300,20800,28100
16.45,21.244,1.0668,0.05928,5.8776,543.1,1.8839,0.21809,0.067405,7.0686,32.1,10.632,414.2,11.35,15.645,493.8,16.756,89.9,0.56187,2.29,2941.9,48,1.1458,37.334,309.3,5.41e+05,1.05e+05,27400,11300,83800,20600,23900
29.871,23.108,2.6663,0.11465,10.082,533.9,1.9099,0.26017,0.11237,7.3533,37,17.977,382.1,11.144,18.067,613.3,25.015,88,0.9752,1.58,3118.4,52.9,1.323,45.864,319.6,5.018e+05,1.08e+05,30100,11600,1.038e+05,18200,22100
3.5418,34.914,0.5235,0.038891,7.1808,585.5,1.874,0.21,0.05425,4.5341,36.2,10.268,279.7,8.814,12.16,336.5,19.313,114.1,0.6886,2,2661.8,53.3,1.091,38.069,143.8,6.58e+05,1.265e+05,30400,8600,14400,19800,28500
22.154,2.7721,1.0778,0.065248,5.0408,551.7,1.9055,0.18165,0.092358,6.6099,31.6,11.182,318.2,14.27,13.85,406.9,17.858,86.5,0.6006,2.18,2649.2,44.3,1.074,34.924,308.4,5.249e+05,1.06e+05,24000,11800,98700,20000,23100
31.761,33.349,1.1534,0.08489,12.31,544.6,2.4716,0.32444,0.086546,11.642,63.67,20.986,563,13.947,24.621,518.6,22.544,93.9,0.9225,2.773,3843.5,82.808,1.636,63.264,291.4,5.656e+05,1.257e+05,41300,18900,63300,17800,24100
27.205,20.331,0.9082,0.088766,8.0616,507.6,1.7993,0.2373,0.15013,7.6076,40.3,15.257,591.2,8.682,14.605,831.3,18.995,92.2,0.8212,1.72,2884.7,59.2,1.239,50.406,218.9,5.069e+05,97600,30800,79300,62300,18900,23100
18.444,10.826,0.939,0.070396,7.4036,484.5,2.2261,0.24045,0.093149,10.621,51,17.651,566.7,11.65,23.677,363.2,20.605,97.2,0.87433,2.07,3369.8,71.6,1.263,50.609,215.4,5.813e+05,1.24e+05,40200,17200,52000,12300,24000
31.873,34.863,1.9038,0.075564,10.399,515.7,2.2695,0.31444,0.1189,11.853,51.13,21.252,549.9,13.4,26.768,545.9,22.833,89,0.9603,2.512,3413,67.272,1.558,57.647,282,4.993e+05,1.156e+05,34400,18000,95600,16200,22200
4.8152,3.5223,1.8154,0.074875,11.436,559.9,2.291,0.2436,0.08135,8.0762,40,14.111,432.1,12.3,17.32,299.8,19.055,93.6,0.7337,2.76,3127.9,76.2,1.48,43.25,397.3,5.605e+05,1.135e+05,29800,13800,66000,20500,23800
11.376,21.788,0.3699,0.04808,7.1808,558.1,2.0631,0.24083,0.10426,6.7462,32.5,13.167,403.2,10.52,14.175,431.4,20.821,108.2,0.60033,3.3045,2768.2,50.9,1.3004,45.771,258.6,6.638e+05,1.157e+05,28800,8900,13000,22000,29400
26.815,18.411,0.6772,0.072574,5.8776,325.9,1.3487,0.2079,0.15943,6.1963,31.1,17.587,529.5,6.497,14.826,466.8,14.881,62.1,0.75191,1.27,2019.5,38.4,0.962,42.899,119.2,3.021e+05,66900,23000,64200,2.341e+05,13300,14800
35.531,29.657,1.3417,0.10045,9.7748,539.4,2.15,0.29882,0.11039,12.447,56.76,22.321,572,13.311,28.329,535.4,20.768,95.2,0.981,2.0714,3597.8,71.483,1.7647,60.131,288.3,5.201e+05,1.217e+05,37600,18700,86500,14300,22400
33.739,24.355,0.8414,0.088616,4.2296,553.4,2.3601,0.31089,0.14022,8.7046,43.9,15.606,484.1,12.215,17.701,647.1,24.141,103.9,0.77165,2.41,3305.5,59,1.5634,60.461,343,6.168e+05,1.213e+05,33900,21300,34300,20000,28800
20.238,19.952,0.8414,0.06989,6.3056,552,1.9809,0.2436,0.087995,6.5659,43.8,11.54,428.3,11.65,13.115,593.1,20.341,112.4,0.71841,1.8,3298.1,55.8,1.427,41.016,208.8,6.793e+05,1.28e+05,28000,10900,11000,19900,31900
29.145,4.6347,0.5747,0.065814,6.0908,535.8,1.7641,0.17304,0.12105,3.7884,18.4,10.185,159.6,5.395,8.0525,186.3,22.222,77.9,0.71148,1.33,1469.8,35.9,0.795,38.672,82.1,6.842e+05,1.042e+05,16000,10900,12100,25700,30000
21.449,24.163,3.1461,0.086008,6.0908,521.4,1.71,0.32655,0.14464,6.4944,32,11.897,481.1,7.984,13.387,635.9,21.427,83.8,1.0499,1.95,2325.5,45.1,1.195,40.628,145.4,5.636e+05,98700,25700,14500,69600,18000,25200
11.333,35.035,0.7542,0.06768,7.1808,576.8,2.3268,0.26559,0.05598,7.3301,47.6,11.451,378.7,13.79,18.532,471.3,19.931,107.7,0.63459,2.49,3356.1,60.9,1.5204,45.639,378.3,6.617e+05,1.363e+05,33800,11100,13600,20300,28700
0.80959,10.875,2.7288,0.065,10.691,512.5,2.0292,0.2772,0.115,10.286,56.3,18.904,551.3,11.611,28.248,550.5,18.427,90.8,0.7964,2.18,3592.6,78,1.485,51.264,271.4,4.63e+05,1.103e+05,43700,17900,1.153e+05,11300,19100
18.38,24.968,0.9185,0.15988,18.016,594.7,2.4824,2.793,0.1656,12.639,58.7,42.661,798.3,13.85,26.019,674.6,29.402,112.6,1.5489,3.12,3987.1,79.8,2.373,70.735,333.7,6.373e+05,1.429e+05,47800,13500,14800,16600,26900
1.7257,12.857,1.2425,0.05782,7.1808,581.8,2.242,0.2226,0.06236,5.9496,45.1,10.515,384.7,13.727,16.402,334.2,18.543,99.2,0.6138,2.0392,3229.7,61.8,1.236,37.113,336.6,6.693e+05,1.331e+05,30600,12400,15300,19500,26900
37.687,10.168,0.7542,0.075863,7.628,579.5,2.3152,0.26167,0.070476,7.5501,45.4,13.514,447.9,13.664,18.054,703.4,20.218,115.2,0.6831,2.07,3476,63,1.4523,48.173,381.6,6.49e+05,1.38e+05,35600,11400,14000,19000,29300
9.6781,7.0159,2.1312,0.076628,8.5416,537.1,2.062,0.23625,0.09566,6.971,35.6,12.834,349.8,11.64,19.28,522.5,19.271,97.8,0.7436,2.7,2943.9,50.7,1.14,38.388,400.5,6.619e+05,1.194e+05,28400,9800,17400,20500,27300
23.386,33.136,0.8892,0.085347,10.649,651,2.7041,0.73529,0.16478,13.318,66.493,28.853,756.2,14.976,27.176,640.3,31.993,122,1.3887,3.0934,3936.6,81.397,2.08,74.425,254.8,6.186e+05,1.428e+05,44400,15600,18300,19700,29390
10.463,6.2195,0.9647,0.05982,4.632,565.7,2.0961,0.2087,0.05608,5.2857,34,10.063,260.4,10.75,12.537,430.1,17.727,105.2,0.48257,2.2862,3020.3,47.5,1.1081,36.476,350.6,6.589e+05,1.261e+05,26500,10800,14200,22000,28500
26.994,15.728,0.5132,0.081944,6.5032,545.5,2.0211,0.3108,0.12196,7.6065,45.3,12.358,497.3,13.15,14.028,788.7,19.767,107.5,0.89397,2.11,3536.3,55.9,1.389,45.089,377.7,6.392e+05,1.307e+05,30400,15400,15800,21300,30900
11.473,23.147,0.5593,0.09776,8.3108,594.4,2.4102,0.30664,0.086335,9.0184,43.1,17.413,514,13.49,19.53,644,23.146,109,0.73757,2.0557,3579,63.4,1.5888,59.059,303.7,6.379e+05,1.282e+05,39900,10800,13700,21000,29000
4.5455,8.0587,0.8568,0.070371,6.9596,545.2,2.138,0.2226,0.09717,7.7662,37.2,15.46,485.2,11.52,16.83,579.8,17.716,105.2,0.715,2.18,2996.2,56.5,1.178,47.493,353.5,6.071e+05,1.17e+05,31000,16600,39000,20200,28100
16.334,34.336,0.40689,0.05478,6.0908,559.9,2.231,0.19984,0.071705,6.4417,39.3,11.847,423.2,11.72,12.967,571.3,17.402,106.7,0.58777,1.89,3008.4,51.4,1.1473,36.85,367.3,6.716e+05,1.299e+05,27200,10400,14100,22400,32000
36.807,34.551,1.1423,0.079956,15.418,604.5,2.789,0.37,0.12812,14.489,66.9,25.248,911.2,14.674,30.111,606.4,23.635,115.1,0.995,2.699,4126.8,94.073,2.0506,73.186,295.1,6.399e+05,1.424e+05,48700,18600,15600,16500,26900
35.271,2.5111,0.5901,0.074463,5.8776,574.4,2.1027,0.23009,0.089049,7.0256,43.6,13.274,469.7,11.488,14.216,658.3,22.36,101.4,0.5888,2.6,3152.3,57.2,1.1208,44.155,258,6.522e+05,1.343e+05,30600,12600,17100,19000,29600
25.133,13.979,0.7439,0.07527,6.9596,510.8,1.8005,0.1596,0.093957,6.5384,33.1,11.225,544.9,8.831,12.642,396.1,16.837,94.5,0.53592,1.96,2710.5,51.4,0.916,30.137,184.3,4.971e+05,98200,25500,38900,1.004e+05,18000,25100
13.603,21.189,0.9133,0.05412,6.522,591,2.0949,0.21556,0.056073,6.8422,38.8,11.471,435.7,9.8967,14.056,480.3,18.712,107.2,0.53988,1.77,3037.9,56,1.1221,37.087,209.3,6.636e+05,1.299e+05,29800,11400,13900,19400,29000
20.546,5.6889,1.6448,0.058026,5.666,584.6,1.8409,0.18585,0.057717,6.6374,32.8,11.897,362.9,8.917,16.685,360.2,16.749,93.5,0.6468,1.99,2631.8,50.9,0.94,34.069,251.3,5.814e+05,1.115e+05,27500,10900,61600,18200,24800
11.414,24.969,0.4006,0.0503,3.638,599.5,2.0106,0.14092,0.06461,2.9516,21.3,6.589,232.5,7.22,5.5052,267.5,17.975,99.2,0.41023,1.0374,1630.1,26.5,0.69734,24.651,124.3,7.226e+05,1.24e+05,13300,5300,10300,30100,35600
12.737,13.741,0.6465,0.06644,5.2476,532.1,1.752,0.15421,0.062135,4.7355,30.1,10.821,317.1,8.383,10.72,537.9,15.832,96.6,0.52675,2.16,2470.1,46.8,0.83178,27.225,194.4,5.476e+05,1.065e+05,24100,13500,75200,20600,25200
11.277,15.304,0.3188,0.07996,5.8776,555,2.1125,0.27015,0.13141,6.2465,29.6,15.125,396.2,9.905,13.871,518,21.902,111.3,0.59624,1.8347,2486.4,45.6,1.1578,46.552,264.9,6.769e+05,1.137e+05,26700,7500,11500,24200,29800
16.212,9.0462,1.3554,0.06608,6.3056,577.2,1.8993,0.16973,0.05487,5.5755,38.1,8.8814,363.2,10.41,14.259,472.9,15.221,100.6,0.4978,2.08,3165,54.2,0.93135,29.909,315.6,6.495e+05,1.286e+05,29400,12900,16300,18600,28000
0.74693,27.516,0.4108,0.06704,6.3056,581.5,2.2961,0.25725,0.08888,6.6361,49.6,13.194,444.9,12.547,14.34,589.9,20.811,108.1,0.6193,2.58,3289.4,57.7,1.25,45.619,382.5,6.391e+05,1.268e+05,32000,10700,13700,21200,28800
33.949,35.938,1.3472,0.14475,13.057,628.7,2.649,0.40353,0.080722,14.706,73.48,27.38,658.3,15.344,32.435,615.8,23.101,111.2,0.973,3.092,4293.2,86.631,2.0541,79.284,248.4,6.198e+05,1.456e+05,52500,18700,15900,15200,26400
19.376,17.535,1.8257,0.11106,10.495,590.9,2.5353,0.32865,0.11724,12.188,59.3,24.423,587.9,13.14,31.458,693.8,22.084,102.3,0.94364,3.12,4197.9,84,1.715,62.536,313.7,6.118e+05,1.414e+05,50700,15200,18000,14700,24900
14.687,5.3582,0.3699,0.05486,5.666,560,1.9683,0.1847,0.05295,6.0879,27.6,10.953,367.8,11.69,11.151,437.6,16.918,101.4,0.51107,2.15,2987.4,47.8,1.0835,34.661,354.4,6.636e+05,1.18e+05,26800,8200,15000,24700,28900
1.7767,34.871,1.155,0.07395,6.3056,588.7,2.2658,0.3276,0.08005,9.6893,46.3,14.479,444.4,12.308,25.823,462.1,19.194,107.6,0.836,2.112,3171.7,62.6,1.325,44.953,244.3,5.972e+05,1.247e+05,38500,10200,33700,19500,26200
32.668,31.291,1.1147,0.13032,12.557,549.8,2.325,0.32235,0.14302,12.459,55.86,24.898,510,12.778,29.671,619.1,20.479,89.7,1.061,2.018,3778.9,79.009,1.7106,62.907,251.4,4.958e+05,1.208e+05,41800,21000,91800,11700,21300
23.415,32.395,1.6528,0.15765,13.852,660.7,2.7684,0.88333,0.11611,14.544,69.73,31.812,781.8,15.179,30.478,594.3,36.8,126.6,1.857,2.677,3982.1,84.187,2.2422,87.828,235.1,6.102e+05,1.495e+05,46500,16100,16900,17900,29450
38.037,34.381,0.6847,0.09039,11.727,615.2,2.668,0.26889,0.11488,13.756,56.5,25.592,763.2,14.779,29.667,561.8,24.487,114.9,1.123,3.4721,3972.9,80.557,2.0635,69.586,323.4,6.323e+05,1.355e+05,45000,17100,18600,17400,27300
4.9549,26.804,0.9801,0.064195,6.0908,575.1,2.255,0.2373,0.10825,6.5137,35.4,11.876,403,11.48,13.75,566.6,20.888,105.2,0.6116,2.13,2948.8,53.3,1.229,44.342,292.7,6.607e+05,1.249e+05,29400,9600,12500,23000,29400
31.305,22.259,2.1416,0.11177,14.561,424.4,2.092,0.26588,0.15027,13.736,44.3,34.918,527.5,7.4727,28.206,305.4,19.19,90.1,1.0086,1.62,2267.6,61.7,1.1864,62.173,160.6,3.853e+05,91300,40800,98700,1.444e+05,25200,18900
11.206,32.192,0.626,0.07044,7.1808,561.9,2.3329,0.22265,0.07764,5.9756,42,10.251,328.1,11.56,15.698,504.4,18.363,109.7,0.53566,1.9,3097.5,56.9,1.3047,37.433,325.7,6.671e+05,1.365e+05,30000,10800,13200,21700,31000
11.362,34.108,1.0881,0.07114,7.628,570.1,2.233,0.22359,0.04643,5.9409,41.7,9.4292,299.9,11.86,17.063,414.3,18.452,103.7,0.55111,7.05,3075.2,53.8,1.2969,34.562,357.8,6.776e+05,1.345e+05,29900,10200,13000,21100,28700
32.115,34.404,2.2341,0.084466,11.822,555.8,2.2411,0.30444,0.10835,11.105,53.88,18.648,591.6,14.084,22.958,423.1,22.511,90.2,0.9945,2.741,3784.1,67.314,1.565,55.807,380.2,5.655e+05,1.201e+05,36000,18300,71800,19500,23900
