x,y,z,redox
548751.0,6220558.0,42.0,1.0
548751.0,6220558.0,43.0,1.0
548751.0,6220558.0,44.0,1.0
548751.0,6220558.0,45.0,1.0
548961.0,6220696.0,80.0,0.0
548961.0,6220696.0,81.0,0.0
548961.0,6220696.0,82.0,0.0
548961.0,6220696.0,83.0,0.0
548961.0,6220696.0,84.0,0.0
548961.0,6220696.0,85.0,0.0
548961.0,6220696.0,86.0,0.0
548961.0,6220696.0,87.0,0.0
548961.0,6220696.0,88.0,0.0
548961.0,6220696.0,89.0,0.0
548961.0,6220696.0,90.0,0.0
548961.0,6220696.0,77.0,2.0
548961.0,6220696.0,78.0,2.0
548961.0,6220696.0,79.0,2.0
548961.0,6220696.0,80.0,2.0
548961.0,6220696.0,52.0,1.0
548961.0,6220696.0,53.0,1.0
548961.0,6220696.0,54.0,1.0
548961.0,6220696.0,55.0,1.0
548961.0,6220696.0,56.0,1.0
548961.0,6220696.0,57.0,1.0
548961.0,6220696.0,58.0,1.0
548961.0,6220696.0,59.0,1.0
548961.0,6220696.0,60.0,1.0
548961.0,6220696.0,61.0,1.0
548961.0,6220696.0,62.0,1.0
548961.0,6220696.0,63.0,1.0
548961.0,6220696.0,64.0,1.0
548961.0,6220696.0,65.0,1.0
548961.0,6220696.0,66.0,1.0
548961.0,6220696.0,67.0,1.0
548961.0,6220696.0,68.0,1.0
548961.0,6220696.0,69.0,1.0
548961.0,6220696.0,70.0,1.0
548961.0,6220696.0,71.0,1.0
548961.0,6220696.0,72.0,1.0
548961.0,6220696.0,73.0,1.0
548961.0,6220696.0,74.0,1.0
548961.0,6220696.0,75.0,1.0
548961.0,6220696.0,76.0,1.0
548961.0,6220696.0,77.0,1.0
548961.0,6220696.0,44.0,0.0
548961.0,6220696.0,45.0,0.0
548961.0,6220696.0,46.0,0.0
548961.0,6220696.0,47.0,0.0
548961.0,6220696.0,48.0,0.0
548961.0,6220696.0,49.0,0.0
548961.0,6220696.0,50.0,0.0
548961.0,6220696.0,51.0,0.0
548961.0,6220696.0,52.0,0.0
548961.0,6220696.0,42.0,1.0
548961.0,6220696.0,43.0,1.0
548961.0,6220696.0,44.0,1.0
548961.0,6220696.0,39.0,0.0
548961.0,6220696.0,40.0,0.0
548961.0,6220696.0,41.0,0.0
548961.0,6220696.0,42.0,0.0
548221.0,6220794.0,98.0,2.0
548221.0,6220794.0,99.0,2.0
548221.0,6220794.0,100.0,2.0
548221.0,6220794.0,101.0,2.0
548221.0,6220794.0,102.0,2.0
548221.0,6220794.0,88.0,0.0
548221.0,6220794.0,89.0,0.0
548221.0,6220794.0,90.0,0.0
548221.0,6220794.0,91.0,0.0
548221.0,6220794.0,92.0,0.0
548221.0,6220794.0,93.0,0.0
548221.0,6220794.0,94.0,0.0
548221.0,6220794.0,95.0,0.0
548221.0,6220794.0,96.0,0.0
548221.0,6220794.0,97.0,0.0
548221.0,6220794.0,98.0,0.0
548221.0,6220794.0,46.0,0.0
548221.0,6220794.0,47.0,0.0
548221.0,6220794.0,48.0,0.0
548221.0,6220794.0,49.0,0.0
548221.0,6220794.0,50.0,0.0
548221.0,6220794.0,51.0,0.0
548221.0,6220794.0,52.0,0.0
548221.0,6220794.0,53.0,0.0
548221.0,6220794.0,54.0,0.0
548221.0,6220794.0,55.0,0.0
548221.0,6220794.0,56.0,0.0
548221.0,6220794.0,57.0,0.0
548221.0,6220794.0,58.0,0.0
548221.0,6220794.0,59.0,0.0
548221.0,6220794.0,60.0,0.0
548221.0,6220794.0,61.0,0.0
548221.0,6220794.0,62.0,0.0
548221.0,6220794.0,63.0,0.0
548221.0,6220794.0,64.0,0.0
548221.0,6220794.0,65.0,0.0
548221.0,6220794.0,66.0,0.0
548221.0,6220794.0,67.0,0.0
548221.0,6220794.0,68.0,0.0
548221.0,6220794.0,69.0,0.0
548221.0,6220794.0,70.0,0.0
548221.0,6220794.0,71.0,0.0
548221.0,6220794.0,72.0,0.0
548221.0,6220794.0,73.0,0.0
548221.0,6220794.0,74.0,0.0
548221.0,6220794.0,75.0,0.0
548221.0,6220794.0,76.0,0.0
548221.0,6220794.0,77.0,0.0
548221.0,6220794.0,78.0,0.0
548221.0,6220794.0,79.0,0.0
548221.0,6220794.0,80.0,0.0
548221.0,6220794.0,81.0,0.0
548221.0,6220794.0,82.0,0.0
548221.0,6220794.0,83.0,0.0
548221.0,6220794.0,84.0,0.0
548221.0,6220794.0,85.0,0.0
548221.0,6220794.0,86.0,0.0
548221.0,6220794.0,87.0,0.0
548221.0,6220794.0,88.0,0.0
548221.0,6220794.0,35.0,0.0
548221.0,6220794.0,36.0,0.0
548221.0,6220794.0,37.0,0.0
548221.0,6220794.0,38.0,0.0
548221.0,6220794.0,39.0,0.0
548221.0,6220794.0,40.0,0.0
548221.0,6220794.0,41.0,0.0
548221.0,6220794.0,42.0,0.0
548221.0,6220794.0,43.0,0.0
548221.0,6220794.0,44.0,0.0
548221.0,6220794.0,45.0,0.0
548221.0,6220794.0,46.0,0.0
549118.0,6220108.0,87.0,2.0
549118.0,6220108.0,88.0,2.0
549118.0,6220108.0,89.0,2.0
549118.0,6220108.0,90.0,2.0
549118.0,6220108.0,91.0,2.0
549118.0,6220108.0,85.0,1.0
549118.0,6220108.0,86.0,1.0
549118.0,6220108.0,87.0,1.0
549118.0,6220108.0,81.0,1.0
549118.0,6220108.0,82.0,1.0
549118.0,6220108.0,83.0,1.0
549118.0,6220108.0,84.0,1.0
549118.0,6220108.0,85.0,1.0
549118.0,6220108.0,74.0,1.0
549118.0,6220108.0,75.0,1.0
549118.0,6220108.0,76.0,1.0
549118.0,6220108.0,77.0,1.0
549118.0,6220108.0,78.0,1.0
549118.0,6220108.0,79.0,1.0
549118.0,6220108.0,80.0,1.0
549118.0,6220108.0,81.0,1.0
549118.0,6220108.0,72.0,1.0
549118.0,6220108.0,73.0,1.0
549118.0,6220108.0,74.0,1.0
549118.0,6220108.0,70.0,0.0
549118.0,6220108.0,71.0,0.0
549118.0,6220108.0,72.0,0.0
549118.0,6220108.0,66.0,1.0
549118.0,6220108.0,67.0,1.0
549118.0,6220108.0,68.0,1.0
549118.0,6220108.0,69.0,1.0
549118.0,6220108.0,70.0,1.0
549118.0,6220108.0,63.0,2.0
549118.0,6220108.0,64.0,2.0
549118.0,6220108.0,65.0,2.0
549118.0,6220108.0,66.0,2.0
549118.0,6220108.0,43.0,1.0
549118.0,6220108.0,44.0,1.0
549118.0,6220108.0,45.0,1.0
549118.0,6220108.0,46.0,1.0
549118.0,6220108.0,47.0,1.0
549118.0,6220108.0,48.0,1.0
549118.0,6220108.0,49.0,1.0
549118.0,6220108.0,50.0,1.0
549118.0,6220108.0,51.0,1.0
549118.0,6220108.0,52.0,1.0
549118.0,6220108.0,53.0,1.0
549118.0,6220108.0,54.0,1.0
549118.0,6220108.0,55.0,1.0
549118.0,6220108.0,56.0,1.0
549118.0,6220108.0,57.0,1.0
549118.0,6220108.0,58.0,1.0
549118.0,6220108.0,59.0,1.0
549118.0,6220108.0,60.0,1.0
549118.0,6220108.0,61.0,1.0
549118.0,6220108.0,62.0,1.0
549118.0,6220108.0,63.0,1.0
549118.0,6220108.0,38.0,1.0
549118.0,6220108.0,39.0,1.0
549118.0,6220108.0,40.0,1.0
549118.0,6220108.0,41.0,1.0
549118.0,6220108.0,42.0,1.0
549118.0,6220108.0,43.0,1.0
549118.0,6220108.0,36.0,1.0
549118.0,6220108.0,37.0,1.0
549118.0,6220108.0,38.0,1.0
549330.0,6220239.0,82.0,1.0
549330.0,6220239.0,83.0,1.0
549330.0,6220239.0,84.0,1.0
549330.0,6220239.0,85.0,1.0
549330.0,6220239.0,86.0,1.0
549330.0,6220239.0,87.0,1.0
549330.0,6220239.0,81.0,0.0
549330.0,6220239.0,82.0,0.0
549330.0,6220239.0,80.0,0.0
549330.0,6220239.0,81.0,0.0
549330.0,6220239.0,72.0,2.0
549330.0,6220239.0,73.0,2.0
549330.0,6220239.0,74.0,2.0
549330.0,6220239.0,75.0,2.0
549330.0,6220239.0,76.0,2.0
549330.0,6220239.0,77.0,2.0
549330.0,6220239.0,78.0,2.0
549330.0,6220239.0,79.0,2.0
549330.0,6220239.0,80.0,2.0
549330.0,6220239.0,70.0,2.0
549330.0,6220239.0,71.0,2.0
549330.0,6220239.0,72.0,2.0
549330.0,6220239.0,65.0,2.0
549330.0,6220239.0,66.0,2.0
549330.0,6220239.0,67.0,2.0
549330.0,6220239.0,68.0,2.0
549330.0,6220239.0,69.0,2.0
549330.0,6220239.0,70.0,2.0
549330.0,6220239.0,55.0,1.0
549330.0,6220239.0,56.0,1.0
549330.0,6220239.0,57.0,1.0
549330.0,6220239.0,58.0,1.0
549330.0,6220239.0,59.0,1.0
549330.0,6220239.0,60.0,1.0
549330.0,6220239.0,61.0,1.0
549330.0,6220239.0,62.0,1.0
549330.0,6220239.0,63.0,1.0
549330.0,6220239.0,64.0,1.0
549330.0,6220239.0,65.0,1.0
549330.0,6220239.0,54.0,2.0
549330.0,6220239.0,55.0,2.0
549330.0,6220239.0,48.0,0.0
549330.0,6220239.0,49.0,0.0
549330.0,6220239.0,50.0,0.0
549330.0,6220239.0,51.0,0.0
549330.0,6220239.0,52.0,0.0
549330.0,6220239.0,53.0,0.0
549330.0,6220239.0,54.0,0.0
549330.0,6220239.0,43.0,0.0
549330.0,6220239.0,44.0,0.0
549330.0,6220239.0,45.0,0.0
549330.0,6220239.0,46.0,0.0
549330.0,6220239.0,47.0,0.0
549330.0,6220239.0,48.0,0.0
549330.0,6220239.0,41.0,0.0
549330.0,6220239.0,42.0,0.0
549330.0,6220239.0,43.0,0.0
549330.0,6220239.0,38.0,2.0
549330.0,6220239.0,39.0,2.0
549330.0,6220239.0,40.0,2.0
549330.0,6220239.0,41.0,2.0
549330.0,6220239.0,35.0,2.0
549330.0,6220239.0,36.0,2.0
549330.0,6220239.0,37.0,2.0
549330.0,6220239.0,38.0,2.0
549330.0,6220239.0,34.0,0.0
549330.0,6220239.0,35.0,0.0
549115.0,6222119.0,96.0,0.0
549115.0,6222119.0,95.0,2.0
549115.0,6222119.0,96.0,2.0
549115.0,6222119.0,94.0,1.0
549115.0,6222119.0,95.0,1.0
549115.0,6222119.0,93.0,2.0
549115.0,6222119.0,94.0,2.0
549115.0,6222119.0,92.0,2.0
549115.0,6222119.0,93.0,2.0
549115.0,6222119.0,91.0,2.0
549115.0,6222119.0,92.0,2.0
549115.0,6222119.0,90.0,2.0
549115.0,6222119.0,91.0,2.0
549115.0,6222119.0,89.0,2.0
549115.0,6222119.0,90.0,2.0
549115.0,6222119.0,87.0,2.0
549115.0,6222119.0,88.0,2.0
549115.0,6222119.0,89.0,2.0
549115.0,6222119.0,86.0,1.0
549115.0,6222119.0,87.0,1.0
548554.0,6221666.0,98.0,2.0
548554.0,6221666.0,99.0,2.0
548554.0,6221666.0,100.0,2.0
548554.0,6221666.0,101.0,2.0
548554.0,6221666.0,102.0,2.0
548554.0,6221666.0,81.0,0.0
548554.0,6221666.0,82.0,0.0
548554.0,6221666.0,83.0,0.0
548554.0,6221666.0,84.0,0.0
548554.0,6221666.0,85.0,0.0
548554.0,6221666.0,86.0,0.0
548554.0,6221666.0,87.0,0.0
548554.0,6221666.0,88.0,0.0
548554.0,6221666.0,89.0,0.0
548554.0,6221666.0,90.0,0.0
548554.0,6221666.0,91.0,0.0
548554.0,6221666.0,92.0,0.0
548554.0,6221666.0,93.0,0.0
548554.0,6221666.0,94.0,0.0
548554.0,6221666.0,95.0,0.0
548554.0,6221666.0,96.0,0.0
548554.0,6221666.0,97.0,0.0
548554.0,6221666.0,98.0,0.0
548567.0,6221673.0,102.0,2.0
548567.0,6221673.0,103.0,2.0
548567.0,6221673.0,96.0,1.0
548567.0,6221673.0,97.0,1.0
548567.0,6221673.0,98.0,1.0
548567.0,6221673.0,99.0,1.0
548567.0,6221673.0,100.0,1.0
548567.0,6221673.0,101.0,1.0
548567.0,6221673.0,102.0,1.0
548567.0,6221673.0,81.0,0.0
548567.0,6221673.0,82.0,0.0
548567.0,6221673.0,83.0,0.0
548567.0,6221673.0,84.0,0.0
548567.0,6221673.0,85.0,0.0
548567.0,6221673.0,86.0,0.0
548567.0,6221673.0,87.0,0.0
548567.0,6221673.0,88.0,0.0
548567.0,6221673.0,89.0,0.0
548567.0,6221673.0,90.0,0.0
548567.0,6221673.0,91.0,0.0
548567.0,6221673.0,92.0,0.0
548567.0,6221673.0,93.0,0.0
548567.0,6221673.0,94.0,0.0
548567.0,6221673.0,95.0,0.0
548567.0,6221673.0,96.0,0.0
548567.0,6221673.0,65.0,1.0
548567.0,6221673.0,66.0,1.0
548567.0,6221673.0,67.0,1.0
548567.0,6221673.0,68.0,1.0
548567.0,6221673.0,69.0,1.0
548567.0,6221673.0,70.0,1.0
548567.0,6221673.0,71.0,1.0
548567.0,6221673.0,72.0,1.0
548567.0,6221673.0,73.0,1.0
548567.0,6221673.0,74.0,1.0
548567.0,6221673.0,75.0,1.0
548567.0,6221673.0,76.0,1.0
548567.0,6221673.0,77.0,1.0
548567.0,6221673.0,78.0,1.0
548567.0,6221673.0,79.0,1.0
548567.0,6221673.0,80.0,1.0
548567.0,6221673.0,81.0,1.0
548567.0,6221673.0,55.0,1.0
548567.0,6221673.0,56.0,1.0
548567.0,6221673.0,57.0,1.0
548567.0,6221673.0,58.0,1.0
548567.0,6221673.0,59.0,1.0
548567.0,6221673.0,60.0,1.0
548567.0,6221673.0,61.0,1.0
548567.0,6221673.0,62.0,1.0
548567.0,6221673.0,63.0,1.0
548567.0,6221673.0,64.0,1.0
548567.0,6221673.0,65.0,1.0
548567.0,6221673.0,49.0,0.0
548567.0,6221673.0,50.0,0.0
548567.0,6221673.0,51.0,0.0
548567.0,6221673.0,52.0,0.0
548567.0,6221673.0,53.0,0.0
548567.0,6221673.0,54.0,0.0
548567.0,6221673.0,55.0,0.0
548567.0,6221673.0,42.0,0.0
548567.0,6221673.0,43.0,0.0
548567.0,6221673.0,44.0,0.0
548567.0,6221673.0,45.0,0.0
548567.0,6221673.0,46.0,0.0
548567.0,6221673.0,47.0,0.0
548567.0,6221673.0,48.0,0.0
548567.0,6221673.0,49.0,0.0
548567.0,6221673.0,42.0,2.0
548530.0,6221458.0,99.0,1.0
548530.0,6221458.0,100.0,1.0
548530.0,6221458.0,101.0,1.0
548530.0,6221458.0,102.0,1.0
548530.0,6221458.0,103.0,1.0
548530.0,6221458.0,81.0,0.0
548530.0,6221458.0,82.0,0.0
548530.0,6221458.0,83.0,0.0
548530.0,6221458.0,84.0,0.0
548530.0,6221458.0,85.0,0.0
548530.0,6221458.0,86.0,0.0
548530.0,6221458.0,87.0,0.0
548530.0,6221458.0,88.0,0.0
548530.0,6221458.0,89.0,0.0
548530.0,6221458.0,90.0,0.0
548530.0,6221458.0,91.0,0.0
548530.0,6221458.0,92.0,0.0
548530.0,6221458.0,93.0,0.0
548530.0,6221458.0,94.0,0.0
548530.0,6221458.0,95.0,0.0
548530.0,6221458.0,96.0,0.0
548530.0,6221458.0,97.0,0.0
548530.0,6221458.0,98.0,0.0
548530.0,6221458.0,99.0,0.0
548530.0,6221458.0,70.0,1.0
548530.0,6221458.0,71.0,1.0
548530.0,6221458.0,72.0,1.0
548530.0,6221458.0,73.0,1.0
548530.0,6221458.0,74.0,1.0
548530.0,6221458.0,75.0,1.0
548530.0,6221458.0,76.0,1.0
548530.0,6221458.0,77.0,1.0
548530.0,6221458.0,78.0,1.0
548530.0,6221458.0,79.0,1.0
548530.0,6221458.0,80.0,1.0
548530.0,6221458.0,81.0,1.0
548530.0,6221458.0,55.0,1.0
548530.0,6221458.0,56.0,1.0
548530.0,6221458.0,57.0,1.0
548530.0,6221458.0,58.0,1.0
548530.0,6221458.0,59.0,1.0
548530.0,6221458.0,60.0,1.0
548530.0,6221458.0,61.0,1.0
548530.0,6221458.0,62.0,1.0
548530.0,6221458.0,63.0,1.0
548530.0,6221458.0,64.0,1.0
548530.0,6221458.0,65.0,1.0
548530.0,6221458.0,66.0,1.0
548530.0,6221458.0,67.0,1.0
548530.0,6221458.0,68.0,1.0
548530.0,6221458.0,69.0,1.0
548530.0,6221458.0,70.0,1.0
548530.0,6221458.0,51.0,0.0
548530.0,6221458.0,52.0,0.0
548530.0,6221458.0,53.0,0.0
548530.0,6221458.0,54.0,0.0
548530.0,6221458.0,55.0,0.0
548530.0,6221458.0,46.0,0.0
548530.0,6221458.0,47.0,0.0
548530.0,6221458.0,48.0,0.0
548530.0,6221458.0,49.0,0.0
548530.0,6221458.0,50.0,0.0
548530.0,6221458.0,51.0,0.0
548530.0,6221458.0,42.0,0.0
548530.0,6221458.0,43.0,0.0
548530.0,6221458.0,44.0,0.0
548530.0,6221458.0,45.0,0.0
548530.0,6221458.0,46.0,0.0
548530.0,6221458.0,40.0,0.0
548530.0,6221458.0,41.0,0.0
548530.0,6221458.0,42.0,0.0
