X_Raster,Y_Raster,rock_types
767.0,89.0,0.0
771.0,89.0,0.0
772.0,90.0,0.0
306.0,144.0,0.0
309.0,145.0,0.0
315.0,145.0,0.0
260.0,146.0,0.0
309.0,146.0,0.0
315.0,146.0,0.0
316.0,146.0,0.0
289.0,147.0,0.0
303.0,147.0,0.0
308.0,147.0,0.0
315.0,147.0,0.0
241.0,148.0,0.0
244.0,148.0,0.0
289.0,148.0,0.0
298.0,148.0,0.0
305.0,148.0,0.0
307.0,148.0,0.0
241.0,149.0,0.0
289.0,149.0,0.0
290.0,149.0,0.0
292.0,149.0,0.0
293.0,149.0,0.0
301.0,149.0,0.0
277.0,150.0,0.0
278.0,150.0,0.0
289.0,150.0,0.0
301.0,150.0,0.0
304.0,150.0,0.0
305.0,150.0,0.0
298.0,151.0,0.0
276.0,152.0,0.0
294.0,152.0,0.0
299.0,152.0,0.0
278.0,153.0,0.0
280.0,153.0,0.0
290.0,153.0,0.0
281.0,154.0,0.0
1200.0,228.0,1.0
1199.0,229.0,1.0
1200.0,232.0,1.0
1201.0,233.0,1.0
1202.0,233.0,1.0
1199.0,234.0,1.0
1201.0,234.0,1.0
1203.0,235.0,1.0
1204.0,235.0,1.0
1206.0,235.0,1.0
1209.0,235.0,1.0
1204.0,236.0,1.0
1207.0,236.0,1.0
1209.0,236.0,1.0
1211.0,236.0,1.0
1201.0,237.0,1.0
1204.0,237.0,1.0
1205.0,237.0,1.0
1209.0,237.0,1.0
1219.0,237.0,1.0
1199.0,238.0,1.0
1200.0,238.0,1.0
1210.0,238.0,1.0
1202.0,239.0,1.0
1203.0,239.0,1.0
1204.0,239.0,1.0
1207.0,239.0,1.0
1213.0,239.0,1.0
1206.0,240.0,1.0
1207.0,240.0,1.0
1212.0,240.0,1.0
1213.0,240.0,1.0
1165.0,257.0,1.0
1161.0,258.0,1.0
1171.0,259.0,1.0
1161.0,260.0,1.0
1167.0,260.0,1.0
1157.0,261.0,1.0
1158.0,261.0,1.0
1161.0,261.0,1.0
1165.0,261.0,1.0
1158.0,262.0,1.0
1167.0,262.0,1.0
1158.0,263.0,1.0
1150.0,264.0,1.0
1153.0,264.0,1.0
1164.0,264.0,1.0
1169.0,264.0,1.0
1153.0,265.0,1.0
1161.0,265.0,1.0
1170.0,265.0,1.0
1152.0,266.0,1.0
1155.0,266.0,1.0
1157.0,266.0,1.0
1158.0,266.0,1.0
1152.0,267.0,1.0
1156.0,267.0,1.0
1151.0,268.0,1.0
1156.0,268.0,1.0
1050.0,269.0,1.0
1162.0,270.0,1.0
1052.0,271.0,1.0
1146.0,271.0,1.0
1152.0,271.0,1.0
1157.0,271.0,1.0
1160.0,271.0,1.0
1164.0,271.0,1.0
1051.0,272.0,1.0
1145.0,272.0,1.0
1152.0,272.0,1.0
1155.0,272.0,1.0
1143.0,273.0,1.0
1161.0,273.0,1.0
1050.0,274.0,1.0
1140.0,274.0,1.0
1144.0,274.0,1.0
1156.0,274.0,1.0
267.0,275.0,0.0
269.0,275.0,0.0
270.0,275.0,0.0
271.0,275.0,0.0
272.0,275.0,0.0
1034.0,275.0,1.0
1048.0,275.0,1.0
1060.0,275.0,1.0
1132.0,275.0,1.0
1135.0,275.0,1.0
1159.0,275.0,1.0
270.0,276.0,0.0
271.0,276.0,0.0
272.0,276.0,0.0
1134.0,276.0,1.0
1136.0,276.0,1.0
351.0,277.0,1.0
1027.0,277.0,1.0
1137.0,277.0,1.0
75.0,278.0,0.0
77.0,278.0,0.0
352.0,278.0,1.0
1130.0,278.0,1.0
1132.0,278.0,1.0
1133.0,278.0,1.0
1144.0,278.0,1.0
1146.0,278.0,1.0
1149.0,278.0,1.0
1151.0,278.0,1.0
1016.0,279.0,1.0
1048.0,279.0,1.0
1053.0,279.0,1.0
1055.0,279.0,1.0
1135.0,279.0,1.0
91.0,280.0,0.0
353.0,280.0,1.0
902.0,280.0,1.0
979.0,280.0,1.0
1053.0,280.0,1.0
1055.0,280.0,1.0
1125.0,280.0,1.0
1131.0,280.0,1.0
1132.0,280.0,1.0
1134.0,280.0,1.0
1135.0,280.0,1.0
1137.0,280.0,1.0
90.0,281.0,0.0
92.0,281.0,0.0
93.0,281.0,0.0
346.0,281.0,1.0
348.0,281.0,1.0
1135.0,281.0,1.0
1136.0,281.0,1.0
88.0,282.0,0.0
89.0,282.0,0.0
90.0,282.0,0.0
94.0,282.0,0.0
342.0,282.0,1.0
346.0,282.0,1.0
350.0,282.0,1.0
352.0,282.0,1.0
356.0,282.0,1.0
900.0,282.0,1.0
976.0,282.0,1.0
987.0,282.0,1.0
1121.0,282.0,1.0
1134.0,282.0,1.0
88.0,283.0,0.0
91.0,283.0,0.0
92.0,283.0,0.0
93.0,283.0,0.0
346.0,283.0,1.0
347.0,283.0,1.0
350.0,283.0,1.0
354.0,283.0,1.0
894.0,283.0,1.0
899.0,283.0,1.0
1016.0,283.0,1.0
1029.0,283.0,1.0
1036.0,283.0,1.0
1038.0,283.0,1.0
1054.0,283.0,1.0
83.0,284.0,0.0
86.0,284.0,0.0
88.0,284.0,0.0
89.0,284.0,0.0
90.0,284.0,0.0
93.0,284.0,0.0
345.0,284.0,1.0
348.0,284.0,1.0
352.0,284.0,1.0
359.0,284.0,1.0
895.0,284.0,1.0
989.0,284.0,1.0
1015.0,284.0,1.0
1047.0,284.0,1.0
1130.0,284.0,1.0
1134.0,284.0,1.0
78.0,285.0,0.0
79.0,285.0,0.0
83.0,285.0,0.0
85.0,285.0,0.0
86.0,285.0,0.0
89.0,285.0,0.0
91.0,285.0,0.0
92.0,285.0,0.0
338.0,285.0,1.0
344.0,285.0,1.0
350.0,285.0,1.0
354.0,285.0,1.0
355.0,285.0,1.0
362.0,285.0,1.0
364.0,285.0,1.0
1030.0,285.0,1.0
1035.0,285.0,1.0
1141.0,285.0,1.0
76.0,286.0,0.0
79.0,286.0,0.0
82.0,286.0,0.0
83.0,286.0,0.0
86.0,286.0,0.0
87.0,286.0,0.0
340.0,286.0,1.0
347.0,286.0,1.0
350.0,286.0,1.0
355.0,286.0,1.0
360.0,286.0,1.0
366.0,286.0,1.0
896.0,286.0,1.0
1017.0,286.0,1.0
1132.0,286.0,1.0
1140.0,286.0,1.0
79.0,287.0,0.0
80.0,287.0,0.0
81.0,287.0,0.0
85.0,287.0,0.0
336.0,287.0,1.0
337.0,287.0,1.0
343.0,287.0,1.0
896.0,287.0,1.0
1000.0,287.0,1.0
1008.0,287.0,1.0
1032.0,287.0,1.0
1119.0,287.0,1.0
337.0,288.0,1.0
1015.0,288.0,1.0
1134.0,288.0,1.0
340.0,289.0,1.0
342.0,289.0,1.0
883.0,289.0,1.0
887.0,289.0,1.0
996.0,289.0,1.0
997.0,289.0,1.0
1030.0,289.0,1.0
1128.0,289.0,1.0
885.0,290.0,1.0
886.0,290.0,1.0
889.0,290.0,1.0
893.0,290.0,1.0
895.0,290.0,1.0
1002.0,290.0,1.0
1030.0,290.0,1.0
1118.0,290.0,1.0
884.0,291.0,1.0
998.0,291.0,1.0
1000.0,291.0,1.0
1012.0,291.0,1.0
1032.0,291.0,1.0
1118.0,291.0,1.0
890.0,292.0,1.0
979.0,292.0,1.0
992.0,292.0,1.0
999.0,292.0,1.0
1121.0,292.0,1.0
1125.0,292.0,1.0
339.0,293.0,1.0
881.0,293.0,1.0
889.0,293.0,1.0
1007.0,293.0,1.0
1120.0,293.0,1.0
876.0,294.0,1.0
885.0,294.0,1.0
1015.0,294.0,1.0
1017.0,294.0,1.0
1124.0,294.0,1.0
335.0,295.0,1.0
877.0,295.0,1.0
885.0,295.0,1.0
1124.0,295.0,1.0
336.0,296.0,1.0
337.0,296.0,1.0
878.0,296.0,1.0
879.0,296.0,1.0
338.0,297.0,1.0
872.0,297.0,1.0
880.0,297.0,1.0
338.0,298.0,1.0
340.0,298.0,1.0
871.0,299.0,1.0
872.0,299.0,1.0
874.0,299.0,1.0
881.0,299.0,1.0
332.0,300.0,1.0
335.0,300.0,1.0
341.0,300.0,1.0
868.0,300.0,1.0
879.0,300.0,1.0
882.0,300.0,1.0
339.0,301.0,1.0
872.0,301.0,1.0
873.0,301.0,1.0
880.0,301.0,1.0
888.0,301.0,1.0
333.0,302.0,1.0
337.0,302.0,1.0
343.0,302.0,1.0
868.0,302.0,1.0
869.0,302.0,1.0
346.0,303.0,1.0
873.0,303.0,1.0
880.0,303.0,1.0
870.0,304.0,1.0
873.0,304.0,1.0
881.0,304.0,1.0
876.0,305.0,1.0
1019.0,305.0,1.0
336.0,306.0,1.0
343.0,306.0,1.0
869.0,306.0,1.0
342.0,307.0,1.0
344.0,307.0,1.0
411.0,307.0,1.0
860.0,307.0,1.0
871.0,307.0,1.0
875.0,307.0,1.0
880.0,307.0,1.0
1020.0,307.0,1.0
1022.0,307.0,1.0
341.0,308.0,1.0
342.0,308.0,1.0
344.0,308.0,1.0
408.0,308.0,1.0
409.0,308.0,1.0
859.0,308.0,1.0
860.0,308.0,1.0
872.0,308.0,1.0
873.0,308.0,1.0
874.0,308.0,1.0
878.0,308.0,1.0
337.0,309.0,1.0
408.0,309.0,1.0
409.0,309.0,1.0
870.0,309.0,1.0
872.0,309.0,1.0
349.0,310.0,1.0
408.0,310.0,1.0
855.0,310.0,1.0
876.0,310.0,1.0
390.0,311.0,1.0
391.0,311.0,1.0
392.0,311.0,1.0
393.0,311.0,1.0
859.0,312.0,1.0
858.0,313.0,1.0
256.0,317.0,0.0
256.0,318.0,0.0
253.0,319.0,0.0
256.0,319.0,0.0
253.0,321.0,0.0
254.0,322.0,0.0
254.0,324.0,0.0
259.0,324.0,0.0
255.0,325.0,0.0
259.0,325.0,0.0
254.0,326.0,0.0
256.0,327.0,0.0
258.0,327.0,0.0
260.0,327.0,0.0
261.0,327.0,0.0
262.0,327.0,0.0
256.0,328.0,0.0
257.0,328.0,0.0
259.0,328.0,0.0
256.0,329.0,0.0
258.0,329.0,0.0
259.0,329.0,0.0
260.0,329.0,0.0
262.0,329.0,0.0
263.0,329.0,0.0
265.0,329.0,0.0
261.0,330.0,0.0
263.0,330.0,0.0
256.0,331.0,0.0
258.0,331.0,0.0
262.0,331.0,0.0
258.0,332.0,0.0
259.0,332.0,0.0
258.0,333.0,0.0
259.0,333.0,0.0
259.0,334.0,0.0
258.0,340.0,0.0
259.0,340.0,0.0
258.0,341.0,0.0
257.0,342.0,0.0
258.0,342.0,0.0
257.0,343.0,0.0
803.0,343.0,0.0
257.0,344.0,0.0
258.0,344.0,0.0
800.0,344.0,0.0
803.0,345.0,0.0
804.0,345.0,0.0
806.0,345.0,0.0
807.0,345.0,0.0
259.0,346.0,0.0
803.0,346.0,0.0
805.0,346.0,0.0
806.0,346.0,0.0
809.0,346.0,0.0
258.0,347.0,0.0
261.0,347.0,0.0
802.0,347.0,0.0
810.0,347.0,0.0
258.0,348.0,0.0
260.0,348.0,0.0
800.0,348.0,0.0
806.0,348.0,0.0
807.0,348.0,0.0
811.0,348.0,0.0
260.0,349.0,0.0
261.0,349.0,0.0
262.0,349.0,0.0
804.0,350.0,0.0
805.0,351.0,0.0
809.0,351.0,0.0
802.0,352.0,0.0
809.0,352.0,0.0
810.0,352.0,0.0
802.0,353.0,0.0
804.0,353.0,0.0
810.0,353.0,0.0
795.0,354.0,0.0
796.0,354.0,0.0
803.0,354.0,0.0
810.0,354.0,0.0
797.0,356.0,0.0
808.0,356.0,0.0
810.0,357.0,0.0
807.0,358.0,0.0
809.0,358.0,0.0
810.0,358.0,0.0
803.0,361.0,0.0
805.0,361.0,0.0
786.0,362.0,0.0
801.0,362.0,0.0
802.0,362.0,0.0
779.0,363.0,0.0
785.0,363.0,0.0
791.0,363.0,0.0
780.0,364.0,0.0
792.0,364.0,0.0
800.0,364.0,0.0
781.0,365.0,0.0
782.0,365.0,0.0
786.0,365.0,0.0
790.0,365.0,0.0
792.0,365.0,0.0
793.0,365.0,0.0
798.0,365.0,0.0
803.0,365.0,0.0
804.0,365.0,0.0
785.0,366.0,0.0
783.0,367.0,0.0
785.0,367.0,0.0
791.0,367.0,0.0
792.0,367.0,0.0
793.0,367.0,0.0
796.0,367.0,0.0
781.0,368.0,0.0
782.0,368.0,0.0
787.0,368.0,0.0
789.0,368.0,0.0
796.0,368.0,0.0
781.0,369.0,0.0
783.0,369.0,0.0
786.0,369.0,0.0
797.0,369.0,0.0
798.0,370.0,0.0
783.0,371.0,0.0
784.0,371.0,0.0
785.0,371.0,0.0
797.0,371.0,0.0
779.0,372.0,0.0
781.0,372.0,0.0
785.0,372.0,0.0
779.0,373.0,0.0
782.0,373.0,0.0
783.0,373.0,0.0
784.0,373.0,0.0
783.0,374.0,0.0
787.0,374.0,0.0
785.0,375.0,0.0
787.0,376.0,0.0
789.0,376.0,0.0
778.0,377.0,0.0
787.0,377.0,0.0
788.0,379.0,0.0
365.0,399.0,0.0
363.0,401.0,0.0
378.0,401.0,0.0
386.0,401.0,0.0
387.0,401.0,0.0
363.0,402.0,0.0
371.0,402.0,0.0
374.0,402.0,0.0
378.0,402.0,0.0
363.0,403.0,0.0
375.0,403.0,0.0
378.0,403.0,0.0
361.0,404.0,0.0
364.0,404.0,0.0
365.0,404.0,0.0
368.0,404.0,0.0
369.0,404.0,0.0
372.0,404.0,0.0
373.0,404.0,0.0
376.0,404.0,0.0
377.0,404.0,0.0
381.0,404.0,0.0
382.0,404.0,0.0
362.0,405.0,0.0
365.0,405.0,0.0
369.0,405.0,0.0
370.0,405.0,0.0
371.0,405.0,0.0
373.0,405.0,0.0
377.0,405.0,0.0
379.0,405.0,0.0
380.0,405.0,0.0
383.0,405.0,0.0
360.0,406.0,0.0
361.0,406.0,0.0
362.0,406.0,0.0
364.0,406.0,0.0
365.0,406.0,0.0
366.0,406.0,0.0
367.0,406.0,0.0
368.0,406.0,0.0
369.0,406.0,0.0
370.0,406.0,0.0
371.0,406.0,0.0
372.0,406.0,0.0
373.0,406.0,0.0
374.0,406.0,0.0
375.0,406.0,0.0
376.0,406.0,0.0
377.0,406.0,0.0
379.0,406.0,0.0
380.0,406.0,0.0
381.0,406.0,0.0
383.0,406.0,0.0
364.0,407.0,0.0
367.0,407.0,0.0
369.0,407.0,0.0
374.0,407.0,0.0
376.0,407.0,0.0
381.0,407.0,0.0
31.0,424.0,0.0
216.0,424.0,0.0
217.0,424.0,0.0
30.0,425.0,0.0
35.0,425.0,0.0
37.0,425.0,0.0
38.0,425.0,0.0
41.0,425.0,0.0
212.0,425.0,0.0
214.0,425.0,0.0
215.0,425.0,0.0
216.0,425.0,0.0
217.0,425.0,0.0
463.0,425.0,0.0
28.0,426.0,0.0
31.0,426.0,0.0
35.0,426.0,0.0
36.0,426.0,0.0
37.0,426.0,0.0
39.0,426.0,0.0
40.0,426.0,0.0
41.0,426.0,0.0
45.0,426.0,0.0
215.0,426.0,0.0
217.0,426.0,0.0
24.0,427.0,0.0
25.0,427.0,0.0
28.0,427.0,0.0
29.0,427.0,0.0
30.0,427.0,0.0
34.0,427.0,0.0
35.0,427.0,0.0
36.0,427.0,0.0
40.0,427.0,0.0
45.0,427.0,0.0
46.0,427.0,0.0
48.0,427.0,0.0
49.0,427.0,0.0
213.0,427.0,0.0
215.0,427.0,0.0
217.0,427.0,0.0
23.0,428.0,0.0
25.0,428.0,0.0
26.0,428.0,0.0
29.0,428.0,0.0
30.0,428.0,0.0
31.0,428.0,0.0
32.0,428.0,0.0
34.0,428.0,0.0
35.0,428.0,0.0
39.0,428.0,0.0
40.0,428.0,0.0
41.0,428.0,0.0
43.0,428.0,0.0
44.0,428.0,0.0
45.0,428.0,0.0
46.0,428.0,0.0
48.0,428.0,0.0
49.0,428.0,0.0
50.0,428.0,0.0
51.0,428.0,0.0
205.0,428.0,0.0
212.0,428.0,0.0
214.0,428.0,0.0
215.0,428.0,0.0
217.0,428.0,0.0
22.0,429.0,0.0
24.0,429.0,0.0
25.0,429.0,0.0
26.0,429.0,0.0
27.0,429.0,0.0
31.0,429.0,0.0
32.0,429.0,0.0
34.0,429.0,0.0
35.0,429.0,0.0
38.0,429.0,0.0
41.0,429.0,0.0
42.0,429.0,0.0
45.0,429.0,0.0
49.0,429.0,0.0
51.0,429.0,0.0
52.0,429.0,0.0
203.0,429.0,0.0
205.0,429.0,0.0
206.0,429.0,0.0
208.0,429.0,0.0
215.0,429.0,0.0
22.0,430.0,0.0
25.0,430.0,0.0
27.0,430.0,0.0
30.0,430.0,0.0
32.0,430.0,0.0
35.0,430.0,0.0
36.0,430.0,0.0
37.0,430.0,0.0
39.0,430.0,0.0
40.0,430.0,0.0
41.0,430.0,0.0
42.0,430.0,0.0
48.0,430.0,0.0
49.0,430.0,0.0
51.0,430.0,0.0
200.0,430.0,0.0
203.0,430.0,0.0
206.0,430.0,0.0
210.0,430.0,0.0
211.0,430.0,0.0
212.0,430.0,0.0
213.0,430.0,0.0
215.0,430.0,0.0
216.0,430.0,0.0
20.0,431.0,0.0
21.0,431.0,0.0
23.0,431.0,0.0
25.0,431.0,0.0
26.0,431.0,0.0
27.0,431.0,0.0
30.0,431.0,0.0
32.0,431.0,0.0
34.0,431.0,0.0
35.0,431.0,0.0
38.0,431.0,0.0
39.0,431.0,0.0
40.0,431.0,0.0
41.0,431.0,0.0
43.0,431.0,0.0
46.0,431.0,0.0
47.0,431.0,0.0
48.0,431.0,0.0
49.0,431.0,0.0
53.0,431.0,0.0
202.0,431.0,0.0
206.0,431.0,0.0
208.0,431.0,0.0
212.0,431.0,0.0
215.0,431.0,0.0
19.0,432.0,0.0
20.0,432.0,0.0
21.0,432.0,0.0
23.0,432.0,0.0
26.0,432.0,0.0
29.0,432.0,0.0
30.0,432.0,0.0
33.0,432.0,0.0
35.0,432.0,0.0
38.0,432.0,0.0
39.0,432.0,0.0
41.0,432.0,0.0
42.0,432.0,0.0
43.0,432.0,0.0
44.0,432.0,0.0
45.0,432.0,0.0
46.0,432.0,0.0
47.0,432.0,0.0
48.0,432.0,0.0
50.0,432.0,0.0
52.0,432.0,0.0
53.0,432.0,0.0
54.0,432.0,0.0
55.0,432.0,0.0
22.0,433.0,0.0
23.0,433.0,0.0
26.0,433.0,0.0
28.0,433.0,0.0
37.0,433.0,0.0
39.0,433.0,0.0
43.0,433.0,0.0
49.0,433.0,0.0
50.0,433.0,0.0
51.0,433.0,0.0
53.0,433.0,0.0
54.0,433.0,0.0
56.0,433.0,0.0
21.0,434.0,0.0
25.0,434.0,0.0
26.0,434.0,0.0
27.0,434.0,0.0
28.0,434.0,0.0
31.0,434.0,0.0
35.0,434.0,0.0
36.0,434.0,0.0
39.0,434.0,0.0
43.0,434.0,0.0
44.0,434.0,0.0
46.0,434.0,0.0
52.0,434.0,0.0
53.0,434.0,0.0
35.0,435.0,0.0
43.0,435.0,0.0
45.0,435.0,0.0
51.0,435.0,0.0
443.0,448.0,0.0
512.0,453.0,0.0
512.0,456.0,0.0
472.0,459.0,0.0
110.0,460.0,0.0
112.0,460.0,0.0
114.0,460.0,0.0
115.0,460.0,0.0
116.0,460.0,0.0
117.0,460.0,0.0
118.0,460.0,0.0
119.0,460.0,0.0
19.0,461.0,0.0
21.0,461.0,0.0
61.0,461.0,0.0
108.0,461.0,0.0
110.0,461.0,0.0
111.0,461.0,0.0
113.0,461.0,0.0
114.0,461.0,0.0
115.0,461.0,0.0
118.0,461.0,0.0
121.0,461.0,0.0
437.0,461.0,0.0
462.0,461.0,0.0
12.0,462.0,0.0
13.0,462.0,0.0
15.0,462.0,0.0
17.0,462.0,0.0
19.0,462.0,0.0
20.0,462.0,0.0
21.0,462.0,0.0
60.0,462.0,0.0
106.0,462.0,0.0
107.0,462.0,0.0
110.0,462.0,0.0
111.0,462.0,0.0
113.0,462.0,0.0
114.0,462.0,0.0
116.0,462.0,0.0
117.0,462.0,0.0
119.0,462.0,0.0
120.0,462.0,0.0
121.0,462.0,0.0
435.0,462.0,0.0
438.0,462.0,0.0
19.0,463.0,0.0
20.0,463.0,0.0
59.0,463.0,0.0
104.0,463.0,0.0
106.0,463.0,0.0
107.0,463.0,0.0
108.0,463.0,0.0
109.0,463.0,0.0
110.0,463.0,0.0
111.0,463.0,0.0
113.0,463.0,0.0
115.0,463.0,0.0
116.0,463.0,0.0
7.0,464.0,0.0
15.0,464.0,0.0
17.0,464.0,0.0
18.0,464.0,0.0
19.0,464.0,0.0
101.0,464.0,0.0
102.0,464.0,0.0
104.0,464.0,0.0
105.0,464.0,0.0
106.0,464.0,0.0
107.0,464.0,0.0
108.0,464.0,0.0
109.0,464.0,0.0
111.0,464.0,0.0
112.0,464.0,0.0
113.0,464.0,0.0
117.0,464.0,0.0
118.0,464.0,0.0
119.0,464.0,0.0
120.0,464.0,0.0
121.0,464.0,0.0
470.0,464.0,0.0
500.0,464.0,0.0
502.0,464.0,0.0
506.0,464.0,0.0
7.0,465.0,0.0
52.0,465.0,0.0
54.0,465.0,0.0
56.0,465.0,0.0
101.0,465.0,0.0
102.0,465.0,0.0
103.0,465.0,0.0
105.0,465.0,0.0
106.0,465.0,0.0
107.0,465.0,0.0
108.0,465.0,0.0
110.0,465.0,0.0
111.0,465.0,0.0
113.0,465.0,0.0
114.0,465.0,0.0
115.0,465.0,0.0
116.0,465.0,0.0
118.0,465.0,0.0
119.0,465.0,0.0
120.0,465.0,0.0
121.0,465.0,0.0
431.0,465.0,0.0
3.0,466.0,0.0
5.0,466.0,0.0
6.0,466.0,0.0
102.0,466.0,0.0
103.0,466.0,0.0
107.0,466.0,0.0
110.0,466.0,0.0
113.0,466.0,0.0
115.0,466.0,0.0
116.0,466.0,0.0
117.0,466.0,0.0
118.0,466.0,0.0
119.0,466.0,0.0
433.0,466.0,0.0
435.0,466.0,0.0
457.0,466.0,0.0
461.0,466.0,0.0
468.0,466.0,0.0
492.0,466.0,0.0
0.0,467.0,0.0
2.0,467.0,0.0
3.0,467.0,0.0
4.0,467.0,0.0
6.0,467.0,0.0
13.0,467.0,0.0
105.0,467.0,0.0
107.0,467.0,0.0
108.0,467.0,0.0
109.0,467.0,0.0
112.0,467.0,0.0
115.0,467.0,0.0
116.0,467.0,0.0
117.0,467.0,0.0
118.0,467.0,0.0
467.0,467.0,0.0
0.0,468.0,0.0
4.0,468.0,0.0
6.0,468.0,0.0
7.0,468.0,0.0
8.0,468.0,0.0
10.0,468.0,0.0
455.0,468.0,0.0
468.0,468.0,0.0
488.0,468.0,0.0
493.0,468.0,0.0
1.0,469.0,0.0
2.0,469.0,0.0
3.0,469.0,0.0
487.0,469.0,0.0
4.0,470.0,0.0
5.0,470.0,0.0
73.0,470.0,0.0
76.0,470.0,0.0
469.0,470.0,0.0
0.0,471.0,0.0
2.0,471.0,0.0
4.0,471.0,0.0
73.0,471.0,0.0
75.0,471.0,0.0
468.0,471.0,0.0
486.0,471.0,0.0
2.0,472.0,0.0
3.0,472.0,0.0
4.0,472.0,0.0
71.0,472.0,0.0
75.0,472.0,0.0
2.0,473.0,0.0
76.0,473.0,0.0
438.0,474.0,0.0
439.0,474.0,0.0
485.0,474.0,0.0
441.0,475.0,0.0
