X_Raster,Y_Raster,rock_types
443.0,475.0,0.0
446.0,475.0,0.0
474.0,475.0,0.0
478.0,475.0,0.0
433.0,476.0,0.0
442.0,476.0,0.0
484.0,476.0,0.0
433.0,477.0,0.0
439.0,477.0,0.0
472.0,477.0,0.0
486.0,477.0,0.0
436.0,478.0,0.0
440.0,478.0,0.0
468.0,478.0,0.0
474.0,478.0,0.0
475.0,478.0,0.0
457.0,479.0,0.0
110.0,480.0,0.0
111.0,480.0,0.0
113.0,480.0,0.0
474.0,480.0,0.0
441.0,481.0,0.0
445.0,481.0,0.0
463.0,481.0,0.0
448.0,482.0,0.0
457.0,482.0,0.0
464.0,483.0,0.0
450.0,484.0,0.0
442.0,487.0,0.0
421.0,488.0,0.0
448.0,489.0,0.0
446.0,492.0,0.0
445.0,494.0,0.0
442.0,495.0,0.0
458.0,499.0,0.0
464.0,502.0,0.0
464.0,503.0,0.0
467.0,503.0,0.0
444.0,504.0,0.0
466.0,504.0,0.0
462.0,505.0,0.0
463.0,505.0,0.0
467.0,505.0,0.0
438.0,506.0,0.0
455.0,506.0,0.0
456.0,507.0,0.0
428.0,508.0,0.0
445.0,508.0,0.0
447.0,508.0,0.0
467.0,508.0,0.0
461.0,509.0,0.0
465.0,510.0,0.0
446.0,512.0,0.0
463.0,512.0,0.0
461.0,513.0,0.0
462.0,513.0,0.0
456.0,515.0,0.0
429.0,516.0,0.0
436.0,516.0,0.0
444.0,516.0,0.0
465.0,516.0,0.0
428.0,518.0,0.0
435.0,520.0,0.0
436.0,520.0,0.0
452.0,520.0,0.0
458.0,521.0,0.0
453.0,523.0,0.0
434.0,524.0,0.0
454.0,524.0,0.0
437.0,530.0,0.0
1271.0,533.0,1.0
1270.0,534.0,1.0
1272.0,534.0,1.0
1270.0,535.0,1.0
1271.0,535.0,1.0
1273.0,535.0,1.0
1270.0,536.0,1.0
1271.0,536.0,1.0
1272.0,536.0,1.0
433.0,537.0,0.0
436.0,537.0,0.0
1266.0,537.0,1.0
1267.0,537.0,1.0
1270.0,537.0,1.0
1272.0,537.0,1.0
1273.0,537.0,1.0
1274.0,537.0,1.0
1265.0,538.0,1.0
1266.0,538.0,1.0
1269.0,538.0,1.0
1270.0,538.0,1.0
1271.0,538.0,1.0
1272.0,538.0,1.0
1274.0,538.0,1.0
1263.0,539.0,1.0
1266.0,539.0,1.0
1268.0,539.0,1.0
1270.0,539.0,1.0
1271.0,539.0,1.0
1273.0,539.0,1.0
1263.0,540.0,1.0
1264.0,540.0,1.0
1265.0,540.0,1.0
1266.0,540.0,1.0
1267.0,540.0,1.0
1268.0,540.0,1.0
1270.0,540.0,1.0
1271.0,540.0,1.0
1272.0,540.0,1.0
1275.0,540.0,1.0
792.0,541.0,1.0
1260.0,541.0,1.0
1261.0,541.0,1.0
1263.0,541.0,1.0
1264.0,541.0,1.0
1265.0,541.0,1.0
1271.0,541.0,1.0
1272.0,541.0,1.0
1274.0,541.0,1.0
792.0,542.0,1.0
1259.0,542.0,1.0
1260.0,542.0,1.0
1264.0,542.0,1.0
1265.0,542.0,1.0
1268.0,542.0,1.0
1269.0,542.0,1.0
1271.0,542.0,1.0
1272.0,542.0,1.0
1273.0,542.0,1.0
792.0,543.0,1.0
1260.0,543.0,1.0
1262.0,543.0,1.0
1263.0,543.0,1.0
1264.0,543.0,1.0
1266.0,543.0,1.0
1267.0,543.0,1.0
1268.0,543.0,1.0
1259.0,544.0,1.0
1260.0,544.0,1.0
1262.0,544.0,1.0
1263.0,544.0,1.0
1265.0,544.0,1.0
1266.0,544.0,1.0
1268.0,544.0,1.0
1262.0,545.0,1.0
1263.0,545.0,1.0
1264.0,545.0,1.0
1265.0,545.0,1.0
1259.0,546.0,1.0
858.0,559.0,1.0
861.0,561.0,1.0
853.0,562.0,1.0
854.0,562.0,1.0
843.0,564.0,1.0
856.0,565.0,1.0
843.0,566.0,1.0
849.0,566.0,1.0
855.0,567.0,1.0
829.0,568.0,1.0
841.0,568.0,1.0
831.0,569.0,1.0
835.0,569.0,1.0
839.0,569.0,1.0
840.0,569.0,1.0
842.0,569.0,1.0
843.0,569.0,1.0
847.0,569.0,1.0
835.0,570.0,1.0
852.0,570.0,1.0
855.0,570.0,1.0
857.0,570.0,1.0
840.0,571.0,1.0
841.0,571.0,1.0
830.0,572.0,1.0
836.0,572.0,1.0
837.0,574.0,1.0
854.0,574.0,1.0
842.0,575.0,1.0
843.0,575.0,1.0
849.0,575.0,1.0
853.0,575.0,1.0
844.0,576.0,1.0
851.0,576.0,1.0
847.0,578.0,1.0
846.0,579.0,1.0
843.0,580.0,1.0
847.0,582.0,1.0
844.0,583.0,1.0
839.0,584.0,1.0
843.0,585.0,1.0
838.0,587.0,1.0
843.0,588.0,1.0
843.0,589.0,1.0
844.0,589.0,1.0
839.0,592.0,1.0
841.0,592.0,1.0
842.0,592.0,1.0
843.0,592.0,1.0
839.0,593.0,1.0
841.0,593.0,1.0
841.0,594.0,1.0
1234.0,594.0,0.0
1230.0,595.0,0.0
1231.0,595.0,0.0
1232.0,595.0,0.0
1233.0,595.0,0.0
1234.0,595.0,0.0
1239.0,595.0,0.0
837.0,596.0,1.0
1230.0,596.0,0.0
1231.0,596.0,0.0
1232.0,596.0,0.0
1234.0,596.0,0.0
1237.0,596.0,0.0
1239.0,596.0,0.0
1241.0,596.0,0.0
838.0,597.0,1.0
1230.0,597.0,0.0
1231.0,597.0,0.0
1232.0,597.0,0.0
1234.0,597.0,0.0
1235.0,597.0,0.0
1238.0,597.0,0.0
1239.0,597.0,0.0
1226.0,598.0,0.0
1228.0,598.0,0.0
1230.0,598.0,0.0
1232.0,598.0,0.0
1233.0,598.0,0.0
1234.0,598.0,0.0
1237.0,598.0,0.0
1227.0,599.0,0.0
1234.0,599.0,0.0
1235.0,599.0,0.0
1236.0,599.0,0.0
836.0,600.0,1.0
1232.0,600.0,0.0
1233.0,600.0,0.0
1234.0,600.0,0.0
1235.0,600.0,0.0
1236.0,600.0,0.0
832.0,602.0,1.0
832.0,604.0,1.0
74.0,706.0,0.0
75.0,706.0,0.0
74.0,708.0,0.0
60.0,709.0,0.0
80.0,709.0,0.0
60.0,710.0,0.0
61.0,710.0,0.0
63.0,710.0,0.0
78.0,710.0,0.0
80.0,710.0,0.0
69.0,711.0,0.0
71.0,711.0,0.0
74.0,711.0,0.0
75.0,711.0,0.0
66.0,712.0,0.0
41.0,713.0,0.0
47.0,713.0,0.0
74.0,713.0,0.0
75.0,713.0,0.0
76.0,713.0,0.0
40.0,714.0,0.0
42.0,714.0,0.0
59.0,714.0,0.0
67.0,714.0,0.0
69.0,714.0,0.0
71.0,714.0,0.0
76.0,714.0,0.0
78.0,714.0,0.0
84.0,714.0,0.0
41.0,715.0,0.0
43.0,715.0,0.0
46.0,715.0,0.0
57.0,715.0,0.0
67.0,715.0,0.0
74.0,715.0,0.0
82.0,715.0,0.0
85.0,715.0,0.0
88.0,715.0,0.0
42.0,716.0,0.0
46.0,716.0,0.0
49.0,716.0,0.0
58.0,716.0,0.0
59.0,716.0,0.0
68.0,716.0,0.0
72.0,716.0,0.0
74.0,716.0,0.0
77.0,716.0,0.0
78.0,716.0,0.0
82.0,716.0,0.0
84.0,716.0,0.0
37.0,717.0,0.0
38.0,717.0,0.0
41.0,717.0,0.0
43.0,717.0,0.0
46.0,717.0,0.0
57.0,717.0,0.0
59.0,717.0,0.0
67.0,717.0,0.0
70.0,717.0,0.0
74.0,717.0,0.0
76.0,717.0,0.0
78.0,717.0,0.0
80.0,717.0,0.0
83.0,717.0,0.0
38.0,718.0,0.0
40.0,718.0,0.0
50.0,718.0,0.0
51.0,718.0,0.0
74.0,718.0,0.0
43.0,719.0,0.0
52.0,719.0,0.0
53.0,719.0,0.0
55.0,719.0,0.0
69.0,719.0,0.0
71.0,719.0,0.0
72.0,719.0,0.0
74.0,719.0,0.0
45.0,720.0,0.0
49.0,720.0,0.0
50.0,720.0,0.0
55.0,720.0,0.0
67.0,720.0,0.0
68.0,720.0,0.0
73.0,720.0,0.0
35.0,721.0,0.0
36.0,721.0,0.0
44.0,721.0,0.0
49.0,721.0,0.0
41.0,722.0,0.0
46.0,722.0,0.0
54.0,722.0,0.0
35.0,723.0,0.0
37.0,723.0,0.0
41.0,723.0,0.0
47.0,723.0,0.0
49.0,723.0,0.0
51.0,723.0,0.0
54.0,723.0,0.0
32.0,724.0,0.0
35.0,724.0,0.0
38.0,724.0,0.0
41.0,724.0,0.0
42.0,724.0,0.0
44.0,724.0,0.0
45.0,724.0,0.0
53.0,724.0,0.0
37.0,725.0,0.0
38.0,725.0,0.0
42.0,725.0,0.0
44.0,725.0,0.0
47.0,725.0,0.0
34.0,726.0,0.0
37.0,726.0,0.0
39.0,726.0,0.0
40.0,726.0,0.0
43.0,726.0,0.0
44.0,726.0,0.0
27.0,727.0,0.0
41.0,727.0,0.0
28.0,728.0,0.0
39.0,728.0,0.0
28.0,729.0,0.0
29.0,729.0,0.0
30.0,729.0,0.0
26.0,730.0,0.0
27.0,730.0,0.0
31.0,730.0,0.0
30.0,731.0,0.0
25.0,732.0,0.0
